original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date,flagged,catalogue_year
"Accounts (Public), Ctte. of, 1916—Memo. by Comptroller and Auditor-Gen. for inform. of, rid. ... WYMAN, Sept. 16",1,9,,,"Accounts (Public), Ctte. of, 1916—Memo. by Comptroller and Auditor-Gen. for inform. of, rid. ...",,,WYMAN,Sep. 16,False,1916
"Acland (Mrs. Arthur H. D.)-Child training. Cr. 8vo. 71 x 5, pp. 179, Is. net SIDGWICK & J., Oct. 16",2,10,,Acland (Mrs. Arthur H. D.),Child training.,Cr. 8vo.,"71 x 5, pp. 179, Is. net",SIDGWICK & J.,Oct. 16,False,1916
"Acts-Index to Public General Acts, 1914-16, W. tables, &c. 7d. ..WYMAN, Feb. 16",2,10,,,"Acts-Index to Public General Acts, 1914-16, W. tables, &c.",,7d. ..,WYMAN,Feb. 16,False,1916
"Acts Local and Private Acts, 1914-16, w. index, tables, &c. 4s. WYMAN, Aug. 16",2,10,,,"Acts Local and Private Acts, 1914-16, w. index, tables, &c.",,4s.,WYMAN,Aug. 16,False,1916
"Acts—Public General Acts, 1914-16, w. index, tables, &c. 35. WYMAN, Apr. 16",2,10,,,"Acts—Public General Acts, 1914-16, w. index, tables, &c.",,35.,WYMAN,Apr. 16,False,1916
"Acts-Appropriation (No. 2), įd. ; Clubs (Temp. prov.), id. ; Naval and military war pensions, &c., iid. ; Patents and designs (Partial sus- pension), įd. ; Local and private : Ammanford Urban Distr. Council, 25. od. ; Chelmsford Corporation, 28. 3d. ; Dewsbury Corporation, 5S. 6d.; Eastern Valleys (Monmouthshire), Joint Sewerage Bd., Is. ; Electric Lighting Ord. Confirm. No. 3, 2s. 6d. ; do., No. 4, 28. 6d. ; L.C.C. General powers, 28. 6d.; Lurgan Urban Distr. Council, 4s. 6d.; Methodist Church in Ireland, 4s. 9d.; Northwich Gas, 28. 3d. ; Prescot Gas, is. gd.; Rotherham Corporation, 28. gd. ; Spennymoor and Tudhoe Gas, is. gd. WYMAN, Nov. 15",2,10,,,"Acts-Appropriation (No. 2), įd. ; Clubs (Temp. prov.), id. ; Naval and military war pensions, &c., iid. ; Patents and designs (Partial sus- pension), įd. ; Local and private : Ammanford Urban Distr. Council, 25. od. ; Chelmsford Corporation, 28. 3d. ; Dewsbury Corporation, 5S. 6d.; Eastern Valleys (Monmouthshire), Joint Sewerage Bd., Is. ; Electric Lighting Ord. Confirm. No. 3, 2s. 6d. ; do., No. 4, 28. 6d. ; L.C.C. General powers, 28. 6d.; Lurgan Urban Distr. Council, 4s. 6d.; Methodist Church in Ireland, 4s. 9d.; Northwich Gas, 28. 3d. ; Prescot Gas, is. gd.; Rotherham Corporation, 28. gd. ; Spennymoor and Tudhoe Gas, is. gd.",,,WYMAN,Nov. 15,False,1916
"Acts—Finance (No. 2), 4}d.; Govt. war obliga- tions, fd.; Indian Civil Service (Temp. prov.), d.; Judicial Ctte., dd.; Midwives (Scotland), 2d. ; Street collections regulation (Scotland), fd.; Local and private : Aberdare Urban Distr. Council, 25. 3d. ; Ashington Urban Distr. Council, 3s. 6.; Barnoldswick Urban Distr. Council Water, 35. od.; Dundee Corp. Ord. Confirm. is.; Gas and Water Ord. Confirm., No. 2, 45.; Massy's divorce, 6d. ; Metropolitan Water Bd., 35.; Nottingham Corp. (Trent Navigation Transfer), is. 3d. ; Pier and Harbour Ord. Confirm. (No. 1), 35. ; South Shields Corp., is. 6d. ; Weardale and Consett Water, 25. 9d. ; Wolverhampton Corp. Water, 28. od. WYMAN, Dec. 15",2,10,,,"Acts—Finance (No. 2), 4}d.; Govt. war obliga- tions, fd.; Indian Civil Service (Temp. prov.), d.; Judicial Ctte., dd.; Midwives (Scotland), 2d. ; Street collections regulation (Scotland), fd.; Local and private : Aberdare Urban Distr. Council, 25. 3d. ; Ashington Urban Distr. Council, 3s. 6.; Barnoldswick Urban Distr. Council Water, 35. od.; Dundee Corp. Ord. Confirm. is.; Gas and Water Ord. Confirm., No. 2, 45.; Massy's divorce, 6d. ; Metropolitan Water Bd., 35.; Nottingham Corp. (Trent Navigation Transfer), is. 3d. ; Pier and Harbour Ord. Confirm. (No. 1), 35. ; South Shields Corp., is. 6d. ; Weardale and Consett Water, 25. 9d. ; Wolverhampton Corp. Water, 28. od.",,,WYMAN,Dec. 15,False,1916
"Acts-Education (Small population grants), fd.; Evidence (Amend.), d.; Increase of rent and mortgage interest (war restric.), id.; Indict- ments, 2 d.; Trading with the Enemy (Exten. of powers), įd. ; War Loan (Supp. prov.), id. Local and private : Beamish divorce, 9d. ; Clackmannan County Water Order, 38. 3d. ; Denny's divorce, 6d.; Glasgow Water Ord. Confirm., 25. 9d.; Lincoln Corporation, 6s.; L.C.C. (Celluloid), is, 3d. ; do. (Tramways and improvements), is.gd. ; Pier and Harbour Ord. Confirm. (No. 2), 25. 3d. ; Port Dundas Church and Parish, Quoad Sacra, Glasgow Ord. Confirm., 6d. ; Rhondda Urban Distr. Council (Tramways Exten.), 25. 6d. ; Stalybridge, &c., Tramways and Elec. Bd., 35. 6. WYMAN, Jan. 16",2,10,,,"Acts-Education (Small population grants), fd.; Evidence (Amend.), d.; Increase of rent and mortgage interest (war restric.), id.; Indict- ments, 2 d.; Trading with the Enemy (Exten. of powers), įd. ; War Loan (Supp. prov.), id. Local and private : Beamish divorce, 9d. ; Clackmannan County Water Order, 38. 3d. ; Denny's divorce, 6d.; Glasgow Water Ord. Confirm., 25. 9d.; Lincoln Corporation, 6s.; L.C.C. (Celluloid), is, 3d. ; do. (Tramways and improvements), is.gd. ; Pier and Harbour Ord. Confirm. (No. 2), 25. 3d. ; Port Dundas Church and Parish, Quoad Sacra, Glasgow Ord. Confirm., 6d. ; Rhondda Urban Distr. Council (Tramways Exten.), 25. 6d. ; Stalybridge, &c., Tramways and Elec. Bd., 35. 6.",,,WYMAN,Jan. 16,False,1916
"Acts---Army (Suspension of sentences) Amend., jd.; Customs (War powers), id.; Military service, itd.; Munitions of War (Amend.), 2d.; Naval Forces (Service on shore), d.; Parliament and registration, d.; Trading with the Enemy Amend., Ifd. WYMAN, Feb. 16",2,10,,,"Acts---Army (Suspension of sentences) Amend., jd.; Customs (War powers), id.; Military service, itd.; Munitions of War (Amend.), 2d.; Naval Forces (Service on shore), d.; Parliament and registration, d.; Trading with the Enemy Amend., Ifd.",,,WYMAN,Feb. 16,False,1916
"Acts-Consolidated Fund (No. 1), £d.; Naval prize (Procedure), fd.; Local and privale : Glasgow celluloid, is. 3d. ..WYMAN, Mar. 16",2,10,,,"Acts-Consolidated Fund (No. 1), £d.; Naval prize (Procedure), fd.; Local and privale : Glasgow celluloid, is. 3d.",,,WYMAN,Mar. 16,False,1916
"Acts-Army (Annual), 4d.; Consolidated Fund (No. 2), Id.; Imperial Institute (Management), d.; Naval and military war pensions, &c. (Expenses), d.; Pacific Islands regulations (Validation), id. ..WYMAN, Apr. 16",2,10,,,"Acts-Army (Annual), 4d.; Consolidated Fund (No. 2), Id.; Imperial Institute (Management), d.; Naval and military war pensions, &c. (Expenses), d.; Pacific Islands regulations (Validation), id.",,,WYMAN,Apr. 16,False,1916
"Acts—Courts (Emerg. powers) : Amend., d; Education (Prov. of meals) : Ireland, d.; Finance (New duties), 1 d.; Local govern- ment (Energ. prov.), 2d.; Marriage (Scotland), Id. ; Military service, 1 d. ; Summer time, fd.; War risks (Insurance by trustees), 4d. ; Army act (1885, w. Amend. to end of Sess. 5 and 6 Geo. V), is. ; Plymouth Corporation, 155. 6d. WYMAN, May 16",2,10,,,"Acts—Courts (Emerg. powers) : Amend., d; Education (Prov. of meals) : Ireland, d.; Finance (New duties), 1 d.; Local govern- ment (Energ. prov.), 2d.; Marriage (Scotland), Id. ; Military service, 1 d. ; Summer time, fd.; War risks (Insurance by trustees), 4d. ; Army act (1885, w. Amend. to end of Sess. 5 and 6 Geo. V), is. ; Plymouth Corporation, 155. 6d.",,,WYMAN,May 16,False,1916
"Acts—British North America, Jd. ; Consolidated Fund (No. 3), įd.; Courts (Emerg. Powers), d.; Naval discipline (Delegation of powers), {d.; Aberdeen Corp. Water Ord. Confirm., 55. ; Gas orders confirm., 3d. ...WYMAN, J une 16",2,10,,,"Acts—British North America, Jd. ; Consolidated Fund (No. 3), įd.; Courts (Emerg. Powers), d.; Naval discipline (Delegation of powers), {d.; Aberdeen Corp. Water Ord. Confirm., 55. ; Gas orders confirm., 3d.",,,WYMAN,June 16,False,1916
"Acts—Finance, 4]d ; Marriage of British subjects (facilities) amendment, d.; Nat. Insurance (Pt. 2) (Munition workers), id.; Re-election of ministers, kd.; Royal marines, fd. Local and private : Alexander's restitution, 3d. ; Cardiff Railway, 3d. ; Colonial bank, 3d. WYMAN, July 16",2,10,,,"Acts—Finance, 4]d ; Marriage of British subjects (facilities) amendment, d.; Nat. Insurance (Pt. 2) (Munition workers), id.; Re-election of ministers, kd.; Royal marines, fd. Local and private : Alexander's restitution, 3d. ; Cardiff Railway, 3d. ; Colonial bank, 3d.",,,WYMAN,July 16,False,1916
"Acts—Anglo-Portuguese commercial treaty, id. ; Army (Courts of inquiry), įd.; British ships (Transfer restric.), jd.; Consolidated Fund (No. 4), įd.; Elem. education (Fee grant), įd.; Expiring laws continuance, id.; Finance (Exchequer Bonds) Amendment, Jd.; Gas (Standard of calorific power), 4d.; Government of India (Amend.), 1 d.; Isle of Man (Customs), id.; Law procedure (Emerg. prov.) (Ireland), d. ; Merchant shipping (Salvage), id. ; Muni- cipal savings banks (War Loan invest.), jd.; Output of beer (Restric.), id.; Parliament and local elections, id.; Police, factories, &c. (Misc. prov.), itd.; Public works loans, įd.; Small holding colonies, id.; Special Cominis- sions (Dardanelles and Mesopotamia), d.; Telegraph (Construction), įd.; Time (Ireland), d. ; Trading with the Enemy (Copyright), Id.; War charities, Ild. Local and private : Burnley Corporation, 9d. ; City of Dublin Steam Packet Company, 6d.; Edinburgh Corporation Ord. Confirm., 3s. 30.; Electric Lighting Ord. Confirm., 6d.; Halifax Corporation Act Prov. Ord. Confirm., 3d.; Imperial Continental Gas Association, gd.; Land drainage (Feltwell) Prov. Ord. Confirm., 6d.; Local Gov. Board's Prov. Ord. Confirm., No. 1, 9d. ; do., No. 2, IS. ; do., No. 4, 9d.; do., No. 6, 6d.; Local Govt. Board (Ireland) Prov. Ord. Confirm. No. 1, 3d.; do., (Gas), 6d.; Metropolitan Electric Tram- ways, 6d.; Plymouth and Stonehouse gas, IS. 3d. ; Prov. Ord. (Marriages) Confirm., 3d. ; Swansea Harbour, 6d.; Weston-super-Mare Grand Pier, gd. .. WYMAN, Aug. 16",2,10,,,,,,,,True,1916
". WYMAN, Sep. 16",2,10,,,,,,WYMAN,Sep. 16,False,1916
"Acts Local and private: Great Central and Sheffield District Railway, gd.; Municipal corporations (Buxton scheme confirm.), is. 3d. ; North British Railway, is. 3d. ; Pier and Har- bour Prov. Ord. Confirm., 25. 3d. ; River Glen, IS. ; Saint John's Church, Kingston-upon-Hull, 3d.; Shropshire, Worcestershire, and Staffordshire electric power, 6d. ; Van Diemen's Land Company, 2s. 9d. ...WYMAN, Oct. 16",2,10,,,"Acts Local and private: Great Central and Sheffield District Railway, gd.; Municipal corporations (Buxton scheme confirm.), is. 3d. ; North British Railway, is. 3d. ; Pier and Har- bour Prov. Ord. Confirm., 25. 3d. ; River Glen, IS. ; Saint John's Church, Kingston-upon-Hull, 3d.; Shropshire, Worcestershire, and Staffordshire electric power, 6d. ; Van Diemen's Land Company, 2s. 9d.",,,WYMAN,Oct. 16,False,1916
"Adair (Cecil)-The Mist pool. Cr. 8vo. 71 x 4*, pp. 352, 6s .S. PAUL, Feb. 16",3,11,,Adair (Cecil),The Mist pool.,Cr. 8vo.,"71 x 4*, pp. 352, 6s .",S. PAUL,Feb. 16,False,1916
"Adair (Robin)--Practical oral hygiene prophylaxis and pyorrhea alveolaris. 2nd ed. enlarged and revised. Ryl. 8vo. 91 x 61, 21s. net KIMPTON, Feb. 16",3,11,,Adair (Robin),Practical oral hygiene prophylaxis and pyorrhea alveolaris. 2nd ed. enlarged and revised.,Ryl. 8vo.,"91 x 61, 21s. net",KIMPTON,Feb. 16,False,1916
"Adam (H. Pearl)- International cartoons of the War. Fol. 143 x8, 35. 6d. net; swd. is. net CHATTO & W., June 16",3,11,,Adam (H. Pearl),International cartoons of the War.,Fol.,"143 x8, 35. 6d. net; swd. is. net",CHATTO & W.,June 16,False,1916
"Adams (Arthur B.)--Marketing perishable farm products. Pp. 180, 6s. (Columbia Univ. Studies in polit, science) ..P.S. KING, Aug. 16",3,11,,Adams (Arthur B.),Marketing perishable farm products.,,"Pp. 180, 6s. (Columbia Univ. Studies in polit, science)",P. S. KING,Aug. 16,False,1916
"Adams (H. C.)-Perils in the Transvaal. Cr. 8vo. 7} X5, pp. 384, 28. 60. .. HODDER & S., Sep. 16",3,11,,Adams (H. C.),Perils in the Transvaal.,Cr. 8vo.,"7} X5, pp. 384, 28. 60. ..",HODDER & S.,Sep. 16,False,1916
"Adams (H. F.)--Advertising and its mental laws. Cr. 8vo. 71 X 5, 6s. 6d. net MACMILLAN, Dec. 16",3,11,,Adams (H. F.),Advertising and its mental laws.,Cr. 8vo.,"71 X 5, 6s. 6d. net",MACMILLAN,Dec. 16,False,1916
"Adams (John Quincy)--Writings. Ed. by Worthington C. Ford. Vol. 6, 1816-1819, 8vo. 9 X 6, 15s. net ......MACMILLAN, May 16",3,11,,Adams (John Quincy),"Writings. Ed. by Worthington C. Ford. Vol. 6, 1816-1819,",8vo.,"9 X 6, 15s. net ......",MACMILLAN,May 16,False,1916
"Adams (Samuel Hopkins)----Little Miss Grouch: a narrative based upon the private log of Alexander Forsyth Smith's maiden Trans- atlantic voyage. Cr. 8vo. 74 x 5, pp. 217, 28. 6d. net ..MURRAY, Mar. 16",3,11,,Adams (Samuel Hopkins),Little Miss Grouch: a narrative based upon the private log of Alexander Forsyth Smith's maiden Trans- atlantic voyage.,Cr. 8vo.,"74 x 5, pp. 217, 28. 6d. net ..",MURRAY,Mar. 16,False,1916
"Adams (W. H.)-Riches and honour. Cr. 8vo. 71x41, pp. 482, 6s. net .. SMITH, E., Mar. 16",3,11,,Adams (W. H.),Riches and honour.,Cr. 8vo.,"71x41, pp. 482, 6s. net ..","SMITH, E.",Mar. 16,False,1916
"Adcock (A. St. John)--Australasia triumphant ! With the Australians and New Zealanders in the Great War on land and sea. 36 illus. Ryl. 8vo. 10X71, pp. 112, 28. 6d. net SIMPKIN, Jan. 16",3,11,,Adcock (A. St. John),Australasia triumphant ! With the Australians and New Zealanders in the Great War on land and sea.,Ryl. 8vo.,"36 illus. 10X71, pp. 112, 28. 6d. net",SIMPKIN,Jan. 16,False,1916
"Adcock (A. St. John) Songs of the world-war. 18mo. 61 x 41, pp. 102, bds. Is. 6d. net PALMER & H., Apr. 16",3,11,,Adcock (A. St. John),Songs of the world-war.,18mo.,"61 x 41, pp. 102, bds. Is. 6d. net",PALMER & H.,Apr. 16,False,1916
"Addams (Jane)--The Long road of woman's memory. Cr. 8vo. 74 x 54, pp. 181, 5s, 6d. net MACMILLAN, Dec. 16",3,11,,Addams (Jane),The Long road of woman's memory.,Cr. 8vo.,"74 x 54, pp. 181, 5s, 6d. net",MACMILLAN,Dec. 16,False,1916
"Addams (Jane)--Newer ideals of peace.' New ed. Cr. 8vo. 7} *4, 28. net . .MACMILLAN, Jan. 16",3,11,,Addams (Jane),Newer ideals of peace.' New ed.,Cr. 8vo.,"7} *4, 28. net . .",MACMILLAN,Jan. 16,False,1916
"Adderley (James)---In slums and society : reminis- cences of old friends. Cr. 8vo. 74 x 4, pp. 302, 6s. .UNWIN, Feb. 16",3,11,,Adderley (James),In slums and society : reminis- cences of old friends.,Cr. 8vo.,"74 x 4, pp. 302, 6s. .",UNWIN,Feb. 16,False,1916
"Addis (W. J.)-Essay writing. Cr. 8vo. 7+ x4, pp. 104, limp clo. Is. 6d. (Pitman's Civil service text-books). I. PITMAN, Feb. 16",3,11,,Addis (W. J.),Essay writing.,Cr. 8vo.,"7+ x4, pp. 104, limp clo. Is. 6d. (Pitman's Civil service text-books).",I. PITMAN,Feb. 16,False,1916
"Adler (Felix)--Marriage and divorce. 7*X5, pp. 91, 29. 6d, net . .APPLETON, Feb. 16",3,11,,Adler (Felix),Marriage and divorce.,,"7*X5, pp. 91, 29. 6d, net . .",APPLETON,Feb. 16,False,1916
"Adler (Felix)—The World crisis and its meaning. 71x57, pp. 233, 4s. 6d. net APPLETON, Feb. 16",3,11,,Adler (Felix),The World crisis and its meaning.,,"71x57, pp. 233, 4s. 6d. net",APPLETON,Feb. 16,False,1916
"Admiralty-Anatomy (Elem.) and physiology for those studying physical training, 6d. WYMAN, Oct. 16",3,11,,,"Admiralty-Anatomy (Elem.) and physiology for those studying physical training, 6d.",,,WYMAN,Oct. 16,False,1916
"Admiralty-Flags of all nations, Admiralty bk. of. 2IS. WYMAN, Oct. 16",3,11,,,"Admiralty-Flags of all nations, Admiralty bk. of.",,2IS.,WYMAN,Oct. 16,False,1916
"Admiralty-Hydrographic. Supplements to Pilots are gratis to purchasers of various Pilots. Admiralty-Hydrographic. Africa pilot. Pt. 2, 1910: Rev. supp., 1916 ..POTTER, Apr. 16",3,11,,,"Admiralty-Hydrographic. Supplements to Pilots are gratis to purchasers of various Pilots. Admiralty-Hydrographic. Africa pilot. Pt. 2, 1910: Rev. supp., 1916",,,POTTER,Apr. 16,False,1916
"Admiralty--Hydrographic. Arctic pilot. Vol. 2, 1911 : Supp. (2), 1915; Vol. 3. 2nd ed., 1915 6s. POTTER, Jan. 16",3,11,,,"Admiralty--Hydrographic. Arctic pilot. Vol. 2, 1911 : Supp. (2), 1915; Vol. 3. 2nd ed., 1915",,6s.,POTTER,Jan. 16,False,1916
"Admiralty-Hydrographic. Australia directory, Vol. 1, 1907. Rev. supp. (2), 1916 POTTER, June 16",3,11,,,"Admiralty-Hydrographic. Australia directory, Vol. 1, 1907. Rev. supp. (2), 1916",,,POTTER,June 16,False,1916
"Admiralty-Hydrographic. Baltic pilot, Pt. 2, 1914, Supp., 1916; Do., Pt. 3, 1913, Supp., .POTTER, July 16",3,11,,,"Admiralty-Hydrographic. Baltic pilot, Pt. 2, 1914, Supp., 1916; Do., Pt. 3, 1913, Supp., .",,,POTTER,July 16,False,1916
"Admiralty-Hydrographic. Bay of Bengal pilot, 1910 : Rev. supp., 1916 ..POTTER, Apr. 16",3,11,,,"Admiralty-Hydrographic. Bay of Bengal pilot, 1910 : Rev. supp., 1916",,,POTTER,Apr. 16,False,1916
"Admiralty-Hydrographic. Black Sea pilot, 1908 : Supp. No. 3, 1916. .POTTER, Sep. 16",3,11,,,"Admiralty-Hydrographic. Black Sea pilot, 1908 : Supp. No. 3, 1916.",,,POTTER,Sep. 16,False,1916
"Admiralty-Hydrographic. British Columbia pilot. Vols. I and 2, 1913 : Supps., 1915, POTTER, Feb. 16",3,11,,,"Admiralty-Hydrographic. British Columbia pilot. Vols. I and 2, 1913 : Supps., 1915,",,,POTTER,Feb. 16,False,1916
"Admiralty-Hydrographic. China Sea pilot. Vol. 1, The Approaches to the China Sea, by Malacca and Singapore Straits, and incl. the whole Island of Sumatra. Ist ed., 3s. Vol. 3, 1912 : Supp., 1915 J. D. POTTER, May 16",3,11,,,"Admiralty-Hydrographic. China Sea pilot. Vol. 1, The Approaches to the China Sea, by Malacca and Singapore Straits, and incl. the whole Island of Sumatra. Ist ed., 3s. Vol. 3, 1912 : Supp., 1915",,,J. D. POTTER,May 16,False,1916
"Admiralty - Hydrographic. England (West Coast) pilot, 1916. Rev. supp., 1916 POTTER, July 16",3,11,,,"Admiralty - Hydrographic. England (West Coast) pilot, 1916. Rev. supp., 1916",,,POTTER,July 16,False,1916
"Admiralty-Hydrographic. France, Spain and Portugal (West Coasts) pilot, 1910: Rev. supp., .POTTER, Feb. 16",3,11,,,"Admiralty-Hydrographic. France, Spain and Portugal (West Coasts) pilot, 1910: Rev. supp.,",,,POTTER,Feb. 16,False,1916
"Admiralty-Hydrographic. Irish Coast pilot, 1911. Rev. supplement, 1916 POTTER, July 16",3,11,,,"Admiralty-Hydrographic. Irish Coast pilot, 1911. Rev. supplement, 1916",,,POTTER,July 16,False,1916
"Admiralty-Hydrographic. Lights and time signals, List of, 1916. Pt. 1, British Islands, is. 6d. ; 2, North and Arctic Seas, except Brit. Isles, 28. 6d. ; 3, Baltic Sea, 2s. ; 4, E. side of N. and S. Atlantic Oceans, S. of Dunkerque, Is. 6d. ; 5, Mediterranean, Black and Red Seas, is. 6d.; 6, Indian and West Pacific Oceans, 25.; 7, W. side of S. Atlantic Ocean and E. Pacific Ocean, is. ; 8, W. side of N. Atlantic Ocean (Canada, Newfoundland and Labrador), is. 6d. ; 9, do. (U.S. of America, Gulf of Mexico, West Indies and N. Coast of S. America to Cape Orange), is. 6d. .POTTER, Feb. 16",3,11,,,"Admiralty-Hydrographic. Lights and time signals, List of, 1916. Pt. 1, British Islands, is. 6d. ; 2, North and Arctic Seas, except Brit. Isles, 28. 6d. ; 3, Baltic Sea, 2s. ; 4, E. side of N. and S. Atlantic Oceans, S. of Dunkerque, Is. 6d. ; 5, Mediterranean, Black and Red Seas, is. 6d.; 6, Indian and West Pacific Oceans, 25.; 7, W. side of S. Atlantic Ocean and E. Pacific Ocean, is. ; 8, W. side of N. Atlantic Ocean (Canada, Newfoundland and Labrador), is. 6d. ; 9, do. (U.S. of America, Gulf of Mexico, West Indies and N. Coast of S. America to Cape Orange), is. 6d.",,,POTTER,Feb. 16,False,1916
"Admiralty--Hydrographic. Mediterranean pilot. Vol. 5, Coasts of Tripoli (Libia), Egypt, Kara- mania, Cyprus and Syria. ist ed., 1915, 28. POTTER, Dec. 15",3,11,,,"Admiralty--Hydrographic. Mediterranean pilot. Vol. 5, Coasts of Tripoli (Libia), Egypt, Kara- mania, Cyprus and Syria.",,"ist ed., 1915, 28.",POTTER,Dec. 15,False,1916
"Admiralty-Hydrographic. Newfoundland and Labrador pilot, 1907: rev. supp. (2), 1915 POTTER, Nov. 15",3,11,,,"Admiralty-Hydrographic. Newfoundland and Labrador pilot, 1907: rev. supp. (2), 1915",,,POTTER,Nov. 15,False,1916
"Admiralty-Hydrographic. Notices to mariners, Index to, 1915, IS. .POTTER, Feb. 16",3,11,,,"Admiralty-Hydrographic. Notices to mariners, Index to, 1915,",,IS. .,POTTER,Feb. 16,False,1916
"Admiralty-Hydrographic. Oceanic depths re- ceived at the Admiralty during 1915, Is. 6d. J. D. POTTER, May 16",3,11,,,"Admiralty-Hydrographic. Oceanic depths re- ceived at the Admiralty during 1915,",,Is. 6d.,J. D. POTTER,May 16,False,1916
"Admiralty-Hydrographic. Pacific Islands pilot, Vol. 2, 1908. Supp. No. 3, 1916 POTTER, June 16",3,11,,,"Admiralty-Hydrographic. Pacific Islands pilot, Vol. 2, 1908. Supp. No. 3, 1916",,,POTTER,June 16,False,1916
"Admiralty--Hydrographic. Persian Gulf pilot, 1915 : Supp., 1916 .POTTER, Mar. 16",3,11,,,"Admiralty--Hydrographic. Persian Gulf pilot, 1915 : Supp., 1916 .",,,POTTER,Mar. 16,False,1916
"Admiralty-_Hydrographic. Tide tables, for 1917, for standard ports in the U.K, and other parts of the world. IS, 6d. .POTTER, Sep. 16",4,12,,,"Admiralty-_Hydrographic. Tide tables, for 1917, for standard ports in the U.K, and other parts of the world.",,"IS, 6d. .",POTTER,Sep. 16,False,1916
