entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
"Scheme (Cheshunt College) Confirmation, 6d. ; Local Government Board (Ireland) Provisional Order Confirmation (No. 3), 3d.; Mussel- borough Gas Order Confirmation, is. 9d, ; Pier and Harbour Order Confirmation (No. 1), 9d.; Great Western Railway (Steam Vessels), 3d. ; Trawling in Prohibited Arcas (Prevention), 4d. ; Gas Orders Contirmation (No. 2), 3s. 3d. ; St. Andrews Water Order Contirmation, is; 9d. ; Superannuation, id. WYMAN, Sep. 09",Scheme,Cheshunt College,Confirmation,WYMAN,,0.0,,"Scheme (Cheshunt College) Confirmation, 6d. ; Local Government Board (Ireland) Provisional Order Confirmation (No. 3), 3d.; Mussel- borough Gas Order Confirmation, is. 9d, ; Pier and Harbour Order Confirmation (No. 1), 9d.; Great Western Railway (Steam Vessels), 3d. ; Trawling in Prohibited Arcas (Prevention), 4d. ; Gas Orders Contirmation (No. 2), 3s. 3d. ; St. Andrews Water Order Contirmation, is; 9d. ; Superannuation, id. WYMAN, Sep. 09",Cheshunt College Scheme,['Scheme (Cheshunt College)'],,Sep. 09,
"Acts--Great Western Railway (General Powers), 12s. ; Watford Urban District Council, 3s. 60. ; Whittington Charity Scheme Confirmation, 60.; Wortley Congregational Chapel Scheme Con- firmation, 6cl.; Dewsbury and Batley Congre- gational Chapels Scheme Confirmation, 94.; Bridgend Hope English Baptist Chapel Scheme Confirmation, 3d. ; Marshall's Charity Scheme Confirination, 30.; Provisional Order (Mar- riages) Confirmation (No. 2), 3d. ; Tramways Orders Contirmation, 3s. 60.; Gas and Water Orders Confirmation, 2s. 60.; Pier and Har- bour Orders Confirmation No. 2), 3s. 30. ; Buckie Burgh and Buckie (Cluny) Harbour Order Confirmation, is. od. ; Taff Vale Rail- way, 6d. ; Aberdeen Harbour Order Confirma- tion, is. ; Clydebank and District Water Order Confirmation, s. ; Methwold and Feltwell Drainage, 2s. WYMAN, Nov. 09",Acts--Great Western Railway,General Powers,12s,WYMAN,2s.,0.1,,"Acts--Great Western Railway (General Powers), 125. ; Watford Urban District Council, 3s. 60. ; Whittington Charity Scheme Confirmation, 60.; Wortley Congregational Chapel Scheme Con- firmation, 6cl.; Dewsbury and Batley Congre- gational Chapels Scheme Confirmation, 94.; Bridgend Hope English Baptist Chapel Scheme Confirmation, 3d. ; Marshall's Charity Scheme Confirination, 30.; Provisional Order (Mar- riages) Confirmation (No. 2), 3d. ; Tramways Orders Contirmation, 3s. 60.; Gas and Water Orders Confirmation, 25. 60.; Pier and Har- bour Orders Confirmation No. 2), 35. 30. ; Buckie Burgh and Buckie (Cluny) Harbour Order Confirmation, is. od. ; Taff Vale Rail- way, 6d. ; Aberdeen Harbour Order Confirma- tion, is. ; Clydebank and District Water Order Confirmation, IS. ; Methwold and Feltwell Drainage, 25. WYMAN, Nov. 09",General Powers Acts--Great Western Railway,['Acts--Great Western Railway (General Powers)'],,Nov. 09,
"Acts-Hastings Harbour, 3d. ; Wirral Railway (Extension of Time), 3d.; North Metropolitan Electric Power Supply, 9d. ; Anglo-Argentine Tramways Company, Limited, 9d. ; Leyland Gas, is. 3d. ; Heckmondwike and Liversedge Gas, is, gd. WYMAN, Aug. 09",,,Acts-Hastings Harbour,WYMAN,,0.0,,"Acts-Hastings Harbour, 3d. ; Wirral Railway (Extension of Time), 3d.; North Metropolitan Electric Power Supply, 9d. ; Anglo-Argentine Tramways Company, Limited, 9d. ; Leyland Gas, is. 3d. ; Heckmondwike and Liversedge Gas, is, gd. WYMAN, Aug. 09",,,,Aug. 09,
"Acts-Housing, Town Planning, &c., 5}d. ; Expiring Laws Continuance, id. ; Irish Land, 4d.; 1sle of Man (Customs), }d.; Robert Gordon's Technical College and Aberdeen Endowments Trust Order Confirmation, 2s. 9d.; Development and Road Improvement l'und, 2d.; Assurance Companies, 6d.; Asylum Officers' Superannuation, 2d. WYMAN, Dec. 09",,,"Acts-Housing, Town Planning, &c",WYMAN,2d.,0.008333333333333333,,"Acts-Housing, Town Planning, &c., 5}d. ; Expiring Laws Continuance, id. ; Irish Land, 4d.; Isle of Man (Customs), }d.; Robert Gordon's Technical College and Aberdeen Endowments Trust Order Confirmation, 25. 9d.; Development and Road Improvement l'und, 2d.; Assurance Companies, 6d.; Asylum Officers' Superannuation, 2d. WYMAN, Dec. 09",,,,Dec. 09,
"Acts—Indian Railway Annuities (Sinking Funds), 9d. ; South Western and 1sle of Wight Junction Railway, s. 3d. ; Alexandra (Newport and South Wales) Docks and Railway, is. ; Appro- priation, 3d. ; Public Works Loans, id. WYMAN, Sep. 09",,,Acts—Indian Railway Annuities (Sinking Funds),WYMAN,,0.0,,"Acts—Indian Railway Annuities (Sinking Funds), 9d. ; South Western and Isle of Wight Junction Railway, IS. 3d. ; Alexandra (Newport and South Wales) Docks and Railway, is. ; Appro- priation, 3d. ; Public Works Loans, id. WYMAN, Sep. 09",,,,Sep. 09,
"Acts-Kirkwall Water Order, 3d.; Land Drain- age Provisional Order Confirmation (No. 2), 3d. ; (No. 3), 3d. WYMAN, June 09",,,Acts-Kirkwall Water Order,WYMAN,3d.,0.0125,,"Acts-Kirkwall Water Order, 3d.; Land Drain- age Provisional Order Confirmation (No. 2), 3d. ; (No. 3), 3d. WYMAN, June 09",,,,June 09,
"Acts--Lichfield and Longdon Congregational Chapels Scheme Confirmation, 9d. WYMAN, Nov. 09",,,Acts--Lichfield and Longdon Congregational Chapels Scheme Confirmation,WYMAN,9d.,0.0375,,"Acts--Lichfield and Longdon Congregational Chapels Scheme Confirmation, 9d. WYMAN, Nov. 09",,,,Nov. 09,
"Acts--Littlehampton Gas, 2s. 6d. WYMAN, Aug. 09",,,Acts--Littlehampton Gas,WYMAN,2s. 6d.,0.125,,"Acts--Littlehampton Gas, 25. 6d. WYMAN, Aug. 09",,,,Aug. 09,
"Acts, Local and Private (1908) with Index, 5s. WYMAN, Mar. 09",,,"Acts, Local and Private ",WYMAN,5s.,0.25,,"Acts, Local and Private (1908) with Index, 5s. WYMAN, Mar. 09",,,,Mar. 09,
"Acts-London, Chatham and Dover Railway, 6d. WYMAN, June og Acts—L.C.C. (General Powers), 4s. 3d. i Thames Tunnel (North and South Woolwich), 1s. ; Edinburgh Merchant Company Endowments Order Confirmation, 3s. 9d. ; Westminster City Council (Superannuation and Pensions), is. 3d.; Liverpool Corporation, is. 3d.; Grantham Waterworks, is. 6d.; Worksop Waterworks, s. ; Frimley and Farnborough District Water, s. 9d. WYMAN, Oct. og Acts-London County Council (Tramways and Improvements), 5s. 3d. ; Eastbourne Gas, is. gd.; University of Bristol, 6d.; West Kent Electric Power, 6d. .... WYMAN, Oct. 09",,,"Acts-London, Chatham and Dover Railway",WYMAN,6d.,0.025,,"Acts-London, Chatham and Dover Railway, 6d. WYMAN, June og Acts—L.C.C. (General Powers), 4s. 3d. i Thames Tunnel (North and South Woolwich), Is. ; Edinburgh Merchant Company Endowments Order Confirmation, 35. 9d. ; Westminster City Council (Superannuation and Pensions), is. 3d.; Liverpool Corporation, is. 3d.; Grantham Waterworks, is. 6d.; Worksop Waterworks, IS. ; Frimley and Farnborough District Water, IS. 9d. WYMAN, Oct. og Acts-London County Council (Tramways and Improvements), 55. 3d. ; Eastbourne Gas, is. gd.; University of Bristol, 6d.; West Kent Electric Power, 6d. .... WYMAN, Oct. 09",,,,Oct. 09,
"Acts-London (Westminster and Kensington) Electric Supply Act, 1908, is. 3d. ; Liverpool Corporation (Streets and Buildings) Act, 1908, d. .. WYMAN, Feb. 09",Acts-London,Westminster,Electric Supply Act,WYMAN,,0.0,,"Acts-London (Westminster and Kensington) Electric Supply Act, 1908, is. 3d. ; Liverpool Corporation (Streets and Buildings) Act, 1908, d. .. WYMAN, Feb. 09",Westminster Acts-London,"['Acts-London (Westminster)', 'Acts-London (Kensington)']",,Feb. 09,
"Acts-Long Ashton Congregational Chapel Scheme Confirmation, is... WYMAN, Feb. 09",,,"Acts-Long Ashton Congregational Chapel Scheme Confirmation, is",WYMAN,,0.0,,"Acts-Long Ashton Congregational Chapel Scheme Confirmation, is... WYMAN, Feb. 09",,,,Feb. 09,
"Acts - - Torquay and Paignton Tramways, 2s. 30. ; Northallerton Waterworks, s. od.; Great Central Railway (Various Powers), 4s. 3d. ; Central London Railway, 3s. ; Board of Trade, }d.; Gateshead and District Tramways, 2s. ; Heywood Corporation, 1909, 5s. WYMAN, Nov. 09",,,Acts - - Torquay and Paignton Tramways,WYMAN,5s.,0.25,,"Acts - - Torquay and Paignton Tramways, 25. 30. ; Northallerton Waterworks, IS. od.; Great Central Railway (Various Powers), 45. 3d. ; Central London Railway, 35. ; Board of Trade, }d.; Gateshead and District Tramways, 25. ; Heywood Corporation, 1909, 5s. WYMAN, Nov. 09",,,,Nov. 09,
"Acts-United Kingdom Temperance and General Provident Institution, 1s. 9d. WYMAN, July 09",,,Acts-United Kingdom Temperance and General Provident Institution,WYMAN,1s. 9d.,0.0875,,"Acts-United Kingdom Temperance and General Provident Institution, Is. 9d. WYMAN, July 09",,,,July 09,
"Acts-Wandsworth Borough Council (Super- annuation), gd. ; Torrens' Divorce, 3d. WYMAN, July 09",Acts-Wandsworth Borough Council,Super- annuation,Torrens' Divorce,WYMAN,3d.,0.0125,,"Acts-Wandsworth Borough Council (Super- annuation), gd. ; Torrens' Divorce, 3d. WYMAN, July 09",Super- annuation Acts-Wandsworth Borough Council,['Acts-Wandsworth Borough Council (Super- annuation)'],,July 09,
"Acts - Wells Gas, 1s. 3d. ...... WYMAX, Aug. 09",,,Acts - Wells Gas,WYMAX,1s. 3d.,0.0625,,"Acts - Wells Gas, Is. 3d. ...... WYMAX, Aug. 09",,,,Aug. 09,
"Acts--- Zetland Masonic Sick and Widows' and Orphans' Fund Order Confirmation, 1s. 6d. WYMAN, May 09",,,Acts--- Zetland Masonic Sick and Widows' and Orphans' Fund Order Confirmation,WYMAN,1s. 6d.,0.07500000000000001,,"Acts--- Zetland Masonic Sick and Widows' and Orphans' Fund Order Confirmation, Is. 6d. WYMAN, May 09",,,,May 09,
"Acts of the Apostles (The). With Intro Maps, Text, Notes, Glossaries, Examination Questions and Index. Cr. 8vo. 7! X44, pp. 168, 1s. 6d. net RALPH. H., Mar. 09",,,Acts of the Apostles (The),RALPH. H.,1s. 6d.,0.07500000000000001,8vo.,"Acts of the Apostles (The). With Intro Maps, Text, Notes, Glossaries, Examination Questions and Index. Cr. 8vo. 7! X44, pp. 168, Is. 6d. net RALPH. H., Mar. 09",,,,Mar. 09,net
"Acts, Public General, 1908, 9d. Actuaries (Faculty of)— Transactions. 8vo. s. C. & E. LAYTON, Jan. 09",,,"Acts, Public General",C. & E. LAYTON,,0.0,8vo.,"Acts, Public General, 1908, 9d. Actuaries (Faculty of)— Transactions. 8vo. IS. C. & E. LAYTON, Jan. 09",,,,Jan. 09,
"Adam (H. L.)-The Indian Criminal. 8vo. 83 X53, pp. 314, ios. 6d. net J. MILNE, Feb. 09",Adam,H. L.,The Indian Criminal,J. MILNE,6d.,0.025,8vo.,"Adam (H. L.)-The Indian Criminal. 8vo. 83 X53, pp. 314, ios. 6d. net J. MILNE, Feb. 09",H. L. Adam,['Adam (H. L.)'],,Feb. 09,net
"Adam Interviewed, Hammond (G. H.) 29. net 78. 6d. Acts-Malvern Hills, 61. ; County of Durhain Electric Power Supply, s.. ... WYMAN, Oct. 09","Adam Interviewed, Hammond",G. H.,,WYMAN,,0.0,,"Adam Interviewed, Hammond (G. H.) 29. net 78. 6d. Acts-Malvern Hills, 61. ; County of Durhain Electric Power Supply, IS.. ... WYMAN, Oct. 09","G. H. Adam Interviewed, Hammond","['Adam Interviewed, Hammond (G. H.)']",,Oct. 09,
"Acts - Marine Insurance (Gambling Policies), d.; Local Education Authoricies (Medical Treatment), 1d. ; Colonial Naval Defence, d.; Assistant Postmaster-General, Great Yarmouth (Burgh Castle Drainage), od.; London and North-Western Railway, 1s. 3d. ; Wakefield Corporation, 1s. 34. ; Barry Rail- way, is. 3d. ; Derwent Valley Water, od. ; Southport and Lytham Tramroad (Abandon- ment), 60.; Oxford and District Tramways, od.; Holywood Tramways, 6d.; Workmen's Compensation (Anglo - French Convention), 1d. ; Board of Agriculture and Fisheries, £d. ; South Eastern and London, Chatham and Dover Railways, 9d. ; Metropolitan Am- bulances, .; Irish Handloom Weavers, {d.; Telegraph (Arbitration), d.; Judi- cature (Rule Committee), d.; Naval Establishments in British Possessions, £d.; Preston, Chorley, and Horwich Tramways, od. ; Collooney Ballina and Belmullet Railways and Piers, 9d.; Eskdale Railway, 1s. 3d. ; Mid- land Great Western Railway of Ireland, 1s. ; Cork Bandon and South Coast Railway, 1s. ; Trade Boards, 2d. W'YMAX, Nov, og Acts—Newry, Keady and Tynan Railways, is. 9d. WYMAN, Dec. 09",,,"Acts - Marine Insurance (Gambling Policies), d",WYMAN,9d.,0.0375,,"Acts - Marine Insurance (Gambling Policies), d.; Local Education Authoricies (Medical Treatment), 1d. ; Colonial Naval Defence, d.; Assistant Postmaster-General, Great Yarmouth (Burgh Castle Drainage), od.; London and North-Western Railway, Is. 3d. ; Wakefield Corporation, Is. 34. ; Barry Rail- way, is. 3d. ; Derwent Valley Water, od. ; Southport and Lytham Tramroad (Abandon- ment), 60.; Oxford and District Tramways, od.; Holywood Tramways, 6d.; Workmen's Compensation (Anglo - French Convention), Id. ; Board of Agriculture and Fisheries, £d. ; South Eastern and London, Chatham and Dover Railways, 9d. ; Metropolitan Am- bulances, .; Irish Handloom Weavers, {d.; Telegraph (Arbitration), d.; Judi- cature (Rule Committee), d.; Naval Establishments in British Possessions, £d.; Preston, Chorley, and Horwich Tramways, od. ; Collooney Ballina and Belmullet Railways and Piers, 9d.; Eskdale Railway, Is. 3d. ; Mid- land Great Western Railway of Ireland, Is. ; Cork Bandon and South Coast Railway, Is. ; Trade Boards, 2d. W'YMAX, Nov, og Acts—Newry, Keady and Tynan Railways, is. 9d. WYMAN, Dec. 09",,,,Dec. 09,
"Acts-North-Eastern Railway, 3s. 60. ; Oldhami Corporation, 5s. 9d......... WYMAN, Nov. 09",,,Acts-North-Eastern Railway,WYMAN,5s. 9d.,0.2875,,"Acts-North-Eastern Railway, 3s. 60. ; Oldhami Corporation, 5s. 9d......... WYMAN, Nov. 09",,,,Nov. 09,
"Acts.-Perth Corporation Order Confirmation, 1908. 4s. 3d... WYMAN, Feb. 09",,,Acts,WYMAN,4s. 3d.,0.21250000000000002,,"Acts.-Perth Corporation Order Confirmation, 1908. 45. 3d... WYMAN, Feb. 09",,,,Feb. 09,
"Acts—Poisons and Pharmacy, i}d. ; Prevention of Crime, 2d.; Appellate Jurisdiction, d.; Commons, d.; White Phosphorus Matches Prohibition, d.; Education (Scotland), 4d. ; Crofters' Common Grazings Regulation, £d.; Lunacy Jd. ; Housing of the Working Classes (Ireland), itd.; Constabulary (Ireland), id. ; Coal Mines Regulation, id. ; Local Authorities (Admission of the Press to Meetings), 4d.; Punishment of Incest, id. ; Public Meeting, id. ; Criminal Appeal (Amendment), }d.; East India Loans, d.; Law of Distress Amendment, id. ; Local Registration of Title (Ireland) Amendment, 1d. ; Post Office Savings Bank (Public Trustee), įd... WYMAN, Jan. 09",,,"Acts—Poisons and Pharmacy, i}d",WYMAN,,0.0,,"Acts—Poisons and Pharmacy, i}d. ; Prevention of Crime, 2d.; Appellate Jurisdiction, d.; Commons, d.; White Phosphorus Matches Prohibition, d.; Education (Scotland), 4d. ; Crofters' Common Grazings Regulation, £d.; Lunacy Jd. ; Housing of the Working Classes (Ireland), itd.; Constabulary (Ireland), id. ; Coal Mines Regulation, id. ; Local Authorities (Admission of the Press to Meetings), 4d.; Punishment of Incest, id. ; Public Meeting, id. ; Criminal Appeal (Amendment), }d.; East India Loans, d.; Law of Distress Amendment, id. ; Local Registration of Title (Ireland) Amendment, 1d. ; Post Office Savings Bank (Public Trustee), įd... WYMAN, Jan. 09",,,,Jan. 09,
"Acts - Police, id.; Naval Discipline, id. ; Greenock Corporation, 14s. 66.; Kilkenny, Castlecomer and Athy Railway, 2s. 3d. ; Local Government Board's Provisional Orders Con- firmation (No. 6), 3s. 6........ WYMAN, Dec. 09",,,"Acts - Police, id.; Naval Discipline, id. ; Greenock Corporation",WYMAN,,0.0,,"Acts - Police, id.; Naval Discipline, id. ; Greenock Corporation, 14s. 66.; Kilkenny, Castlecomer and Athy Railway, 25. 3d. ; Local Government Board's Provisional Orders Con- firmation (No. 6), 35. 6........ WYMAN, Dec. 09",,,,Dec. 09,
"Acts, Public General. Session 1908, 3s. WYMAN, April 09",,,"Acts, Public General",WYMAN,3s.,0.15,,"Acts, Public General. Session 1908, 3s. WYMAN, April 09",,,,April 09,
"Acts—Sea Fisheries (Tees) Provisional Order Confirmation, 6d. ; London County Council (Money), is. 6d. ; Donington Water, is. 3d. WYMAN, Oct. 09",,,Acts—Sea Fisheries (Tees) Provisional Order Confirmation,WYMAN,3d.,0.0125,,"Acts—Sea Fisheries (Tees) Provisional Order Confirmation, 6d. ; London County Council (Money), is. 6d. ; Donington Water, is. 3d. WYMAN, Oct. 09",,,,Oct. 09,
"Acts—Shrewsbury Corporation, 2s. od. ; Educa- tion (Administrative Provisions), id. ; Presta- tyn Urban District Council, 2s. od. ; Electric Lighting, 2}d, Glasgow Corporation, 2s. 6d. ; Health Resorts and Watering-Places (Ireland), 1d. ; Local Registration of Title (Ireland), d. Police (Liverpool Inquiry), d.; Weeds and Agricultural Seeds (Ireland), id. ; Summary Jurisdiction (Scotland) Act, 1908, Amendment, id.; Fisheries (Ireland), įd. ; Merchandise Marks (Ireland), įd. ; Cinematograph, id. ; Diseases of Animals, fd.; Prisons (Scotland), }«. ; Hamilton Burgh Order Confirmation, is. 6d. ; Irvine Harbour Order Confirination, 2s. 60. ; Local Government Board's Provisional Orders Confirmation, is. Od.; Lune Fisheries Provi. sional Order Confirmation, is. 6d. ; Mountain Ash Urban District Council, 35, ; Wild Animals in Captivity Protection (Scotland), 1d. WYMAN, Dec, 09",,,Acts—Shrewsbury Corporation,WYMAN,1d.,0.004166666666666667,,"Acts—Shrewsbury Corporation, 25. od. ; Educa- tion (Administrative Provisions), id. ; Presta- tyn Urban District Council, 25. od. ; Electric Lighting, 2}d, Glasgow Corporation, 25. 6d. ; Health Resorts and Watering-Places (Ireland), Id. ; Local Registration of Title (Ireland), d. Police (Liverpool Inquiry), d.; Weeds and Agricultural Seeds (Ireland), id. ; Summary Jurisdiction (Scotland) Act, 1908, Amendment, id.; Fisheries (Ireland), įd. ; Merchandise Marks (Ireland), įd. ; Cinematograph, id. ; Diseases of Animals, fd.; Prisons (Scotland), }«. ; Hamilton Burgh Order Confirmation, is. 6d. ; Irvine Harbour Order Confirination, 25. 60. ; Local Government Board's Provisional Orders Confirmation, is. Od.; Lune Fisheries Provi. sional Order Confirmation, is. 6d. ; Mountain Ash Urban District Council, 35, ; Wild Animals in Captivity Protection (Scotland), 1d. WYMAN, Dec, 09",,,,"Dec, 09",
"Adami (I. G.) and Nicholls (A. G.)--The Princi- ples of Pathology. Vol. 2: Systematic Patho- logy. Ryl. 8vo. 10 X61, pp. 10s2, 30s. net (Oxford Medical Publications) FROWDE, Dec. 09",Adami,I. G.,The Princi- ples of Pathology,FROWDE,30s.,1.5,8vo.,"Adami (I. G.) and Nicholls (A. G.)--The Princi- ples of Pathology. Vol. 2: Systematic Patho- logy. Ryl. 8vo. 10 X61, pp. 10S2, 30s. net (Oxford Medical Publications) FROWDE, Dec. 09",I. G. Adami,"['Adami (I. G.)', 'Nicholls (A. G.)']",,Dec. 09,net
"Adams (Andy)-The Log of a Cowboy. 8vo. swd. 6d. ..CONSTABLE, April 09",Adams,Andy,The Log of a Cowboy,CONSTABLE,6d.,0.025,8vo.,"Adams (Andy)-The Log of a Cowboy. 8vo. swd. 6d. ..CONSTABLE, April 09",Andy Adams,['Adams (Andy)'],,April 09,
"Adams (E. J.)--The light of Thy Truth. Cr. 8vo. 2s, net DRAXE, Dec 09",Adams,E. J.,The light of Thy Truth,DRAXE,2s.,0.1,8vo.,"Adams (E. J.)--The light of Thy Truth. Cr. 8vo. 2S, net DRAXE, Dec 09",E. J. Adams,['Adams (E. J.)'],,Dec 09,net
"Adams (Frederick U.)--The Bottom of the Well. Cr. 8vo. 74 X5, pp. 352, 63...S. PAUL, May 09",Adams,Frederick U.,The Bottom of the Well,S. PAUL,,0.0,8vo.,"Adams (Frederick U.)--The Bottom of the Well. Cr. 8vo. 74 X5, pp. 352, 63...S. PAUL, May 09",Frederick U. Adams,['Adams (Frederick U.)'],,May 09,
"Adams (H. G.)--David Livingstone, the Weaver Boy who became a Missionary. New edit. Cr. Svo. 71 X411, pp. 3.12. 28. 6d. HODDER & S., Oct. 09",Adams,H. G.,"David Livingstone, the Weaver Boy who became a Missionary",HODDER & S.,6d.,0.025,,"Adams (H. G.)--David Livingstone, the Weaver Boy who became a Missionary. New edit. Cr. Svo. 71 X411, pp. 3.12. 28. 6d. HODDER & S., Oct. 09",H. G. Adams,['Adams (H. G.)'],,Oct. 09,
"Adams (H. T.)-Physical Development in relation to Perfect Voice Production. 8vo. swd. 28. net W. REEVES, Jan, 09",Adams,H. T.,Physical Development in relation to Perfect Voice Production,W. REEVES,,0.0,8vo.,"Adams (H. T.)-Physical Development in relation to Perfect Voice Production. 8vo. swd. 28. net W. REEVES, Jan, 09",H. T. Adams,['Adams (H. T.)'],,"Jan, 09",
