entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
"Accounts (Public) Ctte. of-Index and Digest of evidence, Session 1916. 4d. .. WYMAN, Jan. 17",Accounts,Public,Ctte,WYMAN,4d.,0.016666666666666666,,"Accounts (Public) Ctte. of-Index and Digest of evidence, Session 1916. 4d. .. WYMAN, Jan. 17",Public Accounts,['Accounts (Public)'],,Jan. 17,
"Accounts (Public) Ctte.-Report, 2d. ; do., w. proc., minutes of evid. and appen., 2s. H.M. STATIONERY OFF., Aug.'17",Accounts,Public,Ctte,H.M. STATIONERY OFF.,2s.,0.1,,"Accounts (Public) Ctte.-Report, 2d. ; do., w. proc., minutes of evid. and appen., 25. H.M. STATIONERY OFF., Aug.'17",Public Accounts,['Accounts (Public)'],,Aug.'17,
"“Achad ha-Am” see Ginzberg (A.) Achărya (Sri Ananda)-Brahmadarsanam; or, Intuition of the absolute : being an intro. to the study of Hindu philosophy. Cr. 8vo. 74 x 5, pp. 222, 4s. 6d. net ......MACMILLAN, Sep. '17",,,"Achad ha-Am” see Ginzberg (A.) Achărya (Sri Ananda)-Brahmadarsanam; or, Intuition of the absolute : being an intro",MACMILLAN,4s. 6d.,0.225,8vo.,"“Achad ha-Am” see Ginzberg (A.) Achărya (Sri Ananda)-Brahmadarsanam; or, Intuition of the absolute : being an intro. to the study of Hindu philosophy. Cr. 8vo. 74 x 5, pp. 222, 45. 6d. net ......MACMILLAN, Sep. '17",,,,Sep. '17,net
"Achilles Tatius. With an Eng. tr. by S. Gaselee. 18mo. 61 X41. pp. 461, 5s, net, Ithr. 6s. 6d. net (Locb classical“lib.) ..HEINEMANN, May 17",,,Achilles Tatius,HEINEMANN,6s. 6d.,0.325,18mo.,"Achilles Tatius. With an Eng. tr. by S. Gaselee. 18mo. 61 X41. pp. 461, 5s, net, Ithr. 6s. 6d. net (Locb classical“lib.) ..HEINEMANN, May 17",,,,May 17,net
"Ackerley (Fred G.)-A Rumanian manual for self-tuition. Cr. 8vo. 71 x 5, pp. 145, 2s. net K. PAUL, Mar. 17",Ackerley,Fred G.,A Rumanian manual for self-tuition,K. PAUL,2s.,0.1,8vo.,"Ackerley (Fred G.)-A Rumanian manual for self-tuition. Cr. 8vo. 71 x 5, pp. 145, 25. net K. PAUL, Mar. 17",Fred G. Ackerley,['Ackerley (Fred G.)'],,Mar. 17,net
"Ackerman (Carl W.).-Germany, the next republic? Illus. 8vo. 81x5), pp. 288, 78. 6d. net HODDER & S., Dec. '17",Ackerman,Carl W.,"Germany, the next republic?",HODDER & S.,6d.,0.025,8vo.,"Ackerman (Carl W.).-Germany, the next republic? Illus. 8vo. 81x5), pp. 288, 78. 6d. net HODDER & S., Dec. '17",Carl W. Ackerman,['Ackerman (Carl W.)'],,Dec. '17,net
"Crouch Chapel sch. Confirm., gd. ; Coatbridge gas order confirm., s. ; Congregational chapels sch. confirin., is.; Gamble Institute Gourock order confirm., 9d. ; Plymouth Workhouse charities sch. confirm., 6d. ; Rhodes Estate, ed. ; Stony Stratford charities sch. confirm., 6d. .WYMAN, Mar. 17",,,Crouch Chapel sch,WYMAN,6d.,0.025,,"Crouch Chapel sch. Confirm., gd. ; Coatbridge gas order confirm., IS. ; Congregational chapels sch. confirin., is.; Gamble Institute Gourock order confirm., 9d. ; Plymouth Workhouse charities sch. confirm., 6d. ; Rhodes Estate, ed. ; Stony Stratford charities sch. confirm., 6d. .WYMAN, Mar. 17",,,,Mar. 17,
"Acts--Army (Annual), id. ; Ariny (Annual) Act (1916) Amend., id. ; Census of production, id. ; Coal mines rgn. (Amend.), id. ; Consolidated Fund (No. 2), id. ; Ecclesiastical services (Omission on account of War), id. ; Military service (Review of exceptions), id. ; Ministry of National Service, d.; Naval discipline (Delegation of powers), id. ; Railway passenger duty, id. WYMAN, Apr. 17",Acts--Army,Annual,Ariny (Annual) Act ,WYMAN,,0.0,,"Acts--Army (Annual), id. ; Ariny (Annual) Act (1916) Amend., id. ; Census of production, id. ; Coal mines rgn. (Amend.), id. ; Consolidated Fund (No. 2), id. ; Ecclesiastical services (Omission on account of War), id. ; Military service (Review of exceptions), id. ; Ministry of National Service, d.; Naval discipline (Delegation of powers), id. ; Railway passenger duty, id. WYMAN, Apr. 17",Annual Acts--Army,['Acts--Army (Annual)'],,Apr. 17,
"Acts—Parliament and local elections, id ; Com- panies (Fureign interests), id. ; Consolidated Fund (No. 3), id. ; Coroners (Emergency prov.), id. ; Nat. Insurance (Pt. 1. Amend.), id. ; Naval and military war pensions, &c. (Admini. strative expenses), id. ; Societies (Suspension of meetings), id. ; Venereal disease, id. H.M. STATIONERY OFFICE, May '17",,,"Acts—Parliament and local elections, id ; Com- panies (Fureign interests), id. ; Consolidated Fund ",H.M. STATIONERY OFFICE,,0.0,,"Acts—Parliament and local elections, id ; Com- panies (Fureign interests), id. ; Consolidated Fund (No. 3), id. ; Coroners (Emergency prov.), id. ; Nat. Insurance (Pt. 1. Amend.), id. ; Naval and military war pensions, &c. (Admini. strative expenses), id. ; Societies (Suspension of meetings), id. ; Venereal disease, id. H.M. STATIONERY OFFICE, May '17",,,,May '17,
"Acts—Billeting of civilians, 2d. H.M. STATIONERY OFF., June '17",,,Acts—Billeting of civilians,H.M. STATIONERY OFF.,2d.,0.008333333333333333,,"Acts—Billeting of civilians, 2d. H.M. STATIONERY OFF., June '17",,,,June '17,
"Acts-Courts (Emergency powers), id. ; Gaming machines (Scotland), id.; Military service (Conventions with allied states), id.; Royal Naval Volunteer Reserve, id. ; Trade union (Amalgamation), id. H.M. STATIONERY OFF., July '17, Acts—Companies (Particulars as to Directors), id. ; Confirmation of executors (War service) (Scotland), 1d. ; Consolidated Fund (No. 4), id. ; Corn productiun, 3d. ; Expiring laws continuance, id. ; Finance, 3d. ; Fishery har- bours (Continuance of powers), id. ; 1sle of Man (Customs), id. ; Local Government (Allotments and land cultivation) (Ireland), id. ; Munitions of war, id. ; Naval discipline, id. ; Naval and military war pensions, &c. (Transfer of powers), id.; New ministries, id. ; Police constables (Naval and military service), id. ; Public health (Prevention and treatment of disease) (Ireland), id. ; Public works loans, id. ; Solicitors (Examination), id. ; War loan, id. ; Wesleyan Methodists (Appointments during the War), id. ; Workmen's compensa- tion (War addition), id. ; Aluminium Corpora- tion (Conversion of shares), 60. ; Lancashire Power Construction Company, Ltd., 9d. ; Land Drainage (Ramsey) Prov. Ord. Confirm., 6d. ; Mansfield Railway, 6d. ; Perth School Board Ord. Confirm., 9d. ; Prov. Ord. (Mar- riages) Confirm. (Church of St. John in the Parish of Great Wollastov), 3d. ; South Staf- fordshire Mond' Gas (Power and Heating) Company, 6d. ; West Kent electric power, 3d. ; Yorkshire registries (North Riding) amend- ment, 3d. H.M. STATIONERY OFF., Aug. '17",Acts-Courts,Emergency powers,"Gaming machines (Scotland), id.; Military service (Conventions with allied states), id.; Royal Naval Volunteer Reserve, id. ; Trade union (Amalgamation), id. H.M. STATIONERY OFF",H.M. STATIONERY OFF.,3d.,0.0125,,"Acts-Courts (Emergency powers), id. ; Gaming machines (Scotland), id.; Military service (Conventions with allied states), id.; Royal Naval Volunteer Reserve, id. ; Trade union (Amalgamation), id. H.M. STATIONERY OFF., July '17, Acts—Companies (Particulars as to Directors), id. ; Confirmation of executors (War service) (Scotland), Id. ; Consolidated Fund (No. 4), id. ; Corn productiun, 3d. ; Expiring laws continuance, id. ; Finance, 3d. ; Fishery har- bours (Continuance of powers), id. ; Isle of Man (Customs), id. ; Local Government (Allotments and land cultivation) (Ireland), id. ; Munitions of war, id. ; Naval discipline, id. ; Naval and military war pensions, &c. (Transfer of powers), id.; New ministries, id. ; Police constables (Naval and military service), id. ; Public health (Prevention and treatment of disease) (Ireland), id. ; Public works loans, id. ; Solicitors (Examination), id. ; War loan, id. ; Wesleyan Methodists (Appointments during the War), id. ; Workmen's compensa- tion (War addition), id. ; Aluminium Corpora- tion (Conversion of shares), 60. ; Lancashire Power Construction Company, Ltd., 9d. ; Land Drainage (Ramsey) Prov. Ord. Confirm., 6d. ; Mansfield Railway, 6d. ; Perth School Board Ord. Confirm., 9d. ; Prov. Ord. (Mar- riages) Confirm. (Church of St. John in the Parish of Great Wollastov), 3d. ; South Staf- fordshire Mond' Gas (Power and Heating) Company, 6d. ; West Kent electric power, 3d. ; Yorkshire registries (North Riding) amend- ment, 3d. H.M. STATIONERY OFF., Aug. '17",Emergency powers Acts-Courts,['Acts-Courts (Emergency powers)'],,Aug. '17,
"Acts—Naval Discipline Act, 1866 (Pr. as amended, in accord. w. Naval Discipline Act, 1917), 4d. ; Local and private : Birmingham Churches Fund Charity Scheme confirm., 3d. ; Church Lands (Bristol St. Thomas) Charity Scheme confirm., 3d. ; Colonial Bank, 311. ; Dundee Harbour and Tay Ferries Order confirm., 3d. ; Haslemere and district gas, 3s. ; Lanarkshire County Council (Water, &c.) Order confirm., 3s. 60. ; Land Drainage (Ewerby) Prov. Ord. confirm.., 3d. ; Land Drainage (Swaffham) Prov. Ord. confirm., 6d.; Land Drainage (Wi: tow) Prov. Ord. confirm., 3d ; Levin: tein, Ltd. (Railways), 2s.; Local Govt. Bd.(Ireland) Prov. Orders confirm., 3d.; Local Govt. Bd. (Ircland) Prov. Ord. confirm. (No. 2), 3d. ; Seaham Harbour Dock, 3d...... ..H.M. STATIONERY OFF., Sep. '17",,,Acts—Naval Discipline Act,H.M. STATIONERY OFF.,3d.,0.0125,,"Acts—Naval Discipline Act, 1866 (Pr. as amended, in accord. w. Naval Discipline Act, 1917), 4d. ; Local and private : Birmingham Churches Fund Charity Scheme confirm., 3d. ; Church Lands (Bristol St. Thomas) Charity Scheme confirm., 3d. ; Colonial Bank, 311. ; Dundee Harbour and Tay Ferries Order confirm., 3d. ; Haslemere and district gas, 3s. ; Lanarkshire County Council (Water, &c.) Order confirm., 35. 60. ; Land Drainage (Ewerby) Prov. Ord. confirm.., 3d. ; Land Drainage (Swaffham) Prov. Ord. confirm., 6d.; Land Drainage (Wi: tow) Prov. Ord. confirm., 3d ; Levin: tein, Ltd. (Railways), 2s.; Local Govt. Bd.(Ireland) Prov. Orders confirm., 3d.; Local Govt. Bd. (Ircland) Prov. Ord. confirm. (No. 2), 3d. ; Seaham Harbour Dock, 3d...... ..H.M. STATIONERY OFF., Sep. '17",,,,Sep. '17,
"Adair (Cecil)-Maid of the Moonflower. Cr. 8vo. 77 5, pp. 325, 6s....... .S. PAUL, Oct. '17",Adair,Cecil,Maid of the Moonflower,S. PAUL,6s.,0.3,8vo.,"Adair (Cecil)-Maid of the Moonflower. Cr. 8vo. 77 5, pp. 325, 6s....... .S. PAUL, Oct. '17",Cecil Adair,['Adair (Cecil)'],,Oct. '17,
"Adair (Cecil)-- The Sails of life. 2nd ed. (r. 8vo. pp. 411, ós. .S. L'AU'L, Feb. '17",Adair,Cecil,The Sails of life,S. L'AU'L,,0.0,8vo.,"Adair (Cecil)-- The Sails of life. 2nd ed. (r. 8vo. pp. 411, ós. .S. L'AU'L, Feb. '17",Cecil Adair,['Adair (Cecil)'],,Feb. '17,
"Adam (Juliette)--The Schemes of the Kaiser. Tr, by J. 0. P. Bland. Cr. 8vo. 71 x 5, pp. 226, ...HEINEMANY, Nov. '17",Adam,Juliette,The Schemes of the Kaiser,HEINEMANY,,0.0,8vo.,"Adam (Juliette)--The Schemes of the Kaiser. Tr, by J. 0. P. Bland. Cr. 8vo. 71 x 5, pp. 226, ...HEINEMANY, Nov. '17",Juliette Adam,['Adam (Juliette)'],,Nov. '17,
"Adams (Bernard)—Nothing of importance : record of eight months at the front with a Welsh battalion, October, 1915, to June, 1916. Cr. 8vo. 71 x 5, pp. 326, 6s. net METHUEN, Sep. '17",Adams,Bernard,"Nothing of importance : record of eight months at the front with a Welsh battalion, October",METHUEN,6s.,0.3,8vo.,"Adams (Bernard)—Nothing of importance : record of eight months at the front with a Welsh battalion, October, 1915, to June, 1916. Cr. 8vo. 71 x 5, pp. 326, 6s. net METHUEN, Sep. '17",Bernard Adams,['Adams (Bernard)'],,Sep. '17,net
"Adams (Eleanor N.)-Old English scholarship in England from 1566-1800. 8vo. 9.X 51, pp. 210, swd. 8s. 6d. net (Yale Studies in English).. MILFORD, Sep. '17",Adams,Eleanor N.,Old English scholarship in England from,MILFORD,8s. 6d.,0.42500000000000004,8vo.,"Adams (Eleanor N.)-Old English scholarship in England from 1566-1800. 8vo. 9.X 51, pp. 210, swd. 8s. 6d. net (Yale Studies in English).. MILFORD, Sep. '17",Eleanor N. Adams,['Adams (Eleanor N.)'],,Sep. '17,net
"Adams (George Matthew)—You can : a collection of brief talks on the most important topic in the world-your success. Cr. 8vo. 71 X 5, PP. 115, s. net .SIMPKIN, Aug. '17",Adams,George Matthew,You can : a collection of brief talks on the most important topic in the world-your success,SIMPKIN,,0.0,8vo.,"Adams (George Matthew)—You can : a collection of brief talks on the most important topic in the world-your success. Cr. 8vo. 71 X 5, PP. 115, IS. net .SIMPKIN, Aug. '17",George Matthew Adams,['Adams (George Matthew)'],,Aug. '17,
"Adams (J. Esslemont) ed.-Their crimes. Tr. fr. the French. 83 x 5, pp. 64, 6d. net CASSELL, Nov. '17",Adams,J. Esslemont,Their crimes,CASSELL,6d.,0.025,,"Adams (J. Esslemont) ed.-Their crimes. Tr. fr. the French. 83 x 5, pp. 64, 6d. net CASSELL, Nov. '17",J. Esslemont Adams,['Adams (J. Esslemont)'],ed.,Nov. '17,net
"Adams (John)-The Student's guide. Cr. 8vo. 75 X 5, pp. 296, 3s. 6d. net UNIV. OF LONDON PR, Sep. '17",Adams,John,The Student's guide,UNIV. OF LONDON PR,3s. 6d.,0.175,8vo.,"Adams (John)-The Student's guide. Cr. 8vo. 75 X 5, pp. 296, 35. 6d. net UNIV. OF LONDON PR, Sep. '17",John Adams,['Adams (John)'],,Sep. '17,net
"Adams (Samuel Hopkins)-The Unspeakable Perk. Cr. 8vo. 71 x 54, pp. 290, 58. net HODDER & S., Mar. 17",Adams,Samuel Hopkins,The Unspeakable Perk,HODDER & S.,,0.0,8vo.,"Adams (Samuel Hopkins)-The Unspeakable Perk. Cr. 8vo. 71 x 54, pp. 290, 58. net HODDER & S., Mar. 17",Samuel Hopkins Adams,['Adams (Samuel Hopkins)'],,Mar. 17,
"Adamson (J. Spencer)- Sketch portraiture. 8vo. 7d. H. GREENWOOD, Dec. '17",Adamson,J. Spencer,Sketch portraiture,H. GREENWOOD,7d.,0.029166666666666667,8vo.,"Adamson (J. Spencer)- Sketch portraiture. 8vo. 7d. H. GREENWOOD, Dec. '17",J. Spencer Adamson,['Adamson (J. Spencer)'],,Dec. '17,
"Addis (W. J.)--Quests in quatrains. 7 X 41, pp. 25, s. net ...HEATH, C., Feb. 17",Addis,W. J.,Quests in quatrains,"HEATH, C.",,0.0,,"Addis (W. J.)--Quests in quatrains. 7 X 41, pp. 25, IS. net ...HEATH, C., Feb. 17",W. J. Addis,['Addis (W. J.)'],,Feb. 17,
"Addis (William E.) and Arnold (Thomas)- A Catholic dictionary. Rev. w. additions by T. B. Scannell. 9th ed. Ryl. 8vo. 10 X 6, pp. 226, 21s. net....... .K. PAUL, May 17",Addis,William E.,A Catholic dictionary,K. PAUL,21s.,1.05,8vo.,"Addis (William E.) and Arnold (Thomas)- A Catholic dictionary. Rev. w. additions by T. B. Scannell. 9th ed. Ryl. 8vo. 10 X 6, pp. 226, 21s. net....... .K. PAUL, May 17",William E. Addis,"['Addis (William E.)', 'Arnold (Thomas)']",,May 17,net
"Addison (Christopher)—British workshops and the War. 8vo. 8} x 54, pp. 52, swd. 3d. UNWIN, Sep. '17",Addison,Christopher,British workshops and the War,UNWIN,3d.,0.0125,8vo.,"Addison (Christopher)—British workshops and the War. 8vo. 8} x 54, pp. 52, swd. 3d. UNWIN, Sep. '17",Christopher Addison,['Addison (Christopher)'],,Sep. '17,
"Addison (Robert)-Tom of Tripoli. 3s. 6d. net FROWDE AND H. & S., Dec. '17",Addison,Robert,Tom of Tripoli,FROWDE AND H. & S.,3s. 6d.,0.175,,"Addison (Robert)-Tom of Tripoli. 3s. 6d. net FROWDE AND H. & S., Dec. '17",Robert Addison,['Addison (Robert)'],,Dec. '17,net
"Administrative staff work and men and matters concerning it. By A. Q. Cr. 8vo. 75 X 5, pp. 137, 3s. 6d. .F. GROOM, Oct. '17",,,Administrative staff work and men and matters concerning it,F. GROOM,3s. 6d.,0.175,8vo.,"Administrative staff work and men and matters concerning it. By A. Q. Cr. 8vo. 75 X 5, pp. 137, 35. 6d. .F. GROOM, Oct. '17",,,,Oct. '17,
"Admiral's wife in the making, 1860-1903, Poore (Lady) 78. 6d. net Admiralty-Compasses, Pivots and caps in, SS. .WYMAN, Apr, 17",,,Admiral's wife in the making,SS. .WYMAN,,0.0,,"Admiral's wife in the making, 1860-1903, Poore (Lady) 78. 6d. net Admiralty-Compasses, Pivots and caps in, SS. .WYMAN, Apr, 17",,,,"Apr, 17",
"Admiralty-Gymnastics, Educational, Principle and practice of, for the use of officers and pbysical training instructors in H.M. Fleet, 1908 : Repr. 1916. 1s.......WYMAN, Apr. 17",,,"Admiralty-Gymnastics, Educational, Principle and practice of, for the use of officers and pbysical training instructors in H.M. Fleet",WYMAN,1s.,0.05,,"Admiralty-Gymnastics, Educational, Principle and practice of, for the use of officers and pbysical training instructors in H.M. Fleet, 1908 : Repr. 1916. 15.......WYMAN, Apr. 17",,,,Apr. 17,
"Admiralty-Gyro compass, Notes on the. With diag. 9d. . WYMAN, Jan. 17",,,"Admiralty-Gyro compass, Notes on the",WYMAN,9d.,0.0375,,"Admiralty-Gyro compass, Notes on the. With diag. 9d. . WYMAN, Jan. 17",,,,Jan. 17,
"Admiralty--Hydrographic. Alaska and Bering Sea pilot, 1908 : Rev. supp. (3), 1917 POTTER, Apr. 17",,,Admiralty--Hydrographic,POTTER,,0.0,,"Admiralty--Hydrographic. Alaska and Bering Sea pilot, 1908 : Rev. supp. (3), 1917 POTTER, Apr. 17",,,,Apr. 17,
"Admiralty-Hydrographic. Australia pilot. Vol. 3, Fast coast of Australia from Port Jackson to Sandy Cape, the seaward edge of the Great Barrier Reef, islands and dangers on the Coral Sea and Torres Strait, with directions for the outer route, 3s. ; do. Vol. 5, 1914: Supp., 1917 .POTTER, Feb. 17",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. Australia pilot. Vol. 3, Fast coast of Australia from Port Jackson to Sandy Cape, the seaward edge of the Great Barrier Reef, islands and dangers on the Coral Sea and Torres Strait, with directions for the outer route, 35. ; do. Vol. 5, 1914: Supp., 1917 .POTTER, Feb. 17",,,,Feb. 17,
"Admiralty-Hydrographic. Bengal, Bay of, pilot, 1910 : Rev. supp. (2), 1917 POTTER, Aug. '17",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. Bengal, Bay of, pilot, 1910 : Rev. supp. (2), 1917 POTTER, Aug. '17",,,,Aug. '17,
"Admiralty-Hydrographic. Black Sea pilot, 1908 : Supp. No. 4, 1917 ..POTTER, July ’17",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. Black Sea pilot, 1908 : Supp. No. 4, 1917 ..POTTER, July ’17",,,,July ’17,
"Admiralty-Hydrographic. Central America and United States (West coasts) pilot, fr. Punta Mariato to Cape Flattery. 3rd ed. 1916. 6s. .POTTER, Mar. 17",,,Admiralty-Hydrographic,POTTER,6s.,0.3,,"Admiralty-Hydrographic. Central America and United States (West coasts) pilot, fr. Punta Mariato to Cape Flattery. 3rd ed. 1916. 6s. .POTTER, Mar. 17",,,,Mar. 17,
"Admiralty-Hydrographic. England (West coast) pilot, 1910 : Rev. supp. (2), 1917 POTTER, July '17",Admiralty-Hydrographic. England,West coast,1910 : Rev,POTTER,,0.0,,"Admiralty-Hydrographic. England (West coast) pilot, 1910 : Rev. supp. (2), 1917 POTTER, July '17",West coast Admiralty-Hydrographic. England,['Admiralty-Hydrographic. England (West coast)'],,July '17,
"Admiralty-Hydrographic. France, Spain, and Portugal (West coasts) pilot, 1910 : Rev. supp. (2), 1916...... .POTTER, Feb. 17",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. France, Spain, and Portugal (West coasts) pilot, 1910 : Rev. supp. (2), 1916...... .POTTER, Feb. 17",,,,Feb. 17,
"Admiralty-Hydrographic. India (West coast) pilot, 1909: Rev. supp. No. 2, 1916. POTTER, Feb. 17",Admiralty-Hydrographic. India,West coast,1909: Rev,POTTER,,0.0,,"Admiralty-Hydrographic. India (West coast) pilot, 1909: Rev. supp. No. 2, 1916. POTTER, Feb. 17",West coast Admiralty-Hydrographic. India,['Admiralty-Hydrographic. India (West coast)'],,Feb. 17,
"Admiralty-Hydrographic. Irish coast pilot, 1911 : Rev. supp. (2), 1917. .POTTER, May '17",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. Irish coast pilot, 1911 : Rev. supp. (2), 1917. .POTTER, May '17",,,,May '17,
"Admiralty-Hydrographic. Japan pilot, 1914 Supp., 1916 ...POTTER, Nov. 16 Admiralty-Hydrographic. Korea and Siberia (East coasts) and Sea of Okhotsk pilot, 1913 : Rev. supp., 1916... .POTTER, Feb. 17",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. Japan pilot, 1914 Supp., 1916 ...POTTER, Nov. 16 Admiralty-Hydrographic. Korea and Siberia (East coasts) and Sea of Okhotsk pilot, 1913 : Rev. supp., 1916... .POTTER, Feb. 17",,,,Feb. 17,
"Admiralty-Hydrographic. Lights and time sig- nals, List of, 1917: corrected to Dec. 31st, 1916. Pt. 2, North and Arctic Seas, except the British 1slands (Eastern shores of the North Sea, Norway, the White Sea, Iceland, and the Faeroe 1slands), 2s. 6d. ; Pt. 4, Eastern side of North and South Atlantic Oceans, South of Dun- kerque (Western coasts of Europe and Africa, incl. Azores, Madeira, Canary, and Cape Verde 1slands, &c.), is. 6d. .POTTER, Jan. 17",,,Admiralty-Hydrographic,POTTER,6d.,0.025,,"Admiralty-Hydrographic. Lights and time sig- nals, List of, 1917: corrected to Dec. 31st, 1916. Pt. 2, North and Arctic Seas, except the British Islands (Eastern shores of the North Sea, Norway, the White Sea, Iceland, and the Faeroe Islands), 25. 6d. ; Pt. 4, Eastern side of North and South Atlantic Oceans, South of Dun- kerque (Western coasts of Europe and Africa, incl. Azores, Madeira, Canary, and Cape Verde Islands, &c.), is. 6d. .POTTER, Jan. 17",,,,Jan. 17,
