entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
"Acts Local and private: Great Central and Sheffield District Railway, gd.; Municipal corporations (Buxton scheme confirm.), is. 3d. ; North British Railway, is. 3d. ; Pier and Har- bour Prov. Ord. Confirm., 2s. 3d. ; River Glen, s. ; Saint John's Church, Kingston-upon-Hull, 3d.; Shropshire, Worcestershire, and Staffordshire electric power, 6d. ; Van Diemen's Land Company, 2s. 9d. ...WYMAN, Oct. 16",,,"Acts Local and private: Great Central and Sheffield District Railway, gd",WYMAN,2s. 9d.,,"Acts Local and private: Great Central and Sheffield District Railway, gd.; Municipal corporations (Buxton scheme confirm.), is. 3d. ; North British Railway, is. 3d. ; Pier and Har- bour Prov. Ord. Confirm., 25. 3d. ; River Glen, IS. ; Saint John's Church, Kingston-upon-Hull, 3d.; Shropshire, Worcestershire, and Staffordshire electric power, 6d. ; Van Diemen's Land Company, 2s. 9d. ...WYMAN, Oct. 16",,,,Oct. 16,
"Adair (Cecil)-The Mist pool. Cr. 8vo. 71 x 4*, pp. 352, 6s .S. PAUL, Feb. 16",Adair,Cecil,The Mist pool,S. PAUL,6,8vo.,"Adair (Cecil)-The Mist pool. Cr. 8vo. 71 x 4*, pp. 352, 6s .S. PAUL, Feb. 16",Cecil Adair,['Adair (Cecil)'],,Feb. 16,
"Adair (Robin)--Practical oral hygiene prophylaxis and pyorrhea alveolaris. 2nd ed. enlarged and revised. Ryl. 8vo. 91 x 61, 21s. net KIMPTON, Feb. 16",Adair,Robin,Practical oral hygiene prophylaxis and pyorrhea alveolaris,KIMPTON,21s.,8vo.,"Adair (Robin)--Practical oral hygiene prophylaxis and pyorrhea alveolaris. 2nd ed. enlarged and revised. Ryl. 8vo. 91 x 61, 21s. net KIMPTON, Feb. 16",Robin Adair,['Adair (Robin)'],,Feb. 16,net
"Adam (H. Pearl)- International cartoons of the War. Fol. 143 x8, 3s. 6d. net; swd. is. net CHATTO & W., June 16",Adam,H. Pearl,International cartoons of the War,CHATTO & W.,,,"Adam (H. Pearl)- International cartoons of the War. Fol. 143 x8, 35. 6d. net; swd. is. net CHATTO & W., June 16",H. Pearl Adam,['Adam (H. Pearl)'],,June 16,
"Adam (V. de l'1sle) see L'1sle-Adam. Adams (Arthur B.)--Marketing perishable farm products. Pp. 180, 6s. (Columbia Univ. Studies in polit, science) ..P.S. KING, Aug. 16",Adam,V. de l'1sle,Marketing perishable farm products,P.S. KING,6s.,,"Adam (V. de l'Isle) see L'Isle-Adam. Adams (Arthur B.)--Marketing perishable farm products. Pp. 180, 6s. (Columbia Univ. Studies in polit, science) ..P.S. KING, Aug. 16",V. de l'1sle Adam,"[""Adam (V. de l'1sle)"", 'Adams (Arthur B.)']",,Aug. 16,
"Adams (H. C.)-Perils in the Transvaal. Cr. 8vo. 7} X5, pp. 384, 28. 60. .. HODDER & S., Sep. 16",Adams,H. C.,Perils in the Transvaal,HODDER & S.,,8vo.,"Adams (H. C.)-Perils in the Transvaal. Cr. 8vo. 7} X5, pp. 384, 28. 60. .. HODDER & S., Sep. 16",H. C. Adams,['Adams (H. C.)'],,Sep. 16,
"Adams (H. F.)--Advertising and its mental laws. Cr. 8vo. 71 X 5, 6s. 6d. net MACMILLAN, Dec. 16",Adams,H. F.,Advertising and its mental laws,MACMILLAN,6s. 6d.,8vo.,"Adams (H. F.)--Advertising and its mental laws. Cr. 8vo. 71 X 5, 6s. 6d. net MACMILLAN, Dec. 16",H. F. Adams,['Adams (H. F.)'],,Dec. 16,net
"Adams (John Quincy)--Writings. Ed. by Worthington C. Ford. Vol. 6, 1816-1819, 8vo. 9 X 6, 15s. net ......MACMILLAN, May 16",Adams,John Quincy,Writings,MACMILLAN,15s.,8vo.,"Adams (John Quincy)--Writings. Ed. by Worthington C. Ford. Vol. 6, 1816-1819, 8vo. 9 X 6, 15s. net ......MACMILLAN, May 16",John Quincy Adams,['Adams (John Quincy)'],,May 16,net
"Adams (Samuel Hopkins)----Little Miss Grouch: a narrative based upon the private log of Alexander Forsyth Smith's maiden Trans- atlantic voyage. Cr. 8vo. 74 x 5, pp. 217, 28. 6d. net ..MURRAY, Mar. 16",Adams,Samuel Hopkins,Little Miss Grouch: a narrative based upon the private log of Alexander Forsyth Smith's maiden Trans- atlantic voyage,MURRAY,6d.,8vo.,"Adams (Samuel Hopkins)----Little Miss Grouch: a narrative based upon the private log of Alexander Forsyth Smith's maiden Trans- atlantic voyage. Cr. 8vo. 74 x 5, pp. 217, 28. 6d. net ..MURRAY, Mar. 16",Samuel Hopkins Adams,['Adams (Samuel Hopkins)'],,Mar. 16,net
"Adams (W. H.)-Riches and honour. Cr. 8vo. 71x41, pp. 482, 6s. net .. SMITH, E., Mar. 16",Adams,W. H.,Riches and honour,"SMITH, E.",6s.,8vo.,"Adams (W. H.)-Riches and honour. Cr. 8vo. 71x41, pp. 482, 6s. net .. SMITH, E., Mar. 16",W. H. Adams,['Adams (W. H.)'],,Mar. 16,net
"Adcock (A. St. John)--Australasia triumphant ! With the Australians and New Zealanders in the Great War on land and sea. 36 illus. Ryl. 8vo. 10X71, pp. 112, 28. 6d. net SIMPKIN, Jan. 16",Adcock,A. St. John,Australasia triumphant ! With the Australians and New Zealanders in the Great War on land and sea,SIMPKIN,6d.,8vo.,"Adcock (A. St. John)--Australasia triumphant ! With the Australians and New Zealanders in the Great War on land and sea. 36 illus. Ryl. 8vo. 10X71, pp. 112, 28. 6d. net SIMPKIN, Jan. 16",A. St. John Adcock,['Adcock (A. St. John)'],,Jan. 16,net
"Adcock (A. St. John) Songs of the world-war. 18mo. 61 x 41, pp. 102, bds. 1s. 6d. net PALMER & H., Apr. 16",Adcock,A. St. John,Songs of the world-war,PALMER & H.,1s. 6d.,18mo.,"Adcock (A. St. John) Songs of the world-war. 18mo. 61 x 41, pp. 102, bds. Is. 6d. net PALMER & H., Apr. 16",A. St. John Adcock,['Adcock (A. St. John)'],,Apr. 16,net
"Addams (Jane)--The Long road of woman's memory. Cr. 8vo. 74 x 54, pp. 181, 5s, 6d. net MACMILLAN, Dec. 16",Addams,Jane,The Long road of woman's memory,MACMILLAN,5s. 6d.,8vo.,"Addams (Jane)--The Long road of woman's memory. Cr. 8vo. 74 x 54, pp. 181, 5s, 6d. net MACMILLAN, Dec. 16",Jane Addams,['Addams (Jane)'],,Dec. 16,net
"Addams (Jane)--Newer ideals of peace.' New ed. Cr. 8vo. 7} *4, 28. net . .MACMILLAN, Jan. 16",Addams,Jane,Newer ideals of peace,MACMILLAN,,8vo.,"Addams (Jane)--Newer ideals of peace.' New ed. Cr. 8vo. 7} *4, 28. net . .MACMILLAN, Jan. 16",Jane Addams,['Addams (Jane)'],,Jan. 16,
"Adderley (James)---In slums and society : reminis- cences of old friends. Cr. 8vo. 74 x 4, pp. 302, 6s. .UNWIN, Feb. 16",Adderley,James,In slums and society : reminis- cences of old friends,UNWIN,6s.,8vo.,"Adderley (James)---In slums and society : reminis- cences of old friends. Cr. 8vo. 74 x 4, pp. 302, 6s. .UNWIN, Feb. 16",James Adderley,['Adderley (James)'],,Feb. 16,
"Addis (W. J.)-Essay writing. Cr. 8vo. 7+ x4, pp. 104, limp clo. 1s. 6d. (Pitman's Civil service text-books). I. PITMAN, Feb. 16",Addis,W. J.,Essay writing,I. PITMAN,1s. 6d.,8vo.,"Addis (W. J.)-Essay writing. Cr. 8vo. 7+ x4, pp. 104, limp clo. Is. 6d. (Pitman's Civil service text-books). I. PITMAN, Feb. 16",W. J. Addis,['Addis (W. J.)'],,Feb. 16,
"Adler (Felix)--Marriage and divorce. 7*X5, pp. 91, 29. 6d, net . .APPLETON, Feb. 16",Adler,Felix,Marriage and divorce,APPLETON,6d.,,"Adler (Felix)--Marriage and divorce. 7*X5, pp. 91, 29. 6d, net . .APPLETON, Feb. 16",Felix Adler,['Adler (Felix)'],,Feb. 16,net
"Adler (Felix)—The World crisis and its meaning. 71x57, pp. 233, 4s. 6d. net APPLETON, Feb. 16",Adler,Felix,The World crisis and its meaning,APPLETON,4s. 6d.,,"Adler (Felix)—The World crisis and its meaning. 71x57, pp. 233, 4s. 6d. net APPLETON, Feb. 16",Felix Adler,['Adler (Felix)'],,Feb. 16,net
"Admiralty-Anatomy (Elem.) and physiology for those studying physical training, 6d. WYMAN, Oct. 16",Admiralty-Anatomy,Elem.,6d,WYMAN,6d.,,"Admiralty-Anatomy (Elem.) and physiology for those studying physical training, 6d. WYMAN, Oct. 16",Elem. Admiralty-Anatomy,['Admiralty-Anatomy (Elem.)'],,Oct. 16,
"Admiralty-Flags of all nations, Admiralty bk. of. 2S. WYMAN, Oct. 16",,,"Admiralty-Flags of all nations, Admiralty bk",S. WYMAN,,,"Admiralty-Flags of all nations, Admiralty bk. of. 2IS. WYMAN, Oct. 16",,,,Oct. 16,
"Admiralty-Hydrographic. Supplements to Pilots are gratis to purchasers of various Pilots. Admiralty-Hydrographic. Africa pilot. Pt. 2, 1910: Rev. supp., 1916 ..POTTER, Apr. 16",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Supplements to Pilots are gratis to purchasers of various Pilots. Admiralty-Hydrographic. Africa pilot. Pt. 2, 1910: Rev. supp., 1916 ..POTTER, Apr. 16",,,,Apr. 16,
"Admiralty--Hydrographic. Arctic pilot. Vol. 2, 1911 : Supp. (2), 1915; Vol. 3. 2nd ed., 1915 6s. POTTER, Jan. 16",,,Admiralty--Hydrographic,POTTER,6s.,,"Admiralty--Hydrographic. Arctic pilot. Vol. 2, 1911 : Supp. (2), 1915; Vol. 3. 2nd ed., 1915 6s. POTTER, Jan. 16",,,,Jan. 16,
"Admiralty-Hydrographic. Australia directory, Vol. 1, 1907. Rev. supp. (2), 1916 POTTER, June 16",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Australia directory, Vol. 1, 1907. Rev. supp. (2), 1916 POTTER, June 16",,,,June 16,
"Admiralty-Hydrographic. Baltic pilot, Pt. 2, 1914, Supp., 1916; Do., Pt. 3, 1913, Supp., .POTTER, July 16",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Baltic pilot, Pt. 2, 1914, Supp., 1916; Do., Pt. 3, 1913, Supp., .POTTER, July 16",,,,July 16,
"Admiralty-Hydrographic. Bay of Bengal pilot, 1910 : Rev. supp., 1916 ..POTTER, Apr. 16",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Bay of Bengal pilot, 1910 : Rev. supp., 1916 ..POTTER, Apr. 16",,,,Apr. 16,
"Admiralty-Hydrographic. Black Sea pilot, 1908 : Supp. No. 3, 1916. .POTTER, Sep. 16",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Black Sea pilot, 1908 : Supp. No. 3, 1916. .POTTER, Sep. 16",,,,Sep. 16,
"Admiralty-Hydrographic. British Columbia pilot. Vols. I and 2, 1913 : Supps., 1915, POTTER, Feb. 16",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. British Columbia pilot. Vols. I and 2, 1913 : Supps., 1915, POTTER, Feb. 16",,,,Feb. 16,
