entry,page_num,doc_page_num,main_entry
"Acts—British North America, Jd. ; Consolidated Fund (No. 3), įd.; Courts (Emerg. Powers), d.; Naval discipline (Delegation of powers), {d.; Aberdeen Corp. Water Ord. Confirm., 55. ; Gas orders confirm., 3d. ...WYMAN, J une 16",2,10,TRUE
"Acts—Finance, 4]d ; Marriage of British subjects (facilities) amendment, d.; Nat. Insurance (Pt. 2) (Munition workers), id.; Re-election of ministers, kd.; Royal marines, fd. Local and private : Alexander's restitution, 3d. ; Cardiff Railway, 3d. ; Colonial bank, 3d. WYMAN, July 16",2,10,TRUE
"Acts—Anglo-Portuguese commercial treaty, id. ; Army (Courts of inquiry), įd.; British ships (Transfer restric.), jd.; Consolidated Fund (No. 4), įd.; Elem. education (Fee grant), įd.; Expiring laws continuance, id.; Finance (Exchequer Bonds) Amendment, Jd.; Gas (Standard of calorific power), 4d.; Government of India (Amend.), 1 d.; Isle of Man (Customs), id.; Law procedure (Emerg. prov.) (Ireland), d. ; Merchant shipping (Salvage), id. ; Muni- cipal savings banks (War Loan invest.), jd.; Output of beer (Restric.), id.; Parliament and local elections, id.; Police, factories, &c. (Misc. prov.), itd.; Public works loans, įd.; Small holding colonies, id.; Special Cominis- sions (Dardanelles and Mesopotamia), d.; Telegraph (Construction), įd.; Time (Ireland), d. ; Trading with the Enemy (Copyright), Id.; War charities, Ild. Local and private : Burnley Corporation, 9d. ; City of Dublin Steam Packet Company, 6d.; Edinburgh Corporation Ord. Confirm., 3s. 30.; Electric Lighting Ord. Confirm., 6d.; Halifax Corporation Act Prov. Ord. Confirm., 3d.; Imperial Continental Gas Association, gd.; Land drainage (Feltwell) Prov. Ord. Confirm., 6d.; Local Gov. Board's Prov. Ord. Confirm., No. 1, 9d. ; do., No. 2, IS. ; do., No. 4, 9d.; do., No. 6, 6d.; Local Govt. Board (Ireland) Prov. Ord. Confirm. No. 1, 3d.; do., (Gas), 6d.; Metropolitan Electric Tram- ways, 6d.; Plymouth and Stonehouse gas, IS. 3d. ; Prov. Ord. (Marriages) Confirm., 3d. ; Swansea Harbour, 6d.; Weston-super-Mare Grand Pier, gd. .. WYMAN, Aug. 16",2,10,TRUE
"Acts—Local and private : Alexandra (Newport and S. Wales) Docks and Railway, gd. ; Canada Co., 39. 6d. ; Clayton Aniline Co., Ltd. (Railways), 25. 6d. ; Craven Estates, 23. 9d. ; Land Drainage (Lilleshall) Prov. Ord. Confirm., 3d.; L. G. Bd.'s Prov. Ord. Confirm. No. 3, Is. 6d.; do., No. 5, Is. 6d. ; do., No. 7, 6d. ; L. G. Bd. (Ireland) Prov. Ord. Confirm., No. 2, 6d.; L. C.C. (Money), gd. ; South Metropolitan Gas, is.",2,10,FALSE
". WYMAN, Sep. 16",2,10,TRUE
"Acts Local and private: Great Central and Sheffield District Railway, gd.; Municipal corporations (Buxton scheme confirm.), is. 3d. ; North British Railway, is. 3d. ; Pier and Har- bour Prov. Ord. Confirm., 25. 3d. ; River Glen, IS. ; Saint John's Church, Kingston-upon-Hull, 3d.; Shropshire, Worcestershire, and Staffordshire electric power, 6d. ; Van Diemen's Land Company, 2s. 9d. ...WYMAN, Oct. 16",2,10,TRUE
"Acts. See also under Laws, Statutes, &c. Acts of the Apostles, Stansfield (C. E.) Is. 6d., IS. net .Nov. 16",2,10,FALSE
IS.,,,FALSE
". Acts of the Apostles, Ch. 1-15, Baker (S.) is, nct Oct. 16",3,11,FALSE
"Acts of the Apostles (Greek text), Burnside (W.F.) 45. net .Sep. 16",3,11,FALSE
"Ad finem, Oxenham (J.) id. .Apr. 16",3,11,FALSE
"Adair (Cecil)-The Mist pool. Cr. 8vo. 71 x 4*, pp. 352, 6s .S. PAUL, Feb. 16",3,11,TRUE
"Adair (Robin)--Practical oral hygiene prophylaxis and pyorrhea alveolaris. 2nd ed. enlarged and revised. Ryl. 8vo. 91 x 61, 21s. net KIMPTON, Feb. 16",3,11,TRUE
"Adam (H. Pearl)- International cartoons of the War. Fol. 143 x8, 35. 6d. net; swd. is. net CHATTO & W., June 16",3,11,TRUE
"Adam, Robert, and his brother, Swarbrick (J.) 425. net. . Apr. 16",3,11,FALSE
"Adams (Arthur B.)--Marketing perishable farm products. Pp. 180, 6s. (Columbia Univ. Studies in polit, science) ..P.S. KING, Aug. 16",3,11,TRUE
"Adams (H. C.)-Perils in the Transvaal. Cr. 8vo. 7} X5, pp. 384, 28. 60. .. HODDER & S., Sep. 16",3,11,TRUE
"Adams (H. F.)--Advertising and its mental laws. Cr. 8vo. 71 X 5, 6s. 6d. net MACMILLAN, Dec. 16",3,11,TRUE
"Adams (John Quincy)--Writings. Ed. by Worthington C. Ford. Vol. 6, 1816-1819, 8vo. 9 X 6, 15s. net ......MACMILLAN, May 16",3,11,TRUE
"Adams (Samuel Hopkins)----Little Miss Grouch: a narrative based upon the private log of Alexander Forsyth Smith's maiden Trans- atlantic voyage. Cr. 8vo. 74 x 5, pp. 217, 28. 6d. net ..MURRAY, Mar. 16",3,11,TRUE
"Adams (W. H.)-Riches and honour. Cr. 8vo. 71x41, pp. 482, 6s. net .. SMITH, E., Mar. 16",3,11,TRUE
"Adams (William)-The Log book of William Adams, 1614-19; w. the Journal of Edward Saris, and other docs. rela. to Japan, &c. Ed. w. intro. and notes, by C. J. Purnell. Facsim. pp. 343, swd. 155. · JAPAN Soc., June 16",3,11,FALSE
"Adam's clay, Hamilton (C.) is. net...... Afr. 16",3,11,FALSE
"Adam's garden, Putnam (N. W.) 6s. .... ..May 16",3,11,FALSE
"Adcock (A. St. John)--Australasia triumphant ! With the Australians and New Zealanders in the Great War on land and sea. 36 illus. Ryl. 8vo. 10X71, pp. 112, 28. 6d. net SIMPKIN, Jan. 16",3,11,TRUE
"Adcock (A. St. John) Songs of the world-war. 18mo. 61 x 41, pp. 102, bds. Is. 6d. net PALMER & H., Apr. 16",3,11,TRUE
"Addams (Jane)--The Long road of woman's memory. Cr. 8vo. 74 x 54, pp. 181, 5s, 6d. net MACMILLAN, Dec. 16",3,11,TRUE
"Addams (Jane)--Newer ideals of peace.' New ed. Cr. 8vo. 7} *4, 28. net . .MACMILLAN, Jan. 16",3,11,TRUE
"Adderley (James)---In slums and society : reminis- cences of old friends. Cr. 8vo. 74 x 4, pp. 302, 6s. .UNWIN, Feb. 16",3,11,TRUE
"Addis (W. J.)-Essay writing. Cr. 8vo. 7+ x4, pp. 104, limp clo. Is. 6d. (Pitman's Civil service text-books). I. PITMAN, Feb. 16",3,11,TRUE
"Addison, Macaulay's Essay on, Handb. to, Lloyd (C. C.) 6d. net .Feb. 16",3,11,FALSE
"Addresses (polit. econ.), Mackie (P. J.) 6d. July 16",3,11,FALSE
"Adelicia of Louvaine, Huger (M. D.) 28. 6d. net Jan. 16",3,11,FALSE
"Adjutants, Duties of, Taylor (A. W.) 6d. net Jan. 16",3,11,FALSE
"Adler (Felix)--Marriage and divorce. 7*X5, pp. 91, 29. 6d, net . .APPLETON, Feb. 16",3,11,TRUE
"Adler (Felix)—The World crisis and its meaning. 71x57, pp. 233, 4s. 6d. net APPLETON, Feb. 16",3,11,TRUE
"Admirable Carfew, Wallace (E.) 25. net.. Aug. 16",3,11,FALSE
"Admiralty-Anatomy (Elem.) and physiology for those studying physical training, 6d. WYMAN, Oct. 16",3,11,TRUE
"Admiralty-Flags of all nations, Admiralty bk. of. 2IS. WYMAN, Oct. 16",3,11,TRUE
"Admiralty-Hydrographic. Supplements to Pilots are gratis to purchasers of various Pilots. Admiralty-Hydrographic. Africa pilot. Pt. 2, 1910: Rev. supp., 1916 ..POTTER, Apr. 16",3,11,TRUE
"Admiralty--Hydrographic. Arctic pilot. Vol. 2, 1911 : Supp. (2), 1915; Vol. 3. 2nd ed., 1915 6s. POTTER, Jan. 16",3,11,TRUE
"Admiralty-Hydrographic. Australia directory, Vol. 1, 1907. Rev. supp. (2), 1916 POTTER, June 16",3,11,TRUE
"Admiralty-Hydrographic. Baltic pilot, Pt. 2, 1914, Supp., 1916; Do., Pt. 3, 1913, Supp., .POTTER, July 16",3,11,TRUE
"Admiralty-Hydrographic. Bay of Bengal pilot, 1910 : Rev. supp., 1916 ..POTTER, Apr. 16",3,11,TRUE
"Admiralty-Hydrographic. Black Sea pilot, 1908 : Supp. No. 3, 1916. .POTTER, Sep. 16",3,11,TRUE
"Admiralty-Hydrographic. British Columbia pilot. Vols. I and 2, 1913 : Supps., 1915, POTTER, Feb. 16",3,11,TRUE
"Admiralty-Hydrographic. China Sea pilot. Vol. 1, The Approaches to the China Sea, by Malacca and Singapore Straits, and incl. the whole Island of Sumatra. Ist ed., 3s. Vol. 3, 1912 : Supp., 1915 J. D. POTTER, May 16",3,11,TRUE
May 16,,,FALSE
"Admiralty-Hydrographic. Eastern Archipelago pilot. Pt. 2, Western Part, 1913 : Supp., 1916. Pt. 3, 1911: Rev. supp., 1916. POTTER, May, Oct. 16",3,11,FALSE
"Admiralty - Hydrographic. England (West Coast) pilot, 1916. Rev. supp., 1916 POTTER, July 16",3,11,TRUE
"Admiralty-Hydrographic. France, Spain and Portugal (West Coasts) pilot, 1910: Rev. supp., .POTTER, Feb. 16",3,11,TRUE
"Admiralty-Hydrographic. Irish Coast pilot, 1911. Rev. supplement, 1916 POTTER, July 16",3,11,TRUE
"Admiralty-Hydrographic. Lights and time signals, List of, 1916. Pt. 1, British Islands, is. 6d. ; 2, North and Arctic Seas, except Brit. Isles, 28. 6d. ; 3, Baltic Sea, 2s. ; 4, E. side of N. and S. Atlantic Oceans, S. of Dunkerque, Is. 6d. ; 5, Mediterranean, Black and Red Seas, is. 6d.; 6, Indian and West Pacific Oceans, 25.; 7, W. side of S. Atlantic Ocean and E. Pacific Ocean, is. ; 8, W. side of N. Atlantic Ocean (Canada, Newfoundland and Labrador), is. 6d. ; 9, do. (U.S. of America, Gulf of Mexico, West Indies and N. Coast of S. America to Cape Orange), is. 6d. .POTTER, Feb. 16",3,11,TRUE
"Admiralty--Hydrographic. Mediterranean pilot. Vol. 5, Coasts of Tripoli (Libia), Egypt, Kara- mania, Cyprus and Syria. ist ed., 1915, 28. POTTER, Dec. 15",3,11,TRUE
"Admiralty-Hydrographic. Newfoundland and Labrador pilot, 1907: rev. supp. (2), 1915 POTTER, Nov. 15",3,11,TRUE
"Admiralty-Hydrographic. North Sea pilot. Pt. II, 1914 : Supp. 1916. Pt. 3, 1914 : Supp., 1916. Pt. 4, 1909 : Rev. supp., No. 1, 1916 POTTER, Sep., Aug., Apr. 16",3,11,FALSE
"Admiralty-Hydrographic. Notices to mariners, Index to, 1915, IS. .POTTER, Feb. 16",3,11,TRUE
"Admiralty-Hydrographic. Oceanic depths re- ceived at the Admiralty during 1915, Is. 6d. J. D. POTTER, May 16",3,11,TRUE
"Admiralty-Hydrographic. Pacific Islands pilot, Vol. 2, 1908. Supp. No. 3, 1916 POTTER, June 16",3,11,TRUE
"Admiralty--Hydrographic. Persian Gulf pilot, 1915 : Supp., 1916 .POTTER, Mar. 16",3,11,TRUE
"Admiralty--Hydrographic. St. Lawrence pilot. Vols. 1 & 2.8th ed. ea. 35. POTTER, July, Apr. 16",3,11,FALSE
"Admiralty-Hydrographic. Scotland (West Coast) pilot. Pt. 1, 1911: Rev. supp. (2), 1916. Pt. 2, 1911: Rev. supp. (2), 1916 POTTER, Oct., Aug. 16",3,11,FALSE
"ADMIRALTY . IS.. IS. 6d. IS. Admiralty-Hydrographic. South America pilot. Pt. I, 1911: Rev. supp., 1916. Pt. 2, nith ed., 45.; Pt. 3, W. coast of S. America from Cabo Tres Montes to Panama Bay, incl. the Islas Galápagos and other off-lying Islands. ist ed., 1915. 43. POTTER, Sep., Jan., Mar. 16",4,12,FALSE
"Admiralty-_Hydrographic. Tide tables, for 1917, for standard ports in the U.K, and other parts of the world. IS, 6d. .POTTER, Sep. 16",4,12,TRUE
"Admiralty-Hydrographic. United States (East Coast) pilot. Pt. I, 1909 : Rev. supp., 1915 POTTER, Jan. 16",4,12,TRUE
"Admiralty-Hydrographic. West India pilot. Vol. 2, 1909 ; Rev. supp., 1915 POTTER, Nov. 15",4,12,TRUE
"Admiralty-Hydrographic. Yangtse Kiang pilot, 1914. Supp., 1916 ..POTTER, July 16",4,12,TRUE
"Admiralty--King's regulations and Admiralty instructions, 1915. Vol. 2, Addenda to Vol. 1, appendices, compar. tab., and index, is. 6d. WYMAN, June 16",4,12,TRUE
"Admiralty-Nautical almanac and astronomical ephemeris, for the meridian of the Roy. Observ. at Greenwich, 1919. 25. 6d. WYMAN, Oct. 16",4,12,TRUE
"Admiralty-Navy list (quarterly) ea. Is. 6d. WYMAN, Jan. etc., 16",4,12,TRUE
"Admiralty-Sick berth staff, R.N.: Manual of instruction. .WYMAN, Nov. 15",4,12,TRUE
"Admiralty law and practice in Canada, Mayers (E. C.) 50s. net . May 16",4,12,FALSE
"Admiralty. See also Fleet'; Navy, etc, Adnam's orchard, Grand (S.) 25. net....May 16",4,12,FALSE
"Adolescent period, Starr (L.) 45. 6d. net ..Mar. 16",4,12,FALSE
"Adornment of the spiritual marriage, &c., Ruysbroeck (John of) 45. 6d. net . Aug. 16",4,12,FALSE
"Adrien Leroy, Garvice (C.) 6d. ..Sep. 16",4,12,FALSE
"Adult School Lesson hdbk., 1917. Cr. 8vo. 7+X41, pp. 184, bds. Is. net; swd. 6d. net HEADLEY, Nov. 16",4,12,TRUE
"Advaitacharya (Shri)— The Way of the childish (Balamatimarga). 18mo. 54 x 41, IS. net K, PAUL, July 16",4,12,TRUE
"Advanced auction bridge (Royal spades), by “ Bascule.” 18mo. 64 x 4, pp. 238, 5s. net DE LA RUE, Feb. 16",4,12,TRUE
"Adventure, London (J.) is. net.. .Oct, 16",4,12,FALSE
"Adventure annual, Collins'. 58. net ....Od. 16",4,12,FALSE
"Adventure bk., Forward. 28. 6d. net ....0ct. 16",4,12,FALSE
"Adventure bk., Victory. 28. 6d. net ...Oct. 16",4,12,FALSE
"Adventure League, Skae (H. T.) 3s.. .Dec. 16",4,12,FALSE
"Adventure of death, Mackenna (R. W.) 3s. 6d. net July 16",4,12,FALSE
Adventures of a Christian soul : psychol. of relig. Saunders (K. J.) 35. 6d. net - July 16,4,12,FALSE
"Adventures of Archer Dawe, Fletcher (J. S.) 6d. July 16",4,12,FALSE
"Adventures of Billie Belshaw, Vaizcy (Mrs. G. de H.) is. net June 16",4,12,FALSE
"Adventures of Dick Trevanion, Strang (H.) 35. 6d. Sep. 16",4,12,FALSE
"Adventures of Judith Lee, Marsh (R.) 5s. net Oct. 16",4,12,FALSE
"Adventures of Lieut. Lawless, R.N., Bennett (R.) is. net · Jan. 16",4,12,FALSE
"Adventures of Peter Ruff, Oppenheim (E. P.) is.",4,12,FALSE
net... . Aug. 16,4,12,FALSE
"Adventures of Trooper Peek-a-boo, Byron (M.) IS. net .. Nov, 16",4,12,FALSE
"Adventures of William Morton, Stavert (A. A. B.) 28, 6d. net.. ..Jan. 16",4,12,FALSE
"Adventures on the roof of the world, Le Blond (Mrs. A.) is, net Mar. 16",4,12,FALSE
"Adventures round the Pole, Wild, Stables (G.) gd. net · Jr!ly 16",4,12,FALSE
"Adventurous Anne, Everett-Green (E.) 65. May 16",4,12,FALSE
"Advertisement : Craft of silent salesmanship, Tregurtha (C. M.) and Frings (J. W.) 35. 6d. net July 16",4,12,FALSE
"Advertisements that sell, How to write. 28. 60. net. June 16",4,12,FALSE
"Advertising and its mental laws, Adams (H. F.) 68. 6d. net Dec. 16",4,12,FALSE
"Advertising, Drapery, Retail, Clark (S.) 5s. net May 16",4,12,FALSE
"Æneid of Virgil in Eng. verse. By Arthur S. Way. Vol. I, Bks. 1-3. 3s. 6d. net..Oct. 16",4,12,FALSE
"Aerial Russia, Bek (R.) 25. 6d. net...... July 16",4,12,FALSE
"Aero engines, Burls (G. A.) 8s. 6d. net Apr., Sep. 16",4,12,FALSE
"Aerodynamics, Wind tunnel exper. in, Hunsaker (J. C.) 3s. net. July 16",4,12,FALSE
"Aeronautical engines, Kean (F. J.) 6s. net Sep. 16",4,12,FALSE
"Aeronautics (Advisory Ctte. for)-Report, 1915-16.",4,12,FALSE
"id. .WYMAN, Aug. 16",4,12,TRUE
"Aeronautics, Military : Command of the air, Joynson-Hicks (W.) is. net ..Ang. 16",4,12,FALSE
"Aeroplane, The, Fage (A.) 6s. net ..Apr. 16",4,12,FALSE
"Aeroplane design, Barnwell (F. S.) 25. 6d. net June 16",4,12,FALSE
"Aeroplanes, Design of, Judge (A. W.) gs. net May 16",4,12,FALSE
"Aeroplanes, Dynamical stability of, Hunsaker (J. C.) and others. 28. net ..Oct. 16",4,12,FALSE
"Aeroplanes, Submarines and. .Nov. 16",4,12,FALSE
"Aêrpatastâu and Nirangastân, Bulsara (S. J.) 168. net .Mar. 16",4,12,FALSE
"Aeth (F. G. D') see D'Aeth. Affair on the island, Watson (H. B. M.) 5S. net Nov. 16",4,12,FALSE
"Affiliation and bastardy, Law of, Lushington (G.) 6s. 6d. net .Feb. 16",4,12,FALSE
"Afghanistan, Remin. of Indian Mutiny and, Thackeray (E.) 5s. net June 16",4,12,FALSE
"Afraid, Dark (S.) 6..... .Nov. 16",4,12,FALSE
"Africa, Wetherill (H. B.), World and its discovery, - July 16",4,12,FALSE
"Africa and Australasia, Reynolds (J. B.) is.",4,12,FALSE
June 16,4,12,FALSE
"Africa, East,“ German : resources. 6d. July 16",4,12,FALSE
"Africa, Fishes, Freshwater, of, British Museum (N, H.) Boulenger. Vol. 4. 3os..... July 16",4,12,FALSE
"Africa, Flowering plants of, Thonner (Fr.) 155. net Apr. 16",4,12,FALSE
"Africa, Geography of, and Australasia, Senior Fry (G.C.) is.",4,12,FALSE
. May 16,4,12,FALSE
"Africa, Language families of, Werner (A.) 35. 60. net .Jan. 16",4,12,FALSE
