entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
"Admiralty Hydrographic. Tide tables. Abrid- ged ed. Part 1, Tidal predictions for standard ports in Europe for 1919 with tidal differences on the standard ports; Part 2, The Time of high water on full and change days with the rise of the tide at Springs and Neaps for the principal ports, &c., in Europe. 2s. POTTER, May '19",,,Admiralty Hydrographic,POTTER,2s.,,"Admiralty Hydrographic. Tide tables. Abrid- ged ed. Part 1, Tidal predictions for standard ports in Europe for 1919 with tidal differences on the standard ports; Part 2, The Time of high water on full and change days with the rise of the tide at Springs and Neaps for the principal ports, &c., in Europe. 2s. POTTER, May '19",,,,May '19,
"Admiralty Hydrographic. Tide tables. Pt. 1, Tidal predictions for standard ports of the World, 1920. 2s. net.. J. D. POTTER, Sep. '19",,,Admiralty Hydrographic,J. D. POTTER,2s.,,"Admiralty Hydrographic. Tide tables. Pt. 1, Tidal predictions for standard ports of the World, 1920. 2s. net.. J. D. POTTER, Sep. '19",,,,Sep. '19,net
"Admiralty Hydrographic. West coast of Scotland pilot, pt. 1. 1911: suppl. (6), 1919 J. D. POTTER, Oct. '19",,,Admiralty Hydrographic,J. D. POTTER,,,"Admiralty Hydrographic. West coast of Scotland pilot, pt. 1. 1911: suppl. (6), 1919 J. D. POTTER, Oct. '19",,,,Oct. '19,
"Admiralty Hydrographic. West Indies pilot, Vol. 1, 1912: suppl. (4), 1919 J. D. POTTER, Oct. '19",,,Admiralty Hydrographic,J. D. POTTER,,,"Admiralty Hydrographic. West Indies pilot, Vol. 1, 1912: suppl. (4), 1919 J. D. POTTER, Oct. '19",,,,Oct. '19,
"Admiralty Hydrographic. West Indies pilot. Vol. 1, 1919, including the Mainland from Punta Penas in Venezuela to Cape Sable in Florida, U.S.A., with the adjacent islands. 7th ed., 1912. (Repr. 1919), 7s. 6d... POTTER, June '19",,,Admiralty Hydrographic,POTTER,7s. 6d.,,"Admiralty Hydrographic. West Indies pilot. Vol. 1, 1919, including the Mainland from Punta Penas in Venezuela to Cape Sable in Florida, U.S.A., with the adjacent islands. 7th ed., 1912. (Repr. 1919), 7s. 6d... POTTER, June '19",,,,June '19,
"Admiralty Hydrographic. Yangtse Kiang pilot, 1914. Rev. suppl., 1919....POTTER, May '19",,,Admiralty Hydrographic,POTTER,,,"Admiralty Hydrographic. Yangtse Kiang pilot, 1914. Rev. suppl., 1919....POTTER, May '19",,,,May '19,
"Admiralty-Nautical almanac, 1921, abr. for the use of seamen. s. H.M. STATIONERY OFF., Jan. '19",,,Admiralty-Nautical almanac,H.M. STATIONERY OFF.,,,"Admiralty-Nautical almanac, 1921, abr. for the use of seamen. IS. H.M. STATIONERY OFF., Jan. '19",,,,Jan. '19,
"Admiralty-Navigation, Admiralty manual of H.M. STATIONERY OFFICE, Aug. '19",,,,H.M. STATIONERY OFFICE,,,"Admiralty-Navigation, Admiralty manual of H.M. STATIONERY OFFICE, Aug. '19",,,,Aug. '19,
"Admiralty-Oil fuel pipe line connecting the Firths of Clyde and Forth, Illus. account of. 1s. 6d. net ..H.M. STATIONERY OFF., July '19",,,Admiralty-Oil fuel pipe line connecting the Firths of Clyde and Forth,H.M. STATIONERY OFF.,1s. 6d.,,"Admiralty-Oil fuel pipe line connecting the Firths of Clyde and Forth, Illus. account of. Is. 6d. net ..H.M. STATIONERY OFF., July '19",,,,July '19,net
"Admiralty Physical training handbook. Vol. 2, 1910. Repr., 1918. 2s. H.M. STATIONERY OFF., Jan. '19",,,Admiralty Physical training handbook,H.M. STATIONERY OFF.,2s.,,"Admiralty Physical training handbook. Vol. 2, 1910. Repr., 1918. 2S. H.M. STATIONERY OFF., Jan. '19",,,,Jan. '19,
