,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
35,"Adams (W. H.)-Riches and honour. Cr. 8vo. 71x41, pp. 482, 6s. net .. SMITH, E., Mar. 16",Adams,W. H.,Riches and honour,"SMITH, E.",6s.,8vo.,"Adams (W. H.)-Riches and honour. Cr. 8vo. 71x41, pp. 482, 6s. net .. SMITH, E., Mar. 16",W. H. Adams,['Adams (W. H.)'],,Mar. 16,net
36,"Adcock (A. St. John)--Australasia triumphant ! With the Australians and New Zealanders in the Great War on land and sea. 36 illus. Ryl. 8vo. 10X71, pp. 112, 28. 6d. net SIMPKIN, Jan. 16",Adcock,A. St. John,Australasia triumphant ! With the Australians and New Zealanders in the Great War on land and sea,SIMPKIN,6d.,8vo.,"Adcock (A. St. John)--Australasia triumphant ! With the Australians and New Zealanders in the Great War on land and sea. 36 illus. Ryl. 8vo. 10X71, pp. 112, 28. 6d. net SIMPKIN, Jan. 16",A. St. John Adcock,['Adcock (A. St. John)'],,Jan. 16,net
37,"Adcock (A. St. John) Songs of the world-war. 18mo. 61 x 41, pp. 102, bds. 1s. 6d. net PALMER & H., Apr. 16",Adcock,A. St. John,Songs of the world-war,PALMER & H.,1s. 6d.,18mo.,"Adcock (A. St. John) Songs of the world-war. 18mo. 61 x 41, pp. 102, bds. Is. 6d. net PALMER & H., Apr. 16",A. St. John Adcock,['Adcock (A. St. John)'],,Apr. 16,net
38,"Addams (Jane)--The Long road of woman's memory. Cr. 8vo. 74 x 54, pp. 181, 5s, 6d. net MACMILLAN, Dec. 16",Addams,Jane,The Long road of woman's memory,MACMILLAN,5s. 6d.,8vo.,"Addams (Jane)--The Long road of woman's memory. Cr. 8vo. 74 x 54, pp. 181, 5s, 6d. net MACMILLAN, Dec. 16",Jane Addams,['Addams (Jane)'],,Dec. 16,net
40,"Adderley (James)---In slums and society : reminis- cences of old friends. Cr. 8vo. 74 x 4, pp. 302, 6s. .UNWIN, Feb. 16",Adderley,James,In slums and society : reminis- cences of old friends,UNWIN,6s.,8vo.,"Adderley (James)---In slums and society : reminis- cences of old friends. Cr. 8vo. 74 x 4, pp. 302, 6s. .UNWIN, Feb. 16",James Adderley,['Adderley (James)'],,Feb. 16,
41,"Addis (W. J.)-Essay writing. Cr. 8vo. 7+ x4, pp. 104, limp clo. 1s. 6d. (Pitman's Civil service text-books). I. PITMAN, Feb. 16",Addis,W. J.,Essay writing,I. PITMAN,1s. 6d.,8vo.,"Addis (W. J.)-Essay writing. Cr. 8vo. 7+ x4, pp. 104, limp clo. Is. 6d. (Pitman's Civil service text-books). I. PITMAN, Feb. 16",W. J. Addis,['Addis (W. J.)'],,Feb. 16,
69,"Advanced auction bridge (Royal spades), by “ Bascule.” 18mo. 64 x 4, pp. 238, 5s. net DE LA RUE, Feb. 16",Advanced auction bridge,Royal spades,Bascule,DE LA RUE,5s.,18mo.,"Advanced auction bridge (Royal spades), by “ Bascule.” 18mo. 64 x 4, pp. 238, 5s. net DE LA RUE, Feb. 16",Royal spades Advanced auction bridge,['Advanced auction bridge (Royal spades)'],,Feb. 16,net
88,"Ainsworth (W. Harrison)-Windsor Castle. Cr 8vo. 77 x 51, pp. 129, 5d. E. J. ARNOLD, Dec. 16",Ainsworth,W. Harrison,Windsor Castle,E. J. ARNOLD,5d.,8vo.,"Ainsworth (W. Harrison)-Windsor Castle. Cr 8vo. 77 x 51, pp. 129, 5d. E. J. ARNOLD, Dec. 16",W. Harrison Ainsworth,['Ainsworth (W. Harrison)'],,Dec. 16,
91,"Aiyangar (P.T. S.) see Yates (J. A.) and Aiyangar. Aksakoff (Serge)-Years of childhood. Trans. from the Russian by J. D. Duff. 8vo. 9 X 51, pp. 352, ros. 6d. net .E. ARNOLD, Feb. 16",Aiyangar,P.T. S.,Years of childhood,E. ARNOLD,6d.,8vo.,"Aiyangar (P.T. S.) see Yates (J. A.) and Aiyangar. Aksakoff (Serge)-Years of childhood. Trans. from the Russian by J. D. Duff. 8vo. 9 X 51, pp. 352, ros. 6d. net .E. ARNOLD, Feb. 16",P.T. S. Aiyangar,"['Aiyangar (P.T. S.)', 'Aksakoff (Serge)']",,Feb. 16,net
93,"Albanesi (Madame E. Maria)—Hearts and sweethearts. Cr. 8vo. 73 x 5, pp. 320, 6s. HUTCHINSON, Nov. 16",Albanesi,Madame E. Maria,Hearts and sweethearts,HUTCHINSON,6s.,8vo.,"Albanesi (Madame E. Maria)—Hearts and sweethearts. Cr. 8vo. 73 x 5, pp. 320, 6s. HUTCHINSON, Nov. 16",Madame E. Maria Albanesi,['Albanesi (Madame E. Maria)'],,Nov. 16,
95,"Albertson (Augusta)— Through gates of pearl : a vision of the Heaven life. Cr. 8vo. 71 x 54, pp. 198, 5s, net .REVELL, Oct. 16",Albertson,Augusta,Through gates of pearl : a vision of the Heaven life,REVELL,5s.,8vo.,"Albertson (Augusta)— Through gates of pearl : a vision of the Heaven life. Cr. 8vo. 71 x 54, pp. 198, 5s, net .REVELL, Oct. 16",Augusta Albertson,['Albertson (Augusta)'],,Oct. 16,net
97,"Alcott (Louisa M.)-Little women. Abr. by Elsie J. Crosfield. Cr. 8vo. 71 x 5), pp. 96, swd. 4d. ( A. L. Bright story readers) ARNOLD, Jan. 16",Alcott,Louisa M.,Little women,ARNOLD,4d.,8vo.,"Alcott (Louisa M.)-Little women. Abr. by Elsie J. Crosfield. Cr. 8vo. 71 x 5), pp. 96, swd. 4d. ( A. L. Bright story readers) ARNOLD, Jan. 16",Louisa M. Alcott,['Alcott (Louisa M.)'],,Jan. 16,
102,"Alexander (Henry)-Common faults in writing English. 18mo. 6*X4}, pp. 92, 6d. net (People's bks.) ... JACK, May 16",Alexander,Henry,Common faults in writing English,JACK,6d.,18mo.,"Alexander (Henry)-Common faults in writing English. 18mo. 6*X4}, pp. 92, 6d. net (People's bks.) ... JACK, May 16",Henry Alexander,['Alexander (Henry)'],,May 16,net
104,"Alexander (Maitland)- The Great step. 18mo. 71 x 41, is. 6d. net ...OLIPHANTS, July 16",Alexander,Maitland,The Great step,OLIPHANTS,6d.,18mo.,"Alexander (Maitland)- The Great step. 18mo. 71 x 41, is. 6d. net ...OLIPHANTS, July 16",Maitland Alexander,['Alexander (Maitland)'],,July 16,net
106,"Alexander (T.) and Thomson (A. W.)-Elementary applied mechanics. 3rd ed. 8vo. 9 x5, pp. 532. 15s. net ..MACMILLAN, Jan. 16",Alexander,T.,Elementary applied mechanics,MACMILLAN,15s.,8vo.,"Alexander (T.) and Thomson (A. W.)-Elementary applied mechanics. 3rd ed. 8vo. 9 x5, pp. 532. 155. net ..MACMILLAN, Jan. 16",T. Alexander,"['Alexander (T.)', 'Thomson (A. W.)']",,Jan. 16,net
107,"Alexinsky (Tatiana)— With the Russian wounded. Intro. by Gregor Alexinsky. Tr. by Gilbert Cannau. Cr. 8vo. 71 X 4), pp. 180, 28. 6d. net UNWIN, Nov. 16",Alexinsky,Tatiana,With the Russian wounded,UNWIN,6d.,8vo.,"Alexinsky (Tatiana)— With the Russian wounded. Intro. by Gregor Alexinsky. Tr. by Gilbert Cannau. Cr. 8vo. 71 X 4), pp. 180, 28. 6d. net UNWIN, Nov. 16",Tatiana Alexinsky,['Alexinsky (Tatiana)'],,Nov. 16,net
112,"Allain (Marcel) see Souvestre (P.) and Allain. Allan (Charles) --The Beautiful thing that has happened to our boys. Cr. 8vo. 7} x 5), pp. 128, swd. 1s. 6d. net (Greenock) J. MCKELVIE, Oct. 16",Allain,Marcel,The Beautiful thing that has happened to our boys,J. MCKELVIE,1s. 6d.,8vo.,"Allain (Marcel) see Souvestre (P.) and Allain. Allan (Charles) --The Beautiful thing that has happened to our boys. Cr. 8vo. 7} x 5), pp. 128, swd. Is. 6d. net (Greenock) J. MCKELVIE, Oct. 16",Marcel Allain,"['Allain (Marcel)', 'Allan (Charles)']",,Oct. 16,net
116,"Allemandy (Victor H.)—Wonders of the deep : the story of the Williamson submarine expedi- tion. 4to. 97 x 71, pp. 94, 25, 6d. net, swd. s. 6d. net JARROLD, June 16",Allemandy,Victor H.,Wonders of the deep : the story of the Williamson submarine expedi- tion,JARROLD,6d.,4to.,"Allemandy (Victor H.)—Wonders of the deep : the story of the Williamson submarine expedi- tion. 4to. 97 x 71, pp. 94, 25, 6d. net, swd. IS. 6d. net JARROLD, June 16",Victor H. Allemandy,['Allemandy (Victor H.)'],,June 16,net
117,"Allen (H. S.) and Moore (H.)-A Text-book of practical physics. Cr. 8vo. 8 X 51, pp. 638, 8s. 6d. net ....MACMILLAN, Mar. 16",Allen,H. S.,A Text-book of practical physics,MACMILLAN,8s. 6d.,8vo.,"Allen (H. S.) and Moore (H.)-A Text-book of practical physics. Cr. 8vo. 8 X 51, pp. 638, 8s. 6d. net ....MACMILLAN, Mar. 16",H. S. Allen,"['Allen (H. S.)', 'Moore (H.)']",,Mar. 16,net
118,"Allen (H. Warner) — The Unbroken line : along the French trenches from Switzerland to the North Sea. Illus. 8vo. 81 X 51, pp. 328, 6s. net SMITH, E., Nov. 16",Allen,H. Warner,The Unbroken line : along the French trenches from Switzerland to the North Sea,"SMITH, E.",6s.,8vo.,"Allen (H. Warner) — The Unbroken line : along the French trenches from Switzerland to the North Sea. Illus. 8vo. 81 X 51, pp. 328, 6s. net SMITH, E., Nov. 16",H. Warner Allen,['Allen (H. Warner)'],,Nov. 16,net
119,"Allen (James Lane)-A Cathedral singer. Cr. 8vo. 71 x 41, pp. 140, 2s. net MACMILLAN, Apr. 16",Allen,James Lane,A Cathedral singer,MACMILLAN,2s.,8vo.,"Allen (James Lane)-A Cathedral singer. Cr. 8vo. 71 x 41, pp. 140, 25. net MACMILLAN, Apr. 16",James Lane Allen,['Allen (James Lane)'],,Apr. 16,net
120,"Allen (Lily L.)---Personality: its cultivation and power and how to attain. Cr. 8vo. 71 X 5, pp. 170, 3s. net FOWLER, Nov. 16",Allen,Lily L.,Personality: its cultivation and power and how to attain,FOWLER,3s.,8vo.,"Allen (Lily L.)---Personality: its cultivation and power and how to attain. Cr. 8vo. 71 X 5, pp. 170, 35. net FOWLER, Nov. 16",Lily L. Allen,['Allen (Lily L.)'],,Nov. 16,net
124,"Alston (Madeline)-From the heart of the Veld. Cr. 8vo. 73 x 5), pp. 253, 3s. 6d. net LANE, Sep. 16",Alston,Madeline,From the heart of the Veld,LANE,3s. 6d.,8vo.,"Alston (Madeline)-From the heart of the Veld. Cr. 8vo. 73 x 5), pp. 253, 3s. 6d. net LANE, Sep. 16",Madeline Alston,['Alston (Madeline)'],,Sep. 16,net
125,"Althaus (L. H.)—Black's First German book. Cr. 8vo. 74 x 5, pp. 152, 28. 6d. BLACK, Feb. 16",Althaus,L. H.,Black's First German book,BLACK,6d.,8vo.,"Althaus (L. H.)—Black's First German book. Cr. 8vo. 74 x 5, pp. 152, 28. 6d. BLACK, Feb. 16",L. H. Althaus,['Althaus (L. H.)'],,Feb. 16,
130,"Amsden (Dora) and Happer (John Stewart)-The Heritage of Hiroshige: a glimpse at Japanese landscape art. 8vo. 7s. 6d. net HARRAP, July 16",Amsden,Dora,The Heritage of Hiroshige: a glimpse at Japanese landscape art,HARRAP,7s. 6d.,8vo.,"Amsden (Dora) and Happer (John Stewart)-The Heritage of Hiroshige: a glimpse at Japanese landscape art. 8vo. 75. 6d. net HARRAP, July 16",Dora Amsden,"['Amsden (Dora)', 'Happer (John Stewart)']",,July 16,net
136,"Andersen (Hans Christian)----Fairy tales and stories, Cr. 8vo. 8 X 54, pp. 414, 2s. 6d. SEELEY, S., Oct. 16",Andersen,Hans Christian,Fairy tales and stories,"SEELEY, S.",2s. 6d.,8vo.,"Andersen (Hans Christian)----Fairy tales and stories, Cr. 8vo. 8 X 54, pp. 414, 2s. 6d. SEELEY, S., Oct. 16",Hans Christian Andersen,['Andersen (Hans Christian)'],,Oct. 16,
137,"Anderson (C. C.)—The War manual. Vols. I and 2. Ryl. 8vo. 98 x6, ea. 5s. net .. UNWIN, Jan. 16",Anderson,C. C.,The War manual,UNWIN,5s.,8vo.,"Anderson (C. C.)—The War manual. Vols. I and 2. Ryl. 8vo. 98 x6, ea. 5s. net .. UNWIN, Jan. 16",C. C. Anderson,['Anderson (C. C.)'],,Jan. 16,net
140,"Anderson (Maxwell H.)--The Navy and prize : an essay. 8vo. 81 X 51, pp. 57, swd. is. 3d. net HOGG, Sep. 16",Anderson,Maxwell H.,The Navy and prize : an essay,HOGG,3d.,8vo.,"Anderson (Maxwell H.)--The Navy and prize : an essay. 8vo. 81 X 51, pp. 57, swd. is. 3d. net HOGG, Sep. 16",Maxwell H. Anderson,['Anderson (Maxwell H.)'],,Sep. 16,net
142,"Anderson (Sherwood)--Windy McPherson's son. Cr. 8vo. 8 X 5, pp. 347, 6s. ........LANE, Oct. 16",Anderson,Sherwood,Windy McPherson's son,LANE,6s.,8vo.,"Anderson (Sherwood)--Windy McPherson's son. Cr. 8vo. 8 X 5, pp. 347, 6s. ........LANE, Oct. 16",Sherwood Anderson,['Anderson (Sherwood)'],,Oct. 16,
143,"Andler (Charles) —Frightfulness in theory and practice as compared with Franco-British war usages. Cr. 8vo. 7° X4ł, pp. 182, 28. 6d. net UNWIX, Jan, 16",Andler,Charles,Frightfulness in theory and practice as compared with Franco-British war usages,UNWIX,6d.,8vo.,"Andler (Charles) —Frightfulness in theory and practice as compared with Franco-British war usages. Cr. 8vo. 7° X4ł, pp. 182, 28. 6d. net UNWIX, Jan, 16",Charles Andler,['Andler (Charles)'],,"Jan, 16",net
144,"Andom (R.)-Three men—and Troddles. Cr. 8vo. 78 X 5, pp. 318, 3s. 6d. net....NEWNES, Oct. 16",Andom,R.,Three men—and Troddles,NEWNES,3s. 6d.,8vo.,"Andom (R.)-Three men—and Troddles. Cr. 8vo. 78 X 5, pp. 318, 35. 6d. net....NEWNES, Oct. 16",R. Andom,['Andom (R.)'],,Oct. 16,net
147,"Andreas (Mui Shuko)-With Gypsies in Bulgaria. Illus. Cr. 8vo. 8 X 5, pp. 149, 2s. 6d. net YOUNG, June 16",Andreas,Mui Shuko,With Gypsies in Bulgaria,YOUNG,2s. 6d.,8vo.,"Andreas (Mui Shuko)-With Gypsies in Bulgaria. Illus. Cr. 8vo. 8 X 5, pp. 149, 25. 6d. net YOUNG, June 16",Mui Shuko Andreas,['Andreas (Mui Shuko)'],,June 16,net
148,"Andrew (S. 0.)-Geometry : an elementary treatise on the theory and practice of the science. 3rd ed., rev. by the Author and R. W. Bayliss. Cr. 8vo. 7X41, pp. 216, 3s. MURRAY, May 16",Andrew,S. 0.,Geometry : an elementary treatise on the theory and practice of the science,MURRAY,3s.,8vo.,"Andrew (S. 0.)-Geometry : an elementary treatise on the theory and practice of the science. 3rd ed., rev. by the Author and R. W. Bayliss. Cr. 8vo. 7X41, pp. 216, 35. MURRAY, May 16",S. 0. Andrew,['Andrew (S. 0.)'],,May 16,
150,"Andrews (Ewart S.)-Elementary strength of materials. 8vo., 48. 6d. net CHAPMAN & H., A pr. 16",Andrews,Ewart S.,Elementary strength of materials,CHAPMAN & H.,6d.,8vo.,"Andrews (Ewart S.)-Elementary strength of materials. 8vo., 48. 6d. net CHAPMAN & H., A pr. 16",Ewart S. Andrews,['Andrews (Ewart S.)'],,A pr. 16,net
151,"Andrews (Ewart S.)- The Reinforced concrete regulations of the London County Council. Cr. 8vo. 71 x 5, pp. 78, 2s. 6d. net BATSFORD, Jan. 16",Andrews,Ewart S.,The Reinforced concrete regulations of the London County Council,BATSFORD,2s. 6d.,8vo.,"Andrews (Ewart S.)- The Reinforced concrete regulations of the London County Council. Cr. 8vo. 71 x 5, pp. 78, 25. 6d. net BATSFORD, Jan. 16",Ewart S. Andrews,['Andrews (Ewart S.)'],,Jan. 16,net
152,"Andrews (John B.) see Commons (J. R.) and Andrews. Andrews (Lincoln C.)-Fundamentals of military service. Cr. 8vo. 73 X 44, Ithr. 6s, net LIPPINCOTT, A pr. 16",Andrews,John B.,Fundamentals of military service,LIPPINCOTT,6s.,8vo.,"Andrews (John B.) see Commons (J. R.) and Andrews. Andrews (Lincoln C.)-Fundamentals of military service. Cr. 8vo. 73 X 44, Ithr. 6s, net LIPPINCOTT, A pr. 16",John B. Andrews,"['Andrews (John B.)', 'Andrews (Lincoln C.)']",,A pr. 16,net
153,"Andrews (Matthew Page) —Brief history of the United States. Cr. 8vo. 73 x 51, 4s. 6d. net LIPPINCOTT, Oct. 16",Andrews,Matthew Page,Brief history of the United States,LIPPINCOTT,4s. 6d.,8vo.,"Andrews (Matthew Page) —Brief history of the United States. Cr. 8vo. 73 x 51, 45. 6d. net LIPPINCOTT, Oct. 16",Matthew Page Andrews,['Andrews (Matthew Page)'],,Oct. 16,net
154,"Andreyev (Leonid)—The Dear departing ; frivolous performance in one act. Trans. by Julius West. Cr. 8vo. 71 x 5, pp. 32, swd. 7d. net HENDERSONS, Feb. 16",Andreyev,Leonid,The Dear departing ; frivolous performance in one act,HENDERSONS,7d.,8vo.,"Andreyev (Leonid)—The Dear departing ; frivolous performance in one act. Trans. by Julius West. Cr. 8vo. 71 x 5, pp. 32, swd. 7d. net HENDERSONS, Feb. 16",Leonid Andreyev,['Andreyev (Leonid)'],,Feb. 16,net
157,"Anesaki (M.)--Nichiren, the Buddhist prophet. Demy 8vo. 81 x 54, pp. 172, 5s. 6d. net MILFORD, Nov. 16",Anesaki,M.,"Nichiren, the Buddhist prophet",MILFORD,5s. 6d.,8vo.,"Anesaki (M.)--Nichiren, the Buddhist prophet. Demy 8vo. 81 x 54, pp. 172, 5s. 6d. net MILFORD, Nov. 16",M. Anesaki,['Anesaki (M.)'],,Nov. 16,net
158,"Angell (Norman)-The Dangers of half-prepared ness : an address. 18mo. 67 x 4, pp. 129, 2s. 6d. net PUTNAM, Oct. 16",Angell,Norman,The Dangers of half-prepared ness : an address,PUTNAM,2s. 6d.,18mo.,"Angell (Norman)-The Dangers of half-prepared ness : an address. 18mo. 67 x 4, pp. 129, 2s. 6d. net PUTNAM, Oct. 16",Norman Angell,['Angell (Norman)'],,Oct. 16,net
168,"Anstruther (E. H.)-The Farm servant. Cr. 8vo. 74 X 5, pp. 410, 6s. . ALLEN & U., Oct. 16",Anstruther,E. H.,The Farm servant,ALLEN & U.,6s.,8vo.,"Anstruther (E. H.)-The Farm servant. Cr. 8vo. 74 X 5, pp. 410, 6s. . ALLEN & U., Oct. 16",E. H. Anstruther,['Anstruther (E. H.)'],,Oct. 16,
169,"Anthony (Katharine)-Feminism in Germany and Scandinavia. Cr. 8vo. 8 X 51, pp. 468, 4s. 6d. net .CONSTABLE, A pr. 16",Anthony,Katharine,Feminism in Germany and Scandinavia,CONSTABLE,4s. 6d.,8vo.,"Anthony (Katharine)-Feminism in Germany and Scandinavia. Cr. 8vo. 8 X 51, pp. 468, 4s. 6d. net .CONSTABLE, A pr. 16",Katharine Anthony,['Anthony (Katharine)'],,A pr. 16,net
171,"Antony (C. M.)- Saint Catherine of Siena, her life and times. Ed. by Fr. Bede Jarrett. With a pref. by Fr. Thomas M. Schwertner. 8vo. 81 x 54, pp. 300, 6s. net .. BURNS & O., Jan. 16",Antony,C. M.,"Saint Catherine of Siena, her life and times",BURNS & O.,6s.,8vo.,"Antony (C. M.)- Saint Catherine of Siena, her life and times. Ed. by Fr. Bede Jarrett. With a pref. by Fr. Thomas M. Schwertner. 8vo. 81 x 54, pp. 300, 6s. net .. BURNS & O., Jan. 16",C. M. Antony,['Antony (C. M.)'],,Jan. 16,net
174,"Appleton (R. B.) and Jones (W. H. S.)--Initium : a first Latin course on the direct method. Cr. 8vo. 73 x 51, pp. 102, is. 6d. CAMB. UNIV. PRESS, Feb. 16",Appleton,R. B.,Initium : a first Latin course on the direct method,CAMB. UNIV. PRESS,6d.,8vo.,"Appleton (R. B.) and Jones (W. H. S.)--Initium : a first Latin course on the direct method. Cr. 8vo. 73 x 51, pp. 102, is. 6d. CAMB. UNIV. PRESS, Feb. 16",R. B. Appleton,"['Appleton (R. B.)', 'Jones (W. H. S.)']",,Feb. 16,
175,"Applin (Arthur)-Blackthorn Farm. 8vo. 84 X 5$, pp. 128, swd. 6d. .... WARD, L., May 16",Applin,Arthur,Blackthorn Farm,"WARD, L.",6d.,8vo.,"Applin (Arthur)-Blackthorn Farm. 8vo. 84 X 5$, pp. 128, swd. 6d. .... WARD, L., May 16",Arthur Applin,['Applin (Arthur)'],,May 16,
178,"Applin (Arthur)-Sin. 8vo. 8} x 54, pp. 158, swd., 6d. .NEWNES, July 16",Applin,Arthur,Sin,NEWNES,6d.,8vo.,"Applin (Arthur)-Sin. 8vo. 8} x 54, pp. 158, swd., 6d. .NEWNES, July 16",Arthur Applin,['Applin (Arthur)'],,July 16,
183,"Archer (R. L.) and others—The Teaching of his- tory in elementary schools. Cr. 8vo. 7*X4*, pp. 276, 3s. 6d. net ..BLACK, Mar. 16",Archer,R. L.,The Teaching of his- tory in elementary schools,BLACK,3s. 6d.,8vo.,"Archer (R. L.) and others—The Teaching of his- tory in elementary schools. Cr. 8vo. 7*X4*, pp. 276, 35. 6d. net ..BLACK, Mar. 16",R. L. Archer,['Archer (R. L.)'],,Mar. 16,net
185,"Archer (William)—Knowledge and character : the straight road in education. 8vo. 8} x 51, swd., 6d. net .ALLEN & U., May 16",Archer,William,Knowledge and character : the straight road in education,ALLEN & U.,6d.,8vo.,"Archer (William)—Knowledge and character : the straight road in education. 8vo. 8} x 51, swd., 6d. net .ALLEN & U., May 16",William Archer,['Archer (William)'],,May 16,net
189,"Aris (Ernest A.)Little Sinbad the sailor. 18mo. 7d. net .PARTRIDGE, July 16",Aris,Ernest A.,Little Sinbad the sailor,PARTRIDGE,7d.,18mo.,"Aris (Ernest A.)Little Sinbad the sailor. 18mo. 7d. net .PARTRIDGE, July 16",Ernest A. Aris,['Aris (Ernest A.)'],,July 16,net
190,"Aris (Ernest A.)--Mrs. Beak Duck. 18mo. 7d. net PARTRIDGE, July 16",Aris,Ernest A.,Mrs,PARTRIDGE,7d.,18mo.,"Aris (Ernest A.)--Mrs. Beak Duck. 18mo. 7d. net PARTRIDGE, July 16",Ernest A. Aris,['Aris (Ernest A.)'],,July 16,net
192,"Aris (Ernest A.)-The Tale of a bad, bold mouse. 18mo. 7d. net..... .PARTRIDGE, July 16",Aris,Ernest A.,"The Tale of a bad, bold mouse",PARTRIDGE,7d.,18mo.,"Aris (Ernest A.)-The Tale of a bad, bold mouse. 18mo. 7d. net..... .PARTRIDGE, July 16",Ernest A. Aris,['Aris (Ernest A.)'],,July 16,net
