,entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
60,"Admiralty-Hydrographic. West India pilot. Vol. 2, 1909: Rev. supp. (2), 1917; Vol. 3, 1909: Rev. supp. (2), 1917 POTTER, June '17",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. West India pilot. Vol. 2, 1909: Rev. supp. (2), 1917; Vol. 3, 1909: Rev. supp. (2), 1917 POTTER, June '17",,,,June '17,
61,"Admiralty-Hydrographic. West Indies pilot. Vol. 1, 1912 : Rev. supp., 1917 POTTER, Apr. 17",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. West Indies pilot. Vol. 1, 1912 : Rev. supp., 1917 POTTER, Apr. 17",,,,Apr. 17,
62,"Admiralty-Nautical almanac for 1918. Abr. for use of seamen. s. . WYMAN, Dec. 16 Admiralty–Nautical almanac, 1919, abridged for the use of seanien. H.M. STATIONERY OFF., July '17",,,Admiralty-Nautical almanac for,H.M. STATIONERY OFF.,,0.0,,"Admiralty-Nautical almanac for 1918. Abr. for use of seamen. IS. . WYMAN, Dec. 16 Admiralty–Nautical almanac, 1919, abridged for the use of seanien. H.M. STATIONERY OFF., July '17",,,,July '17,
70,"After victory. By “ An Amateur Officer.” Cr. 8vo. 7} X 5, pp. 317, 5s. nct ....MELROSE, Nov. '17",,,After victory,MELROSE,,0.0,8vo.,"After victory. By “ An Amateur Officer.” Cr. 8vo. 7} X 5, pp. 317, 55. nct ....MELROSE, Nov. '17",,,,Nov. '17,
72,"Agnow (Sir Andrew N.)--An Intro. to forestry for young people. 18mo. 61 x 44, pp. 91, is. net . DOUGLAS & F., Feb. 17",Agnow,Sir Andrew N.,An Intro,DOUGLAS & F.,,0.0,18mo.,"Agnow (Sir Andrew N.)--An Intro. to forestry for young people. 18mo. 61 x 44, pp. 91, is. net . DOUGLAS & F., Feb. 17",Sir Andrew N. Agnow,['Agnow (Sir Andrew N.)'],,Feb. 17,
74,"Agricultural prices (Ireland)-Return for ea. yr. fr. 1881 to 1915, id......... WYMAN, Mar. 17",Agricultural prices,Ireland,Return for ea,WYMAN,,0.0,,"Agricultural prices (Ireland)-Return for ea. yr. fr. 1881 to 1915, id......... WYMAN, Mar. 17",Ireland Agricultural prices,['Agricultural prices (Ireland)'],,Mar. 17,
78,"Agricultural statistics (Ireland), 1915-Report and tab. iela, to Irish agricultural labourers. fd. WYMAN, Nov. 16 Agricultural statistics (Ireland), 1915-Return of prices of crops, live stock, and other Irish agricultural products. 60... WYMAN, Mar. 17",Agricultural statistics,Ireland,1915-Report and tab,WYMAN,,0.0,,"Agricultural statistics (Ireland), 1915-Report and tab. iela, to Irish agricultural labourers. fd. WYMAN, Nov. 16 Agricultural statistics (Ireland), 1915-Return of prices of crops, live stock, and other Irish agricultural products. 60... WYMAN, Mar. 17",Ireland Agricultural statistics,['Agricultural statistics (Ireland)'],,Mar. 17,
79,"Agricultural statistics (Ireland) w. detailed report. for 191s. gd. ..H.M. STATIONERY OFF., June '17",Agricultural statistics,Ireland,191s,H.M. STATIONERY OFF.,,0.0,,"Agricultural statistics (Ireland) w. detailed report. for 1915. gd. ..H.M. STATIONERY OFF., June '17",Ireland Agricultural statistics,['Agricultural statistics (Ireland)'],,June '17,
82,"Agricultural statistics (Scotland), 1915--Vol. 4, pt. 2, Returus of produce of crops iv Scotland, w. summary for the U.K. 2d. 11.M. STATIONERY OFF., July '17",Agricultural statistics,Scotland,1915--Vol,M. STATIONERY OFF.,,0.0,,"Agricultural statistics (Scotland), 1915--Vol. 4, pt. 2, Returus of produce of crops iv Scotland, w. summary for the U.K. 2d. 11.M. STATIONERY OFF., July '17",Scotland Agricultural statistics,['Agricultural statistics (Scotland)'],,July '17,
87,"Agriculture and Fisheries (Bd. of)-Statement in regard to cost of growing an acre of wheat during the present season compared with the pre-war cost. id. H.M. STATIONERY OFF., Aug. '17",,,Statement in regard to cost of growing an acre of wheat during the present season compared with the pre-war cost,H.M. STATIONERY OFF.,,0.0,,"Agriculture and Fisheries (Bd. of)-Statement in regard to cost of growing an acre of wheat during the present season compared with the pre-war cost. id. H.M. STATIONERY OFF., Aug. '17",,"['Agriculture', 'Fisheries (Bd. of)']",,Aug. '17,
89,"Agriculture for Ireland (Dept. of)--16th Annual gen. report, 1915-16. H.M. STATIONERY OFF., June '17",Agriculture for Ireland,Dept. of,,H.M. STATIONERY OFF.,,0.0,,"Agriculture for Ireland (Dept. of)--16th Annual gen. report, 1915-16. H.M. STATIONERY OFF., June '17",Dept. of Agriculture for Ireland,['Agriculture for Ireland (Dept. of)'],,June '17,
92,"Agriculture for Ireland (Dept. of)— The Manage. ment of a cottage garden. New ed., rev. and ext., w. pref, on the labourer and his plot. id. ...W'YMAN, Mar. 17",Agriculture for Ireland,Dept. of,The Manage,W'YMAN,,0.0,,"Agriculture for Ireland (Dept. of)— The Manage. ment of a cottage garden. New ed., rev. and ext., w. pref, on the labourer and his plot. id. ...W'YMAN, Mar. 17",Dept. of Agriculture for Ireland,['Agriculture for Ireland (Dept. of)'],,Mar. 17,
93,"Agriculture for Ireland (Dept. of)-Sea and inland fisheries of Ireland : Report for 191s. 2d. WYMAN, Dec. 16 Agriculture for Ireland (Dept. of)-Technical schools exams., 1916 : exam. papers and examiners' reports, w. summaries of results. ...H.M. STATIONERY OFFICE, May '17",Agriculture for Ireland,Dept. of,Sea and inland fisheries of Ireland : Report for,H.M. STATIONERY OFFICE,,0.0,,"Agriculture for Ireland (Dept. of)-Sea and inland fisheries of Ireland : Report for 1915. 2d. WYMAN, Dec. 16 Agriculture for Ireland (Dept. of)-Technical schools exams., 1916 : exam. papers and examiners' reports, w. summaries of results. ...H.M. STATIONERY OFFICE, May '17",Dept. of Agriculture for Ireland,['Agriculture for Ireland (Dept. of)'],,May '17,
94,"Agriculture for Scotland (Bd. of)--5th Report 1916. 30. H.M. STATIONERY OFF., July '17",Agriculture for Scotland,Bd. of,,H.M. STATIONERY OFF.,,0.0,,"Agriculture for Scotland (Bd. of)--5th Report 1916. 30. H.M. STATIONERY OFF., July '17",Bd. of Agriculture for Scotland,['Agriculture for Scotland (Bd. of)'],,July '17,
96,"Ainsley's Nautical almanac and tide tables for 1918. 8vo 9 X 6, pp. 480, 23. (South Shiclls :“ Vill Dam) T. L. AINSLEY, Sep. '17",,,Ainsley's Nautical almanac and tide tables for,T. L. AINSLEY,,0.0,8vo,"Ainsley's Nautical almanac and tide tables for 1918. 8vo 9 X 6, pp. 480, 23. (South Shiclls :“ Vill Dam) T. L. AINSLEY, Sep. '17",,,,Sep. '17,
107,"Aldin (Cecil)- The White Puppy book. New ed. 3s. nul, 28. 60. net FROWDE AND H. & S., Nov. '17",Aldin,Cecil,The White Puppy book,FROWDE AND H. & S.,,0.0,,"Aldin (Cecil)- The White Puppy book. New ed. 35. nul, 28. 60. net FROWDE AND H. & S., Nov. '17",Cecil Aldin,['Aldin (Cecil)'],,Nov. '17,
108,"Alexander (Charles P.I.The Crane-flies of South Africa. Pt. 1. Illus. Ayn. 8vo. 10 x64, pp. 46, 8s. 6d. net (Annals, s. African Museum) WESLEY, Scp. '17",Alexander,"Charles P.I.The Crane-flies of South Africa. Pt. 1. Illus. Ayn. 8vo. 10 x64, pp. 46, 8s. 6d. net (Annals, s. African Museum",,WESLEY,,0.0,,"Alexander (Charles P.I.The Crane-flies of South Africa. Pt. 1. Illus. Ayn. 8vo. 10 x64, pp. 46, 8s. 6d. net (Annals, s. African Museum) WESLEY, Scp. '17","Charles P.I.The Crane-flies of South Africa. Pt. 1. Illus. Ayn. 8vo. 10 x64, pp. 46, 8s. 6d. net (Annals, s. African Museum Alexander","['Alexander (Charles P.I.The Crane-flies of South Africa. Pt. 1. Illus. Ayn. 8vo. 10 x64, pp. 46, 8s. 6d. net (Annals, s. African Museum)']",,Scp. '17,
109,"Allen (Grant)-The Jaws of death. Reissue. Cr. 8vo. 73 x 41, pp. 100, is. net JARROLD, Aug. '17",Allen,Grant,The Jaws of death,JARROLD,,0.0,8vo.,"Allen (Grant)-The Jaws of death. Reissue. Cr. 8vo. 73 x 41, pp. 100, is. net JARROLD, Aug. '17",Grant Allen,['Allen (Grant)'],,Aug. '17,
121,"Altsheler (Joseph Alexander)-The Eyes of the woods : a story of the ancient wilderness. 8vo. pp. 316, 6s. .APPLI:TUN, May '17",Altsheler,Joseph Alexander,The Eyes of the woods : a story of the ancient wilderness,TUN,,0.0,8vo.,"Altsheler (Joseph Alexander)-The Eyes of the woods : a story of the ancient wilderness. 8vo. pp. 316, 6s. .APPLI:TUN, May '17",Joseph Alexander Altsheler,['Altsheler (Joseph Alexander)'],,May '17,
123,"Ambrose (Fred)--With the Welsh. Cr. 8vo. 77 x 41, pp. 140, 1s. (Cardiff : St. Mary St.) “ WESTERN MAIL,” LTD., July '17",Ambrose,Fred,With the Welsh,LTD.,,0.0,8vo.,"Ambrose (Fred)--With the Welsh. Cr. 8vo. 77 x 41, pp. 140, 1S. (Cardiff : St. Mary St.) “ WESTERN MAIL,” LTD., July '17",Fred Ambrose,['Ambrose (Fred)'],,July '17,
126,"Andersen (Hans Christian)-Fairy stories. Illus. by Margaret W. Tarrant. 8vo. 81 x 61, pp. 340, 33. od. net..... .WARD, L., May 17",Andersen,Hans Christian,Fairy stories,"WARD, L.",,0.0,8vo.,"Andersen (Hans Christian)-Fairy stories. Illus. by Margaret W. Tarrant. 8vo. 81 x 61, pp. 340, 33. od. net..... .WARD, L., May 17",Hans Christian Andersen,['Andersen (Hans Christian)'],,May 17,
130,"Anderson (B. M.)- The Value of money. Cr. 8vo. 8 x 55, ios. net .MACMILLAN, Aug. '17",Anderson,B. M.,The Value of money,MACMILLAN,,0.0,8vo.,"Anderson (B. M.)- The Value of money. Cr. 8vo. 8 x 55, ios. net .MACMILLAN, Aug. '17",B. M. Anderson,['Anderson (B. M.)'],,Aug. '17,
131,"Anderson (J. L.)--The Potatoes Order, 1917 (Defence of the Realm), w. intro. and notes. 8vo. 87 x 5), pp. 49, swd. is. net HODGE, Oct. '17",Anderson,J. L.,The Potatoes Order,HODGE,,0.0,8vo.,"Anderson (J. L.)--The Potatoes Order, 1917 (Defence of the Realm), w. intro. and notes. 8vo. 87 x 5), pp. 49, swd. is. net HODGE, Oct. '17",J. L. Anderson,['Anderson (J. L.)'],,Oct. '17,
133,"Anderson (Maxwell H., Commr.)--The Elements of pilotage and navigation, w. notes on the correction of compasses. 2nd rev. ed. 8vo. 9X 51, pp. 113, 5s. net GIEVES ; HOGG, June 17",Anderson,"Maxwell H., Commr.","The Elements of pilotage and navigation, w",HOGG,,0.0,8vo.,"Anderson (Maxwell H., Commr.)--The Elements of pilotage and navigation, w. notes on the correction of compasses. 2nd rev. ed. 8vo. 9X 51, pp. 113, 5s. net GIEVES ; HOGG, June 17","Maxwell H., Commr. Anderson","['Anderson (Maxwell H., Commr.)']",,June 17,
137,"Andas (Louis Edgar)-Drying oils, boiled oil, and solid and liquid driers. 2nd ed., rev. by Herbert B. Stocks. 8vo. 8 x6, pp. 340, 12s. 6d. net ...Scott, G., Mar. 17",Andas,Louis Edgar,"Drying oils, boiled oil, and solid and liquid driers",G.,,0.0,8vo.,"Andas (Louis Edgar)-Drying oils, boiled oil, and solid and liquid driers. 2nd ed., rev. by Herbert B. Stocks. 8vo. 8 x6, pp. 340, I 2S. 6d. net ...Scott, G., Mar. 17",Louis Edgar Andas,['Andas (Louis Edgar)'],,Mar. 17,
140,"Andrews (H. Russell) see Berkeley (C.) and others. Andreyeff (Leonid)-The Confessions of a little man during great days. Tr. by R. S. Townsend. 77 X 5, pp. 242, 5s. net ....) ...DUCKWORTH, Feb. 17",Andrews,H. Russell,The Confessions of a little man during great days,DUCKWORTH,,0.0,,"Andrews (H. Russell) see Berkeley (C.) and others. Andreyeff (Leonid)-The Confessions of a little man during great days. Tr. by R. S. Townsend. 77 X 5, pp. 242, 5s. net ....) ...DUCKWORTH, Feb. 17",H. Russell Andrews,"['Andrews (H. Russell)', 'Andreyeff (Leonid)']",,Feb. 17,
142,"Angell (Norman)-War aims: the need for a parliament of the Allies. Cr. 8vo. 71 X 5, pp. 127, 23. 64. net ....HEADLEY, Nov. '17",Angell,Norman,War aims: the need for a parliament of the Allies,HEADLEY,,0.0,8vo.,"Angell (Norman)-War aims: the need for a parliament of the Allies. Cr. 8vo. 71 X 5, pp. 127, 23. 64. net ....HEADLEY, Nov. '17",Norman Angell,['Angell (Norman)'],,Nov. '17,
148,"Annual County Courts practice, 1917. Ed. by Judge Ruegg. 84 X 51, pp. 2,666, 258. SWEET & M., Mar. 17",,,Annual County Courts practice,SWEET & M.,,0.0,,"Annual County Courts practice, 1917. Ed. by Judge Ruegg. 84 X 51, pp. 2,666, 258. SWEET & M., Mar. 17",,,,Mar. 17,
153,"Anson (Sir W. R.)- Principles of the English law of contract, and of its agency in its relation to contract. 14th ed., by M. L. Gwyer. 8vo. 9 X 6, pp. 490, ics. net (Clarendon Pr.) MILFORD, Feb. 17",Anson,Sir W. R.,"Principles of the English law of contract, and of its agency in its relation to contract",MILFORD,,0.0,8vo.,"Anson (Sir W. R.)- Principles of the English law of contract, and of its agency in its relation to contract. 14th ed., by M. L. Gwyer. 8vo. 9 X 6, pp. 490, ics. net (Clarendon Pr.) MILFORD, Feb. 17",Sir W. R. Anson,['Anson (Sir W. R.)'],,Feb. 17,
162,"Aquinas (St. Thomas)--Summa Thcologica. 3rd pt. Literally tr. ty Fatheis of the English Domi- nican Province. 4th no. (QQL, xxxix-Suppt. xxxiii). 81x55, pp. 379, os. net WASHBOURNE, Feb. 17",Aquinas,St. Thomas,Summa Thcologica,WASHBOURNE,,0.0,,"Aquinas (St. Thomas)--Summa Thcologica. 3rd pt. Literally tr. ty Fatheis of the English Domi- nican Province. 4th no. (QQL, xxxix-Suppt. xxxiii). 81x55, pp. 379, os. net WASHBOURNE, Feb. 17",St. Thomas Aquinas,['Aquinas (St. Thomas)'],,Feb. 17,
163,"Archer (William)-God and Mr. Wells : critical examination of “God the invisible King. Cr. 8vo. 75 X 5, pp. 126, 1s. 9d. net, s swd. s. net.. WATTS, June '17",Archer,William,God and Mr,WATTS,,0.0,8vo.,"Archer (William)-God and Mr. Wells : critical examination of “God the invisible King. Cr. 8vo. 75 X 5, pp. 126, Is. 9d. net, s swd. IS. net.. WATTS, June '17",William Archer,['Archer (William)'],,June '17,
164,"Archer (William)--India and the future. Illus. 8vo. 84 x 58, pp. 328, 16s. Det HUTCHINSON, Oct. '17",Archer,William,India and the future,HUTCHINSON,,0.0,8vo.,"Archer (William)--India and the future. Illus. 8vo. 84 x 58, pp. 328, 16s. Det HUTCHINSON, Oct. '17",William Archer,['Archer (William)'],,Oct. '17,
168,"Archibald (W. F. A.) and others—The Metropoli- tan police guide : being a compendium of the law affecting the Metropolitan police. 6th ed. 98 x64, pp. 1,960, 13s. 60. EYRE & S., Mar. 17",Archibald,W. F. A.,The Metropoli- tan police guide : being a compendium of the law affecting the Metropolitan police,EYRE & S.,,0.0,,"Archibald (W. F. A.) and others—The Metropoli- tan police guide : being a compendium of the law affecting the Metropolitan police. 6th ed. 98 x64, pp. 1,960, 13s. 60. EYRE & S., Mar. 17",W. F. A. Archibald,['Archibald (W. F. A.)'],,Mar. 17,
170,"Aris (Ernest A.)—The Mystery of Cabbage Patch House. 32mo. ge. net (Tufty ser.) PARTRIDGE, Sep. '17",Aris,Ernest A.,The Mystery of Cabbage Patch House,PARTRIDGE,,0.0,32mo.,"Aris (Ernest A.)—The Mystery of Cabbage Patch House. 32mo. ge. net (Tufty ser.) PARTRIDGE, Sep. '17",Ernest A. Aris,['Aris (Ernest A.)'],,Sep. '17,
171,"Aris (Ernest A.)- The Three bari ducklings. 3211 ). 9.1. net (Tufty ser.). .I'ARTRIDGF, Sep.'17",Aris,Ernest A.,The Three bari ducklings,I'ARTRIDGF,,0.0,,"Aris (Ernest A.)- The Three bari ducklings. 3211 ). 9.1. net (Tufty ser.). .I'ARTRIDGF, Sep.'17",Ernest A. Aris,['Aris (Ernest A.)'],,Sep.'17,
174,"Aris (Frnest).-The 'Treasııre seekers. Fol: n1x88, pp. 80, 3s. 60. ..GALE & P., Aug. '17",Aris,Frnest,The 'Treasııre seekers,GALE & P.,,0.0,,"Aris (Frnest).-The 'Treasııre seekers. Fol: n1x88, pp. 80, 35. 60. ..GALE & P., Aug. '17",Frnest Aris,['Aris (Frnest)'],,Aug. '17,
175,"Aris (Ernest A.)--Twinkle Mouse of Cornstalk PARTRIDGE, Sep. '17",Aris,Ernest A.,,PARTRIDGE,,0.0,,"Aris (Ernest A.)--Twinkle Mouse of Cornstalk PARTRIDGE, Sep. '17",Ernest A. Aris,['Aris (Ernest A.)'],,Sep. '17,
