entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
"Adkin (B. W.)-Copyhold and other land tenures of England. 3rd ed., rev. 8vo. pp. 468, 12s. 6d. net. ESTATES GAZETTE; SWEET & M., Mar.' 19",Adkin,B. W.,Copyhold and other land tenures of England,SWEET & M.,,8vo.,"Adkin (B. W.)-Copyhold and other land tenures of England. 3rd ed., rev. 8vo. pp. 468, 12s. 6d. net. ESTATES GAZETTE; SWEET & M., Mar.' 19",B. W. Adkin,['Adkin (B. W.)'],,Mar.' 19,
"Admiralty Flags of all nations. Errata No. 1 (Gratis to purchasers of the Book) H.M. STATIONERY OFF., May '19",,,Admiralty Flags of all nations,H.M. STATIONERY OFF.,,,"Admiralty Flags of all nations. Errata No. 1 (Gratis to purchasers of the Book) H.M. STATIONERY OFF., May '19",,,,May '19,
"Admiralty Hydrographic. Africa pilot, Pt. III. 1915 Rev. supp. (2), 1919, POTTER, Mar. '19.",,,Admiralty Hydrographic,POTTER,,,"Admiralty Hydrographic. Africa pilot, Pt. III. 1915 Rev. supp. (2), 1919, POTTER, Mar. '19.",,,,Mar. '19,
"Admiralty Hydrographic. Alt-azimuth tables. Latitude limits, 30°-64°; declination limits, 0° to 24° (To replace Burdwood's Azimuth Tables), 6s..... Admiralty Hydrographic. North coasts of Russia, Vol. I: supp. (1), 1919. supp. (4), 1919. .POTTER, Feb. '19",,,Admiralty Hydrographic,POTTER,,,"Admiralty Hydrographic. Alt-azimuth tables. Latitude limits, 30°-64°; declination limits, 0° to 24° (To replace Burdwood's Azimuth Tables), 6s..... Admiralty Hydrographic. North coasts of Russia, Vol. I: supp. (1), 1919. supp. (4), 1919. .POTTER, Feb. '19",,,,Feb. '19,
"Admiralty Hydrographic. Arctic pilot. Vol. 3, 1915 Rev. suppl. (2), 1919 J. D. POTTER, Sep. '19",,,Admiralty Hydrographic,J. D. POTTER,,,"Admiralty Hydrographic. Arctic pilot. Vol. 3, 1915 Rev. suppl. (2), 1919 J. D. POTTER, Sep. '19",,,,Sep. '19,
"Admiralty Hydrographic. Bengal, Bay of, pilot, 1910: Rev. supp. (3), 1918 POTTER, Feb. '19",,,Admiralty Hydrographic,POTTER,,,"Admiralty Hydrographic. Bengal, Bay of, pilot, 1910: Rev. supp. (3), 1918 POTTER, Feb. '19",,,,Feb. '19,
"Admiralty Hydrographic. Central America and United States (West Coasts) pilot, 1916: Rev. supp., 1919 ..POTTER, May '19",,,Admiralty Hydrographic,POTTER,,,"Admiralty Hydrographic. Central America and United States (West Coasts) pilot, 1916: Rev. supp., 1919 ..POTTER, May '19",,,,May '19,
"Admiralty-Hydrographic. Channel pilot, Pt. 3, 1917 Rev. suppl., 1919. J. D. POTTER, July '19",,,Admiralty-Hydrographic,J. D. POTTER,,,"Admiralty-Hydrographic. Channel pilot, Pt. 3, 1917 Rev. suppl., 1919. J. D. POTTER, July '19",,,,July '19,
"Admiralty Hydrographic. Charts, plans, and sailing directions, Admiralty. Catalogue of, 1919. [Corrected to Jan. 1, 1919] POTTER, May '19",,,Admiralty Hydrographic,POTTER,,,"Admiralty Hydrographic. Charts, plans, and sailing directions, Admiralty. Catalogue of, 1919. [Corrected to Jan. 1, 1919] POTTER, May '19",,,,May '19,
"Admiralty Hydrographic. China Sea pilot. Vol. 2, 1915: Rev. supp. (2), 1919. Vol. 4, 1912: Rev. supp. (3), 1919..POTTER, Apr. '19",,,Admiralty Hydrographic,POTTER,,,"Admiralty Hydrographic. China Sea pilot. Vol. 2, 1915: Rev. supp. (2), 1919. Vol. 4, 1912: Rev. supp. (3), 1919..POTTER, Apr. '19",,,,Apr. '19,
"Admiralty-Hydrographic. China Sea pilot, Vol. 3, 1912 Suppl. no. 4, 1919 J. D. POTTER, July'19",,,Admiralty-Hydrographic,J. D. POTTER,,,"Admiralty-Hydrographic. China Sea pilot, Vol. 3, 1912 Suppl. no. 4, 1919 J. D. POTTER, July'19",,,,July'19,
"Admiralty Hydrographic. England pilot, 1910. West Coast: Suppl. no. 5, 1919 ............ ..... J. D. POTTER, Sep. '19",,,Admiralty Hydrographic,J. D. POTTER,,,"Admiralty Hydrographic. England pilot, 1910. West Coast: Suppl. no. 5, 1919 ............ ..... J. D. POTTER, Sep. '19",,,,Sep. '19,
"Admiralty Hydrographic. Irish Coast pilot 1911: Suppl. no. 5, 1919 J. D. POTTER, July'19",,,Admiralty Hydrographic,J. D. POTTER,,,"Admiralty Hydrographic. Irish Coast pilot 1911: Suppl. no. 5, 1919 J. D. POTTER, July'19",,,,July'19,
"Admiralty Hydrographic. Japan pilot, 1914: Rev. supp. (2), 1919 .POTTER, May '19",,,Admiralty Hydrographic,POTTER,,,"Admiralty Hydrographic. Japan pilot, 1914: Rev. supp. (2), 1919 .POTTER, May '19",,,,May '19,
"Admiralty Hydrographic. Korea and Siberia East Coasts, and Sea of Okhotsk pilot, 1913: Suppl. no. 4, 1919.....J. D. POTTER, Aug. '19",,,Admiralty Hydrographic,J. D. POTTER,,,"Admiralty Hydrographic. Korea and Siberia East Coasts, and Sea of Okhotsk pilot, 1913: Suppl. no. 4, 1919.....J. D. POTTER, Aug. '19",,,,Aug. '19,
"Admiralty-Hydrographic. Mediterranean pilot Vol. 1, 1913: Suppl. no. 4, 1919 J. D. POTTER, July '19",,,Admiralty-Hydrographic,J. D. POTTER,,,"Admiralty-Hydrographic. Mediterranean pilot Vol. 1, 1913: Suppl. no. 4, 1919 J. D. POTTER, July '19",,,,July '19,
"Admiralty Hydrographic. Newfoundland and Labrador pilot. Vol. 1, 1917: Supp., 1919. Vol. 2, 1917: Supp., 1919..POTTER, Apr. '19",,,Admiralty Hydrographic,POTTER,,,"Admiralty Hydrographic. Newfoundland and Labrador pilot. Vol. 1, 1917: Supp., 1919. Vol. 2, 1917: Supp., 1919..POTTER, Apr. '19",,,,Apr. '19,
"Admiralty-Hydrographic. North Sea pilot, pt. 2, 1914: suppl. (4), 1919 J. D. POTTER, Oct. 19",,,Admiralty-Hydrographic,J. D. POTTER,,,"Admiralty-Hydrographic. North Sea pilot, pt. 2, 1914: suppl. (4), 1919 J. D. POTTER, Oct. 19",,,,Oct. 19,
"Admiralty Hydrographic. North Sea pilot. Pt. 4, 1909: Supp. (5), 1909 POTTER, June '19",,,Admiralty Hydrographic,POTTER,,,"Admiralty Hydrographic. North Sea pilot. Pt. 4, 1909: Supp. (5), 1909 POTTER, June '19",,,,June '19,
"Admiralty Hydrographic. Norway pilot, Pt. 1, 1918 Suppl. no. 1, 1919 J. D. POTTER, July '19",,,Admiralty Hydrographic,J. D. POTTER,,,"Admiralty Hydrographic. Norway pilot, Pt. 1, 1918 Suppl. no. 1, 1919 J. D. POTTER, July '19",,,,July '19,
"Admiralty Hydrographic. Nova Scotia (S.E. coast) and Bay of Fundy pilot, 1911: Rev. supp. (3), 1919 POTTER, Mar. '19",,,Admiralty Hydrographic,POTTER,,,"Admiralty Hydrographic. Nova Scotia (S.E. coast) and Bay of Fundy pilot, 1911: Rev. supp. (3), 1919 POTTER, Mar. '19",,,,Mar. '19,
"Admiralty Hydrographic. Pacific 1slands pilot. Vol. 2, (Central Groups), New Caledonia and Loyalty 1slands, New Hebrides Group, Banks, Torres, and Santa Cruz 1slands; Fiji, Tonga, Samoa, Ellice, Gilbert, Marshall, Phoenix and Union 1slands. 5th ed., 1918, 1OS. ... .... POTTER, June '19",,,Admiralty Hydrographic,OS. ... .... POTTER,,,"Admiralty Hydrographic. Pacific Islands pilot. Vol. 2, (Central Groups), New Caledonia and Loyalty Islands, New Hebrides Group, Banks, Torres, and Santa Cruz Islands; Fiji, Tonga, Samoa, Ellice, Gilbert, Marshall, Phoenix and Union Islands. 5th ed., 1918, 1OS. ... .... POTTER, June '19",,,,June '19,
"Admiralty Hydrographic. Persian Guif pilot, 1915 Supp. (4), 1919 .POTTER, May '19",,,Admiralty Hydrographic,POTTER,,,"Admiralty Hydrographic. Persian Guif pilot, 1915 Supp. (4), 1919 .POTTER, May '19",,,,May '19,
"Admiralty Hydrographic. South America pilot, Pt. 1, 1911: Rev. suppl. (3), 1919 J. D. POTTER, July '19",,,Admiralty Hydrographic,J. D. POTTER,,,"Admiralty Hydrographic. South America pilot, Pt. 1, 1911: Rev. suppl. (3), 1919 J. D. POTTER, July '19",,,,July '19,
"Admiralty-Hydrographic. South America pilot. Pt. 3, 1915: Rev. supp., 1918 POTTER, Feb. '19",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. South America pilot. Pt. 3, 1915: Rev. supp., 1918 POTTER, Feb. '19",,,,Feb. '19,
"Admiralty Hydrographic. West coast of Scotland pilot, pt. 1. 1911: suppl. (6), 1919 J. D. POTTER, Oct. '19",,,Admiralty Hydrographic,J. D. POTTER,,,"Admiralty Hydrographic. West coast of Scotland pilot, pt. 1. 1911: suppl. (6), 1919 J. D. POTTER, Oct. '19",,,,Oct. '19,
"Admiralty Hydrographic. West Indies pilot, Vol. 1, 1912: suppl. (4), 1919 J. D. POTTER, Oct. '19",,,Admiralty Hydrographic,J. D. POTTER,,,"Admiralty Hydrographic. West Indies pilot, Vol. 1, 1912: suppl. (4), 1919 J. D. POTTER, Oct. '19",,,,Oct. '19,
"Admiralty Hydrographic. Yangtse Kiang pilot, 1914. Rev. suppl., 1919....POTTER, May '19",,,Admiralty Hydrographic,POTTER,,,"Admiralty Hydrographic. Yangtse Kiang pilot, 1914. Rev. suppl., 1919....POTTER, May '19",,,,May '19,
"Admiralty-Nautical almanac, 1921, abr. for the use of seamen. s. H.M. STATIONERY OFF., Jan. '19",,,Admiralty-Nautical almanac,H.M. STATIONERY OFF.,,,"Admiralty-Nautical almanac, 1921, abr. for the use of seamen. IS. H.M. STATIONERY OFF., Jan. '19",,,,Jan. '19,
"Admiralty-Navigation, Admiralty manual of H.M. STATIONERY OFFICE, Aug. '19",,,,H.M. STATIONERY OFFICE,,,"Admiralty-Navigation, Admiralty manual of H.M. STATIONERY OFFICE, Aug. '19",,,,Aug. '19,
"Admiralty Watch, station, quarter, and fire bill, &c., for H.M. Torpedo Boat Destroyers. Rev., Nov., 1917. H.M. STATIONERY OFF., Mar. '19",,,"Admiralty Watch, station, quarter, and fire bill, &c",H.M. STATIONERY OFF.,,,"Admiralty Watch, station, quarter, and fire bill, &c., for H.M. Torpedo Boat Destroyers. Rev., Nov., 1917. H.M. STATIONERY OFF., Mar. '19",,,,Mar. '19,
"Aeronautics (Advisory Ctte. for)-Reports and memoranda. No. 502, Whirling and transverse vibrations of a rotating airscrew and its shaft (June, '17), 6d. ; 507, Thunderstorms in the Brit. 1slands during Jan.-Mar., 1917 (June, '17), 2d.; 517, Some notes on balloon seams (Aug. '17), 3d.; 518, Results of some experiments on the permeability of clear Delta Dope (Aug., '17), 2d.; 542, Tests on a model of modified Wea- sel aeroplane body (Sep., '18), 3d.; 547, Resist- ance of an aeroplane, determined by glides with the propeller stopped (Oct., '18), 3d.; 550, In- vestigation of aerodynamic properties of wing ailerons, Pt. 1 (Oct. '18), 1s. 9d. ; 553, Deteriora- tion of balloon fabrics in the Middle East (Sep., '18), 1s. 3d.; 557, Comparative tests of a biplane of R.A.F. 15 wing section, when fitted with wing tips of 4 different types (Nov., '18), 4d.; 558, Electrical timing apparatus in use on speed course at Aeroplane Exper. Stn., Martlesham Heath (Oct., '18), 6d. ; Experiments on aerofoils suitable for a high speed range (June, '18), 1s. ; 572, Investigation of the mutual interference of 2model airscrews and a model of the Sopwith Dolphin aeroplane (Jan., '19), 9d.; 577, Empirical formulae for a variable pitch airscrew (Feb., '19), s.; 580. Measurement of the derivatives Mq and Nr for a number of aeroplane models (Jan., '19), 6d. 589, Contribution of the separate planes to the forces on a biplane (May, '16), 4d.; 590, Dependence of the resistance of bodies upon acceleration as determined by chronograph analysis (June, '16), 9d. 562, H.M. STATIONERY OFF., Sep. '19",Aeronautics,Advisory Ctte. for,Reports and memoranda,H.M. STATIONERY OFF.,,,"Aeronautics (Advisory Ctte. for)-Reports and memoranda. No. 502, Whirling and transverse vibrations of a rotating airscrew and its shaft (June, '17), 6d. ; 507, Thunderstorms in the Brit. Islands during Jan.-Mar., 1917 (June, '17), 2d.; 517, Some notes on balloon seams (Aug. '17), 3d.; 518, Results of some experiments on the permeability of clear Delta Dope (Aug., '17), 2d.; 542, Tests on a model of modified Wea- sel aeroplane body (Sep., '18), 3d.; 547, Resist- ance of an aeroplane, determined by glides with the propeller stopped (Oct., '18), 3d.; 550, In- vestigation of aerodynamic properties of wing ailerons, Pt. 1 (Oct. '18), Is. 9d. ; 553, Deteriora- tion of balloon fabrics in the Middle East (Sep., '18), Is. 3d.; 557, Comparative tests of a biplane of R.A.F. 15 wing section, when fitted with wing tips of 4 different types (Nov., '18), 4d.; 558, Electrical timing apparatus in use on speed course at Aeroplane Exper. Stn., Martlesham Heath (Oct., '18), 6d. ; Experiments on aerofoils suitable for a high speed range (June, '18), Is. ; 572, Investigation of the mutual interference of 2model airscrews and a model of the Sopwith Dolphin aeroplane (Jan., '19), 9d.; 577, Empirical formulae for a variable pitch airscrew (Feb., '19), IS.; 580. Measurement of the derivatives Mq and Nr for a number of aeroplane models (Jan., '19), 6d. 589, Contribution of the separate planes to the forces on a biplane (May, '16), 4d.; 590, Dependence of the resistance of bodies upon acceleration as determined by chronograph analysis (June, '16), 9d. 562, H.M. STATIONERY OFF., Sep. '19",Advisory Ctte. for Aeronautics,['Aeronautics (Advisory Ctte. for)'],,Sep. '19,
"After the War leaflets. After the War papers. Aftermath, Watson (H. 2s. 6d. net 7×4, ea. 1s. 6d. per 100 S.P.C.K., Jan., &c., '19",,,After the War leaflets,S.P.C.K.,,,"After the War leaflets. After the War papers. Aftermath, Watson (H. 2s. 6d. net 7×4, ea. Is. 6d. per 100 S.P.C.K., Jan., &c., '19",,,,"Jan., &c., '19",
"M. K.) s. Agricultural bacteriology, Conn (H. net Agricultural labourer, Housing of, 6d. net Agricultural Land Sales (Restriction of Notices to Quit) Bill-Report from Standing Committee E; with proceedings. id. H.M. STATIONERY OFF., Aug. '19",,,M. K.) s,H.M. STATIONERY OFF.,,,"M. K.) IS. Agricultural bacteriology, Conn (H. net Agricultural labourer, Housing of, 6d. net Agricultural Land Sales (Restriction of Notices to Quit) Bill-Report from Standing Committee E; with proceedings. id. H.M. STATIONERY OFF., Aug. '19",,,,Aug. '19,
"Agricultural Society (Royal)-Catalogue of the Library. 9×6, pp. 390. (16, Bedford Sq., W.C. 1) SOCIETY, Feb. '19",Agricultural Society,Royal,Catalogue of the Library,SOCIETY,,,"Agricultural Society (Royal)-Catalogue of the Library. 9×6, pp. 390. (16, Bedford Sq., W.C. 1) SOCIETY, Feb. '19",Royal Agricultural Society,['Agricultural Society (Royal)'],,Feb. '19,
"Agricultural Society (Royal) -Journal. Vol. 79. 8×5, ICS. .MURRAY, Sep. '19",Agricultural Society,Royal,Journal,ICS. .MURRAY,,,"Agricultural Society (Royal) -Journal. Vol. 79. 8×5, ICS. .MURRAY, Sep. '19",Royal Agricultural Society,['Agricultural Society (Royal)'],,Sep. '19,
"Agriculture andFisheries (Bd. of)-Fishery investi- gations. Ser. 3, Hydrography. Vol. 1, Eng- lish Channel, pt. 1: Start Point to the Channel 1slands. IOS. net H.M. STATIONERY OFFICE, July '19",Agriculture andFisheries,Bd. of,Fishery investi- gations,H.M. STATIONERY OFFICE,,,"Agriculture andFisheries (Bd. of)-Fishery investi- gations. Ser. 3, Hydrography. Vol. 1, Eng- lish Channel, pt. 1: Start Point to the Channel Islands. IOS. net H.M. STATIONERY OFFICE, July '19",Bd. of Agriculture andFisheries,['Agriculture andFisheries (Bd. of)'],,July '19,
"Agriculutre and Fisheries (Bd. of)-Journal. (Monthly.) Ea. 4d., post free (3, St. James's Square, S.W. 1) BD. OF AGRICULTURE, Jan., &c., '19",,,Ea,BD. OF AGRICULTURE,,,"Agriculutre and Fisheries (Bd. of)-Journal. (Monthly.) Ea. 4d., post free (3, St. James's Square, S.W. 1) BD. OF AGRICULTURE, Jan., &c., '19",,"['Agriculutre', 'Fisheries (Bd. of)-Journal. (Monthly.)']",,"Jan., &c., '19",
"Agriculture for Ireland (Dept. of)-Charges for scutching flax and the disposal of tow: minutes of evidence and Index, 9d.; Report, id. H.M. STATIONERY OFF., Mar. '19",Agriculture for Ireland,Dept. of,Charges for scutching flax and the disposal of tow: minutes of evidence and Index,H.M. STATIONERY OFF.,,,"Agriculture for Ireland (Dept. of)-Charges for scutching flax and the disposal of tow: minutes of evidence and Index, 9d.; Report, id. H.M. STATIONERY OFF., Mar. '19",Dept. of Agriculture for Ireland,['Agriculture for Ireland (Dept. of)'],,Mar. '19,
"IS. H.M. STATIONERY OFF., May '19",,,,IS. H.M. STATIONERY OFF.,,,"IS. H.M. STATIONERY OFF., May '19",,,,May '19,
"Agriculture (Royal Commission)-Minutes of evidence (Aug. 26 to Sep. 3, 1919). Vol. 2, H.M. STATIONERY OFF., Oct. '19",,,Vol,H.M. STATIONERY OFF.,,,"Agriculture (Royal Commission)-Minutes of evidence (Aug. 26 to Sep. 3, 1919). Vol. 2, H.M. STATIONERY OFF., Oct. '19",,"['Agriculture (Royal Commission)-Minutes of evidence (Aug. 26 to Sep. 3, 1919)']",,Oct. '19,
"Air estimates, 1919-20-Vote A, Estimate of the maximum number of men (150,000) on the establishment of the R.A.F. at home and abroad, exclusive of those serving in India. 1d. Vote on account, id. H.M. STATIONERY OFF., Mar. '19",,,Air estimates,H.M. STATIONERY OFF.,,,"Air estimates, 1919-20-Vote A, Estimate of the maximum number of men (150,000) on the establishment of the R.A.F. at home and abroad, exclusive of those serving in India. Id. Vote on account, id. H.M. STATIONERY OFF., Mar. '19",,,,Mar. '19,
"Aladdin and the wonderful lamp, The Story of. 18mo. 5×4, pp. 32, 7d. net. (Shakespeare ser.) ALLDAY, Sep. '19",,,"Aladdin and the wonderful lamp, The Story of",ALLDAY,,18mo.,"Aladdin and the wonderful lamp, The Story of. 18mo. 5×4, pp. 32, 7d. net. (Shakespeare ser.) ALLDAY, Sep. '19",,,,Sep. '19,
"Aldington (Richard) trans.-Latin poems of the Renaissance. 2nd set, No. 4. Cr. 8vo. 71 × 5, pp. 32, 2s. net. (Poets' trans. ser.) THE EGOIST, Oct. '19",Aldington,Richard,Latin poems of the Renaissance,THE EGOIST,,8vo.,"Aldington (Richard) trans.-Latin poems of the Renaissance. 2nd set, No. 4. Cr. 8vo. 71 × 5, pp. 32, 2s. net. (Poets' trans. ser.) THE EGOIST, Oct. '19",Richard Aldington,['Aldington (Richard)'],,Oct. '19,
"Ali (Rt. Hon. Ameer)-The Rights of Persia. 8vo. swd. is. net .... CHAPMAN & H., Apr. '19",Ali,Rt. Hon. Ameer,The Rights of Persia,CHAPMAN & H.,,8vo.,"Ali (Rt. Hon. Ameer)-The Rights of Persia. 8vo. swd. is. net .... CHAPMAN & H., Apr. '19",Rt. Hon. Ameer Ali,['Ali (Rt. Hon. Ameer)'],,Apr. '19,
"Alkali, &c., Works Regulation Act, 1906-Tech- nical index to the Alkali reports, 1894-1917. s. H.M. STATIONERY OFF., Apr. '19",,,"Alkali, &c",H.M. STATIONERY OFF.,,,"Alkali, &c., Works Regulation Act, 1906-Tech- nical index to the Alkali reports, 1894-1917. IS. H.M. STATIONERY OFF., Apr. '19",,,,Apr. '19,
"Allen (W. A. C.)-Old Testament prophets: a study in personalities. Cr. 8vo. 7× 5, pp. 195, 6s. net .HEFFER; SIMPKIN, Aug. '19",Allen,W. A. C.,Old Testament prophets: a study in personalities,SIMPKIN,,8vo.,"Allen (W. A. C.)-Old Testament prophets: a study in personalities. Cr. 8vo. 7× 5, pp. 195, 6s. net .HEFFER; SIMPKIN, Aug. '19",W. A. C. Allen,['Allen (W. A. C.)'],,Aug. '19,
"Allerton (Mark)-The Lady of St. Luke's. Cr. 8vo. 7×5, pp. 318, 6s. net Allerton (Mark)-The Cr. 8vo. 7X 41, pp. HODDER & S., July '19",Allerton,Mark,The Lady of St,HODDER & S.,,8vo.,"Allerton (Mark)-The Lady of St. Luke's. Cr. 8vo. 7×5, pp. 318, 6s. net Allerton (Mark)-The Cr. 8vo. 7X 41, pp. HODDER & S., July '19",Mark Allerton,['Allerton (Mark)'],,July '19,
"Amiens, before and during the war. Cr. 8vo. 7×51, pp. 56, swd. is. 6d. .. (81, Fulham Rd., S.W. 3) MICHELIN, Aug. '19",,,"Amiens, before and during the war",MICHELIN,,8vo.,"Amiens, before and during the war. Cr. 8vo. 7×51, pp. 56, swd. is. 6d. .. (81, Fulham Rd., S.W. 3) MICHELIN, Aug. '19",,,,Aug. '19,
