entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
"Army-Estimates, 1911-12, 2s. ; Estimates, memo, id..... WYMAN, Feb. 11",,,Army-Estimates,WYMAN,,,"Army-Estimates, 1911-12, 25. ; Estimates, memo, id..... WYMAN, Feb. 11",,,,Feb. 11,
"Army-Territorial Force regulations, ist April 1911 (post free), 1}d......... WYMAN, May 11",,,"Army-Territorial Force regulations, ist April",WYMAN,,,"Army-Territorial Force regulations, ist April 1911 (post free), 1}d......... WYMAN, May 11",,,,May 11,
"Astronomical Society of Canada (Royal), Journal. Vol. 4. Illus. Ryl, 8vo. 9! X64, pp. 500 WESLEY, Mar. 11",,,"Astronomical Society of Canada (Royal), Journal",WESLEY,,8vo.,"Astronomical Society of Canada (Royal), Journal. Vol. 4. Illus. Ryl, 8vo. 9! X64, pp. 500 WESLEY, Mar. 11",,,,Mar. 11,
"Aviation, Stability in, Bryan (G. H.) 5s. net Νου. ΙΙ Aviation World who's who (The) and industrial directory. 8vo. 83 X5, pp. 318, 2s. 6d. ne, AVIATION WORLD, Mar. 11",,,"Aviation, Stability in, Bryan (G. H.)",AVIATION WORLD,,8vo.,"Aviation, Stability in, Bryan (G. H.) 55. net Νου. ΙΙ Aviation World who's who (The) and industrial directory. 8vo. 83 X5, pp. 318, 2s. 6d. ne, AVIATION WORLD, Mar. 11",,,,Mar. 11,
"Badger (W. Collins) - The Bible, the Empire and the world. Cr. 8vo., pp. 64, limp, is. net NISBET, July 11",Badger,W. Collins,"The Bible, the Empire and the world",NISBET,,8vo.,"Badger (W. Collins) - The Bible, the Empire and the world. Cr. 8vo., pp. 64, limp, is. net NISBET, July 11",W. Collins Badger,['Badger (W. Collins)'],,July 11,
"Bagley (W. C.)--Craftsmanship in teaching. Cr. 8vo., 5s. net.... ... MACMILLAN, May is Bagley (W. C.)- Educational values. Cr. 8vo. .. MACMILLAN, May 11",Bagley,W. C.,Craftsmanship in teaching,MACMILLAN,,8vo.,"Bagley (W. C.)--Craftsmanship in teaching. Cr. 8vo., 55. net.... ... MACMILLAN, May is Bagley (W. C.)- Educational values. Cr. 8vo. .. MACMILLAN, May 11",W. C. Bagley,['Bagley (W. C.)'],,May 11,
"Balfour of Burleigh (Lord)—An Historical account of the rise and development of Presby- terianism in Scotland. Ryl. 16mo., pp. 810, s, net ..CAMB. UNIV. PRESS, Apr. 11",Balfour of Burleigh,Lord,An Historical account of the rise and development of Presby- terianism in Scotland,CAMB. UNIV. PRESS,,16mo.,"Balfour of Burleigh (Lord)—An Historical account of the rise and development of Presby- terianism in Scotland. Ryl. 16mo., pp. 810, IS, net ..CAMB. UNIV. PRESS, Apr. 11",Lord Balfour of Burleigh,['Balfour of Burleigh (Lord)'],,Apr. 11,
"Balzac (Honore de)-Le Père Goriot. 12mo., pp. 252, s. net... .DENT, May 11",Balzac,Honore de,Le Père Goriot,DENT,,12mo.,"Balzac (Honore de)-Le Père Goriot. I 2mo., pp. 252, IS. net... .DENT, May 11",Honore de Balzac,['Balzac (Honore de)'],,May 11,
"Balzac (Honoré de)-La Vendetta. 12mo. limp (Siepmann's Ser.) .. MACMILLAN, Mar. 11",Balzac,Honoré de,La Vendetta,MACMILLAN,,12mo.,"Balzac (Honoré de)-La Vendetta. 12mo. limp (Siepmann's Ser.) .. MACMILLAN, Mar. 11",Honoré de Balzac,['Balzac (Honoré de)'],,Mar. 11,
"Bancrofts (The)—Recollections of sixty years. 12mo., pp. 476, is. net NELSON, June 11",,,Bancrofts (The)—Recollections of sixty years,NELSON,,12mo.,"Bancrofts (The)—Recollections of sixty years. 12mo., pp. 476, is. net NELSON, June 11",,,,June 11,
"Bankruptcy report for 1910 (post free) 8}d. WYMAN, Sep. 11",,,Bankruptcy report for,WYMAN,,,"Bankruptcy report for 1910 (post free) 8}d. WYMAN, Sep. 11",,,,Sep. 11,
"Baring (Maurice)-Desiderio : a play in 3 acts. Rev. edit. Cr. 8vo., pp. 106, swd. is, net B. H. BLACKWELL, July 11",Baring,Maurice,Desiderio : a play in,B. H. BLACKWELL,,8vo.,"Baring (Maurice)-Desiderio : a play in 3 acts. Rev. edit. Cr. 8vo., pp. 106, swd. is, net B. H. BLACKWELL, July 11",Maurice Baring,['Baring (Maurice)'],,July 11,
"IS....... BARING-GOULD Baring-Gould (Sabine) ed.—Church songs. Music arranged by Rev. Fleetwood Sheppard and R. Vaughan Williams. Cr. 8vo. 71 X5, pp. 52, .S.P.C.K., May 11",IS....... BARING-GOULD Baring-Gould,Sabine,Church songs,S.P.C.K.,,8vo.,"IS....... BARING-GOULD Baring-Gould (Sabine) ed.—Church songs. Music arranged by Rev. Fleetwood Sheppard and R. Vaughan Williams. Cr. 8vo. 71 X5, pp. 52, .S.P.C.K., May 11",Sabine IS....... BARING-GOULD Baring-Gould,['IS....... BARING-GOULD Baring-Gould (Sabine)'],ed.,May 11,
"Barr (Amelia E.)-Love will venture in. Popular edit. Cr. 8vo. 71 X5, pp. 320, is, net CHATTO, Mar. 11",Barr,Amelia E.,Love will venture in,CHATTO,,8vo.,"Barr (Amelia E.)-Love will venture in. Popular edit. Cr. 8vo. 71 X5, pp. 320, is, net CHATTO, Mar. 11",Amelia E. Barr,['Barr (Amelia E.)'],,Mar. 11,
"Barrett (W. F.)-Creative thought. 8vo., swd., 6d. net. (21, Cecil Court, W.C.) J. M. WATKINS, May 11",Barrett,W. F.,Creative thought,J. M. WATKINS,,8vo.,"Barrett (W. F.)-Creative thought. 8vo., swd., 6d. net. (21, Cecil Court, W.C.) J. M. WATKINS, May 11",W. F. Barrett,['Barrett (W. F.)'],,May 11,
"Barrington (Rutland)—More Rutland Barrington, By Himself. Illus. 8vo. 81x5), pp. 234. RICHARD, June 11",Barrington,Rutland,"More Rutland Barrington, By Himself",RICHARD,,8vo.,"Barrington (Rutland)—More Rutland Barrington, By Himself. Illus. 8vo. 81x5), pp. 234. RICHARD, June 11",Rutland Barrington,['Barrington (Rutland)'],,June 11,
"Baty (T.)—Britain and sea law. Cr. 8vo., 2s. net, swd., is. net ...BELL, July 11",Baty,T.,Britain and sea law,BELL,,8vo.,"Baty (T.)—Britain and sea law. Cr. 8vo., 25. net, swd., is. net ...BELL, July 11",T. Baty,['Baty (T.)'],,July 11,
"Bauschinger (J.) and Peters (J.)-Logarithunic trigonometrical tables, with 8 decimal places. Vol. 2. Rly. 8vo., pp. 952, 378. net ASHER, May 11",Bauschinger,J.,"Logarithunic trigonometrical tables, with",ASHER,,8vo.,"Bauschinger (J.) and Peters (J.)-Logarithunic trigonometrical tables, with 8 decimal places. Vol. 2. Rly. 8vo., pp. 952, 378. net ASHER, May 11",J. Bauschinger,"['Bauschinger (J.)', 'Peters (J.)']",,May 11,
"Beale (O. C.) ed.-Racial decay : a compilation of evidence from world sources. Ryl. 8vo., 5s. net l'IFIELD, July 11",Beale,O. C.,Racial decay : a compilation of evidence from world sources,IFIELD,,8vo.,"Beale (O. C.) ed.-Racial decay : a compilation of evidence from world sources. Ryl. 8vo., 5s. net l'IFIELD, July 11",O. C. Beale,['Beale (O. C.)'],ed.,July 11,
"Beard (D. C.)- The Jack of all trades. Re-issue. Imp. 16mo. 7* *5), pp. 310, 68. SIMPKIN, Sep. 11",Beard,D. C.,The Jack of all trades,SIMPKIN,,16mo.,"Beard (D. C.)- The Jack of all trades. Re-issue. Imp. 16mo. 7* *5), pp. 310, 68. SIMPKIN, Sep. 11",D. C. Beard,['Beard (D. C.)'],,Sep. 11,
"Beardsley (Aubrey) Early work. With a pref. note by H. C. Marillier. 4to. Il *81, 155, net LANE, Nov. 11",Beardsley,Aubrey,Early work,LANE,,4to.,"Beardsley (Aubrey) Early work. With a pref. note by H. C. Marillier. 4to. Il *81, 155, net LANE, Nov. 11",Aubrey Beardsley,['Beardsley (Aubrey)'],,Nov. 11,
"Beauties of friendship. 16mo. 3 1 X2), Ithr. is, net (Langham booklets, 78)....SIEGLE, H., June 11",,,Beauties of friendship,"SIEGLE, H.",,16mo.,"Beauties of friendship. 16mo. 3 1 X2), Ithr. is, net (Langham booklets, 78)....SIEGLE, H., June 11",,,,June 11,
"Beech (Nervyn W. H.)- The Suk: their language and folklore. 8vo. 91x5., pp. 176, 12s. 6d. net (Clarendon Press), FROWDE, July 11",Beech,Nervyn W. H.,The Suk: their language and folklore,FROWDE,,8vo.,"Beech (Nervyn W. H.)- The Suk: their language and folklore. 8vo. 91x5., pp. 176, 125. 6d. net (Clarendon Press), FROWDE, July 11",Nervyn W. H. Beech,['Beech (Nervyn W. H.)'],,July 11,
"Begbie (Harold)—Broken earthenware. Pop. edit. 8vo. Pp. 192, Swd. is. net HODDER & S., Aug. 11",Begbie,Harold,Broken earthenware,HODDER & S.,,8vo.,"Begbie (Harold)—Broken earthenware. Pop. edit. 8vo. Pp. 192, Swd. is. net HODDER & S., Aug. 11",Harold Begbie,['Begbie (Harold)'],,Aug. 11,
"Bell (Kenneth)—Mediæval Europe : a textbook of European history, 1095-1254. Cr. 8vo. 71 X5, PP. 270 4s. 60. (Clarendon Press), FROWDE, July 11",Bell,Kenneth,Mediæval Europe : a textbook of European history,FROWDE,,8vo.,"Bell (Kenneth)—Mediæval Europe : a textbook of European history, 1095-1254. Cr. 8vo. 71 X5, PP. 270 4s. 60. (Clarendon Press), FROWDE, July 11",Kenneth Bell,['Bell (Kenneth)'],,July 11,
"Benedictional (The) of Saint Æthelwold, Bishop of Winchester, 963-984. Reproduced in fac- simile from the MS. in the Library of the Duke of Devonshire at Chatsworth. Edit., with text and intro. by G. F. Warner and H. A. Wilson. 4to. (Privately printed for the Duke of Devon- shire). OXFORD UNIV. PRESS, June 11",,,"Benedictional (The) of Saint Æthelwold, Bishop of Winchester",OXFORD UNIV. PRESS,,4to.,"Benedictional (The) of Saint Æthelwold, Bishop of Winchester, 963-984. Reproduced in fac- simile from the MS. in the Library of the Duke of Devonshire at Chatsworth. Edit., with text and intro. by G. F. Warner and H. A. Wilson. 4to. (Privately printed for the Duke of Devon- shire). OXFORD UNIV. PRESS, June 11",,,,June 11,
"Benger (Berenger) and Morrah (Herbert Arthur) Highways and hedges. Painted by B. B.; described by H. A. M. 8vo., 9 x64, pp. 160, s. 6d. net.i.. BLACK, June 11",Benger,Berenger,Highways and hedges,BLACK,,8vo.,"Benger (Berenger) and Morrah (Herbert Arthur) Highways and hedges. Painted by B. B.; described by H. A. M. 8vo., 9 x64, pp. 160, IS. 6d. net.i.. BLACK, June 11",Berenger Benger,"['Benger (Berenger)', 'Morrah (Herbert Arthur)']",,June 11,
"Bertrand (Louis)-L'Invasion. 12mo. pp. 464, s, net .NELSON, Mar. 11",Bertrand,Louis,L'Invasion,NELSON,,12mo.,"Bertrand (Louis)-L'Invasion. 12mo. pp. 464, IS, net .NELSON, Mar. 11",Louis Bertrand,['Bertrand (Louis)'],,Mar. 11,
"Bertrud, and other dramatic poems; by the Author of A Hymn to Dionysus.' Frontis. Post 8vo. 9! X6, pp. 172, 7s. 64. net. (Edin.) W. BROWN, July 11",,,"Bertrud, and other dramatic poems; by the Author of A Hymn to Dionysus",W. BROWN,,8vo.,"Bertrud, and other dramatic poems; by the Author of A Hymn to Dionysus.' Frontis. Post 8vo. 9! X6, pp. 172, 75. 64. net. (Edin.) W. BROWN, July 11",,,,July 11,
"Besant (Sir Waltcr)—The Alabaster box. Popular edit. Cr. 8vo. Pp. 258, is. net CHATTO, Mar. 11",Besant,Sir Waltcr,The Alabaster box,CHATTO,,8vo.,"Besant (Sir Waltcr)—The Alabaster box. Popular edit. Cr. 8vo. Pp. 258, is. net CHATTO, Mar. 11",Sir Waltcr Besant,['Besant (Sir Waltcr)'],,Mar. 11,
"Betham-Edwards (M.)—A Storm-rent sky. 8vo., .W. COLLINS, July 11",Betham-Edwards,M.,A Storm-rent sky,W. COLLINS,,8vo.,"Betham-Edwards (M.)—A Storm-rent sky. 8vo., .W. COLLINS, July 11",M. Betham-Edwards,['Betham-Edwards (M.)'],,July 11,
"Bethell (Jethro)-Contemporary Belgian poetry. Selected and translated. 16mo. 51 X 4, pp. 244, s. (Canterbury poets)... W. SCOTT, May 11",Bethell,Jethro,Contemporary Belgian poetry,W. SCOTT,,16mo.,"Bethell (Jethro)-Contemporary Belgian poetry. Selected and translated. 16mo. 51 X 4, pp. 244, IS. (Canterbury poets)... W. SCOTT, May 11",Jethro Bethell,['Bethell (Jethro)'],,May 11,
"Bovan (J. 0.)-Wooed and wedded and a': a sequel to  Wooing and wedding. 12mo., pp. 90, swd., is. ...G. ALLEN, Oct. 11",Bovan,J. 0.,Wooed and wedded and a': a sequel to  Wooing and wedding,G. ALLEN,,12mo.,"Bovan (J. 0.)-Wooed and wedded and a': a sequel to  Wooing and wedding. 12mo., pp. 90, swd., is. ...G. ALLEN, Oct. 11",J. 0. Bovan,['Bovan (J. 0.)'],,Oct. 11,
"Bibby's Annual, 1911. Folio, swd. is. net OFFICE, June 11",,,Bibby's Annual,OFFICE,,,"Bibby's Annual, 1911. Folio, swd. is. net OFFICE, June 11",,,,June 11,
"Bilderbeck (J. B.)-Early printed books in the library of St. Catharine's College, Cambridge. Ryl. Svo., pp. 44, 28. net CAMB. UNIV. PRESS, May 11",Bilderbeck,J. B.,Early printed books in the library of St,CAMB. UNIV. PRESS,,,"Bilderbeck (J. B.)-Early printed books in the library of St. Catharine's College, Cambridge. Ryl. Svo., pp. 44, 28. net CAMB. UNIV. PRESS, May 11",J. B. Bilderbeck,['Bilderbeck (J. B.)'],,May 11,
"Bills--Asylums officers' employment, pensions and superannuation, i}d.; Civil Service women, Ild.; Contributory annuities, i}d. ; Local Government P.O. No. 11, 5 d. (all post free) WYMAN, April 11",,,"Bills--Asylums officers' employment, pensions and superannuation, i}d",WYMAN,,,"Bills--Asylums officers' employment, pensions and superannuation, i}d.; Civil Service women, Ild.; Contributory annuities, i}d. ; Local Government P.O. No. 11, 5 d. (all post free) WYMAN, April 11",,,,April 11,
"Bills-Asylum officers' superannuation, 2d.; Merchant shipping, id. ; Protection of animals, 2}d.; Appellate jurisdiction, id. (all post free) WYMAN, Aug. 11",,,Bills-Asylum officers' superannuation,WYMAN,,,"Bills-Asylum officers' superannuation, 2d.; Merchant shipping, id. ; Protection of animals, 2}d.; Appellate jurisdiction, id. (all post free) WYMAN, Aug. 11",,,,Aug. 11,
"Bills Education (School attendance), itd.; Local Authorities (Ireland) Qualification of women, id.; Meat marking (Ireland), itd.; Sale of margarine, itd.; Bankers' Bill, ijd. ; Public health (Scotland) 1897 Amendment Bill, id.; Trade union law amendment Bill id. (all post free) .WYMAN, Mar. 11",Bills Education,School attendance,"Local Authorities (Ireland) Qualification of women, id.; Meat marking (Ireland), itd",WYMAN,,,"Bills Education (School attendance), itd.; Local Authorities (Ireland) Qualification of women, id.; Meat marking (Ireland), itd.; Sale of margarine, itd.; Bankers' Bill, ijd. ; Public health (Scotland) 1897 Amendment Bill, id.; Trade union law amendment Bill id. (all post free) .WYMAN, Mar. 11",School attendance Bills Education,['Bills Education (School attendance)'],,Mar. 11,
"Bills—Employment of Children Act amendment Bill (post free), itd. ......WYMAN, June 11",,,"Bills—Employment of Children Act amendment Bill (post free), itd",WYMAN,,,"Bills—Employment of Children Act amendment Bill (post free), itd. ......WYMAN, June 11",,,,June 11,
"Bilis-Lunacy (post free) i}d. WYMAN, May 11",,,Bilis-Lunacy (post free) i}d,WYMAN,,,"Bilis-Lunacy (post free) i}d. WYMAN, May 11",,,,May 11,
"Bills-Maritime Conventions Bill, itd.; Stone- haven Harbour Order Confirmation Bill, itd. (post free) .. WYMAN, Nov. 11",,,"Bills-Maritime Conventions Bill, itd",WYMAN,,,"Bills-Maritime Conventions Bill, itd.; Stone- haven Harbour Order Confirmation Bill, itd. (post free) .. WYMAN, Nov. 11",,,,Nov. 11,
"Bills—National insurance, Clauses 12 to 15, as amended, 1}d.; Local Government provisional order No. 7, 6 d. ; Small holdings and allot- ments, id. ; Rights of way, 1 d.; 1sle of Man, as amended, 1 d. (post free) WYMAN, Aug. 11",,,"Bills—National insurance, Clauses",WYMAN,,,"Bills—National insurance, Clauses 12 to 15, as amended, 1}d.; Local Government provisional order No. 7, 6 d. ; Small holdings and allot- ments, id. ; Rights of way, 1 d.; Isle of Man, as amended, 1 d. (post free) WYMAN, Aug. 11",,,,Aug. 11,
"Bills—Paisley Corporation order confirmation, 2d.; Illegal trawling (Scotland), {d.; Ayr- shire (Loch Bradan) water distribution order confirmation, 2}d. ; Police, Weekly rest day (Scotland), įd. W'YMAN, Feb. 11",,,Bills—Paisley Corporation order confirmation,W'YMAN,,,"Bills—Paisley Corporation order confirmation, 2d.; Illegal trawling (Scotland), {d.; Ayr- shire (Loch Bradan) water distribution order confirmation, 2}d. ; Police, Weekly rest day (Scotland), įd. W'YMAN, Feb. 11",,,,Feb. 11,
"Bills—Parliament, 1d.; Calendar Reform, id. ; Under-Sheriffs, County Boroughs, Ireland, id.; Daylight Saving, id. ; Regulation of Railways, jd. .WYMAN, Feb. 11",,,Bills—Parliament,WYMAN,,,"Bills—Parliament, Id.; Calendar Reform, id. ; Under-Sheriffs, County Boroughs, Ireland, id.; Daylight Saving, id. ; Regulation of Railways, jd. .WYMAN, Feb. 11",,,,Feb. 11,
"Bills—Telephone transfer bill memorandum, id. ; Parliament bill amendment, 1d.; Right of way bill, i}d. (all post free) WYMAN, July 11",,,"Bills—Telephone transfer bill memorandum, id. ; Parliament bill amendment",WYMAN,,,"Bills—Telephone transfer bill memorandum, id. ; Parliament bill amendment, Id.; Right of way bill, i}d. (all post free) WYMAN, July 11",,,,July 11,
"Bindley (T. Herbert)-Annals of Codrington College, Barbados, 1710-1910. 8vo. 71X4, pp. 66, is, net (15, Seething Lane, F.C.) WEST INDIA COM., May 11",Bindley,T. Herbert,"Annals of Codrington College, Barbados",WEST INDIA COM.,,8vo.,"Bindley (T. Herbert)-Annals of Codrington College, Barbados, 1710-1910. 8vo. 71X4, pp. 66, is, net (15, Seething Lane, F.C.) WEST INDIA COM., May 11",T. Herbert Bindley,['Bindley (T. Herbert)'],,May 11,
"Bird (Richard)-The Forward in Love : improbable comedy. Cr. 8vo. 7° X4*, pp. 280, .HERBERT & D., Oct.11",Bird,Richard,The Forward in Love : improbable comedy,HERBERT & D.,,8vo.,"Bird (Richard)-The Forward in Love : improbable comedy. Cr. 8vo. 7° X4*, pp. 280, .HERBERT & D., Oct.11",Richard Bird,['Bird (Richard)'],,Oct.11,
"Birmingham (George A.)-Spanish gold. 12mo. 63 X4, pp. 256, is. net.... METHUEN, Aug. 11",Birmingham,George A.,Spanish gold,METHUEN,,12mo.,"Birmingham (George A.)-Spanish gold. I2mo. 63 X4, pp. 256, is. net.... METHUEN, Aug. 11",George A. Birmingham,['Birmingham (George A.)'],,Aug. 11,
"Black Prince (The) Life. By the Herald of Sir John Chandos. Edit, from the MS in Worcester College, with linguistic and historical notes by Mildred K. Pope and Eleanor C. Lodge. 4to., Pp. 318, 259. net (Clarendon Press) FROWDE, Jan. 11",,,Black Prince (The) Life,FROWDE,,4to.,"Black Prince (The) Life. By the Herald of Sir John Chandos. Edit, from the MS in Worcester College, with linguistic and historical notes by Mildred K. Pope and Eleanor C. Lodge. 4to., Pp. 318, 259. net (Clarendon Press) FROWDE, Jan. 11",,,,Jan. 11,
"Blake (Mrs. Warenne)-An Irish beauty of the Regency. Compiled from “Mes souvenirs, the unpublished journals of the Hon. Mrs. Calvert, 1789–1812. 8vo. 9 X54, pp. 448, 165, net LANE, May 11",Blake,Mrs. Warenne,An Irish beauty of the Regency,LANE,,8vo.,"Blake (Mrs. Warenne)-An Irish beauty of the Regency. Compiled from “Mes souvenirs, the unpublished journals of the Hon. Mrs. Calvert, 1789–1812. 8vo. 9 X54, pp. 448, 165, net LANE, May 11",Mrs. Warenne Blake,['Blake (Mrs. Warenne)'],,May 11,
"Blake (William)-Songs of experience. 16mo. 31 X2}, Ithr. is. net (Langham booklets, 70) SIEGLE, H., June 11",Blake,William,Songs of experience,"SIEGLE, H.",,16mo.,"Blake (William)-Songs of experience. 16mo. 31 X2}, Ithr. is. net (Langham booklets, 70) SIEGLE, H., June 11",William Blake,['Blake (William)'],,June 11,
"Bleloch (W. E.)—The Witwatersrand system. With map mounted on linen. Ryl. 8vo., limp, ..MARLBOROUGH, June 11",Bleloch,W. E.,The Witwatersrand system,MARLBOROUGH,,8vo.,"Bleloch (W. E.)—The Witwatersrand system. With map mounted on linen. Ryl. 8vo., limp, ..MARLBOROUGH, June 11",W. E. Bleloch,['Bleloch (W. E.)'],,June 11,
"Blomfield (Reginald)-A History of French architecture : from the reign of Charles VIII. till the death of Mazarin. 2 vols. Imp. 8vo. utxzi, pp202, 184, 50s. tet BELL, Oct. 11",Blomfield,Reginald,A History of French architecture : from the reign of Charles VIII,BELL,,8vo.,"Blomfield (Reginald)-A History of French architecture : from the reign of Charles VIII. till the death of Mazarin. 2 vols. Imp. 8vo. utxzi, pp202, 184, 50s. tet BELL, Oct. 11",Reginald Blomfield,['Blomfield (Reginald)'],,Oct. 11,
"Blyth (James)---Folly's gate. Cr. 8vo. 73 X5, .LONG, July 11",Blyth,James,Folly's gate,LONG,,8vo.,"Blyth (James)---Folly's gate. Cr. 8vo. 73 X5, .LONG, July 11",James Blyth,['Blyth (James)'],,July 11,
"Bly h (James)-A Longshore lass. Pop. edit. čtr. 8vo., pp. 158, swd. is, net F. V. WHITE, July 11",Bly h,James,A Longshore lass,F. V. WHITE,,8vo.,"Bly h (James)-A Longshore lass. Pop. edit. čtr. 8vo., pp. 158, swd. is, net F. V. WHITE, July 11",James Bly h,['Bly h (James)'],,July 11,
"Boisbaudran (Lecoq de)-The Training of the memory in art and the education of the artist. 8vo. 9X54, pp. 212, 6$. net MACMILLAN, June 11",Boisbaudran,Lecoq de,The Training of the memory in art and the education of the artist,MACMILLAN,,8vo.,"Boisbaudran (Lecoq de)-The Training of the memory in art and the education of the artist. 8vo. 9X54, pp. 212, 6$. net MACMILLAN, June 11",Lecoq de Boisbaudran,['Boisbaudran (Lecoq de)'],,June 11,
"Boreham (F. W.)- George Augustus Selwyn, pioneer Bishop of New Zealard. Svo. 7X5, Pp. 160, 1s. 60..... PARTRIDGE, May 11",Boreham,F. W.,"George Augustus Selwyn, pioneer Bishop of New Zealard",PARTRIDGE,,,"Boreham (F. W.)- George Augustus Selwyn, pioneer Bishop of New Zealard. Svo. 7X5, Pp. 160, Is. 60..... PARTRIDGE, May 11",F. W. Boreham,['Boreham (F. W.)'],,May 11,
"Borrow (George)-- 1sobel Berners. Pop. edit. Cr. 8vo., pp. 376, is, net. . HODDER & S., Oct. 11",Borrow,George,,HODDER & S.,,8vo.,"Borrow (George)-- Isobel Berners. Pop. edit. Cr. 8vo., pp. 376, is, net. . HODDER & S., Oct. 11",George Borrow,['Borrow (George)'],,Oct. 11,
