entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
"Admiralty-Hydrographic. Australia directory, Vol. 1, 1907. Rev. supp. (2), 1916 POTTER, June 16",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. Australia directory, Vol. 1, 1907. Rev. supp. (2), 1916 POTTER, June 16",,,,June 16,
"Admiralty-Hydrographic. Baltic pilot, Pt. 2, 1914, Supp., 1916; Do., Pt. 3, 1913, Supp., 1916 .POTTER, July 16",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. Baltic pilot, Pt. 2, 1914, Supp., 1916; Do., Pt. 3, 1913, Supp., 1916 .POTTER, July 16",,,,July 16,
"Admiralty-Hydrographic. Bay of Bengal pilot, 1910 : Rev. supp., 1916 ..POTTER, Apr. 16",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. Bay of Bengal pilot, 1910 : Rev. supp., 1916 ..POTTER, Apr. 16",,,,Apr. 16,
"Admiralty-Hydrographic. Black Sea pilot, 1908 : Supp. No. 3, 1916. .POTTER, Sep. 16",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. Black Sea pilot, 1908 : Supp. No. 3, 1916. .POTTER, Sep. 16",,,,Sep. 16,
"Admiralty-Hydrographic. British Columbia pilot. Vols. I and 2, 1913 : Supps., 1915, POTTER, Feb. 16",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. British Columbia pilot. Vols. I and 2, 1913 : Supps., 1915, POTTER, Feb. 16",,,,Feb. 16,
"Admiralty - Hydrographic. England (West Coast) pilot, 1916. Rev. supp., 1916 POTTER, July 16",,,Admiralty - Hydrographic,POTTER,,0.0,,"Admiralty - Hydrographic. England (West Coast) pilot, 1916. Rev. supp., 1916 POTTER, July 16",,,,July 16,
"Admiralty-Hydrographic. France, Spain and Portugal (West Coasts) pilot, 1910: Rev. supp., 1915 .POTTER, Feb. 16",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. France, Spain and Portugal (West Coasts) pilot, 1910: Rev. supp., 1915 .POTTER, Feb. 16",,,,Feb. 16,
"Admiralty-Hydrographic. Irish Coast pilot, 1911. Rev. supplement, 1916 POTTER, July 16",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. Irish Coast pilot, 1911. Rev. supplement, 1916 POTTER, July 16",,,,July 16,
"Admiralty-Hydrographic. Notices to mariners, Index to, 1915, s. .POTTER, Feb. 16",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. Notices to mariners, Index to, 1915, IS. .POTTER, Feb. 16",,,,Feb. 16,
"Admiralty-Hydrographic. Pacific 1slands pilot, Vol. 2, 1908. Supp. No. 3, 1916 POTTER, June 16",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. Pacific Islands pilot, Vol. 2, 1908. Supp. No. 3, 1916 POTTER, June 16",,,,June 16,
"Admiralty--Hydrographic. Persian Gulf pilot, 1915 : Supp., 1916 .POTTER, Mar. 16",,,Admiralty--Hydrographic,POTTER,,0.0,,"Admiralty--Hydrographic. Persian Gulf pilot, 1915 : Supp., 1916 .POTTER, Mar. 16",,,,Mar. 16,
"Admiralty-Hydrographic. United States (East Coast) pilot. Pt. I, 1909 : Rev. supp., 1915 POTTER, Jan. 16",Admiralty-Hydrographic. United States,East Coast,Pt,POTTER,,0.0,,"Admiralty-Hydrographic. United States (East Coast) pilot. Pt. I, 1909 : Rev. supp., 1915 POTTER, Jan. 16",East Coast Admiralty-Hydrographic. United States,['Admiralty-Hydrographic. United States (East Coast)'],,Jan. 16,
"Admiralty-Hydrographic. West India pilot. Vol. 2, 1909 ; Rev. supp., 1915 POTTER, Nov. 15 Admiralty-Hydrographic. Yangtse Kiang pilot, 1914. Supp., 1916 ..POTTER, July 16",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. West India pilot. Vol. 2, 1909 ; Rev. supp., 1915 POTTER, Nov. 15 Admiralty-Hydrographic. Yangtse Kiang pilot, 1914. Supp., 1916 ..POTTER, July 16",,,,July 16,
"Advaitacharya (Shri)— The Way of the childish (Balamatimarga). 18mo. 54 x 41, s. net K, PAUL, July 16",Advaitacharya,Shri,The Way of the childish (Balamatimarga),"K, PAUL",,0.0,18mo.,"Advaitacharya (Shri)— The Way of the childish (Balamatimarga). 18mo. 54 x 41, IS. net K, PAUL, July 16",Shri Advaitacharya,['Advaitacharya (Shri)'],,July 16,
"Agnew (A. T.) The Last farewell ; The Tyrant, and other poems. 8.1 x 51, pp. 28, 60. net (Walsall) T. KIRBY, Aug. 16",Agnew,A. T.,"The Last farewell ; The Tyrant, and other poems",T. KIRBY,,0.0,,"Agnew (A. T.) The Last farewell ; The Tyrant, and other poems. 8.1 x 51, pp. 28, 60. net (Walsall) T. KIRBY, Aug. 16",A. T. Agnew,['Agnew (A. T.)'],,Aug. 16,
"Agnew (Georgette)—Sonnets. 32mo., 'bds., is. net .MATHEWS, Jan. 16",Agnew,Georgette,Sonnets,MATHEWS,,0.0,32mo.,"Agnew (Georgette)—Sonnets. 32mo., 'bds., is. net .MATHEWS, Jan. 16",Georgette Agnew,['Agnew (Georgette)'],,Jan. 16,
"Agricultural statistics (Ireland) w. detailed report for 1914. 8 d..... WYMAN, Od. 16",Agricultural statistics,Ireland,1914,WYMAN,,0.0,,"Agricultural statistics (Ireland) w. detailed report for 1914. 8 d..... WYMAN, Od. 16",Ireland Agricultural statistics,['Agricultural statistics (Ireland)'],,Od. 16,
"Agriculture and Fisheries (Board of)--Veterinary Officer (Chief): Annual rpt., 1915, id. WYMAN, June 16",,,Annual rpt,WYMAN,,0.0,,"Agriculture and Fisheries (Board of)--Veterinary Officer (Chief): Annual rpt., 1915, id. WYMAN, June 16",,"['Agriculture', 'Fisheries (Board of)--Veterinary Officer (Chief)']",,June 16,
"Agriculture for Ireland (Dept. of)-15th Annual gen. rpt. for 1914-1s. s. . . WYMAN, Aug. 16",Agriculture for Ireland,Dept. of,,WYMAN,,0.0,,"Agriculture for Ireland (Dept. of)-15th Annual gen. rpt. for 1914-15. IS. . . WYMAN, Aug. 16",Dept. of Agriculture for Ireland,['Agriculture for Ireland (Dept. of)'],,Aug. 16,
"Agriculture for Scotland (Board of)---4th Report for 1915, 3}d. .WYMAN, July 16",Agriculture for Scotland,Board of,,WYMAN,,0.0,,"Agriculture for Scotland (Board of)---4th Report for 1915, 3}d. .WYMAN, July 16",Board of Agriculture for Scotland,['Agriculture for Scotland (Board of)'],,July 16,
"Agriculture (Wales) --Agricul. educa. and improve- ment of live stock in W.: Rpt. for yrs. 1912-13 to 1914-1s. 2 d. WYMAN, June 16",Agriculture,Wales,Agricul,WYMAN,,0.0,,"Agriculture (Wales) --Agricul. educa. and improve- ment of live stock in W.: Rpt. for yrs. 1912-13 to 1914-15. 2 d. WYMAN, June 16",Wales Agriculture,['Agriculture (Wales)'],,June 16,
"Aicard (Jean)-Maurin des Maures. 18mo. 61 X 41, pp. 480, is, net ......NELSON, Nov. 16",Aicard,Jean,Maurin des Maures,NELSON,,0.0,18mo.,"Aicard (Jean)-Maurin des Maures. 18mo. 61 X 41, pp. 480, is, net ......NELSON, Nov. 16",Jean Aicard,['Aicard (Jean)'],,Nov. 16,
"Aiken (Conrad) --- Turns and movies and other tales in verse. 8vo. 71 x 57, swd. 28. net CONSTABLE, Oct. 16",Aiken,Conrad,Turns and movies and other tales in verse,CONSTABLE,,0.0,8vo.,"Aiken (Conrad) --- Turns and movies and other tales in verse. 8vo. 71 x 57, swd. 28. net CONSTABLE, Oct. 16",Conrad Aiken,['Aiken (Conrad)'],,Oct. 16,
"Aliens (Naturalization) --Return showing the names of all aliens to whom certificates of naturalization have been issued, during 191s. 5}d. .WYMAN, July 16",Aliens,Naturalization,"Return showing the names of all aliens to whom certificates of naturalization have been issued, during",WYMAN,,0.0,,"Aliens (Naturalization) --Return showing the names of all aliens to whom certificates of naturalization have been issued, during 1915. 5}d. .WYMAN, July 16",Naturalization Aliens,['Aliens (Naturalization)'],,July 16,
"Alkali, &c., works--52nd Annual report : Proc. during 191s. 28... . WYMAN, Sep. 16",,,"Alkali, &c",WYMAN,,0.0,,"Alkali, &c., works--52nd Annual report : Proc. during 1915. 28... . WYMAN, Sep. 16",,,,Sep. 16,
"All about word-skill competitions : how to win and how not to win big prizes. By a Competi. tion Judge. 32mo. 3 i X 21, pp. 676, is. net ROUTLEDGE, Apr. 16",,,All about word-skill competitions : how to win and how not to win big prizes,ROUTLEDGE,,0.0,32mo.,"All about word-skill competitions : how to win and how not to win big prizes. By a Competi. tion Judge. 32mo. 3 i X 21, pp. 676, is. net ROUTLEDGE, Apr. 16",,,,Apr. 16,
"Allemandy (Victor H.)--Object lessons for junior teachers. Cr. 8vo. 7X41, pp. 157, s. 6d. net. (Normal tutor. ser.) NORMAL PR., July 16",Allemandy,Victor H.,Object lessons for junior teachers,NORMAL PR.,,0.0,8vo.,"Allemandy (Victor H.)--Object lessons for junior teachers. Cr. 8vo. 7X41, pp. 157, IS. 6d. net. (Normal tutor. ser.) NORMAL PR., July 16",Victor H. Allemandy,['Allemandy (Victor H.)'],,July 16,
"Along the way : devotional verse, Whitby (C. H.) post free 7d. ..1916 Alpe (E. N.)- The Law of stamp duties on deeds and other instruments. Rev. and enl. by A. R. Rudall, W. notes on practice by H. W. Jordan. 14th ed. 84 x 5, pp. 400, ros. net JORDAN, Dec. 16",,,"Along the way : devotional verse, Whitby (C. H.) post free",JORDAN,,0.0,,"Along the way : devotional verse, Whitby (C. H.) post free 7d. ..1916 Alpe (E. N.)- The Law of stamp duties on deeds and other instruments. Rev. and enl. by A. R. Rudall, W. notes on practice by H. W. Jordan. 14th ed. 84 x 5, pp. 400, ros. net JORDAN, Dec. 16",,,,Dec. 16,
"Amateur gardener's diary and dictionary (The). 43 x 64, pp. 227, 1s. 6d. net, is. net “ GARDEN LIFE, Dec. 16",,,Amateur gardener's diary and dictionary (The),GARDEN LIFE,,0.0,,"Amateur gardener's diary and dictionary (The). 43 x 64, pp. 227, Is. 6d. net, is. net “ GARDEN LIFE, Dec. 16",,,,Dec. 16,
"Amsden (Paul)—Tides of dawn and other poems. 18mo. 7X 41, bds. 1s. 60. net HEATH, CRANTON, Jan. 16",Amsden,Paul,Tides of dawn and other poems,"HEATH, CRANTON",,0.0,18mo.,"Amsden (Paul)—Tides of dawn and other poems. 18mo. 7X 41, bds. Is. 60. net HEATH, CRANTON, Jan. 16",Paul Amsden,['Amsden (Paul)'],,Jan. 16,
"Anders (P. C.) and Ellson (Sydney E.)-The Criminal law of South Africa. 81 x 54, pp. 458, 228. net.. .SWEET & M., Oct. 16",Anders,P. C.,The Criminal law of South Africa,SWEET & M.,,0.0,,"Anders (P. C.) and Ellson (Sydney E.)-The Criminal law of South Africa. 81 x 54, pp. 458, 228. net.. .SWEET & M., Oct. 16",P. C. Anders,"['Anders (P. C.)', 'Ellson (Sydney E.)']",,Oct. 16,
"Anderson (Henry R.)-Larger than the cloud. Cr. 8vo. 73x41, pp. 174, 28. net ALLENSON, Dec. 15 Anderson (John H.)--The Economical use of coal. Cr. 8vo. 71 X 43, swd. is. net ..SPON, June 16",Anderson,Henry R.,Larger than the cloud,SPON,,0.0,8vo.,"Anderson (Henry R.)-Larger than the cloud. Cr. 8vo. 73x41, pp. 174, 28. net ALLENSON, Dec. 15 Anderson (John H.)--The Economical use of coal. Cr. 8vo. 71 X 43, swd. is. net ..SPON, June 16",Henry R. Anderson,['Anderson (Henry R.)'],,June 16,
"Anderson (M. B.)-The Great refusal : poem. 64 41, pp. 28, 29. (44 Lowndes Sq., S.W.) FRENCH WOUNDED EMERG. FUND, Dec. 16",Anderson,M. B.,The Great refusal : poem,FRENCH WOUNDED EMERG. FUND,,0.0,,"Anderson (M. B.)-The Great refusal : poem. 64 41, pp. 28, 29. (44 Lowndes Sq., S.W.) FRENCH WOUNDED EMERG. FUND, Dec. 16",M. B. Anderson,['Anderson (M. B.)'],,Dec. 16,
"Anderson (Robert)-Misunderstood texts of the New Testament. 8vo. 82X51, pp. 168, 3s. 60. net NISBET, May 16",Anderson,Robert,Misunderstood texts of the New Testament,NISBET,,0.0,8vo.,"Anderson (Robert)-Misunderstood texts of the New Testament. 8vo. 82X51, pp. 168, 35. 60. net NISBET, May 16",Robert Anderson,['Anderson (Robert)'],,May 16,
"Andom (R.)—Troddles' farm. 74 X5, pp: 315, s. 3d. net · JARROLD, Nov. 16",Andom,R.,Troddles' farm,JARROLD,,0.0,,"Andom (R.)—Troddles' farm. 74 X5, pp: 315, IS. 3d. net · JARROLD, Nov. 16",R. Andom,['Andom (R.)'],,Nov. 16,
"Andom (R.)-We three and Troddles : a comic side of London life. Cheap ed. 18mo. 64x44, pp. 248, rod, net .. JARROLD, May 16",Andom,R.,We three and Troddles : a comic side of London life,JARROLD,,0.0,18mo.,"Andom (R.)-We three and Troddles : a comic side of London life. Cheap ed. 18mo. 64x44, pp. 248, rod, net .. JARROLD, May 16",R. Andom,['Andom (R.)'],,May 16,
"Andreyev (L. N.)-The Little angel and other stories. 74 x 5+, pp. 255, 1s. net. (Gt. Russian fiction) .HODDER & S., July 16",Andreyev,L. N.,The Little angel and other stories,HODDER & S.,,0.0,,"Andreyev (L. N.)-The Little angel and other stories. 74 x 5+, pp. 255, Is. net. (Gt. Russian fiction) .HODDER & S., July 16",L. N. Andreyev,['Andreyev (L. N.)'],,July 16,
"Anesaki (M.)—Buddhist art. Fol. 114 x 84, 259. net .J. MURRAY, Nov. 16",Anesaki,M.,Buddhist art,J. MURRAY,,0.0,,"Anesaki (M.)—Buddhist art. Fol. 114 x 84, 259. net .J. MURRAY, Nov. 16",M. Anesaki,['Anesaki (M.)'],,Nov. 16,
"Anstey (Martin)-How to master the Bible. 28. net .PARTRIDGE, Nov. 16",Anstey,Martin,How to master the Bible,PARTRIDGE,,0.0,,"Anstey (Martin)-How to master the Bible. 28. net .PARTRIDGE, Nov. 16",Martin Anstey,['Anstey (Martin)'],,Nov. 16,
"Anyte of Tegea Complete poems, brought together in Eing. for the first time. Trans. by Richard Aldington. 2d. net. (Poets' trans. ser.) “ THE EGOIST, May 16",,,"Anyte of Tegea Complete poems, brought together in Eing",THE EGOIST,,0.0,,"Anyte of Tegea Complete poems, brought together in Eing. for the first time. Trans. by Richard Aldington. 2d. net. (Poets' trans. ser.) “ THE EGOIST, May 16",,,,May 16,
"Appleton (R. B.)— Teacher's companion to Ini- tium. Cr. 8vo. 71 x 5), pp. 36, swd. is. net CAMB. UNIV. PRESS, Feb. 16",Appleton,R. B.,Teacher's companion to Ini- tium,CAMB. UNIV. PRESS,,0.0,8vo.,"Appleton (R. B.)— Teacher's companion to Ini- tium. Cr. 8vo. 71 x 5), pp. 36, swd. is. net CAMB. UNIV. PRESS, Feb. 16",R. B. Appleton,['Appleton (R. B.)'],,Feb. 16,
"Arkell (Reginald) and Leete (Alfred)--All the rumours. Ryl. 8vo. 93x7), pp. 48, is. DUCKWORTH, Dec. 16",Arkell,Reginald,All the rumours,DUCKWORTH,,0.0,8vo.,"Arkell (Reginald) and Leete (Alfred)--All the rumours. Ryl. 8vo. 93x7), pp. 48, is. DUCKWORTH, Dec. 16",Reginald Arkell,"['Arkell (Reginald)', 'Leete (Alfred)']",,Dec. 16,
"Armitage (J. J. R.)-No Church, no Empire. Cr. 8vo. 71* 5, pp. 199, 3s. 63. net R. SCOTT, Oct. 16",Armitage,J. J. R.,"No Church, no Empire",R. SCOTT,,0.0,8vo.,"Armitage (J. J. R.)-No Church, no Empire. Cr. 8vo. 71* 5, pp. 199, 35. 63. net R. SCOTT, Oct. 16",J. J. R. Armitage,['Armitage (J. J. R.)'],,Oct. 16,
"Armitt (Miss)-Rydlal. El. by W. F. Rawnsley. 91x6, pp. 742, 129.6 1. net T. WILSON, Oct. 16",Armitt,Miss,Rydlal,T. WILSON,,0.0,,"Armitt (Miss)-Rydlal. El. by W. F. Rawnsley. 91x6, pp. 742, 129.6 1. net T. WILSON, Oct. 16",Miss Armitt,['Armitt (Miss)'],,Oct. 16,
"Armstrong (F. W.) and others---The Ministry of reconciliation. Eddy Hugh Martin. Cr. 8vo. 7}41, pp. 162, 2s. net, swd. is, het HEADLEY, May 16",Armstrong,F. W.,The Ministry of reconciliation,HEADLEY,,0.0,8vo.,"Armstrong (F. W.) and others---The Ministry of reconciliation. Eddy Hugh Martin. Cr. 8vo. 7}41, pp. 162, 25. net, swd. is, het HEADLEY, May 16",F. W. Armstrong,['Armstrong (F. W.)'],,May 16,
"Armstrong (George G.)-Our ultimate aim in the War. Cr. 8vo. 74 x 44, pp. 235, 2s. 60. net ALLEN & U., June 16",Armstrong,George G.,Our ultimate aim in the War,ALLEN & U.,,0.0,8vo.,"Armstrong (George G.)-Our ultimate aim in the War. Cr. 8vo. 74 x 44, pp. 235, 25. 60. net ALLEN & U., June 16",George G. Armstrong,['Armstrong (George G.)'],,June 16,
"Army--Aircraft Factory (Royal): Rpt. of Com. on ; w. Rpt. to War Com. by the Air Board. ild. . W'YMAN, July 10 ARMY Army-Animal managenient, &c., Catechism of. id. WYMAN, Mar, 16",Army--Aircraft Factory,Royal,Rpt,WYMAN,,0.0,,"Army--Aircraft Factory (Royal): Rpt. of Com. on ; w. Rpt. to War Com. by the Air Board. ild. . W'YMAN, July 10 ARMY Army-Animal managenient, &c., Catechism of. id. WYMAN, Mar, 16",Royal Army--Aircraft Factory,['Army--Aircraft Factory (Royal)'],,"Mar, 16",
"Army-Appropriation account, 1914-15, 1od. WYMAN, Mar. 16",,,Army-Appropriation account,WYMAN,,0.0,,"Army-Appropriation account, 1914-15, 1od. WYMAN, Mar. 16",,,,Mar. 16,
"Army-Artificers, Military, hdbk. 10th ed. od. WYMAN, Dec. 15 Army-Artillery instruments, Hdbk, of: Appen. dix to Dec., 191s. id. .WYMAN, Jan. 16",,,"Army-Artificers, Military, hdbk",WYMAN,,0.0,,"Army-Artificers, Military, hdbk. 10th ed. od. WYMAN, Dec. 15 Army-Artillery instruments, Hdbk, of: Appen. dix to Dec., 1915. id. .WYMAN, Jan. 16",,,,Jan. 16,
"Army-Bayonet training. (Provisional.) id. WYMAN, Mar. 16",Army-Bayonet training.,Provisional.,,WYMAN,,0.0,,"Army-Bayonet training. (Provisional.) id. WYMAN, Mar. 16",Provisional. Army-Bayonet training.,['Army-Bayonet training. (Provisional.)'],,Mar. 16,
"Army-Clothing factory accounts, 1914-1s. d. WYMAN, Mar. 16",,,Army-Clothing factory accounts,WYMAN,,0.0,,"Army-Clothing factory accounts, 1914-15. d. WYMAN, Mar. 16",,,,Mar. 16,
"Army--Cost (Approx.) of hutting provided, or being prov., for accom, of troops (incl. hospital patients) and horses in U.K., in the yrs. 1914 to 1916. fd. .. WYMAN, Aug. 16",Army--Cost,Approx.,"U.K., in the yrs",WYMAN,,0.0,,"Army--Cost (Approx.) of hutting provided, or being prov., for accom, of troops (incl. hospital patients) and horses in U.K., in the yrs. 1914 to 1916. fd. .. WYMAN, Aug. 16",Approx. Army--Cost,['Army--Cost (Approx.)'],,Aug. 16,
