,entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
1," A.L. Welcome readers (The). Books 4A & 5A. 4to, ea. rod. net .E. J. ARNOLD, Sep. 14",,,A.L. Welcome readers (The),E. J. ARNOLD,,0.0,"4to,"," A.L. Welcome readers (The). Books 4A & 5A. 4to, ea. rod. net .E. J. ARNOLD, Sep. 14",,,,Sep. 14,
4,"Abbott (Edwin A.)—The Fourfold gospel. Section II., The Beginning. 8vo. 9X5}, pp. 480, 12s. éd. net CAMB. UNIV. PRESS, Feb. 14",Abbott,Edwin A.,The Fourfold gospel,CAMB. UNIV. PRESS,,0.0,8vo.,"Abbott (Edwin A.)—The Fourfold gospel. Section II., The Beginning. 8vo. 9X5}, pp. 480, 125. éd. net CAMB. UNIV. PRESS, Feb. 14",Edwin A. Abbott,['Abbott (Edwin A.)'],,Feb. 14,
12,"Abercrombie (Lascelles)— The Epic. 12mo., pp. 96, is, net. (Art and craft of letters) M. SECKER, May 14",Abercrombie,Lascelles,The Epic,M. SECKER,,0.0,12mo.,"Abercrombie (Lascelles)— The Epic. 12mo., pp. 96, is, net. (Art and craft of letters) M. SECKER, May 14",Lascelles Abercrombie,['Abercrombie (Lascelles)'],,May 14,
14,"Abraham (J. Johnston)—The Night nurse. New and cheaper edit. Cr. 8vo. 7} 4, pp. 322, 29. net CHAPMAN & H., Sep. 14",Abraham,J. Johnston,The Night nurse,CHAPMAN & H.,,0.0,8vo.,"Abraham (J. Johnston)—The Night nurse. New and cheaper edit. Cr. 8vo. 7} 4, pp. 322, 29. net CHAPMAN & H., Sep. 14",J. Johnston Abraham,['Abraham (J. Johnston)'],,Sep. 14,
20,"Accounts (Public)—Report from Committee. Iļd. WYMAN, May 14",Accounts,Public,Report from Committee,WYMAN,,0.0,,"Accounts (Public)—Report from Committee. Iļd. WYMAN, May 14",Public Accounts,['Accounts (Public)'],,May 14,
26,"Acts—Index to local and private Acts 1913. . WYMAN, May 14",,,Acts—Index to local and private Acts,WYMAN,,0.0,,"Acts—Index to local and private Acts 1913. . WYMAN, May 14",,,,May 14,
27,"Acts—Aberystwyth Corporation, 38. 9d. ; Aldbar Trust Estates, is. 6d. ; Barry U.D.C., 4s. 6d.; city and South London Railway, 58. 3d; Conyngham Heirlooms, 6d.; Gomm Heirlooms, 6d. ; Morley Corporation, 6s. 3d. ; Nottingham Corporation, is. 6d. ; Reading Corporation, 33. ; Silloth gas, 1s. 60.; Western Valleys (Mon. mouthshire) railless electric_traction, 3s. ; Westminster Hospital, s. WYMAN, Jan, 14",,,Acts—Aberystwyth Corporation,WYMAN,,0.0,,"Acts—Aberystwyth Corporation, 38. 9d. ; Aldbar Trust Estates, is. 6d. ; Barry U.D.C., 45. 6d.; city and South London Railway, 58. 3d; Conyngham Heirlooms, 6d.; Gomm Heirlooms, 6d. ; Morley Corporation, 6s. 3d. ; Nottingham Corporation, is. 6d. ; Reading Corporation, 33. ; Silloth gas, Is. 60.; Western Valleys (Mon. mouthshire) railless electric_traction, 35. ; Westminster Hospital, IS. WYMAN, Jan, 14",,,,"Jan, 14",
28,"Acts-Consolidated Fund (No. 1). }d. WYMAN, Apr. 14",Acts-Consolidated Fund,No. 1,,WYMAN,,0.0,,"Acts-Consolidated Fund (No. 1). }d. WYMAN, Apr. 14",No. 1 Acts-Consolidated Fund,['Acts-Consolidated Fund (No. 1)'],,Apr. 14,
29,"Acts—Army (annual) id. . WYMAN, May 14",,,Acts—Army (annual) id. ,WYMAN,,0.0,,"Acts—Army (annual) id. . WYMAN, May 14",,,,May 14,
30,"Acts—Alexander Scott's Hospital and the N. of Scotland College of Agriculture order con- firmation, is. ; Crystal Palace, is; Scottish insurance companies (superannuation fund) order confirmation, ed. . WYMAN, June 14",,,"Acts—Alexander Scott's Hospital and the N. of Scotland College of Agriculture order con- firmation, is",WYMAN,,0.0,,"Acts—Alexander Scott's Hospital and the N. of Scotland College of Agriculture order con- firmation, is. ; Crystal Palace, is; Scottish insurance companies (superannuation fund) order confirmation, ed. . WYMAN, June 14",,,,June 14,
32,"Acts—Affiliation orders, id.; Agricultural hold- ings, Jd.; Aliens restriction, £d.; Anglo- Persian Oil Co., £d.; Appropriation, 3d. ; Army (supply of food, &c.), td.; Bankruptcy, uid.; British nationality and status of aliens, 2d. ; Charitable trusts, id. ; Coal mines, jd.; Constabulary and Police (Ireland), Ijd.; County and Borough Councils (Qualification), \d.; County, Town and Parish Councils (Qualification) (Scotland), ld. ; Criminal justice administration, 4d.; Currency and bank notes, id. ; Deeds of arrangement, 2d. ; Defence of the Realm, fd. ; Diseases of animals (Ireland), d.; East African Protectorates (loans), td.; Education (provision of meals), jd.; (Ditto) (Ireland), id.; Electoral disabilities (naval and military service) removal, id. ; Elementary education (defective and epileptic children), id.; Entail (Scotland), 1d.; Expiring laws continuance, id. ; Exportation of horses, fd. ; Feudal casualties (Scotland), 2 d.; Finance, Government of the Soudan, ]d.; Housing, id. ; (Ditto) (No.2), id. ; Injuries in war (com- ACTS pensation), d.; Intermediate education (Ire- land), įd.; 1sle of Man (customs), įd.; Labourers (Ireland), d.; Mall Approach (improve- ment), ijd.; Merchant shipping (certificates), id. ; (Ditto) (convention), 94d.; Metropolitan Police (employment in Scotland), fd.; Milk and dairies, 2}d.; (Ditto) (Scotland), 2}d. ; National Insurance (Part 2, amendment), 2d. ; Osborne Estate, jd. ; Patents and designs, įd.; Patents, designs and trade marks (temporary rules), įd.; Police reservists (allowances), fd.; Police (weekly rest-day) (Scotland), Jd.; Postponement of payments, įd.; Prize courts (procedure), }d.; Public works loans, id. ; River navigation improvement (Ireland), id. ; Sheffield University, kd.; Special constables (Scotland), Įd.; Superannuation (Ecclesi- astical Commissioners and Queen Anne's Bounty), id.; Trade marks, žā.; Unreason- able withholding of food supplies, }d.; Butterley Company, Ltd., s. ; Local Government Board's provisional orders confirmation (No.2), . WYMAN, Aug. 14",,,"Acts—Affiliation orders, id.; Agricultural hold- ings, Jd",WYMAN,,0.0,,"Acts—Affiliation orders, id.; Agricultural hold- ings, Jd.; Aliens restriction, £d.; Anglo- Persian Oil Co., £d.; Appropriation, 3d. ; Army (supply of food, &c.), td.; Bankruptcy, uid.; British nationality and status of aliens, 2d. ; Charitable trusts, id. ; Coal mines, jd.; Constabulary and Police (Ireland), Ijd.; County and Borough Councils (Qualification), \d.; County, Town and Parish Councils (Qualification) (Scotland), ld. ; Criminal justice administration, 4d.; Currency and bank notes, id. ; Deeds of arrangement, 2d. ; Defence of the Realm, fd. ; Diseases of animals (Ireland), d.; East African Protectorates (loans), td.; Education (provision of meals), jd.; (Ditto) (Ireland), id.; Electoral disabilities (naval and military service) removal, id. ; Elementary education (defective and epileptic children), id.; Entail (Scotland), Id.; Expiring laws continuance, id. ; Exportation of horses, fd. ; Feudal casualties (Scotland), 2 d.; Finance, Government of the Soudan, ]d.; Housing, id. ; (Ditto) (No.2), id. ; Injuries in war (com- ACTS pensation), d.; Intermediate education (Ire- land), įd.; Isle of Man (customs), įd.; Labourers (Ireland), d.; Mall Approach (improve- ment), ijd.; Merchant shipping (certificates), id. ; (Ditto) (convention), 94d.; Metropolitan Police (employment in Scotland), fd.; Milk and dairies, 2}d.; (Ditto) (Scotland), 2}d. ; National Insurance (Part 2, amendment), 2d. ; Osborne Estate, jd. ; Patents and designs, įd.; Patents, designs and trade marks (temporary rules), įd.; Police reservists (allowances), fd.; Police (weekly rest-day) (Scotland), Jd.; Postponement of payments, įd.; Prize courts (procedure), }d.; Public works loans, id. ; River navigation improvement (Ireland), id. ; Sheffield University, kd.; Special constables (Scotland), Įd.; Superannuation (Ecclesi- astical Commissioners and Queen Anne's Bounty), id.; Trade marks, žā.; Unreason- able withholding of food supplies, }d.; Butterley Company, Ltd., IS. ; Local Government Board's provisional orders confirmation (No.2), . WYMAN, Aug. 14",,,,Aug. 14,
33,"Acts—Army pensions, fd. ; Articles of commerce, fd.; Bills of exchange, 1d. ; Courts (emergency powers), įd.; Currency and bank notes (amend.), įd.; Customs (exportation prohibi- tion), jd. ; Death duties (killed in war), įd.; Defence of the Realm, fd.; Education (Scot.) provision of meals, įd.; Elemen. school teachers (war service superannuation), fd.; Housing (amend.), fd.; Intoxicating liquor (temporary restriction), d.; 1sle of Man (war legislation), įd. .. WYMAN, Sep. 14",,,"Acts—Army pensions, fd",WYMAN,,0.0,,"Acts—Army pensions, fd. ; Articles of commerce, fd.; Bills of exchange, Id. ; Courts (emergency powers), įd.; Currency and bank notes (amend.), įd.; Customs (exportation prohibi- tion), jd. ; Death duties (killed in war), įd.; Defence of the Realm, fd.; Education (Scot.) provision of meals, įd.; Elemen. school teachers (war service superannuation), fd.; Housing (amend.), fd.; Intoxicating liquor (temporary restriction), d.; Isle of Man (war legislation), įd. .. WYMAN, Sep. 14",,,,Sep. 14,
35,"Acts—Local Govt. (adjustments), Scot., d.; National Insurance (Navy and Army), jd.; Naval billeting, Jd.; Patents, designs, &c., temporary rules, 1d. ; Police constables (naval and military service), Įd.; Police (Scot.), limit of age, id.; Prize courts (Egypt, &c.), d.; Rates (recovery), kd.; Slaughter of animals, £d. ; Special constables, £d. ; Super- annuation, id. ; Suspensory, d. WYMAN, Sep. 14",,,Acts—Local Govt,WYMAN,,0.0,,"Acts—Local Govt. (adjustments), Scot., d.; National Insurance (Navy and Army), jd.; Naval billeting, Jd.; Patents, designs, &c., temporary rules, Id. ; Police constables (naval and military service), Įd.; Police (Scot.), limit of age, id.; Prize courts (Egypt, &c.), d.; Rates (recovery), kd.; Slaughter of animals, £d. ; Special constables, £d. ; Super- annuation, id. ; Suspensory, d. WYMAN, Sep. 14",,,,Sep. 14,
38,"Acts—Trading with the enemy, id.; War loan, jd. ; Welsh Church, 4ļd. ; Army Act, is. WYMAN, Sep. 14",,,"Acts—Trading with the enemy, id.; War loan, jd",WYMAN,,0.0,,"Acts—Trading with the enemy, id.; War loan, jd. ; Welsh Church, 4ļd. ; Army Act, is. WYMAN, Sep. 14",,,,Sep. 14,
43,"Adams (Morley)- Camping and pioneering. Illus. Cr. 8vo., pp. 104, s. (Books for scouts) FROWDE, Nov. 14",Adams,Morley,Camping and pioneering,FROWDE,,0.0,8vo.,"Adams (Morley)- Camping and pioneering. Illus. Cr. 8vo., pp. 104, IS. (Books for scouts) FROWDE, Nov. 14",Morley Adams,['Adams (Morley)'],,Nov. 14,
44,"Adams (Morley) ed.— The Complete scout. Illus. Cr. 8vo. 7* *5), pp. 296, 2s. 60. FROWDE, Nov. 14",Adams,Morley,The Complete scout,FROWDE,,0.0,8vo.,"Adams (Morley) ed.— The Complete scout. Illus. Cr. 8vo. 7* *5), pp. 296, 25. 60. FROWDE, Nov. 14",Morley Adams,['Adams (Morley)'],ed.,Nov. 14,
46,"Adams (Morley) – What a scout should know. Illus. Cr. 8vo. 74x5), pp. 104, is. (Books for scouts) .FROWDE, Nov. 14",Adams,Morley,What a scout should know,FROWDE,,0.0,8vo.,"Adams (Morley) – What a scout should know. Illus. Cr. 8vo. 74x5), pp. 104, is. (Books for scouts) .FROWDE, Nov. 14",Morley Adams,['Adams (Morley)'],,Nov. 14,
47,"Adams (W. G. S.)-The Responsibility for the war. Cr. 8vo., swd. 2d. net. (Oxford pamphlets) MILFORD, Nov. 14",Adams,W. G. S.,The Responsibility for the war,MILFORD,,0.0,8vo.,"Adams (W. G. S.)-The Responsibility for the war. Cr. 8vo., swd. 2d. net. (Oxford pamphlets) MILFORD, Nov. 14",W. G. S. Adams,['Adams (W. G. S.)'],,Nov. 14,
49,"Adaptation, What is, Lloyd (R. E.) 2s. 6d. net Adcock (A. St. John)- In the firing line : stories of the war by land and sea. Cr. 8vo., pp. 192, is, net. (“ Daily Telegraph War books) HODDER & S., Oct. 14",,,"Adaptation, What is, Lloyd (R. E.)",HODDER & S.,,0.0,8vo.,"Adaptation, What is, Lloyd (R. E.) 25. 6d. net Adcock (A. St. John)- In the firing line : stories of the war by land and sea. Cr. 8vo., pp. 192, is, net. (“ Daily Telegraph War books) HODDER & S., Oct. 14",,,,Oct. 14,
54,"Admirable Crichton, Barrie (J. M.) (illus. by Thomson) 15s. net Admiralty--Appropriation account, 1912-13. s. id. .WYMAN, Feb. 14","Admirable Crichton, Barrie",J. M.,Thomson),WYMAN,,0.0,,"Admirable Crichton, Barrie (J. M.) (illus. by Thomson) 155. net Admiralty--Appropriation account, 1912-13. IS. id. .WYMAN, Feb. 14","J. M. Admirable Crichton, Barrie","['Admirable Crichton, Barrie (J. M.)']",,Feb. 14,
58,"Admiralty-Hydrographer's report on Admiralty surveys for 1913, 3!d. WYMAN, May 14",,,Admiralty-Hydrographer's report on Admiralty surveys for,WYMAN,,0.0,,"Admiralty-Hydrographer's report on Admiralty surveys for 1913, 3!d. WYMAN, May 14",,,,May 14,
59,"Admiralty-Hydrographic. Africa pilot, pt. 3, 190s. Rev. suppl. (2), 1914. (Gratis to pur- chasers of Pilot) ......J. D. POTTER, May 14",,,Admiralty-Hydrographic,J. D. POTTER,,0.0,,"Admiralty-Hydrographic. Africa pilot, pt. 3, 1905. Rev. suppl. (2), 1914. (Gratis to pur- chasers of Pilot) ......J. D. POTTER, May 14",,,,May 14,
60,"Admiralty-Hydrographic. Alaska and Bering Sea pilot, 1908. Rev. supplement, 1913. (Gratis to purchasers of Pilot.) J. D. POTTER, Jan. 14",,,Admiralty-Hydrographic,J. D. POTTER,,0.0,,"Admiralty-Hydrographic. Alaska and Bering Sea pilot, 1908. Rev. supplement, 1913. (Gratis to purchasers of Pilot.) J. D. POTTER, Jan. 14",,,,Jan. 14,
61,"Admiralty—Hydrographic. Baltic pilot, pt. 2. Baltic Sea, excluding the Gulf of Finland and Gulf of Bothnia. 5th edit. 38. 60. J. D. POTTER, Apr. 14",,,Admiralty—Hydrographic,J. D. POTTER,,0.0,,"Admiralty—Hydrographic. Baltic pilot, pt. 2. Baltic Sea, excluding the Gulf of Finland and Gulf of Bothnia. 5th edit. 38. 60. J. D. POTTER, Apr. 14",,,,Apr. 14,
62,"Admiralty-Hydrographic. Scotland (West coast) pilot, pt. 2, 1911. Rev. Supplement, 1914. (Gratis to purchasers of Pilot.) J. D. POTTER, Apr. 14",Admiralty-Hydrographic. Scotland,West coast,"2,",J. D. POTTER,,0.0,,"Admiralty-Hydrographic. Scotland (West coast) pilot, pt. 2, 1911. Rev. Supplement, 1914. (Gratis to purchasers of Pilot.) J. D. POTTER, Apr. 14",West coast Admiralty-Hydrographic. Scotland,['Admiralty-Hydrographic. Scotland (West coast)'],,Apr. 14,
63,"Admiralty-Hydrographic. South America pilot, part 1, 1911. Supplement, 1914. (Gratis to purchasers of Pilot) ..J. D. POTTER, Apr. 14",,,Admiralty-Hydrographic,J. D. POTTER,,0.0,,"Admiralty-Hydrographic. South America pilot, part 1, 1911. Supplement, 1914. (Gratis to purchasers of Pilot) ..J. D. POTTER, Apr. 14",,,,Apr. 14,
64,"Admiralty.--Hydrographic. South Indian Ocean pilot, 1911. Supplement, 1914. (Gratis to purchasers of Pilot). ....J. D. POTTER, Oct. 14",,,Admiralty,J. D. POTTER,,0.0,,"Admiralty.--Hydrographic. South Indian Ocean pilot, 1911. Supplement, 1914. (Gratis to purchasers of Pilot). ....J. D. POTTER, Oct. 14",,,,Oct. 14,
68,"Admiralty–Nautical almanac and astronomical ephemeris for 1916, 2s. 60. WYMAN, Mar. 14",,,Admiralty–Nautical almanac and astronomical ephemeris for,WYMAN,,0.0,,"Admiralty–Nautical almanac and astronomical ephemeris for 1916, 25. 60. WYMAN, Mar. 14",,,,Mar. 14,
71,"Admiralty-Naval savings banks: account for 1912–13. ld. WYMAN, Feb. 14",,,Admiralty-Naval savings banks: account for,WYMAN,,0.0,,"Admiralty-Naval savings banks: account for 1912–13. ld. WYMAN, Feb. 14",,,,Feb. 14,
72,"Admiralty-Navy estimates, 1914-15, 3s. 8d. ; Explanatory statement, 2 ] 1. WYMAN, Mar. 14",,,Admiralty-Navy estimates,WYMAN,,0.0,,"Admiralty-Navy estimates, 1914-15, 35. 8d. ; Explanatory statement, 2 ] 1. WYMAN, Mar. 14",,,,Mar. 14,
73,"Admiralty-Oil fuel : copy of agreement with the Anglo-Persian Oil Co. Ltd.; and Report of the Admiralty Commission on the Persian oilfields. With maps. 70. WYMAN, May 14",,,Admiralty-Oil fuel : copy of agreement with the Anglo-Persian Oil Co,WYMAN,,0.0,,"Admiralty-Oil fuel : copy of agreement with the Anglo-Persian Oil Co. Ltd.; and Report of the Admiralty Commission on the Persian oilfields. With maps. 70. WYMAN, May 14",,,,May 14,
74,"Admiralty-Reserve: Royal Naval Volunteers. Regulations. Addenda, 1914. 30. WYMAN, Oct. 14",,,Admiralty-Reserve: Royal Naval Volunteers,WYMAN,,0.0,,"Admiralty-Reserve: Royal Naval Volunteers. Regulations. Addenda, 1914. 30. WYMAN, Oct. 14",,,,Oct. 14,
75,"Admiralty-Result of battle practice in H.M. Fleet, 1913, Iļd. WYMAN, Apr. 14",,,Admiralty-Result of battle practice in H.M. Fleet,WYMAN,,0.0,,"Admiralty-Result of battle practice in H.M. Fleet, 1913, Iļd. WYMAN, Apr. 14",,,,Apr. 14,
77,"Admiralty-Separation allowances to wives and children of seamen, marines and reservists borne on the books of H.M. ships. }(l. WYMAN, Sep. 14",,,"Admiralty-Separation allowances to wives and children of seamen, marines and reservists borne on the books of H.M. ships",WYMAN,,0.0,,"Admiralty-Separation allowances to wives and children of seamen, marines and reservists borne on the books of H.M. ships. }(l. WYMAN, Sep. 14",,,,Sep. 14,
79,"Admiralty— Torpedo Factory (Royal Naval), Greenock : Annual Accounts, 1912-13, id. WYMAN, Mar. 14",,,"Admiralty— Torpedo Factory (Royal Naval), Greenock : Annual Accounts",WYMAN,,0.0,,"Admiralty— Torpedo Factory (Royal Naval), Greenock : Annual Accounts, 1912-13, id. WYMAN, Mar. 14",,,,Mar. 14,
80,"Admiralty-Victualling yard manufacturing ac- counts, 1912-13 (Home and Malta Yards) įd. WIMAX, Mar. 14",,,Admiralty-Victualling yard manufacturing ac- counts,WIMAX,,0.0,,"Admiralty-Victualling yard manufacturing ac- counts, 1912-13 (Home and Malta Yards) įd. WIMAX, Mar. 14",,,,Mar. 14,
83,"Advertiser's ABC (The): the standard advertise- ment directory. Compiled by T. B. Browne. Ryl. 8vo. 101 X64, pp. 1010, ios. 60. T. B. BROWNE, Jan. 14",,,Advertiser's ABC (The): the standard advertise- ment directory,T. B. BROWNE,,0.0,8vo.,"Advertiser's ABC (The): the standard advertise- ment directory. Compiled by T. B. Browne. Ryl. 8vo. 101 X64, pp. 1010, ios. 60. T. B. BROWNE, Jan. 14",,,,Jan. 14,
84,"Advice to my friends. Izmo. 1s. net Dow & LESTER, Aug. 14",,,Advice to my friends,LESTER,,0.0,,"Advice to my friends. Izmo. Is. net Dow & LESTER, Aug. 14",,,,Aug. 14,
85,"Aeronautics (Advisory Committee on)-Report for 1913-14. 2}d. .WYMAN, July 14",Aeronautics,Advisory Committee on,Report for,WYMAN,,0.0,,"Aeronautics (Advisory Committee on)-Report for 1913-14. 2}d. .WYMAN, July 14",Advisory Committee on Aeronautics,['Aeronautics (Advisory Committee on)'],,July 14,
86,"Aeronautics (Advisory Committee for)-Technical report for 1912-13. Ios. ...... WYMAN, May 14",Aeronautics,Advisory Committee for,Technical report for,WYMAN,,0.0,,"Aeronautics (Advisory Committee for)-Technical report for 1912-13. Ios. ...... WYMAN, May 14",Advisory Committee for Aeronautics,['Aeronautics (Advisory Committee for)'],,May 14,
88,"Africa, Portuguese West-Further correspondence respecting contract labour. 9}d. WYMAX, Apr. 14",,,"Africa, Portuguese West-Further correspondence respecting contract labour",WYMAX,,0.0,,"Africa, Portuguese West-Further correspondence respecting contract labour. 9}d. WYMAX, Apr. 14",,,,Apr. 14,
90,"Africa, S.- Correspondence relating to the Indians Relief Act, 1914. 1}d. WYMAN, Oct. 14",,,"Africa, S.- Correspondence relating to the Indians Relief Act",WYMAN,,0.0,,"Africa, S.- Correspondence relating to the Indians Relief Act, 1914. 1}d. WYMAN, Oct. 14",,,,Oct. 14,
95,"Afterthoughts: poems, Mursell (W. A.) 3s. 6d. net..... Against home rule: the case for the Union. By various writers. Re-issue. 8vo. bds. is. net WARNE, Mar. 14","Afterthoughts: poems, Mursell",W. A.,,WARNE,,0.0,8vo.,"Afterthoughts: poems, Mursell (W. A.) 3s. 6d. net..... Against home rule: the case for the Union. By various writers. Re-issue. 8vo. bds. is. net WARNE, Mar. 14","W. A. Afterthoughts: poems, Mursell","['Afterthoughts: poems, Mursell (W. A.)']",,Mar. 14,
98,"Agnus (Orme)-Sarah Tuldon. Pop. edit. Cr. 8vo., pp. 372, is. net WARD, L., Mar. 14",Agnus,Orme,Sarah Tuldon,"WARD, L.",,0.0,8vo.,"Agnus (Orme)-Sarah Tuldon. Pop. edit. Cr. 8vo., pp. 372, is. net WARD, L., Mar. 14",Orme Agnus,['Agnus (Orme)'],,Mar. 14,
100,"Agriculture and Fisheries (Board of)-Annual report of proceedings under the Diseases of Animals Acts, &c., 1913. 5}d. WYMAN, Mar. 14",,,"Annual report of proceedings under the Diseases of Animals Acts, &c",WYMAN,,0.0,,"Agriculture and Fisheries (Board of)-Annual report of proceedings under the Diseases of Animals Acts, &c., 1913. 5}d. WYMAN, Mar. 14",,"['Agriculture', 'Fisheries (Board of)']",,Mar. 14,
103,"Agriculture and Fisheries (Board of)-Annual report of proceedings under tithe, Copyhold, Inclosure, Commons, Land Drainage, and other Acts, for 1913, 2]d. .. WYMAN, Apr. 14",,,"Annual report of proceedings under tithe, Copyhold, Inclosure, Commons, Land Drainage, and other Acts, for",WYMAN,,0.0,,"Agriculture and Fisheries (Board of)-Annual report of proceedings under tithe, Copyhold, Inclosure, Commons, Land Drainage, and other Acts, for 1913, 2]d. .. WYMAN, Apr. 14",,"['Agriculture', 'Fisheries (Board of)']",,Apr. 14,
106,"Agriculture and Fisheries (Board of)-First report of the Advisory Committee on questions relating to the elucidation through scientific research of problems affecting fisheries. 2}d. WYMAN, Jan. 14",,,First report of the Advisory Committee on questions relating to the elucidation through scientific research of problems affecting fisheries,WYMAN,,0.0,,"Agriculture and Fisheries (Board of)-First report of the Advisory Committee on questions relating to the elucidation through scientific research of problems affecting fisheries. 2}d. WYMAN, Jan. 14",,"['Agriculture', 'Fisheries (Board of)']",,Jan. 14,
108,"Agriculture and Fisheries (Board of)-Fishery investigations. Series 2. Sea fisheries. Vol. 1, part 1, Report on market measurements in relation to the English haddock fishery, 1909– 1911. .. WYMAN, June 14",,,Fishery investigations,WYMAN,,0.0,,"Agriculture and Fisheries (Board of)-Fishery investigations. Series 2. Sea fisheries. Vol. 1, part 1, Report on market measurements in relation to the English haddock fishery, 1909– 1911. .. WYMAN, June 14",,"['Agriculture', 'Fisheries (Board of)']",,June 14,
109,"Agriculture and Fisheries (Board of)-Fishery investigations. Ser. 2, Sea fisheries. Vol. i, pt. 2: Appendices to Report on market measurements in relation to the English haddock fishery, 1909–11. 8vo., 208. WYMAN, Sep. 14",,,Fishery investigations,WYMAN,,0.0,8vo.,"Agriculture and Fisheries (Board of)-Fishery investigations. Ser. 2, Sea fisheries. Vol. i, pt. 2: Appendices to Report on market measurements in relation to the English haddock fishery, 1909–11. 8vo., 208. WYMAN, Sep. 14",,"['Agriculture', 'Fisheries (Board of)']",,Sep. 14,
110,"Agriculture and Fisheries (Board of)-Report of proceedings at the 24th annual meeting of representatives of authorities under the Sea Fisheries Regulation Act, 1888. 3}d. WYMAN, Aug. 14",,,Report of proceedings at the,WYMAN,,0.0,,"Agriculture and Fisheries (Board of)-Report of proceedings at the 24th annual meeting of representatives of authorities under the Sea Fisheries Regulation Act, 1888. 3}d. WYMAN, Aug. 14",,"['Agriculture', 'Fisheries (Board of)']",,Aug. 14,
111,"Agriculture (Ireland)—Agricultural statistics, 1913: report and tables relating to Irish agricultural labourers. 2ļd. WYMAN, June 14",Agriculture,Ireland,Agricultural statistics,WYMAN,,0.0,,"Agriculture (Ireland)—Agricultural statistics, 1913: report and tables relating to Irish agricultural labourers. 2ļd. WYMAN, June 14",Ireland Agriculture,['Agriculture (Ireland)'],,June 14,
119,"Alcott (Louisa M.)-Good wives. Pop. edit. Cr. 8vo. 73 x 5, pp. 348, is. net R.T.S., Aug. 14",Alcott,Louisa M.,Good wives,R.T.S.,,0.0,8vo.,"Alcott (Louisa M.)-Good wives. Pop. edit. Cr. 8vo. 73 x 5, pp. 348, is. net R.T.S., Aug. 14",Louisa M. Alcott,['Alcott (Louisa M.)'],,Aug. 14,
122,"Aldin (Cecil) — The Cecil Aldin Painting book. 4to., bds., s. .... LAWRENCE & J., Sep.14",Aldin,Cecil,The Cecil Aldin Painting book,LAWRENCE & J.,,0.0,4to.,"Aldin (Cecil) — The Cecil Aldin Painting book. 4to., bds., IS. .... LAWRENCE & J., Sep.14",Cecil Aldin,['Aldin (Cecil)'],,Sep.14,
128,"Alexander (J.) and Kear (J. A ÉThe Encyclo- pædia of draughts. Vol. 5. 8vo. 84 X5$, is. MARLBOROUGH, Jan. 14",Alexander,J.,Kear (J. A ÉThe Encyclo- pædia of draughts,MARLBOROUGH,,0.0,8vo.,"Alexander (J.) and Kear (J. A ÉThe Encyclo- pædia of draughts. Vol. 5. 8vo. 84 X5$, is. MARLBOROUGH, Jan. 14",J. Alexander,['Alexander (J.)'],,Jan. 14,
130,"Alexander (William)—Verbum Crucis. Cr. 8vo. pp. 206, 2s. net. (Expositor's library, re- issue) HODDER & S., Sep. 14",Alexander,William,Verbum Crucis,HODDER & S.,,0.0,8vo.,"Alexander (William)—Verbum Crucis. Cr. 8vo. pp. 206, 25. net. (Expositor's library, re- issue) HODDER & S., Sep. 14",William Alexander,['Alexander (William)'],,Sep. 14,
131,"Alexinsky (Gregor)-Modern Russia. Cheaper edit. Cr. 8vo. 8 X 5, pp. 362, 58. net UNWIN, Nov. 14",Alexinsky,Gregor,Modern Russia,UNWIN,,0.0,8vo.,"Alexinsky (Gregor)-Modern Russia. Cheaper edit. Cr. 8vo. 8 X 5, pp. 362, 58. net UNWIN, Nov. 14",Gregor Alexinsky,['Alexinsky (Gregor)'],,Nov. 14,
132,"Aliens Act, 1905—8th annual report for 1913. 7}d. .WYMAN, Apr. 14",,,Aliens Act,WYMAN,,0.0,,"Aliens Act, 1905—8th annual report for 1913. 7}d. .WYMAN, Apr. 14",,,,Apr. 14,
133,"Aliens Act, 1905–Statement, for 1913, with regard to the expulsion of aliens. WYMAN, Apr. 14",,,Aliens Act,WYMAN,,0.0,,"Aliens Act, 1905–Statement, for 1913, with regard to the expulsion of aliens. WYMAN, Apr. 14",,,,Apr. 14,
134,"Aliens (naturalization)–Return showing the names of all aliens to whom certificates of naturalization have been issued during 1913. 5 d. WYMAX, May 14",Aliens,naturalization,Return showing the names of all aliens to whom certificates of naturalization have been issued during,WYMAX,,0.0,,"Aliens (naturalization)–Return showing the names of all aliens to whom certificates of naturalization have been issued during 1913. 5 d. WYMAX, May 14",naturalization Aliens,['Aliens (naturalization)'],,May 14,
138,"All the papers. By the authors of  Wisdom while you wait. Illus. by George Morrow, Cr. 8vo., pp. 102, swd., is. net PITMAN, Mar, 14",,,All the papers,PITMAN,,0.0,8vo.,"All the papers. By the authors of  Wisdom while you wait. Illus. by George Morrow, Cr. 8vo., pp. 102, swd., is. net PITMAN, Mar, 14",,,,"Mar, 14",
