entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
"HODDER & S., Nov.'18",,,,HODDER & S.,,,"HODDER & S., Nov.'18",,,,Nov.'18,
"NELSON, Oct. '18",,,,NELSON,,,"NELSON, Oct. '18",,,,Oct. '18,
"Bri-tol (Bp. of) see Nickson (G.) 348, 1os. 6d. net... ..UNWIX, Dec. '18",Bri-tol,Bp. of,,UNWIX,6d.,,"Bri-tol (Bp. of) see Nickson (G.) 348, 1os. 6d. net... ..UNWIX, Dec. '18",Bp. of Bri-tol,['Bri-tol (Bp. of)'],,Dec. '18,net
"METHUEN, May '18",,,,METHUEN,,,"METHUEN, May '18",,,,May '18,
"MURRAY, Aug. '18",,,,MURRAY,,,"MURRAY, Aug. '18",,,,Aug. '18,
"Brown (Haydn)-Advanced suggestion (neuro- induction). Cr. 8vo. 71 x 5, pp. 350, 7s. 6d. net BAILLIERE, Nov '18",,,,BAILLIERE,7s. 6d.,8vo.,"Brown (Haydn)-Advanced suggestion (neuro- induction). Cr. 8vo. 71 x 5, pp. 350, 75. 6d. net BAILLIERE, Nov '18",,['Brown (Haydn)-Advanced suggestion (neuro- induction)'],,Nov '18,net
"Bryson (William)—1deals lost awhile. 71 x 5, pp. 41, is. (Wishaw : 14, Hill St.) GRIERSON & BLAKE, July '18",Bryson,William,,GRIERSON & BLAKE,,,"Bryson (William)—Ideals lost awhile. 71 x 5, pp. 41, is. (Wishaw : 14, Hill St.) GRIERSON & BLAKE, July '18",William Bryson,['Bryson (William)'],,July '18,
"Burney (C. F.) see Emmet (C. W'.) and Burncy. Bums (J. A.-Useful engineers' constants for the slide rule. 2nd ed. 8vo. pp. 36, is. net (Glasgow : 170, Hope St.) AUTHOR ; P. MARSHALL, Jan. '18",Burney,C. F.,,P. MARSHALL,,,"Burney (C. F.) see Emmet (C. W'.) and Burncy. Bums (J. A.-Useful engineers' constants for the slide rule. 2nd ed. 8vo. pp. 36, is. net (Glasgow : 170, Hope St.) AUTHOR ; P. MARSHALL, Jan. '18",C. F. Burney,"['Burney (C. F.)', 'net (Glasgow : 170, Hope St.)']",,Jan. '18,
"H. MARSHALL, Oct. '18",,,,H. MARSHALL,,,"H. MARSHALL, Oct. '18",,,,Oct. '18,
"Canterbury (Archbishop of) see Davidson (R. T.) Canterbury, Convocation of-Purity of Life, Jt. Ctte. on : ist report. 8** 5), pp. 5, id. net S.P.C.K., Mar. '18",Canterbury,Archbishop of,,S.P.C.K.,,,"Canterbury (Archbishop of) see Davidson (R. T.) Canterbury, Convocation of-Purity of Life, Jt. Ctte. on : ist report. 8** 5), pp. 5, id. net S.P.C.K., Mar. '18",Archbishop of Canterbury,['Canterbury (Archbishop of)'],,Mar. '18,
"Cappe (Lucas) see Mann (H.) Capper (John Brainerd)-Twenty-five trifles in verse. Cr. 8vo. 71 x 5$, pp. 52, 2s, 6d. net CHATTO & W., Apr. '18",Cappe,Lucas,,CHATTO & W.,2s. 6d.,8vo.,"Cappe (Lucas) see Mann (H.) Capper (John Brainerd)-Twenty-five trifles in verse. Cr. 8vo. 71 x 5$, pp. 52, 2s, 6d. net CHATTO & W., Apr. '18",Lucas Cappe,['Cappe (Lucas)'],,Apr. '18,net
"Carless (Albert) see Rose (William) and Carless (A.) Carling (Julia Rose) and others—Through play to understanding: hints to teachers of junior co-operative classes. 8vo. pp. 98, is. 6d. net CO-OPERATIVE UNION, LTD., July '18",Carless,Albert,,"CO-OPERATIVE UNION, LTD.",6d.,,"Carless (Albert) see Rose (William) and Carless (A.) Carling (Julia Rose) and others—Through play to understanding: hints to teachers of junior co-operative classes. 8vo. pp. 98, is. 6d. net CO-OPERATIVE UNION, LTD., July '18",Albert Carless,['Carless (Albert)'],,July '18,net
"Carter (G. R.) see Houghton (H. W.) and Carter, Carter (H. R.)-Flax: its cultivation and prepara- tion for market. 8vo. 81x55, pp. 92, swd. 3s. 6d. net . BALE, July '18",Carter,G. R.,,BALE,3s. 6d.,,"Carter (G. R.) see Houghton (H. W.) and Carter, Carter (H. R.)-Flax: its cultivation and prepara- tion for market. 8vo. 81x55, pp. 92, swd. 35. 6d. net . BALE, July '18",G. R. Carter,['Carter (G. R.)'],,July '18,net
"Caunter (J. A. L., Capt.)—13 days : the chronicle of an escape from a German prison. Illus. Cr. 8vo. 78 X 5, pp. 239, 4s. 6d. net G. BELL, Oct. '18",Caunter,"J. A. L., Capt.",,G. BELL,4s. 6d.,8vo.,"Caunter (J. A. L., Capt.)—13 days : the chronicle of an escape from a German prison. Illus. Cr. 8vo. 78 X 5, pp. 239, 4s. 6d. net G. BELL, Oct. '18","J. A. L., Capt. Caunter","['Caunter (J. A. L., Capt.)']",,Oct. '18,net
"Chatrian (Alexandre) see Erckmann (E.) and Ciatrian. Chatterbox Annual. Ryl. 8vo. 10 X 7), pp. 412, cith. bds. 78. 6d. net, p. bds. 6s, net GARDNER, DARTON, Nov. '18",Chatrian,Alexandre,,"GARDNER, DARTON",6s.,,"Chatrian (Alexandre) see Erckmann (E.) and Ciatrian. Chatterbox Annual. Ryl. 8vo. 10 X 7), pp. 412, cith. bds. 78. 6d. net, p. bds. 6s, net GARDNER, DARTON, Nov. '18",Alexandre Chatrian,['Chatrian (Alexandre)'],,Nov. '18,net
"Church temporalities («Vales) —3rd Report, 1917. id. H.M. STATIONERY OFF., Feb '18",Church temporalities,«Vales,,H.M. STATIONERY OFF.,,,"Church temporalities («Vales) —3rd Report, 1917. id. H.M. STATIONERY OFF., Feb '18",«Vales Church temporalities,['Church temporalities («Vales)'],,Feb '18,
"CONSTABLE, Mar. '18",,,,CONSTABLE,,,"CONSTABLE, Mar. '18",,,,Mar. '18,
"Cr. 8vo. Clergy and laty, Pounder (R. W.) 3s. ou. net 7* * 5, pp. 313, 6s. net. . HEINEMANN, Jan. '18",,,,HEINEMANN,6s.,8vo.,"Cr. 8vo. Clergy and laty, Pounder (R. W.) 35. ou. net 7* * 5, pp. 313, 6s. net. . HEINEMANN, Jan. '18",,,,Jan. '18,net
"Cr. 8vo. 78 x 5, pp. 237, 5s. net LONGMANS, Jan. '18",,,,LONGMANS,5s.,8vo.,"Cr. 8vo. 78 x 5, pp. 237, 5s. net LONGMANS, Jan. '18",,,,Jan. '18,net
"PITMAN, June '18",,,,PITMAN,,,"PITMAN, June '18",,,,June '18,
"HODDER & S., June '18",,,,HODDER & S.,,,"HODDER & S., June '18",,,,June '18,
"WATTS, May '18",,,,WATTS,,,"WATTS, May '18",,,,May '18,
"Compton-Rickett (Arthur) see also Hake (T.) and Compton-Rickett Comrie (John Dixon)—Black's Medical dictionary. 6th ed. 8vo. pp. 876, 128. 6d. net BLACK, Sep.'18",Compton-Rickett,Arthur,,BLACK,6d.,8vo.,"Compton-Rickett (Arthur) see also Hake (T.) and Compton-Rickett Comrie (John Dixon)—Black's Medical dictionary. 6th ed. 8vo. pp. 876, 128. 6d. net BLACK, Sep.'18",Arthur Compton-Rickett,['Compton-Rickett (Arthur)'],,Sep.'18,net
"JARROLD, Sep. '18",,,,JARROLD,,,"JARROLD, Sep. '18",,,,Sep. '18,
"R. SCOTT, Oct. '18",,,,R. SCOTT,,,"R. SCOTT, Oct. '18",,,,Oct. '18,
"Courtney (Lord, of Penwith)--The Diary of a MACMILLAN, Nov. '18",Courtney,"Lord, of Penwith",,MACMILLAN,,,"Courtney (Lord, of Penwith)--The Diary of a MACMILLAN, Nov. '18","Lord, of Penwith Courtney","['Courtney (Lord, of Penwith)']",,Nov. '18,
"Croisilles (Henry) see Malherbe (H.) Croker (B. M.)—Bridget. Cr. 8vo. 78 x 5, pp. 296, 6s.net .. HUTCHINSON, Aug.'18",Croisilles,Henry,,HUTCHINSON,6s.,8vo.,"Croisilles (Henry) see Malherbe (H.) Croker (B. M.)—Bridget. Cr. 8vo. 78 x 5, pp. 296, 6s.net .. HUTCHINSON, Aug.'18",Henry Croisilles,['Croisilles (Henry)'],,Aug.'18,net
"Crowther (E. Philpot-) see Philpot-Crowther, Crowther (J. A.)--The Life and discoveries of Michael Faraday. Cr. 8vo. 71 x 44, pp. 72, 2s, net, swd. is. net (Pioneers of progress : Men of science) .S.P.C.K., Nov. '18",Crowther,E. Philpot-,,S.P.C.K.,,8vo.,"Crowther (E. Philpot-) see Philpot-Crowther, Crowther (J. A.)--The Life and discoveries of Michael Faraday. Cr. 8vo. 71 x 44, pp. 72, 2s, net, swd. is. net (Pioneers of progress : Men of science) .S.P.C.K., Nov. '18",E. Philpot- Crowther,['Crowther (E. Philpot-)'],,Nov. '18,
"Danes Abbey, Gerard (M.) 6s. net D'Anethan (Baroness Albert)--Her mother's blood. Cr. 8vo. 71 x 41, pp. 255, 6s. 9d. net SKEFFINGTON, Dcc. '18","Danes Abbey, Gerard",M.,,SKEFFINGTON,6s. 9d.,8vo.,"Danes Abbey, Gerard (M.) 6s. net D'Anethan (Baroness Albert)--Her mother's blood. Cr. 8vo. 71 x 41, pp. 255, 6s. 9d. net SKEFFINGTON, Dcc. '18","M. Danes Abbey, Gerard","['Danes Abbey, Gerard (M.)']",,Dcc. '18,net
"Cr. 8vo. 71 x 5, pp. 75, 28. 6d. net, swd. is. 6d. Davis (Owen)-Let him come and let him look : net .MOWBRAY, Oct. '18",,,,MOWBRAY,,8vo.,"Cr. 8vo. 71 x 5, pp. 75, 28. 6d. net, swd. is. 6d. Davis (Owen)-Let him come and let him look : net .MOWBRAY, Oct. '18",,,,Oct. '18,
"HODDER & S., Apr. '18",,,,HODDER & S.,,,"HODDER & S., Apr. '18",,,,Apr. '18,
"LANE, June '18",,,,LANE,,,"LANE, June '18",,,,June '18,
"Death, Mystery of, and the two resurrections, ALLEN & U., Jan. '18",,,,ALLEN & U.,,,"Death, Mystery of, and the two resurrections, ALLEN & U., Jan. '18",,,,Jan. '18,
"ALLEN & C., Jan. '18",,,,ALLEN & C.,,,"ALLEN & C., Jan. '18",,,,Jan. '18,
"HODDER & S., Dec. '18",,,,HODDER & S.,,,"HODDER & S., Dec. '18",,,,Dec. '18,
"Ryl. 8vo. swd. is. net ..LONGMANS, Jan. '18",,,,LONGMANS,,8vo.,"Ryl. 8vo. swd. is. net ..LONGMANS, Jan. '18",,,,Jan. '18,
"DEAN, Mar. '18",,,,DEAN,,,"DEAN, Mar. '18",,,,Mar. '18,
"DEAN, Jan. '18",,,,DEAN,,,"DEAN, Jan. '18",,,,Jan. '18,
"De Normann (Beatrice) and Colmore (G.)---Ethics of education, THEOSOPHICAL PUBG. HOUSE, Nov.'18",De Normann,Beatrice,,THEOSOPHICAL PUBG. HOUSE,,,"De Normann (Beatrice) and Colmore (G.)---Ethics of education, THEOSOPHICAL PUBG. HOUSE, Nov.'18",Beatrice De Normann,"['De Normann (Beatrice)', 'Colmore (G.)']",,Nov.'18,
"Dilling (Walter J.) see Bruce (J. M.) and Dilling Dillon (E. J.)-The Eclipse of Russia. 8vo. 9x6, pp. 420, 1hs. net DENT, May '18",Dilling,Walter J.,,DENT,,,"Dilling (Walter J.) see Bruce (J. M.) and Dilling Dillon (E. J.)-The Eclipse of Russia. 8vo. 9x6, pp. 420, 1hs. net DENT, May '18",Walter J. Dilling,['Dilling (Walter J.)'],,May '18,
"Fletcher (Byers)-Drifting (with Browne). Illus. Cr. 8vo. 74 x 5, pp. 275, 6s. net HEINEMANN, Jan. '18",,,,HEINEMANN,6s.,8vo.,"Fletcher (Byers)-Drifting (with Browne). Illus. Cr. 8vo. 74 x 5, pp. 275, 6s. net HEINEMANN, Jan. '18",,['Fletcher (Byers)-Drifting (with Browne)'],,Jan. '18,net
"WASHBOURNE, Jan. '18",,,,WASHBOURNE,,,"WASHBOURNE, Jan. '18",,,,Jan. '18,
"SIMPKIN, Sep. '18",,,,SIMPKIN,,,"SIMPKIN, Sep. '18",,,,Sep. '18,
"S.P.C.K., Apr. '18",,,,S.P.C.K.,,,"S.P.C.K., Apr. '18",,,,Apr. '18,
"CASSELI, Sep. '18",,,,CASSELI,,,"CASSELI, Sep. '18",,,,Sep. '18,
"WASHBOURNE, Oct. '18",,,,WASHBOURNE,,,"WASHBOURNE, Oct. '18",,,,Oct. '18,
"R. BANKS, July '18",,,,R. BANKS,,,"R. BANKS, July '18",,,,July '18,
"MILFORD, Oct. '18",,,,MILFORD,,,"MILFORD, Oct. '18",,,,Oct. '18,
"Cr. 8vo. swd. 1s. 6d. net ....K. PAUL, July '18",,,,K. PAUL,1s. 6d.,8vo.,"Cr. 8vo. swd. Is. 6d. net ....K. PAUL, July '18",,,,July '18,net
"LLOYDS, Mar. '18",,,,LLOYDS,,,"LLOYDS, Mar. '18",,,,Mar. '18,
"E. MACDONALD, Apr. '18",,,,E. MACDONALD,,,"E. MACDONALD, Apr. '18",,,,Apr. '18,
"Gee (Joseph)—1saacs : some chapters in the life of David 1saacs, general merchant, Cr. 8vo. 71 x 44, pp. 315, 63. net...... JENKINS, Oct. '18",Gee,Joseph,,JENKINS,,8vo.,"Gee (Joseph)—Isaacs : some chapters in the life of David Isaacs, general merchant, Cr. 8vo. 71 x 44, pp. 315, 63. net...... JENKINS, Oct. '18",Joseph Gee,['Gee (Joseph)'],,Oct. '18,
"Giua-Lollini (C.) see Gia (M.) and Giua-Lollini Given (Alice)-The Twin sisters. 77X43, pp. 58, s, 6d. net .STOCKWELL, Oct. '18",Giua-Lollini,C.,,STOCKWELL,6d.,,"Giua-Lollini (C.) see Gia (M.) and Giua-Lollini Given (Alice)-The Twin sisters. 77X43, pp. 58, IS, 6d. net .STOCKWELL, Oct. '18",C. Giua-Lollini,['Giua-Lollini (C.)'],,Oct. '18,net
"Herbert (Mrs. M. G.) see Linnell (O.) Herbert (S.) - An Introduction to the physiology and psychology of sex. 2nd ed. 8vo. 8 X 51, pp. 148, 5s. net ....BLACK, May '18",Herbert,Mrs. M. G.,,BLACK,5s.,8vo.,"Herbert (Mrs. M. G.) see Linnell (O.) Herbert (S.) - An Introduction to the physiology and psychology of sex. 2nd ed. 8vo. 8 X 51, pp. 148, 5s. net ....BLACK, May '18",Mrs. M. G. Herbert,['Herbert (Mrs. M. G.)'],,May '18,net
"Hogg (H. R.) see British Museum (N. H.) Hogge (J. M.)-Love stronger than death ; and The Consecration of sacrifice. Cr. 8vo. 71 x 41, pp. 44, is. 6d. net .... HODDER & S., July '18",Hogg,H. R.,,HODDER & S.,6d.,8vo.,"Hogg (H. R.) see British Museum (N. H.) Hogge (J. M.)-Love stronger than death ; and The Consecration of sacrifice. Cr. 8vo. 71 x 41, pp. 44, is. 6d. net .... HODDER & S., July '18",H. R. Hogg,['Hogg (H. R.)'],,July '18,net
"Hopfen (Bernard) see Tillyard (H. J. W.) and Hopfen Hopkins (Nevil Monroe)-Over the threshold of war : personal experiences of the great Euro- pean conflict. Ryl. 8vo. 91X 7, pp. 390,218. net LIPPINCOTT, Aug. '18",Hopfen,Bernard,,LIPPINCOTT,,8vo.,"Hopfen (Bernard) see Tillyard (H. J. W.) and Hopfen Hopkins (Nevil Monroe)-Over the threshold of war : personal experiences of the great Euro- pean conflict. Ryl. 8vo. 91X 7, pp. 390,218. net LIPPINCOTT, Aug. '18",Bernard Hopfen,['Hopfen (Bernard)'],,Aug. '18,
"Houghton (Henry D.)-1s the Kaiser Lucifer. 8vo. pp. 16. id.... .R.BANKS, June '18",Houghton,Henry D.,,R.BANKS,,8vo.,"Houghton (Henry D.)-Is the Kaiser Lucifer. 8vo. pp. 16. id.... .R.BANKS, June '18",Henry D. Houghton,['Houghton (Henry D.)'],,June '18,
"Hull (A. Eaglefield)-300 questions on pianoforte teaching in 30 graduated papers. 8vo. pp. 46, s. 6d. net . AUGENER, Mar. '18",Hull,A. Eaglefield,,AUGENER,6d.,8vo.,"Hull (A. Eaglefield)-300 questions on pianoforte teaching in 30 graduated papers. 8vo. pp. 46, IS. 6d. net . AUGENER, Mar. '18",A. Eaglefield Hull,['Hull (A. Eaglefield)'],,Mar. '18,net
"ALLEN & U., Mar. '18",,,,ALLEN & U.,,,"ALLEN & U., Mar. '18",,,,Mar. '18,
"B. M. JAMES, Feb. '18",,,,B. M. JAMES,,,"B. M. JAMES, Feb. '18",,,,Feb. '18,
"Inebrlates Acts (Scotland)—12th Report, for 1916 and 1917, id. H.M. STATIONERY OFF., Oct. '18",Inebrlates Acts,Scotland,,H.M. STATIONERY OFF.,,,"Inebrlates Acts (Scotland)—12th Report, for 1916 and 1917, id. H.M. STATIONERY OFF., Oct. '18",Scotland Inebrlates Acts,['Inebrlates Acts (Scotland)'],,Oct. '18,
"1s. 6d. H.M. STATIONERY OFF., Jan. '18",,,,H.M. STATIONERY OFF.,1s. 6d.,,"Is. 6d. H.M. STATIONERY OFF., Jan. '18",,,,Jan. '18,
"H.M. STATIONERY OFF., Feb. '18",,,,H.M. STATIONERY OFF.,,,"H.M. STATIONERY OFF., Feb. '18",,,,Feb. '18,
"H.M. STATIONERY OFF., Ja!!., &c. '18",,,,H.M. STATIONERY OFF.,,,"H.M. STATIONERY OFF., Ja!!., &c. '18",,,,"Ja!!., &c. '18",
"H.M. STATIONERY OFF., June '18",,,,H.M. STATIONERY OFF.,,,"H.M. STATIONERY OFF., June '18",,,,June '18,
"H.M. STATIONERY OFF., Apr '18",,,,H.M. STATIONERY OFF.,,,"H.M. STATIONERY OFF., Apr '18",,,,Apr '18,
"1sle of Man-Account, 1917–18. id. H.M. STATIONERY OFF., Aug. '18",,,,H.M. STATIONERY OFF.,,,"Isle of Man-Account, 1917–18. id. H.M. STATIONERY OFF., Aug. '18",,,,Aug. '18,
"C. GRIFFIN, Feb. '18",,,,C. GRIFFIN,,,"C. GRIFFIN, Feb. '18",,,,Feb. '18,
"GRIFFIN, June '18",,,,GRIFFIN,,,"GRIFFIN, June '18",,,,June '18,
"Jamieson. Jeffery (Jeffery E.) ed.--1918 souvenir of the Weish Division. 10X7, pp. 83, 1s. 6d. Jamieson (Archibald)--The Holy Wars in the (Cardiff : St. Mary St.) light of to-day. 8vo. pp. 24, 3d.  WESTERN MAIL, Feb. '18",Jamieson. Jeffery,Jeffery E.,,WESTERN MAIL,3d.,8vo.,"Jamieson. Jeffery (Jeffery E.) ed.--1918 souvenir of the Weish Division. 10X7, pp. 83, Is. 6d. Jamieson (Archibald)--The Holy Wars in the (Cardiff : St. Mary St.) light of to-day. 8vo. pp. 24, 3d.  WESTERN MAIL, Feb. '18",Jeffery E. Jamieson. Jeffery,['Jamieson. Jeffery (Jeffery E.)'],ed.,Feb. '18,
"HEADLEY, Sep.'18",,,,HEADLEY,,,"HEADLEY, Sep.'18",,,,Sep.'18,
"C. Č. WALKER, Oct.'18",,,,C. Č. WALKER,,,"C. Č. WALKER, Oct.'18",,,,Oct.'18,
"STOCK, July '18",,,,STOCK,,,"STOCK, July '18",,,,July '18,
"HUTCHINSON, Apr. '18",,,,HUTCHINSON,,,"HUTCHINSON, Apr. '18",,,,Apr. '18,
"HODDER & S., Jan. '18",,,,HODDER & S.,,,"HODDER & S., Jan. '18",,,,Jan. '18,
"CONGREGATIONAL UNION, Aug. '18",,,,CONGREGATIONAL UNION,,,"CONGREGATIONAL UNION, Aug. '18",,,,Aug. '18,
"MILFORD, Nov. '18",,,,MILFORD,,,"MILFORD, Nov. '18",,,,Nov. '18,
"FROWDE AND HODDER & S., May '18",,,,FROWDE AND HODDER & S.,,,"FROWDE AND HODDER & S., May '18",,,,May '18,
"CASSELL, Oct. '18",,,,CASSELL,,,"CASSELL, Oct. '18",,,,Oct. '18,
"Legislation, Emergency (Select Ctte. on) - 1st Report. 1d. H.M. STATIONERY OFF., Avg. '18","Legislation, Emergency",Select Ctte. on,,H.M. STATIONERY OFF.,1d.,,"Legislation, Emergency (Select Ctte. on) - Ist Report. Id. H.M. STATIONERY OFF., Avg. '18","Select Ctte. on Legislation, Emergency","['Legislation, Emergency (Select Ctte. on)']",,Avg. '18,
"Liquor Traffic (Cent. Control Bd.)-4th Report. 3d. H.M. STATIONERY OFF., May '18",Liquor Traffic,Cent. Control Bd.,,H.M. STATIONERY OFF.,3d.,,"Liquor Traffic (Cent. Control Bd.)-4th Report. 3d. H.M. STATIONERY OFF., May '18",Cent. Control Bd. Liquor Traffic,['Liquor Traffic (Cent. Control Bd.)'],,May '18,
"Local Govt. Bd. (Scotland)---23rd Annual report, 1917. 3d.. ...H.M. STATIONERY OFF., Apr. '18",Local Govt. Bd.,Scotland,,H.M. STATIONERY OFF.,3d.,,"Local Govt. Bd. (Scotland)---23rd Annual report, 1917. 3d.. ...H.M. STATIONERY OFF., Apr. '18",Scotland Local Govt. Bd.,['Local Govt. Bd. (Scotland)'],,Apr. '18,
"Lollini (c. Giua-) see Gia (M.) and Giua-Lollini. London (Bishop of) see Winnington--Ingram (A. F.) London (Jack)--Hearts of three. Cr. 8vo. 71x5, pp. 304, os. net.. MILLS & B., Oct. '18",Lollini,c. Giua-,,MILLS & B.,,8vo.,"Lollini (c. Giua-) see Gia (M.) and Giua-Lollini. London (Bishop of) see Winnington--Ingram (A. F.) London (Jack)--Hearts of three. Cr. 8vo. 71x5, pp. 304, os. net.. MILLS & B., Oct. '18",c. Giua- Lollini,['Lollini (c. Giua-)'],,Oct. '18,
"S. PAUL, July '18",,,,S. PAUL,,,"S. PAUL, July '18",,,,July '18,
"STOCKWELL, Mar. '18",,,,STOCKWELL,,,"STOCKWELL, Mar. '18",,,,Mar. '18,
"MOWBRAY, Aug. '18",,,,MOWBRAY,,,"MOWBRAY, Aug. '18",,,,Aug. '18,
"Lunacy (Ireland)-66th Annual report, 1916. 6d. H.M. STATIONERY OFF., Apr. '18",Lunacy,Ireland,,H.M. STATIONERY OFF.,6d.,,"Lunacy (Ireland)-66th Annual report, 1916. 6d. H.M. STATIONERY OFF., Apr. '18",Ireland Lunacy,['Lunacy (Ireland)'],,Apr. '18,
"Lyrics, War, Roberts (M.) 28. 6d. net Lysaght (Edward E.)-Self-government and business interests : a memorandum on the economic and fiscal aspects of the question. 8vo. 83 x 54, pp. 33, swd. 3d. net MAUNSEL, Mar. '18","Lyrics, War, Roberts",M.,,MAUNSEL,3d.,8vo.,"Lyrics, War, Roberts (M.) 28. 6d. net Lysaght (Edward E.)-Self-government and business interests : a memorandum on the economic and fiscal aspects of the question. 8vo. 83 x 54, pp. 33, swd. 3d. net MAUNSEL, Mar. '18","M. Lyrics, War, Roberts","['Lyrics, War, Roberts (M.)']",,Mar. '18,net
"McCracken (Mrs. George) see Priestley (L. A. M.) McCurdy (C. A.) Guilty ! Prince Lichnowsky's disclosures. 83X5), pp. 12, gratis. W. H. SMITH, Apr. '18",McCracken,Mrs. George,,W. H. SMITH,,,"McCracken (Mrs. George) see Priestley (L. A. M.) McCurdy (C. A.) Guilty ! Prince Lichnowsky's disclosures. 83X5), pp. 12, gratis. W. H. SMITH, Apr. '18",Mrs. George McCracken,['McCracken (Mrs. George)'],,Apr. '18,
"McFadyen (John Edgar)—1saiah in modern speech. Cr. 8vo. 78 x 5, pp. 224, 6s. net CLARKE, Nov. 's McFadyen (Joseph F., Rev.)- Jesus and life. Cr. 8vo. 73 X5, pp. 278, 4s. 6d. net CLARKE, May '18",McFadyen,John Edgar,,CLARKE,4s. 6d.,8vo.,"McFadyen (John Edgar)—Isaiah in modern speech. Cr. 8vo. 78 x 5, pp. 224, 6s. net CLARKE, Nov. 'IS McFadyen (Joseph F., Rev.)- Jesus and life. Cr. 8vo. 73 X5, pp. 278, 45. 6d. net CLARKE, May '18",John Edgar McFadyen,['McFadyen (John Edgar)'],,May '18,net
"Margerison (John S.)-The Hungry Hundred (Royal Naval Reserve). Cr. 8vo. 71 x 5, pp. 189, 38. 6d. net PEARSON, May '18",,,,PEARSON,6d.,8vo.,"Margerison (John S.)-The Hungry Hundred (Royal Naval Reserve). Cr. 8vo. 71 x 5, pp. 189, 38. 6d. net PEARSON, May '18",,['Margerison (John S.)-The Hungry Hundred (Royal Naval Reserve)'],,May '18,net
"Miles (Mrs. Eustace) see Killick (H.) Miles (Susan)--Dunch: poems. Cr. 8vo. 74x58, pp. 72, swd. 28. 6d. net (“ Adventurers all  ser.) BLACKWELL, Mar. '18",Miles,Mrs. Eustace,,BLACKWELL,6d.,8vo.,"Miles (Mrs. Eustace) see Killick (H.) Miles (Susan)--Dunch: poems. Cr. 8vo. 74x58, pp. 72, swd. 28. 6d. net (“ Adventurers all  ser.) BLACKWELL, Mar. '18",Mrs. Eustace Miles,['Miles (Mrs. Eustace)'],,Mar. '18,net
