entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
"Bell (Lettice)--A Famous fisherman (St. Peter). 8vo. 81x6, pp. 112, 3s. 6d, net HODDER & S., Sep. 16",,,,HODDER & S.,3s. 6d.,0.175,,"Bell (Lettice)--A Famous fisherman (St. Peter). 8vo. 81x6, pp. 112, 3s. 6d, net HODDER & S., Sep. 16",,['Bell (Lettice)--A Famous fisherman (St. Peter)'],,Sep. 16,net
"Bell (Mrs.) see Travers (J.) Bell (Ralcy Husted)—The Philosophy of painting. Cr. 8vo. 81 x 54, 6s, net ....PUTNAM, Mar. 16",Bell,Mrs.,,PUTNAM,6s.,0.3,8vo.,"Bell (Mrs.) see Travers (J.) Bell (Ralcy Husted)—The Philosophy of painting. Cr. 8vo. 81 x 54, 6s, net ....PUTNAM, Mar. 16",Mrs. Bell,['Bell (Mrs.)'],,Mar. 16,net
"Beuttler (E. G. O.) Illus.--Humour in the Royal Navy. 7X91, pp. 35, is, net SYREN AND SHIPPING, LTD., Oct. 16",Beuttler,E. G. O.,,"SYREN AND SHIPPING, LTD.",,0.0,,"Beuttler (E. G. O.) Illus.--Humour in the Royal Navy. 7X91, pp. 35, is, net SYREN AND SHIPPING, LTD., Oct. 16",E. G. O. Beuttler,['Beuttler (E. G. O.)'],,Oct. 16,
"Brooke (Rupert)--1914 and other poems. Cr. 8vo. 71 x 51, pp. 62, vel. Pers. 5s. net HARRAP, Sep. 16",Brooke,Rupert,,HARRAP,5s.,0.25,8vo.,"Brooke (Rupert)--1914 and other poems. Cr. 8vo. 71 x 51, pp. 62, vel. Pers. 5s. net HARRAP, Sep. 16",Rupert Brooke,['Brooke (Rupert)'],,Sep. 16,net
"Campbell (A.) see Cunning (Mrs. J.) and Campbell Campbell (Douglas)—The Puritan in Holland, England and America. 4th ed., rev. and cor. 8vo. 81 x 54, 7s. 6d. net ...HARPER, June 16",Campbell,A.,,HARPER,7s. 6d.,0.375,8vo.,"Campbell (A.) see Cunning (Mrs. J.) and Campbell Campbell (Douglas)—The Puritan in Holland, England and America. 4th ed., rev. and cor. 8vo. 81 x 54, 7s. 6d. net ...HARPER, June 16",A. Campbell,['Campbell (A.)'],,June 16,net
"Campbell (R. W.)--The Mixed Division (T.). Cr. 8vo. 8 X 5, pp. 320.6s. HUTCHINSON, Nov. 16",,,,HUTCHINSON,6s.,0.3,8vo.,"Campbell (R. W.)--The Mixed Division (T.). Cr. 8vo. 8 X 5, pp. 320.6s. HUTCHINSON, Nov. 16",,['Campbell (R. W.)--The Mixed Division (T.)'],,Nov. 16,
"Casement, Sir Roger : character sketch, Redmond- C. GRIFFIN, Oct. 16",,,,C. GRIFFIN,,0.0,,"Casement, Sir Roger : character sketch, Redmond- C. GRIFFIN, Oct. 16",,,,Oct. 16,
"Cr. 8vo. 8 X 54, pp. 498, 6s. MURRAY, Mar. 16",,,,MURRAY,6s.,0.3,8vo.,"Cr. 8vo. 8 X 54, pp. 498, 6s. MURRAY, Mar. 16",,,,Mar. 16,
"BUTTERWORTH, May 16",,,,BUTTERWORTH,,0.0,,"BUTTERWORTH, May 16",,,,May 16,
"BURNS & O., Jan. 16",,,,BURNS & O.,,0.0,,"BURNS & O., Jan. 16",,,,Jan. 16,
"METHUEN, July 16",,,,METHUEN,,0.0,,"METHUEN, July 16",,,,July 16,
"GALE & P., Apr. 16",,,,GALE & P.,,0.0,,"GALE & P., Apr. 16",,,,Apr. 16,
"Cooper (A. Heaton)-1sle of Wight: water- colours. 8vo. 9x67, 1s. net BLACK, Mar. 16",Cooper,A. Heaton,,BLACK,1s.,0.05,8vo.,"Cooper (A. Heaton)-Isle of Wight: water- colours. 8vo. 9x67, Is. net BLACK, Mar. 16",A. Heaton Cooper,['Cooper (A. Heaton)'],,Mar. 16,net
"Deaths from starvation or accelerated by privation WYMAN, Jan. 16",,,,WYMAN,,0.0,,"Deaths from starvation or accelerated by privation WYMAN, Jan. 16",,,,Jan. 16,
"Eagar (Aimée e.)-Our heroes (1914-1916). Cr. 8vo. 7+ X 41, pp. 47, 2s. 6d. net ; swd. is. net E. MACDONALD, May 16",,,,E. MACDONALD,,0.0,8vo.,"Eagar (Aimée e.)-Our heroes (1914-1916). Cr. 8vo. 7+ X 41, pp. 47, 25. 6d. net ; swd. is. net E. MACDONALD, May 16",,['Eagar (Aimée e.)-Our heroes (1914-1916)'],,May 16,
"Etheridge (Herbert)--Barlock typewriter manual. (Group system of touch typewriting.) 100 x 8, pp. 97, 2s. PITMAN, Dec. 16",,,,PITMAN,2s.,0.1,,"Etheridge (Herbert)--Barlock typewriter manual. (Group system of touch typewriting.) 100 x 8, pp. 97, 25. PITMAN, Dec. 16",,['Etheridge (Herbert)--Barlock typewriter manual. (Group system of touch typewriting.)'],,Dec. 16,
"Foster-Melliar (R. A.)-Poems (1916). 74 x64, 3s. 6d. net HUMPHREYS, July 16",,,,HUMPHREYS,3s. 6d.,0.175,,"Foster-Melliar (R. A.)-Poems (1916). 74 x64, 3s. 6d. net HUMPHREYS, July 16",,['Foster-Melliar (R. A.)-Poems (1916)'],,July 16,net
"Hayes (B. J.) see Watt (A. F.) and Hayes, Hayes (Carlton J. H.)-A Political and social history of modern Europe. 2 vols. 8vo. 9x6. Vol. I, 8s. 6d. net ; Vol. 2, 1os. net MACMILLAN, Nov. 16",Hayes,B. J.,,MACMILLAN,,0.0,8vo.,"Hayes (B. J.) see Watt (A. F.) and Hayes, Hayes (Carlton J. H.)-A Political and social history of modern Europe. 2 vols. 8vo. 9x6. Vol. I, 8s. 6d. net ; Vol. 2, 1os. net MACMILLAN, Nov. 16",B. J. Hayes,['Hayes (B. J.)'],,Nov. 16,
"1dentification of the writer of the anonymous letter to Lord Monteagle in 160s. 4to. 11}x78, pp. 38, bds. 4s. 6d. net SIMPKIN, Apr. 16",,,,SIMPKIN,4s. 6d.,0.225,4to.,"Identification of the writer of the anonymous letter to Lord Monteagle in 1605. 4to. 11}x78, pp. 38, bds. 45. 6d. net SIMPKIN, Apr. 16",,,,Apr. 16,net
"Ireland (Congested Districts Bd. for)-24th Rpt., for 1915-16. 4d. . WYMAN, Oct. 16",Ireland,Congested Districts Bd. for,,WYMAN,4d.,0.016666666666666666,,"Ireland (Congested Districts Bd. for)-24th Rpt., for 1915-16. 4d. . WYMAN, Oct. 16",Congested Districts Bd. for Ireland,['Ireland (Congested Districts Bd. for)'],,Oct. 16,
"Johnson (Theodore) —The Choirmaster and organist's ready reference register and kalendar, YEAR BOOK PRESS, Jan. 16",,,,YEAR BOOK PRESS,,0.0,,"Johnson (Theodore) —The Choirmaster and organist's ready reference register and kalendar, YEAR BOOK PRESS, Jan. 16",,,,Jan. 16,
"Liquor Traffic (Cent. Control Bd.)--2nd Rpt. 31d. WYMAN, May 16",Liquor Traffic,Cent. Control Bd.,,WYMAN,31d.,0.12916666666666668,,"Liquor Traffic (Cent. Control Bd.)--2nd Rpt. 31d. WYMAN, May 16",Cent. Control Bd. Liquor Traffic,['Liquor Traffic (Cent. Control Bd.)'],,May 16,
"MacGill (Mrs. Patrick) see Gibbons (M.) MacHarg (William) and Balmer (Edwin)—The Blind man's eyes. Cr. 8vo. 7*X5, pp. 368, ...NASH, July 16",MacGill,Mrs. Patrick,,NASH,,0.0,8vo.,"MacGill (Mrs. Patrick) see Gibbons (M.) MacHarg (William) and Balmer (Edwin)—The Blind man's eyes. Cr. 8vo. 7*X5, pp. 368, ...NASH, July 16",Mrs. Patrick MacGill,['MacGill (Mrs. Patrick)'],,July 16,
"Maguire (Edward)—1s schism lawful ? : a study in primitive ecclesiology w. spec. ref. to the question of schism. Demy 8vo. 87 x 5}, pp. 323, 5s. net ....M. H. GILL, June 16",Maguire,Edward,,M. H. GILL,5s.,0.25,8vo.,"Maguire (Edward)—Is schism lawful ? : a study in primitive ecclesiology w. spec. ref. to the question of schism. Demy 8vo. 87 x 5}, pp. 323, 5s. net ....M. H. GILL, June 16",Edward Maguire,['Maguire (Edward)'],,June 16,net
"Matriculation directory (London)--No. 71, Jan. 1916, with articles on text books. Cr. 8vo. 7x41, pp. 141, swd., is. net CLIVE, Jan. 16",Matriculation directory,London,,CLIVE,,0.0,8vo.,"Matriculation directory (London)--No. 71, Jan. 1916, with articles on text books. Cr. 8vo. 7x41, pp. 141, swd., is. net CLIVE, Jan. 16",London Matriculation directory,['Matriculation directory (London)'],,Jan. 16,
"Mint (Royal)—45th Annual rpt., 1914. 3s. 6d. WYMAN, Apr. 16",Mint,Royal,,WYMAN,3s. 6d.,0.175,,"Mint (Royal)—45th Annual rpt., 1914. 3s. 6d. WYMAN, Apr. 16",Royal Mint,['Mint (Royal)'],,Apr. 16,
"Money-spider, Le Queux (W.) 6d. Monkhouse (Allan)-War plays. 8vo. pp. 96, 28. 6d, net; Swd. 28. net. (New poetry ser.) CONSTABLE, Sep. 16","Money-spider, Le Queux",W.,,CONSTABLE,,0.0,8vo.,"Money-spider, Le Queux (W.) 6d. Monkhouse (Allan)-War plays. 8vo. pp. 96, 28. 6d, net; Swd. 28. net. (New poetry ser.) CONSTABLE, Sep. 16","W. Money-spider, Le Queux","['Money-spider, Le Queux (W.)']",,Sep. 16,
"Muir (T. S.)-East Lothian (Haddingtonshire). Illus. Cr. 8vo. 64 % 41, pp. 126, is. 6d. net. (Cambridge County handbks.) CAMB. UNIV. PR., Jan. 16",,,,CAMB. UNIV. PR.,,0.0,8vo.,"Muir (T. S.)-East Lothian (Haddingtonshire). Illus. Cr. 8vo. 64 % 41, pp. 126, is. 6d. net. (Cambridge County handbks.) CAMB. UNIV. PR., Jan. 16",,['Muir (T. S.)-East Lothian (Haddingtonshire)'],,Jan. 16,
"Murray (Marr) see also Wisdom (J. H.) and Murray Murray (R. H.)—Unpublished letters of William Penn. 104 x 71, pp. 233-240, 1s. (Fr. Pro- ceedings of Ryl. Irish Acad.) HODGES, F., Sep. 16",Murray,Marr,,"HODGES, F.",1s.,0.05,,"Murray (Marr) see also Wisdom (J. H.) and Murray Murray (R. H.)—Unpublished letters of William Penn. 104 x 71, pp. 233-240, Is. (Fr. Pro- ceedings of Ryl. Irish Acad.) HODGES, F., Sep. 16",Marr Murray,['Murray (Marr)'],,Sep. 16,
"Newlands (Ethel M.) see Matteson (E. B.) and Newlands, Newlands (J. C.)-Voice production for commands. 32mo. 5X31, pp. 16, swd. 6d. net TURNBULL & S., July 16",Newlands,Ethel M.,,TURNBULL & S.,6d.,0.025,,"Newlands (Ethel M.) see Matteson (E. B.) and Newlands, Newlands (J. C.)-Voice production for commands. 32mo. 5X31, pp. 16, swd. 6d. net TURNBULL & S., July 16",Ethel M. Newlands,['Newlands (Ethel M.)'],,July 16,net
"Peel (Mrs. C. S.)--10$. a head for house books. New ed. Cr. 8vo. 7 x 4, pp. 311, 3s. net CONSTABLE, Sep. 16",Peel,Mrs. C. S.,,CONSTABLE,3s.,0.15,8vo.,"Peel (Mrs. C. S.)--10$. a head for house books. New ed. Cr. 8vo. 7 x 4, pp. 311, 3s. net CONSTABLE, Sep. 16",Mrs. C. S. Peel,['Peel (Mrs. C. S.)'],,Sep. 16,net
"Porrett (Wilfred)-Some questions of phonetic UNIV. OF LONDON PR., Dec. 16",Porrett,Wilfred,,UNIV. OF LONDON PR.,,0.0,,"Porrett (Wilfred)-Some questions of phonetic UNIV. OF LONDON PR., Dec. 16",Wilfred Porrett,['Porrett (Wilfred)'],,Dec. 16,
"Police (Scotland)--58th Annual rpt., 191s. fd. WYMAN, A pr. 16",Police,Scotland,,WYMAN,,0.0,,"Police (Scotland)--58th Annual rpt., 1915. fd. WYMAN, A pr. 16",Scotland Police,['Police (Scotland)'],,A pr. 16,
"Portolan atlas, Stevenson (E. L.) 55s. Portrait Gallery. See National Portr. Gall. Portrait of King George V. Sheet, is. MACMILLAN, Feb. 16","Portolan atlas, Stevenson",E. L.,,MACMILLAN,,0.0,,"Portolan atlas, Stevenson (E. L.) 555. Portrait Gallery. See National Portr. Gall. Portrait of King George V. Sheet, is. MACMILLAN, Feb. 16","E. L. Portolan atlas, Stevenson","['Portolan atlas, Stevenson (E. L.)']",,Feb. 16,
"Post Office Servants (Select Com. on) 1912-13- 2nd Rpt. of Com. app. to examine the issues arising out of the Report of the id. WYMAN, May 16",Post Office Servants,Select Com. on,,WYMAN,,0.0,,"Post Office Servants (Select Com. on) 1912-13- 2nd Rpt. of Com. app. to examine the issues arising out of the Report of the id. WYMAN, May 16",Select Com. on Post Office Servants,['Post Office Servants (Select Com. on)'],,May 16,
"Prisons (Ireland)---37th Report, for 1914–15, of the Gen. Prisons Bd. 30. ..WYMAN, Nov. 15 Prisons—Rpt. of Commrs. of Prisons and the Directors of Convict Prisons, for 1915-16. 2 d. WYMAN, Sep. 16",Prisons,Ireland,,WYMAN,,0.0,,"Prisons (Ireland)---37th Report, for 1914–15, of the Gen. Prisons Bd. 30. ..WYMAN, Nov. 15 Prisons—Rpt. of Commrs. of Prisons and the Directors of Convict Prisons, for 1915-16. 2 d. WYMAN, Sep. 16",Ireland Prisons,['Prisons (Ireland)'],,Sep. 16,
"MACMILLAN, Dec. 16",,,,MACMILLAN,,0.0,,"MACMILLAN, Dec. 16",,,,Dec. 16,
"UNWIN, Aug. 16",,,,UNWIN,,0.0,,"UNWIN, Aug. 16",,,,Aug. 16,
"Quinneys', Vachell (H. A.) 3s. 6d. net....Apr. 16 Rail way accidents : rpts. of enquiries, six months Quittance, Maxwell (H.) 6s. Feb. 16 ending June 30, 1976. gd. :. WYMAN, Oct. 16","Quinneys', Vachell",H. A.,,WYMAN,,0.0,,"Quinneys', Vachell (H. A.) 35. 6d. net....Apr. 16 Rail way accidents : rpts. of enquiries, six months Quittance, Maxwell (H.) 6s. Feb. 16 ending June 30, 1976. gd. :. WYMAN, Oct. 16","H. A. Quinneys', Vachell","[""Quinneys', Vachell (H. A.)""]",,Oct. 16,
"Ramona, Jackson (H.) 2s. net Ramsay (W. M.)-Impressions of Turkey during twelve years' wanderings. Cheap ed. Cr. 8vo. 7*X 5, pp. 308, 2s. net . HODDER & S., Mar. 16","Ramona, Jackson",H.,,HODDER & S.,2s.,0.1,8vo.,"Ramona, Jackson (H.) 25. net Ramsay (W. M.)-Impressions of Turkey during twelve years' wanderings. Cheap ed. Cr. 8vo. 7*X 5, pp. 308, 25. net . HODDER & S., Mar. 16","H. Ramona, Jackson","['Ramona, Jackson (H.)']",,Mar. 16,net
"Roberts (T. J. Carron-) see Carron-Roberts, Roberts (Theodore G.)- In the high woods. Cr. 8vo. 7* x 5, pp. 320, 6s. ..LONG, Feb. 16",Roberts,T. J. Carron-,,LONG,6s.,0.3,8vo.,"Roberts (T. J. Carron-) see Carron-Roberts, Roberts (Theodore G.)- In the high woods. Cr. 8vo. 7* x 5, pp. 320, 6s. ..LONG, Feb. 16",T. J. Carron- Roberts,['Roberts (T. J. Carron-)'],,Feb. 16,
"Rowarth (E.)-The Elements of engineering METHUEN, Nov. 16",Rowarth,E.,,METHUEN,,0.0,,"Rowarth (E.)-The Elements of engineering METHUEN, Nov. 16",E. Rowarth,['Rowarth (E.)'],,Nov. 16,
"E. MACDONALD, May 16",,,,E. MACDONALD,,0.0,,"E. MACDONALD, May 16",,,,May 16,
"Slack wire, Hill (M.) 6s. Sladen (Douglas)—The Douglas romance. Cr. 8vo, 8 X 41, pp. 412, 6s. HUTCHINSON, Mar. 16","Slack wire, Hill",M.,,HUTCHINSON,6s.,0.3,"8vo,","Slack wire, Hill (M.) 6s. Sladen (Douglas)—The Douglas romance. Cr. 8vo, 8 X 41, pp. 412, 6s. HUTCHINSON, Mar. 16","M. Slack wire, Hill","['Slack wire, Hill (M.)']",,Mar. 16,
"MILFORD, June 16",,,,MILFORD,,0.0,,"MILFORD, June 16",,,,June 16,
"CAMB. UNIV. PR., Jan, 16",,,,CAMB. UNIV. PR.,,0.0,,"CAMB. UNIV. PR., Jan, 16",,,,"Jan, 16",
"CAMB. UNIV. PR., Nov. 16",,,,CAMB. UNIV. PR.,,0.0,,"CAMB. UNIV. PR., Nov. 16",,,,Nov. 16,
"L.B. & S.C.R., Apr. 16",,,,L.B. & S.C.R.,,0.0,,"L.B. & S.C.R., Apr. 16",,,,Apr. 16,
"MACMILLAN, June 16",,,,MACMILLAN,,0.0,,"MACMILLAN, June 16",,,,June 16,
"Cr. 8vo. 73 x 44, swd., 3d. net South well Diocesan calendar, clergy list and LONGMANS, Feb. 16",,,,LONGMANS,,0.0,8vo.,"Cr. 8vo. 73 x 44, swd., 3d. net South well Diocesan calendar, clergy list and LONGMANS, Feb. 16",,,,Feb. 16,
"SPOTTISWOODE, Apr. 16",,,,SPOTTISWOODE,,0.0,,"SPOTTISWOODE, Apr. 16",,,,Apr. 16,
"S. PAUL, Aug. 16",,,,S. PAUL,,0.0,,"S. PAUL, Aug. 16",,,,Aug. 16,
"Strong (Rowland) see Philips (F. C.) and Strong s. net FROWDE AND H. & S., Nov. 16",Strong,Rowland,,FROWDE AND H. & S.,,0.0,,"Strong (Rowland) see Philips (F. C.) and Strong IS. net FROWDE AND H. & S., Nov. 16",Rowland Strong,['Strong (Rowland)'],,Nov. 16,
"Townsend (J. H.)—1s the King on His way ? Cr. 8vo. 71 x 5, pp. 45, 1s. net MARSHALL, Nov. 16",Townsend,J. H.,,MARSHALL,1s.,0.05,8vo.,"Townsend (J. H.)—Is the King on His way ? Cr. 8vo. 71 x 5, pp. 45, Is. net MARSHALL, Nov. 16",J. H. Townsend,['Townsend (J. H.)'],,Nov. 16,net
"Trade (Bd. of)-Journal (weekly). 3d.; Supp. ea. 3d. .......... WYMAN, Jan., etc., 16",,,,WYMAN,3d.,0.0125,,"Trade (Bd. of)-Journal (weekly). 3d.; Supp. ea. 3d. .......... WYMAN, Jan., etc., 16",,['Trade (Bd. of)-Journal (weekly)'],,"Jan., etc., 16",
"Trustee, The, Bindloss (H.) 6d. . . Apr. Trustee (Public) —8th Gen. rpt., for 1915-16, itd. .... WYMAN, May 16","Trustee, The, Bindloss",H.,,WYMAN,,0.0,,"Trustee, The, Bindloss (H.) 6d. . . Apr. Trustee (Public) —8th Gen. rpt., for 1915-16, itd. .... WYMAN, May 16","H. Trustee, The, Bindloss","['Trustee, The, Bindloss (H.)']",,May 16,
"Uplanders, The, Bamfylde (W.) 28. net Dec. 15 Upton (G. B.)-The Structure and properties of the more common materials of construction. evo.93 X 6, 1os. 6d. net CHAPMAN & H., Feb. 16","Uplanders, The, Bamfylde",W.,,CHAPMAN & H.,6d.,0.025,,"Uplanders, The, Bamfylde (W.) 28. net Dec. 15 Upton (G. B.)-The Structure and properties of the more common materials of construction. evo.93 X 6, 1os. 6d. net CHAPMAN & H., Feb. 16","W. Uplanders, The, Bamfylde","['Uplanders, The, Bamfylde (W.)']",,Feb. 16,net
"Vagrant memories, Winter (W.) 12s. net July 16 Varley (Kirton)-Fool culture on education, Vain flirtation, Blyth (J.) 6s. ..July 16 culture, misgovernment and destiny. Cr. 8vo. Vaiti of the 1slands, Grimshaw (B.) is. net July 16 73 x 5, pp. 110, 2s. 6d. net Vaizey (Mrs. George de Horne)-The Adventures GENERATION PR., June 16","Vagrant memories, Winter",W.,,GENERATION PR.,,0.0,8vo.,"Vagrant memories, Winter (W.) 125. net July 16 Varley (Kirton)-Fool culture on education, Vain flirtation, Blyth (J.) 6s. ..July 16 culture, misgovernment and destiny. Cr. 8vo. Vaiti of the Islands, Grimshaw (B.) is. net July 16 73 x 5, pp. 110, 2s. 6d. net Vaizey (Mrs. George de Horne)-The Adventures GENERATION PR., June 16","W. Vagrant memories, Winter","['Vagrant memories, Winter (W.)']",,June 16,
"MILLS & B., Mar. 16",,,,MILLS & B.,,0.0,,"MILLS & B., Mar. 16",,,,Mar. 16,
"MILFORD, Aug. 16",,,,MILFORD,,0.0,,"MILFORD, Aug. 16",,,,Aug. 16,
"CHAPMAN & H., Nov. 16",,,,CHAPMAN & H.,,0.0,,"CHAPMAN & H., Nov. 16",,,,Nov. 16,
"HODDER & S., Jan. 16",,,,HODDER & S.,,0.0,,"HODDER & S., Jan. 16",,,,Jan. 16,
"NEWNES, June 16",,,,NEWNES,,0.0,,"NEWNES, June 16",,,,June 16,
"Vorrill (A. Hyatt)-1sles of Spice and Palm. 71x5, pp. 304, 6s. ....APPLETON, Apr. 16",Vorrill,A. Hyatt,,APPLETON,6s.,0.3,,"Vorrill (A. Hyatt)-Isles of Spice and Palm. 71x5, pp. 304, 6s. ....APPLETON, Apr. 16",A. Hyatt Vorrill,['Vorrill (A. Hyatt)'],,Apr. 16,
"Wallis (Arthur F.)-1donia : a romance of old London. Cr. 8vo. 8 X 51, pp. 325, 28. net LOW, Aug. 16",Wallis,Arthur F.,,LOW,,0.0,8vo.,"Wallis (Arthur F.)-Idonia : a romance of old London. Cr. 8vo. 8 X 51, pp. 325, 28. net LOW, Aug. 16",Arthur F. Wallis,['Wallis (Arthur F.)'],,Aug. 16,
