,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
247,"MILFORD, Aug. 16",,,,MILFORD,,,"MILFORD, Aug. 16",,,,Aug. 16,1916,
262,"Ashmun (Margaret)-1sabel Carleton's year. Cr. 8vo. 7** 5, 5s, net ..MACMILLAN, Dec. 16",Ashmun,Margaret,,MACMILLAN,5s.,8vo.,"Ashmun (Margaret)-Isabel Carleton's year. Cr. 8vo. 7** 5, 5s, net ..MACMILLAN, Dec. 16",Margaret Ashmun,['Ashmun (Margaret)'],,Dec. 16,1916,net
284,"63 X 4), pp. 253, 7d. net ....NEWNES, Aug. 16",,,,NEWNES,7d.,,"63 X 4), pp. 253, 7d. net ....NEWNES, Aug. 16",,,,Aug. 16,1916,net
287,"CHAPMAN & H., June 16",,,,CHAPMAN & H.,,,"CHAPMAN & H., June 16",,,,June 16,1916,
289,"HODDER & S., Aug. 16",,,,HODDER & S.,,,"HODDER & S., Aug. 16",,,,Aug. 16,1916,
291,"(Lowestoft) FLOOD, Dec. 16",,,,FLOOD,,,"(Lowestoft) FLOOD, Dec. 16",,,,Dec. 16,1916,
293,"61 x 4, pp. 180, 2s. 6d. net.. ..REES, May 16",,,,REES,2s. 6d.,,"61 x 4, pp. 180, 25. 6d. net.. ..REES, May 16",,,,May 16,1916,net
294,"28. 6d. net CAMB. UNIV. PR., Aug. 16",,,,CAMB. UNIV. PR.,6d.,,"28. 6d. net CAMB. UNIV. PR., Aug. 16",,,,Aug. 16,1916,net
300,"net . NELSON, Dec. 16",,,,NELSON,,,"net . NELSON, Dec. 16",,,,Dec. 16,1916,
304,"58. net .METHUEN, Oct. 16",,,,METHUEN,,,"58. net .METHUEN, Oct. 16",,,,Oct. 16,1916,
306,"L. B. HILL, July 16",,,,L. B. HILL,,,"L. B. HILL, July 16",,,,July 16,1916,
308,"41X61, pp. 202, 5s...SPOTTISWOODE, Mar. 16",,,,SPOTTISWOODE,5s.,,"41X61, pp. 202, 5s...SPOTTISWOODE, Mar. 16",,,,Mar. 16,1916,
309,"8vo. 71 x 44, 3s. net .. ... SPON, Jan. 16",,,,SPON,3s.,,"8vo. 71 x 44, 3s. net .. ... SPON, Jan. 16",,,,Jan. 16,1916,net
310,"74 x 5, Ithr, 1os. 6d. net ........SPON, Jan. 16",,,,SPON,6d.,,"74 x 5, Ithr, 1os. 6d. net ........SPON, Jan. 16",,,,Jan. 16,1916,net
311,"Cr. 8vo. 71 x 4}, Ithr. 5s. net ...SPON, Mar. 16",,,,SPON,5s.,8vo.,"Cr. 8vo. 71 x 4}, Ithr. 5s. net ...SPON, Mar. 16",,,,Mar. 16,1916,net
312,"Auvergne (Edmund B. d')-Switzerland in sun- SPON, Jan. 16",Auvergne,Edmund B. d',,SPON,,,"Auvergne (Edmund B. d')-Switzerland in sun- SPON, Jan. 16",Edmund B. d' Auvergne,"[""Auvergne (Edmund B. d')""]",,Jan. 16,1916,
314,"KELLY, Feb. 16",,,,KELLY,,,"KELLY, Feb. 16",,,,Feb. 16,1916,
316,"Australasia triumphant, Adcock (A. St. J.) CASSELL, Jan, 16","Australasia triumphant, Adcock",A. St. J.,,CASSELL,,,"Australasia triumphant, Adcock (A. St. J.) CASSELL, Jan, 16","A. St. J. Australasia triumphant, Adcock","['Australasia triumphant, Adcock (A. St. J.)']",,"Jan, 16",1916,
317,"54 x 41, pp. 31, 6d. net ....F. GROOM, Oct. 16",,,,F. GROOM,6d.,,"54 x 41, pp. 31, 6d. net ....F. GROOM, Oct. 16",,,,Oct. 16,1916,net
522,"Bell (Lettice)--A Famous fisherman (St. Peter). 8vo. 81x6, pp. 112, 3s. 6d, net HODDER & S., Sep. 16",,,,HODDER & S.,3s. 6d.,,"Bell (Lettice)--A Famous fisherman (St. Peter). 8vo. 81x6, pp. 112, 3s. 6d, net HODDER & S., Sep. 16",,['Bell (Lettice)--A Famous fisherman (St. Peter)'],,Sep. 16,1916,net
525,"Bell (Mrs.) see Travers (J.) Bell (Ralcy Husted)—The Philosophy of painting. Cr. 8vo. 81 x 54, 6s, net ....PUTNAM, Mar. 16",Bell,Mrs.,,PUTNAM,6s.,8vo.,"Bell (Mrs.) see Travers (J.) Bell (Ralcy Husted)—The Philosophy of painting. Cr. 8vo. 81 x 54, 6s, net ....PUTNAM, Mar. 16",Mrs. Bell,['Bell (Mrs.)'],,Mar. 16,1916,net
527,"MED. ASSN. FOR PREV. OF CANCER, Oct. 16",,,,MED. ASSN. FOR PREV. OF CANCER,,,"MED. ASSN. FOR PREV. OF CANCER, Oct. 16",,,,Oct. 16,1916,
532,"net .E. MACDONALD, Jan. 16",,,,E. MACDONALD,,,"net .E. MACDONALD, Jan. 16",,,,Jan. 16,1916,
586,"5s. net : au war. Berkhart (J. B.)-The Pathology and treatment of the so-called nervous asthma. 8vo. 8£ X 51, 28. 6d. net .MILFORD, Jan. 16",,,,MILFORD,6d.,8vo.,"55. net : au war. Berkhart (J. B.)-The Pathology and treatment of the so-called nervous asthma. 8vo. 8£ X 51, 28. 6d. net .MILFORD, Jan. 16",,,,Jan. 16,1916,net
602,"Beuttler (E. G. O.) Illus.--Humour in the Royal Navy. 7X91, pp. 35, is, net SYREN AND SHIPPING, LTD., Oct. 16",Beuttler,E. G. O.,,"SYREN AND SHIPPING, LTD.",,,"Beuttler (E. G. O.) Illus.--Humour in the Royal Navy. 7X91, pp. 35, is, net SYREN AND SHIPPING, LTD., Oct. 16",E. G. O. Beuttler,['Beuttler (E. G. O.)'],,Oct. 16,1916,
655,"WYMAN, Jan., &c., 16",,,,WYMAN,,,"WYMAN, Jan., &c., 16",,,,"Jan., &c., 16",1916,
704,"net .GARDNER, D., Apr. 16",,,,"GARDNER, D.",,,"net .GARDNER, D., Apr. 16",,,,Apr. 16,1916,
708,"31s. 6d. 3os. net Boggs (Winifred)-Sally on the rocks. Cheap ed. Cr. 8vo. 71 X 43, pp. 318, is. net JENKINS, May 16",,,,JENKINS,,8vo.,"31S. 6d. 3os. net Boggs (Winifred)-Sally on the rocks. Cheap ed. Cr. 8vo. 71 X 43, pp. 318, is. net JENKINS, May 16",,,,May 16,1916,
752,"Bosschère (Jean de)-12 occupations. French text w. 12 designs by the author and an Eng. trans. Cr. 8vo. 71 x 58, swd. is. 60. net E. MATHEWS, Sep. 16",Bosschère,Jean de,,E. MATHEWS,,8vo.,"Bosschère (Jean de)-12 occupations. French text w. 12 designs by the author and an Eng. trans. Cr. 8vo. 71 x 58, swd. is. 60. net E. MATHEWS, Sep. 16",Jean de Bosschère,['Bosschère (Jean de)'],,Sep. 16,1916,
753,"net .DENT, June 16",,,,DENT,,,"net .DENT, June 16",,,,June 16,1916,
765,"314, 6s, net Bourchior (Basil G.) ed.--What is wrong? nine addresses for the Nat. Mission of Repentance and Hope. Cr. 8vo. 71 x 5, pp. 145, 3s. net SKEFFINGTON, Sep. 16",,,,SKEFFINGTON,3s.,8vo.,"314, 6s, net Bourchior (Basil G.) ed.--What is wrong? nine addresses for the Nat. Mission of Repentance and Hope. Cr. 8vo. 71 x 5, pp. 145, 35. net SKEFFINGTON, Sep. 16",,,,Sep. 16,1916,net
806,"9 X6 48. 6d. > BRADLEY-BIRT Bradley-Birt (F. B.)--Martha in wartime. Fore- word by H.E. Lady Carmichael. Cr. 8vo. 78 x 51, pp. 116, swd. 18. net THACKER, Jan, 16",,,,THACKER,,8vo.,"9 X6 48. 6d. > BRADLEY-BIRT Bradley-Birt (F. B.)--Martha in wartime. Fore- word by H.E. Lady Carmichael. Cr. 8vo. 78 x 51, pp. 116, swd. 18. net THACKER, Jan, 16",,,,"Jan, 16",1916,
853,"Briantchaninoff (A. N.)-1deological foundations of Russian Slavonism. Pp. 32, is. net P. S. KING, Nov. 16",Briantchaninoff,A. N.,,P. S. KING,,,"Briantchaninoff (A. N.)-Ideological foundations of Russian Slavonism. Pp. 32, is. net P. S. KING, Nov. 16",A. N. Briantchaninoff,['Briantchaninoff (A. N.)'],,Nov. 16,1916,
855,"Bridger (J. A. D.) see Cornish (J. B.) and Bridger Bridges (Horace J.)-Some outlines of the religion of experience. Cr. 8vo. 71 x 576s. net MACMILLAN, Dec, 16",Bridger,J. A. D.,,MACMILLAN,576s.,8vo.,"Bridger (J. A. D.) see Cornish (J. B.) and Bridger Bridges (Horace J.)-Some outlines of the religion of experience. Cr. 8vo. 71 x 576s. net MACMILLAN, Dec, 16",J. A. D. Bridger,['Bridger (J. A. D.)'],,"Dec, 16",1916,net
904,"Brooke (Rupert)--1914 and other poems. Cr. 8vo. 71 x 51, pp. 62, vel. Pers. 5s. net HARRAP, Sep. 16",Brooke,Rupert,,HARRAP,5s.,8vo.,"Brooke (Rupert)--1914 and other poems. Cr. 8vo. 71 x 51, pp. 62, vel. Pers. 5s. net HARRAP, Sep. 16",Rupert Brooke,['Brooke (Rupert)'],,Sep. 16,1916,net
1088,"3 vols. s. Cambridge University-Local exam. : Class lists : Junior and Senior, boys ; Junior and Senior, girls ; Preliminary, boys and girls. Demy 8vo. 81x5), pp. 84, 88, 20, ea. 61. CAMB. UNIV. PR., Sep. 16",,,,CAMB. UNIV. PR.,,8vo.,"3 vols. IS. Cambridge University-Local exam. : Class lists : Junior and Senior, boys ; Junior and Senior, girls ; Preliminary, boys and girls. Demy 8vo. 81x5), pp. 84, 88, 20, ea. 61. CAMB. UNIV. PR., Sep. 16",,,,Sep. 16,1916,
1093,"CAMB. UNIV. PR., Nov. 16",,,,CAMB. UNIV. PR.,,,"CAMB. UNIV. PR., Nov. 16",,,,Nov. 16,1916,
1109,"Campbell (A.) see Cunning (Mrs. J.) and Campbell Campbell (Douglas)—The Puritan in Holland, England and America. 4th ed., rev. and cor. 8vo. 81 x 54, 7s. 6d. net ...HARPER, June 16",Campbell,A.,,HARPER,7s. 6d.,8vo.,"Campbell (A.) see Cunning (Mrs. J.) and Campbell Campbell (Douglas)—The Puritan in Holland, England and America. 4th ed., rev. and cor. 8vo. 81 x 54, 7s. 6d. net ...HARPER, June 16",A. Campbell,['Campbell (A.)'],,June 16,1916,net
1117,"Campbell (R. W.)--The Mixed Division (T.). Cr. 8vo. 8 X 5, pp. 320.6s. HUTCHINSON, Nov. 16",,,,HUTCHINSON,6s.,8vo.,"Campbell (R. W.)--The Mixed Division (T.). Cr. 8vo. 8 X 5, pp. 320.6s. HUTCHINSON, Nov. 16",,['Campbell (R. W.)--The Mixed Division (T.)'],,Nov. 16,1916,
1146,"58. net . 38. 6d. . Carlylo (R. W. and A. J.)-A History of mediæval political theory in the West. Vol. 3, Political theory from the tenth century to the thirteenth. 8vo. 9 x6, pp. 223, ros. 60. net BLACKWOOD, Jan, 16",,,,BLACKWOOD,,8vo.,"58. net . 38. 6d. . Carlylo (R. W. and A. J.)-A History of mediæval political theory in the West. Vol. 3, Political theory from the tenth century to the thirteenth. 8vo. 9 x6, pp. 223, ros. 60. net BLACKWOOD, Jan, 16",,,,"Jan, 16",1916,
1183,"Cathcart (Charles W.) see Caird (F. M.) and net .. (Eastbourne) BASKERVILLE PR., Aug. 16",Cathcart,Charles W.,,BASKERVILLE PR.,,,"Cathcart (Charles W.) see Caird (F. M.) and net .. (Eastbourne) BASKERVILLE PR., Aug. 16",Charles W. Cathcart,"['Cathcart (Charles W.)', '(Eastbourne)']",,Aug. 16,1916,
1185,"Casement, Sir Roger : character sketch, Redmond- C. GRIFFIN, Oct. 16",,,,C. GRIFFIN,,,"Casement, Sir Roger : character sketch, Redmond- C. GRIFFIN, Oct. 16",,,,Oct. 16,1916,
1187,"10+ x 8, 3s. 6d. net .SIMPKIN, Aug. 16",,,,SIMPKIN,3s. 6d.,,"10+ x 8, 3s. 6d. net .SIMPKIN, Aug. 16",,,,Aug. 16,1916,net
1189,"Cr. 8vo. 8 X 54, pp. 498, 6s. MURRAY, Mar. 16",,,,MURRAY,6s.,8vo.,"Cr. 8vo. 8 X 54, pp. 498, 6s. MURRAY, Mar. 16",,,,Mar. 16,1916,
1191,"BUTTERWORTH, May 16",,,,BUTTERWORTH,,,"BUTTERWORTH, May 16",,,,May 16,1916,
1192,"58. net ; bds. 3s. 6d. net CASSELL, Sep. 16",,,,CASSELL,3s. 6d.,,"58. net ; bds. 35. 6d. net CASSELL, Sep. 16",,,,Sep. 16,1916,net
1193,"CASSELL, May 16",,,,CASSELL,,,"CASSELL, May 16",,,,May 16,1916,
1195,"BURNS & O., Jan. 16",,,,BURNS & O.,,,"BURNS & O., Jan. 16",,,,Jan. 16,1916,
1196,"18mo. 53 x 41. pp. 192, limp is, net Catholic Social Yr. Bk., 1916, National recon- HODDER & S., Jan, 16",,,,HODDER & S.,,,"18mo. 53 x 41. pp. 192, limp is, net Catholic Social Yr. Bk., 1916, National recon- HODDER & S., Jan, 16",,,,"Jan, 16",1916,
1199,"18mo. 61 X 4, 7d. net Catholicism, Renewing of, Burton (S.) 2s. net ....FAITH PR., May 16",,,,FAITH PR.,2s.,,"18mo. 61 X 4, 7d. net Catholicism, Renewing of, Burton (S.) 25. net ....FAITH PR., May 16",,,,May 16,1916,net
1201,"74 x 5, pp. 283, 3s. 6d. CASSELL, Oct. 16",,,,CASSELL,3s. 6d.,,"74 x 5, pp. 283, 3s. 6d. CASSELL, Oct. 16",,,,Oct. 16,1916,
1203,"METHUEN, July 16",,,,METHUEN,,,"METHUEN, July 16",,,,July 16,1916,
1208,"GALE & P., Apr. 16",,,,GALE & P.,,,"GALE & P., Apr. 16",,,,Apr. 16,1916,
1209,"8vo. 7X41, pp. 100, is. net METHUEN, Feb. 16",,,,METHUEN,,,"8vo. 7X41, pp. 100, is. net METHUEN, Feb. 16",,,,Feb. 16,1916,
1495,"NELSON, Oct. 16",,,,NELSON,,,"NELSON, Oct. 16",,,,Oct. 16,1916,
1499,"Cooper (A. Heaton)-1sle of Wight: water- colours. 8vo. 9x67, 1s. net BLACK, Mar. 16",Cooper,A. Heaton,,BLACK,1s.,8vo.,"Cooper (A. Heaton)-Isle of Wight: water- colours. 8vo. 9x67, Is. net BLACK, Mar. 16",A. Heaton Cooper,['Cooper (A. Heaton)'],,Mar. 16,1916,net
1523,"R.T.S., Feb. 16",,,,R.T.S.,,,"R.T.S., Feb. 16",,,,Feb. 16,1916,
1532,"MACMILLAN, July 16",,,,MACMILLAN,,,"MACMILLAN, July 16",,,,July 16,1916,
1543,"net CHISWICK PR., June 16",,,,CHISWICK PR.,,,"net CHISWICK PR., June 16",,,,June 16,1916,
1576,"“ THE FIELD, Dec. 16",,,,THE FIELD,,,"“ THE FIELD, Dec. 16",,,,Dec. 16,1916,
1647,"(Liverpool) GLEDSDALE & JENNINGS, May 16",,,,GLEDSDALE & JENNINGS,,,"(Liverpool) GLEDSDALE & JENNINGS, May 16",,,,May 16,1916,
1651,"5s, net 3s. 6d. 3s. 6d. Dally readings for Lent: from the Bible and the Fathers gathered from the breviary. Ilmo. 64X41, pp. 78, is. 6d. net Soc. SS. PETER AND PAUL, Mar. 16",,,,SS. PETER AND PAUL,,,"5s, net 35. 6d. 35. 6d. Dally readings for Lent: from the Bible and the Fathers gathered from the breviary. Ilmo. 64X41, pp. 78, is. 6d. net Soc. SS. PETER AND PAUL, Mar. 16",,,,Mar. 16,1916,
1736,"Deaths from starvation or accelerated by privation WYMAN, Jan. 16",,,,WYMAN,,,"Deaths from starvation or accelerated by privation WYMAN, Jan. 16",,,,Jan. 16,1916,
1747,"WYMAN, Aug. 16",,,,WYMAN,,,"WYMAN, Aug. 16",,,,Aug. 16,1916,
1821,"2nd year. Pt. 3 108. Dickson (George S.)-A Nursery geography. 91 x 61, pp. 263, 3s. 6d. net. · JACK, Oct. 16",,,,JACK,,,"2nd year. Pt. 3 108. Dickson (George S.)-A Nursery geography. 91 x 61, pp. 263, 3s. 6d. net. · JACK, Oct. 16",,,,Oct. 16,1916,
1876,"Douglas romance, Sladen (D.) 6s. Doule (Sir James)—The Panjab, North-West Frontier Province and Kashmir. 2 maps, 150 illus. Cr. 8vo. 74 x 54, pp. 388, 6s, net. (Prov. Geog. of India) CAMB. UNIV. PR., Aug. 16","Douglas romance, Sladen",D.,,CAMB. UNIV. PR.,,8vo.,"Douglas romance, Sladen (D.) 6s. Doule (Sir James)—The Panjab, North-West Frontier Province and Kashmir. 2 maps, 150 illus. Cr. 8vo. 74 x 54, pp. 388, 6s, net. (Prov. Geog. of India) CAMB. UNIV. PR., Aug. 16","D. Douglas romance, Sladen","['Douglas romance, Sladen (D.)']",,Aug. 16,1916,
1972,"Eagar (Aimée e.)-Our heroes (1914-1916). Cr. 8vo. 7+ X 41, pp. 47, 2s. 6d. net ; swd. is. net E. MACDONALD, May 16",,,,E. MACDONALD,,8vo.,"Eagar (Aimée e.)-Our heroes (1914-1916). Cr. 8vo. 7+ X 41, pp. 47, 25. 6d. net ; swd. is. net E. MACDONALD, May 16",,['Eagar (Aimée e.)-Our heroes (1914-1916)'],,May 16,1916,
2074,"Etheridge (Herbert)--Barlock typewriter manual. (Group system of touch typewriting.) 100 x 8, pp. 97, 2s. PITMAN, Dec. 16",,,,PITMAN,2s.,,"Etheridge (Herbert)--Barlock typewriter manual. (Group system of touch typewriting.) 100 x 8, pp. 97, 25. PITMAN, Dec. 16",,['Etheridge (Herbert)--Barlock typewriter manual. (Group system of touch typewriting.)'],,Dec. 16,1916,
2125,"BLACKIE, Sep. 16",,,,BLACKIE,,,"BLACKIE, Sep. 16",,,,Sep. 16,1916,
2180,"net . CONSTABLE, Dec. 16",,,,CONSTABLE,,,"net . CONSTABLE, Dec. 16",,,,Dec. 16,1916,
2202,"net . MILFORD, A pr. 16",,,,MILFORD,,,"net . MILFORD, A pr. 16",,,,A pr. 16,1916,
2299,"Foster-Melliar (R. A.)-Poems (1916). 74 x64, 3s. 6d. net HUMPHREYS, July 16",,,,HUMPHREYS,3s. 6d.,,"Foster-Melliar (R. A.)-Poems (1916). 74 x64, 3s. 6d. net HUMPHREYS, July 16",,['Foster-Melliar (R. A.)-Poems (1916)'],,July 16,1916,net
2370,"UNIV. TUTOR. PR., May 16",,,,UNIV. TUTOR. PR.,,,"UNIV. TUTOR. PR., May 16",,,,May 16,1916,
2371,".. UNIV. TUTOR. PR., Aug. 16",,,,UNIV. TUTOR. PR.,,,".. UNIV. TUTOR. PR., Aug. 16",,,,Aug. 16,1916,
2526,"5s. net . . . . Port. Large Cr. 8vo. 8 X 51, pp. 332, vellum, .SMITH, E., May 16",,,,"SMITH, E.",,8vo.,"5s. net . . . . Port. Large Cr. 8vo. 8 X 51, pp. 332, vellum, .SMITH, E., May 16",,,,May 16,1916,
2530,"1918] 158. net Qladden (Washington)-Commencenient days : a bk. for graduates. Cr. 8vo. 7*4*, 5s. 6d. net MACMILLAN, May 16",,,,MACMILLAN,5s. 6d.,8vo.,"1918] 158. net Qladden (Washington)-Commencenient days : a bk. for graduates. Cr. 8vo. 7*4*, 5s. 6d. net MACMILLAN, May 16",,,,May 16,1916,net
2565,"CASSELL, Sep. 16",,,,CASSELL,,,"CASSELL, Sep. 16",,,,Sep. 16,1916,
2686,"71 x 8vo. a Grow (Edwin and Marion Sharpe)-Rambles in Australia. Cr. 8vo. 74 x 5, pp. 304, 6s. MILLS & B., Apr. 16",,,,MILLS & B.,6s.,8vo.,"71 x 8vo. a Grow (Edwin and Marion Sharpe)-Rambles in Australia. Cr. 8vo. 74 x 5, pp. 304, 6s. MILLS & B., Apr. 16",,,,Apr. 16,1916,
2764,"Hall (A. C. A.)- The Psalter : its growth, LONGMANS, May 16",Hall,A. C. A.,,LONGMANS,,,"Hall (A. C. A.)- The Psalter : its growth, LONGMANS, May 16",A. C. A. Hall,['Hall (A. C. A.)'],,May 16,1916,
2811,".DRANE, Nov. 16",,,,DRANE,,,".DRANE, Nov. 16",,,,Nov. 16,1916,
2884,"Hayes (B. J.) see Watt (A. F.) and Hayes, Hayes (Carlton J. H.)-A Political and social history of modern Europe. 2 vols. 8vo. 9x6. Vol. I, 8s. 6d. net ; Vol. 2, 1os. net MACMILLAN, Nov. 16",Hayes,B. J.,,MACMILLAN,,8vo.,"Hayes (B. J.) see Watt (A. F.) and Hayes, Hayes (Carlton J. H.)-A Political and social history of modern Europe. 2 vols. 8vo. 9x6. Vol. I, 8s. 6d. net ; Vol. 2, 1os. net MACMILLAN, Nov. 16",B. J. Hayes,['Hayes (B. J.)'],,Nov. 16,1916,
2913,"(Liverpool) ROCKLIFF BROS., July 16",,,,ROCKLIFF BROS.,,,"(Liverpool) ROCKLIFF BROS., July 16",,,,July 16,1916,
3156,".S.P.C.K., Mar. 16",,,,S.P.C.K.,,,".S.P.C.K., Mar. 16",,,,Mar. 16,1916,
3279,". 58. net I accise (J'accuse). By a German, Trans. by Alexander Gray. Re-issue. Cr. Svo. 8 X 5, pp. 446, 5s. net HODDER & S., May 16",,,,HODDER & S.,5s.,,". 58. net I accise (J'accuse). By a German, Trans. by Alexander Gray. Re-issue. Cr. Svo. 8 X 5, pp. 446, 5s. net HODDER & S., May 16",,,,May 16,1916,net
3281,"1dentification of the writer of the anonymous letter to Lord Monteagle in 160s. 4to. 11}x78, pp. 38, bds. 4s. 6d. net SIMPKIN, Apr. 16",,,,SIMPKIN,4s. 6d.,4to.,"Identification of the writer of the anonymous letter to Lord Monteagle in 1605. 4to. 11}x78, pp. 38, bds. 45. 6d. net SIMPKIN, Apr. 16",,,,Apr. 16,1916,net
3311,"GALL & I., July 16",,,,GALL & I.,,,"GALL & I., July 16",,,,July 16,1916,
3318,"Inner life, Jones (R. M.) 3s. 6d, net. .Dec. 10 Innes (J. W. Brodie-) see Brodie-Innes. Innes (Mary)-Chasing the blue bird. 18mo. 7x4, pp. 120, 3s. 6d. net .. METHUEN, Nov. 16","Inner life, Jones",R. M.,,METHUEN,3s. 6d.,18mo.,"Inner life, Jones (R. M.) 35. 6d, net. .Dec. 10 Innes (J. W. Brodie-) see Brodie-Innes. Innes (Mary)-Chasing the blue bird. 18mo. 7x4, pp. 120, 3s. 6d. net .. METHUEN, Nov. 16","R. M. Inner life, Jones","['Inner life, Jones (R. M.)']",,Nov. 16,1916,net
3327,"WYMAN, Jan., etc., 16",,,,WYMAN,,,"WYMAN, Jan., etc., 16",,,,"Jan., etc., 16",1916,
3331,"38. net International Lessons : pocket notes for 1917. By W. D. Bavin. 32mo. 54 x3, pp. 160, rod. net, Ith. 1s. 3d. net, interleaved is. 9d. net S.S.U., Oct. 16",,,,S.S.U.,9d.,32mo.,"38. net International Lessons : pocket notes for 1917. By W. D. Bavin. 32mo. 54 x3, pp. 160, rod. net, Ith. Is. 3d. net, interleaved is. 9d. net S.S.U., Oct. 16",,,,Oct. 16,1916,net
3338,"Ireland (Congested Districts Bd. for)-24th Rpt., for 1915-16. 4d. . WYMAN, Oct. 16",Ireland,Congested Districts Bd. for,,WYMAN,4d.,,"Ireland (Congested Districts Bd. for)-24th Rpt., for 1915-16. 4d. . WYMAN, Oct. 16",Congested Districts Bd. for Ireland,['Ireland (Congested Districts Bd. for)'],,Oct. 16,1916,
3342,"7d.. WYMAN, Mar. 16",,,,WYMAN,7d.,,"7d.. WYMAN, Mar. 16",,,,Mar. 16,1916,
3348,"itd. .WYMAN, Feb. 16",,,,WYMAN,,,"itd. .WYMAN, Feb. 16",,,,Feb. 16,1916,
3361,"I. PITMAN, Feb. 16",,,,I. PITMAN,,,"I. PITMAN, Feb. 16",,,,Feb. 16,1916,
3431,"net g......: JEWISH CHRONICLE, Mar, 16",,,,JEWISH CHRONICLE,,,"net g......: JEWISH CHRONICLE, Mar, 16",,,,"Mar, 16",1916,
3450,"Johnson (Theodore) —The Choirmaster and organist's ready reference register and kalendar, YEAR BOOK PRESS, Jan. 16",,,,YEAR BOOK PRESS,,,"Johnson (Theodore) —The Choirmaster and organist's ready reference register and kalendar, YEAR BOOK PRESS, Jan. 16",,,,Jan. 16,1916,
3469,"net CASSELL, Mar. 16",,,,CASSELL,,,"net CASSELL, Mar. 16",,,,Mar. 16,1916,
3472,"MACMILLAN, Feb. 16",,,,MACMILLAN,,,"MACMILLAN, Feb. 16",,,,Feb. 16,1916,
3484,"Jones (P. C. Varrier-) see Varrier-Jones, Jones (Paul Fortier)—With Serbia into exile. 8vo. 8* X 51, pp. 447, 6s. net MELROSE, Dec. 16",Jones,P. C. Varrier-,,MELROSE,6s.,,"Jones (P. C. Varrier-) see Varrier-Jones, Jones (Paul Fortier)—With Serbia into exile. 8vo. 8* X 51, pp. 447, 6s. net MELROSE, Dec. 16",P. C. Varrier- Jones,['Jones (P. C. Varrier-)'],,Dec. 16,1916,net
3489,"net . JORDAN, June 16",,,,JORDAN,,,"net . JORDAN, June 16",,,,June 16,1916,
3492,"CƯRTIS BROWN, Sep. 16",,,,RTIS BROWN,,,"CƯRTIS BROWN, Sep. 16",,,,Sep. 16,1916,
3682,"MACMILLAN, Feb. 16",,,,MACMILLAN,,,"MACMILLAN, Feb. 16",,,,Feb. 16,1916,
