,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
290,"Balz (A. G. A.)--1dea and essence in the philoso- phies of Hobbes and Spinoza. Med. 8vo. 9 X6, pp. 86, swd. 4s. 6d. net (Archives of philosophy) .MILFORD, May '18",Balz,A. G. A.,,MILFORD,4s. 6d.,8vo.,"Balz (A. G. A.)--Idea and essence in the philoso- phies of Hobbes and Spinoza. Med. 8vo. 9 X6, pp. 86, swd. 45. 6d. net (Archives of philosophy) .MILFORD, May '18",A. G. A. Balz,['Balz (A. G. A.)'],,May '18,1918,net
361,"59. net a Mi 5X6, pp 227, ss . i Batoman (Charles T.) U-boat devilry : illus. trating the heroism and endurance of merchant seamen. Cr. 8vo. 71 x 5, pp. 192, 3s. 6d. net HODDER & S., Nov. '18",,,,HODDER & S.,3s. 6d.,8vo.,"59. net a Mi 5X6, pp 227, ss . i Batoman (Charles T.) U-boat devilry : illus. trating the heroism and endurance of merchant seamen. Cr. 8vo. 71 x 5, pp. 192, 35. 6d. net HODDER & S., Nov. '18",,,,Nov. '18,1918,net
391,"158. net. Cr. Bedford (Herbert)—The Heroines of George Meredith. Illus. Fol. 15s. net HOODIR &S, Jan '18",,,,HOODIR &S,15s.,,"158. net. Cr. Bedford (Herbert)—The Heroines of George Meredith. Illus. Fol. 155. net HOODIR &S, Jan '18",,,,Jan '18,1918,net
394,"Beech (Mervyn W. H.)-4ils to the :tudy of Ki. Stralili : fons tvlies. Comp. annil ann. tatar by M. W. H. B. 8vo. 6s. net K. PAUL, Apr.'18",Beech,Mervyn W. H.,,K. PAUL,6s.,8vo.,"Beech (Mervyn W. H.)-4ils to the :tudy of Ki. Stralili : fons tvlies. Comp. annil ann. tatar by M. W. H. B. 8vo. 6s. net K. PAUL, Apr.'18",Mervyn W. H. Beech,['Beech (Mervyn W. H.)'],,Apr.'18,1918,net
420,"5s. net a Belloc (Hilaire) --The Free press. Cr. 8vo. 7} X 5, Bentinck (Henry)—Tory democracy. Cr. 8vo. DN. 10., 2s. 61. nat...... ALLEN & U., Fcb. '18",,,,ALLEN & U.,,8vo.,"55. net a Belloc (Hilaire) --The Free press. Cr. 8vo. 7} X 5, Bentinck (Henry)—Tory democracy. Cr. 8vo. DN. 10., 25. 61. nat...... ALLEN & U., Fcb. '18",,,,Fcb. '18,1918,
421,"7X41, pp. 139, 3s. 6d. net ..METHUEN, Dec. '18",,,,METHUEN,3s. 6d.,,"7X41, pp. 139, 35. 6d. net ..METHUEN, Dec. '18",,,,Dec. '18,1918,net
423,"UNWIN, Aug. '18",,,,UNWIN,,,"UNWIN, Aug. '18",,,,Aug. '18,1918,
428,"ton-Jones (M. E.) 12s. 6d. net........May '18 Berger (Marcel and Maude)-The Secret of the Benisty (Mme. Athanassio-) See Athanassio- Marne : how Sergeant Fritsch saved France. Benisły. Cr. 8vo. 71 x 5, pp. 367, 6s, net PUTNAM, June '18",ton-Jones,M. E.,,PUTNAM,6s.,8vo.,"ton-Jones (M. E.) 125. 6d. net........May '18 Berger (Marcel and Maude)-The Secret of the Benisty (Mme. Athanassio-) See Athanassio- Marne : how Sergeant Fritsch saved France. Benisły. Cr. 8vo. 71 x 5, pp. 367, 6s, net PUTNAM, June '18",M. E. ton-Jones,['ton-Jones (M. E.)'],,June '18,1918,net
430,"od. net .....C. GOODALL & SON, Feb. '18",,,,C. GOODALL & SON,,,"od. net .....C. GOODALL & SON, Feb. '18",,,,Feb. '18,1918,
432,"Cr. 8vo. 7 X 5, pp. 328, 6s. net Berkshire, Agriculturi ini, UI11d. vi. vu.bet CASSELL, Anr. '18",,,,CASSELL,,8vo.,"Cr. 8vo. 7 X 5, pp. 328, 6s. net Berkshire, Agriculturi ini, UII Id. vi. vu.bet CASSELL, Anr. '18",,,,Anr. '18,1918,
437,"8vo. pp. 72 WESTMINSTER PR., May '18",,,,WESTMINSTER PR.,,,"8vo. pp. 72 WESTMINSTER PR., May '18",,,,May '18,1918,
439,"10 X 6), pp. 32, 4s. net KINGSGATE PR., July '18 Bernhardi (Friedrich von, Gen.)-Germany and the next war. Tr. by Allen H. Fowles. 25th Benson (1. C.) ed.-- Cambridge essays on educa. impr. Cr. 8vo. 7*X 5, pp. 288, 5s. net tion. Intro. by the Rt. Hon. Viscount Pryce. E. ARNOLD, Aug. '18",,,,E. ARNOLD,,8vo.,"10 X 6), pp. 32, 45. net KINGSGATE PR., July '18 Bernhardi (Friedrich von, Gen.)-Germany and the next war. Tr. by Allen H. Fowles. 25th Benson (1. C.) ed.-- Cambridge essays on educa. impr. Cr. 8vo. 7*X 5, pp. 288, 55. net tion. Intro. by the Rt. Hon. Viscount Pryce. E. ARNOLD, Aug. '18",,,,Aug. '18,1918,
441,"8vo. 7} 5, pp. 268, ss. net Berriman (Algernon E.)-Acronautics. 81x51, HODDER & S., Jan. '18",,,,HODDER & S.,,,"8vo. 7} 5, pp. 268, ss. net Berriman (Algernon E.)-Acronautics. 81x51, HODDER & S., Jan. '18",,,,Jan. '18,1918,
447,"HODDER & S., Nov.'18",,,,HODDER & S.,,,"HODDER & S., Nov.'18",,,,Nov.'18,1918,
449,"NELSON, Oct. '18",,,,NELSON,,,"NELSON, Oct. '18",,,,Oct. '18,1918,
451,"71 *5), pp. 60, 3s. 6d. net MACMILLAN, June '18",,,,MACMILLAN,3s. 6d.,,"71 *5), pp. 60, 35. 6d. net MACMILLAN, June '18",,,,June '18,1918,net
633,"3s. net .LONGMANS, Jan. '18 Briquetting, H1dbk. of, Franke (G.) 15s. net Brereton (F. S , Capt.)---Under Foch's command : May 'is a tale of the Americans in France Cr 8vo. Briscoe (Walter A.) and Stannard (H. Russell) -- 7} X 5, 4s. 6d. net BLACKJE, Nov. '18",,,,BLACKJE,4s. 6d.,8vo.,"3s. net .LONGMANS, Jan. '18 Briquetting, HIdbk. of, Franke (G.) 155. net Brereton (F. S , Capt.)---Under Foch's command : May 'is a tale of the Americans in France Cr 8vo. Briscoe (Walter A.) and Stannard (H. Russell) -- 7} X 5, 4s. 6d. net BLACKJE, Nov. '18",,,,Nov. '18,1918,net
635,"Bri-tol (Bp. of) see Nickson (G.) 348, 1os. 6d. net... ..UNWIX, Dec. '18",Bri-tol,Bp. of,,UNWIX,6d.,,"Bri-tol (Bp. of) see Nickson (G.) 348, 1os. 6d. net... ..UNWIX, Dec. '18",Bp. of Bri-tol,['Bri-tol (Bp. of)'],,Dec. '18,1918,net
640,"1485 A.D., Sarson (M.) 28. Bk. 2, 1485-1688, Bre wers' almanack and wine and spirit trade Sarson (M.) 28. 3d. Bk. 3, 1689-1815, Hanson manual, 1918. 91.X64, pp. 238, 5s. net (L.) 2s. 6d. Bk. 4, 1815-1914, Hanson (L.) (Brewers' Soc.) REVIEW PR., Apr. '18","1485 A.D., Sarson",M.,,REVIEW PR.,,,"1485 A.D., Sarson (M.) 28. Bk. 2, 1485-1688, Bre wers' almanack and wine and spirit trade Sarson (M.) 28. 3d. Bk. 3, 1689-1815, Hanson manual, 1918. 91.X64, pp. 238, 5s. net (L.) 2s. 6d. Bk. 4, 1815-1914, Hanson (L.) (Brewers' Soc.) REVIEW PR., Apr. '18","M. 1485 A.D., Sarson","['1485 A.D., Sarson (M.)']",,Apr. '18,1918,
641,"METHUEN, May '18",,,,METHUEN,,,"METHUEN, May '18",,,,May '18,1918,
643,"MURRAY, Aug. '18",,,,MURRAY,,,"MURRAY, Aug. '18",,,,Aug. '18,1918,
684,"Brown (Haydn)-Advanced suggestion (neuro- induction). Cr. 8vo. 71 x 5, pp. 350, 7s. 6d. net BAILLIERE, Nov '18",,,,BAILLIERE,7s. 6d.,8vo.,"Brown (Haydn)-Advanced suggestion (neuro- induction). Cr. 8vo. 71 x 5, pp. 350, 75. 6d. net BAILLIERE, Nov '18",,['Brown (Haydn)-Advanced suggestion (neuro- induction)'],,Nov '18,1918,net
728,"Bryson (William)—1deals lost awhile. 71 x 5, pp. 41, is. (Wishaw : 14, Hill St.) GRIERSON & BLAKE, July '18",Bryson,William,,GRIERSON & BLAKE,,,"Bryson (William)—Ideals lost awhile. 71 x 5, pp. 41, is. (Wishaw : 14, Hill St.) GRIERSON & BLAKE, July '18",William Bryson,['Bryson (William)'],,July '18,1918,
764,"Burney (C. F.) see Emmet (C. W'.) and Burncy. Bums (J. A.-Useful engineers' constants for the slide rule. 2nd ed. 8vo. pp. 36, is. net (Glasgow : 170, Hope St.) AUTHOR ; P. MARSHALL, Jan. '18",Burney,C. F.,,P. MARSHALL,,,"Burney (C. F.) see Emmet (C. W'.) and Burncy. Bums (J. A.-Useful engineers' constants for the slide rule. 2nd ed. 8vo. pp. 36, is. net (Glasgow : 170, Hope St.) AUTHOR ; P. MARSHALL, Jan. '18",C. F. Burney,"['Burney (C. F.)', 'net (Glasgow : 170, Hope St.)']",,Jan. '18,1918,
792,"H. MARSHALL, Oct. '18",,,,H. MARSHALL,,,"H. MARSHALL, Oct. '18",,,,Oct. '18,1918,
861,"Canterbury (Archbishop of) see Davidson (R. T.) Canterbury, Convocation of-Purity of Life, Jt. Ctte. on : ist report. 8** 5), pp. 5, id. net S.P.C.K., Mar. '18",Canterbury,Archbishop of,,S.P.C.K.,,,"Canterbury (Archbishop of) see Davidson (R. T.) Canterbury, Convocation of-Purity of Life, Jt. Ctte. on : ist report. 8** 5), pp. 5, id. net S.P.C.K., Mar. '18",Archbishop of Canterbury,['Canterbury (Archbishop of)'],,Mar. '18,1918,
867,"Cappe (Lucas) see Mann (H.) Capper (John Brainerd)-Twenty-five trifles in verse. Cr. 8vo. 71 x 5$, pp. 52, 2s, 6d. net CHATTO & W., Apr. '18",Cappe,Lucas,,CHATTO & W.,2s. 6d.,8vo.,"Cappe (Lucas) see Mann (H.) Capper (John Brainerd)-Twenty-five trifles in verse. Cr. 8vo. 71 x 5$, pp. 52, 2s, 6d. net CHATTO & W., Apr. '18",Lucas Cappe,['Cappe (Lucas)'],,Apr. '18,1918,net
877,"Carless (Albert) see Rose (William) and Carless (A.) Carling (Julia Rose) and others—Through play to understanding: hints to teachers of junior co-operative classes. 8vo. pp. 98, is. 6d. net CO-OPERATIVE UNION, LTD., July '18",Carless,Albert,,"CO-OPERATIVE UNION, LTD.",6d.,,"Carless (Albert) see Rose (William) and Carless (A.) Carling (Julia Rose) and others—Through play to understanding: hints to teachers of junior co-operative classes. 8vo. pp. 98, is. 6d. net CO-OPERATIVE UNION, LTD., July '18",Albert Carless,['Carless (Albert)'],,July '18,1918,net
897,"Carter (G. R.) see Houghton (H. W.) and Carter, Carter (H. R.)-Flax: its cultivation and prepara- tion for market. 8vo. 81x55, pp. 92, swd. 3s. 6d. net . BALE, July '18",Carter,G. R.,,BALE,3s. 6d.,,"Carter (G. R.) see Houghton (H. W.) and Carter, Carter (H. R.)-Flax: its cultivation and prepara- tion for market. 8vo. 81x55, pp. 92, swd. 35. 6d. net . BALE, July '18",G. R. Carter,['Carter (G. R.)'],,July '18,1918,net
924,"Caunter (J. A. L., Capt.)—13 days : the chronicle of an escape from a German prison. Illus. Cr. 8vo. 78 X 5, pp. 239, 4s. 6d. net G. BELL, Oct. '18",Caunter,"J. A. L., Capt.",,G. BELL,4s. 6d.,8vo.,"Caunter (J. A. L., Capt.)—13 days : the chronicle of an escape from a German prison. Illus. Cr. 8vo. 78 X 5, pp. 239, 4s. 6d. net G. BELL, Oct. '18","J. A. L., Capt. Caunter","['Caunter (J. A. L., Capt.)']",,Oct. '18,1918,net
954,"Chatrian (Alexandre) see Erckmann (E.) and Ciatrian. Chatterbox Annual. Ryl. 8vo. 10 X 7), pp. 412, cith. bds. 78. 6d. net, p. bds. 6s, net GARDNER, DARTON, Nov. '18",Chatrian,Alexandre,,"GARDNER, DARTON",6s.,,"Chatrian (Alexandre) see Erckmann (E.) and Ciatrian. Chatterbox Annual. Ryl. 8vo. 10 X 7), pp. 412, cith. bds. 78. 6d. net, p. bds. 6s, net GARDNER, DARTON, Nov. '18",Alexandre Chatrian,['Chatrian (Alexandre)'],,Nov. '18,1918,net
988,"Church temporalities («Vales) —3rd Report, 1917. id. H.M. STATIONERY OFF., Feb '18",Church temporalities,«Vales,,H.M. STATIONERY OFF.,,,"Church temporalities («Vales) —3rd Report, 1917. id. H.M. STATIONERY OFF., Feb '18",«Vales Church temporalities,['Church temporalities («Vales)'],,Feb '18,1918,
1007,"75 X 5, pp. 139, 2s, 6d. net FAITH PR., Nov. '18",,,,FAITH PR.,2s. 6d.,,"75 X 5, pp. 139, 2s, 6d. net FAITH PR., Nov. '18",,,,Nov. '18,1918,net
1010,"CONSTABLE, Mar. '18",,,,CONSTABLE,,,"CONSTABLE, Mar. '18",,,,Mar. '18,1918,
1012,"...DENT, July '18",,,,DENT,,,"...DENT, July '18",,,,July '18,1918,
1014,"Cr. 8vo. Clergy and laty, Pounder (R. W.) 3s. ou. net 7* * 5, pp. 313, 6s. net. . HEINEMANN, Jan. '18",,,,HEINEMANN,6s.,8vo.,"Cr. 8vo. Clergy and laty, Pounder (R. W.) 35. ou. net 7* * 5, pp. 313, 6s. net. . HEINEMANN, Jan. '18",,,,Jan. '18,1918,net
1019,"Cr. 8vo. 78 x 5, pp. 237, 5s. net LONGMANS, Jan. '18",,,,LONGMANS,5s.,8vo.,"Cr. 8vo. 78 x 5, pp. 237, 5s. net LONGMANS, Jan. '18",,,,Jan. '18,1918,net
1021,"PITMAN, June '18",,,,PITMAN,,,"PITMAN, June '18",,,,June '18,1918,
1023,"28. od. net . MURRAY, Aug. '18",,,,MURRAY,,,"28. od. net . MURRAY, Aug. '18",,,,Aug. '18,1918,
1024,"HODDER & S., June '18",,,,HODDER & S.,,,"HODDER & S., June '18",,,,June '18,1918,
1026,"WATTS, May '18",,,,WATTS,,,"WATTS, May '18",,,,May '18,1918,
1110,"Compton-Rickett (Arthur) see also Hake (T.) and Compton-Rickett Comrie (John Dixon)—Black's Medical dictionary. 6th ed. 8vo. pp. 876, 128. 6d. net BLACK, Sep.'18",Compton-Rickett,Arthur,,BLACK,6d.,8vo.,"Compton-Rickett (Arthur) see also Hake (T.) and Compton-Rickett Comrie (John Dixon)—Black's Medical dictionary. 6th ed. 8vo. pp. 876, 128. 6d. net BLACK, Sep.'18",Arthur Compton-Rickett,['Compton-Rickett (Arthur)'],,Sep.'18,1918,net
1121,"id. H.M. STATIONERY OFF., Jan. '18",,,,H.M. STATIONERY OFF.,,,"id. H.M. STATIONERY OFF., Jan. '18",,,,Jan. '18,1918,
1126,"18mo. 9d. HUTCHINSON, Aug. '18",,,,HUTCHINSON,9d.,,"18mo. 9d. HUTCHINSON, Aug. '18",,,,Aug. '18,1918,
1127,"8vo. pp. 24, swd. 6d. net..R. BANKS, Oct. '18",,,,R. BANKS,6d.,,"8vo. pp. 24, swd. 6d. net..R. BANKS, Oct. '18",,,,Oct. '18,1918,net
1129,"talks) . MILFORD, Jan. '18",,,,MILFORD,,,"talks) . MILFORD, Jan. '18",,,,Jan. '18,1918,
1131,"JARROLD, Sep. '18",,,,JARROLD,,,"JARROLD, Sep. '18",,,,Sep. '18,1918,
1136,"R. SCOTT, Oct. '18",,,,R. SCOTT,,,"R. SCOTT, Oct. '18",,,,Oct. '18,1918,
1170,"Courtney (Lord, of Penwith)--The Diary of a MACMILLAN, Nov. '18",Courtney,"Lord, of Penwith",,MACMILLAN,,,"Courtney (Lord, of Penwith)--The Diary of a MACMILLAN, Nov. '18","Lord, of Penwith Courtney","['Courtney (Lord, of Penwith)']",,Nov. '18,1918,
1218,"Croisilles (Henry) see Malherbe (H.) Croker (B. M.)—Bridget. Cr. 8vo. 78 x 5, pp. 296, 6s.net .. HUTCHINSON, Aug.'18",Croisilles,Henry,,HUTCHINSON,6s.,8vo.,"Croisilles (Henry) see Malherbe (H.) Croker (B. M.)—Bridget. Cr. 8vo. 78 x 5, pp. 296, 6s.net .. HUTCHINSON, Aug.'18",Henry Croisilles,['Croisilles (Henry)'],,Aug.'18,1918,net
1233,"Crowther (E. Philpot-) see Philpot-Crowther, Crowther (J. A.)--The Life and discoveries of Michael Faraday. Cr. 8vo. 71 x 44, pp. 72, 2s, net, swd. is. net (Pioneers of progress : Men of science) .S.P.C.K., Nov. '18",Crowther,E. Philpot-,,S.P.C.K.,,8vo.,"Crowther (E. Philpot-) see Philpot-Crowther, Crowther (J. A.)--The Life and discoveries of Michael Faraday. Cr. 8vo. 71 x 44, pp. 72, 2s, net, swd. is. net (Pioneers of progress : Men of science) .S.P.C.K., Nov. '18",E. Philpot- Crowther,['Crowther (E. Philpot-)'],,Nov. '18,1918,
1275,"Danes Abbey, Gerard (M.) 6s. net D'Anethan (Baroness Albert)--Her mother's blood. Cr. 8vo. 71 x 41, pp. 255, 6s. 9d. net SKEFFINGTON, Dcc. '18","Danes Abbey, Gerard",M.,,SKEFFINGTON,6s. 9d.,8vo.,"Danes Abbey, Gerard (M.) 6s. net D'Anethan (Baroness Albert)--Her mother's blood. Cr. 8vo. 71 x 41, pp. 255, 6s. 9d. net SKEFFINGTON, Dcc. '18","M. Danes Abbey, Gerard","['Danes Abbey, Gerard (M.)']",,Dcc. '18,1918,net
1309,"KIMPTON, Feb.'18",,,,KIMPTON,,,"KIMPTON, Feb.'18",,,,Feb.'18,1918,
1312,"Cr. 8vo. 71 x 5, pp. 75, 28. 6d. net, swd. is. 6d. Davis (Owen)-Let him come and let him look : net .MOWBRAY, Oct. '18",,,,MOWBRAY,,8vo.,"Cr. 8vo. 71 x 5, pp. 75, 28. 6d. net, swd. is. 6d. Davis (Owen)-Let him come and let him look : net .MOWBRAY, Oct. '18",,,,Oct. '18,1918,
1315,"....MILFORD, Apr. '18",,,,MILFORD,,,"....MILFORD, Apr. '18",,,,Apr. '18,1918,
1316,"8vo. 71 x 5, pp. 319, 78. net....LONG, Oct. '18",,,,LONG,,,"8vo. 71 x 5, pp. 319, 78. net....LONG, Oct. '18",,,,Oct. '18,1918,
1319,"HODDER & S., Apr. '18",,,,HODDER & S.,,,"HODDER & S., Apr. '18",,,,Apr. '18,1918,
1321,"LANE, June '18",,,,LANE,,,"LANE, June '18",,,,June '18,1918,
1324,"Death, Mystery of, and the two resurrections, ALLEN & U., Jan. '18",,,,ALLEN & U.,,,"Death, Mystery of, and the two resurrections, ALLEN & U., Jan. '18",,,,Jan. '18,1918,
1325,"ALLEN & C., Jan. '18",,,,ALLEN & C.,,,"ALLEN & C., Jan. '18",,,,Jan. '18,1918,
1326,"8vo. 7* X5, pp. 304, 6s. net HEINEMANN, June '18",,,,HEINEMANN,6s.,,"8vo. 7* X5, pp. 304, 6s. net HEINEMANN, June '18",,,,June '18,1918,net
1332,"HODDER & S., Dec. '18",,,,HODDER & S.,,,"HODDER & S., Dec. '18",,,,Dec. '18,1918,
1334,"Ryl. 8vo. swd. is. net ..LONGMANS, Jan. '18",,,,LONGMANS,,8vo.,"Ryl. 8vo. swd. is. net ..LONGMANS, Jan. '18",,,,Jan. '18,1918,
1335,".DEAN, Jan, '18",,,,DEAN,,,".DEAN, Jan, '18",,,,"Jan, '18",1918,
1336,"DEAN, Mar. '18",,,,DEAN,,,"DEAN, Mar. '18",,,,Mar. '18,1918,
1337,"DEAN, Jan. '18",,,,DEAN,,,"DEAN, Jan. '18",,,,Jan. '18,1918,
1371,"De Normann (Beatrice) and Colmore (G.)---Ethics of education, THEOSOPHICAL PUBG. HOUSE, Nov.'18",De Normann,Beatrice,,THEOSOPHICAL PUBG. HOUSE,,,"De Normann (Beatrice) and Colmore (G.)---Ethics of education, THEOSOPHICAL PUBG. HOUSE, Nov.'18",Beatrice De Normann,"['De Normann (Beatrice)', 'Colmore (G.)']",,Nov.'18,1918,
1395,"Dilling (Walter J.) see Bruce (J. M.) and Dilling Dillon (E. J.)-The Eclipse of Russia. 8vo. 9x6, pp. 420, 1hs. net DENT, May '18",Dilling,Walter J.,,DENT,,,"Dilling (Walter J.) see Bruce (J. M.) and Dilling Dillon (E. J.)-The Eclipse of Russia. 8vo. 9x6, pp. 420, 1hs. net DENT, May '18",Walter J. Dilling,['Dilling (Walter J.)'],,May '18,1918,
1494,"5s. net . Duncan (Joseph, Rev. Canon)-Popular hymns, their authors and teaching. 5th ed. Cr. 8vo. 73 X 5, pp. 336, 58. net . SKEFFINGTON, Aug.'18",,,,SKEFFINGTON,,8vo.,"55. net . Duncan (Joseph, Rev. Canon)-Popular hymns, their authors and teaching. 5th ed. Cr. 8vo. 73 X 5, pp. 336, 58. net . SKEFFINGTON, Aug.'18",,,,Aug.'18,1918,
1766,"Fletcher (Byers)-Drifting (with Browne). Illus. Cr. 8vo. 74 x 5, pp. 275, 6s. net HEINEMANN, Jan. '18",,,,HEINEMANN,6s.,8vo.,"Fletcher (Byers)-Drifting (with Browne). Illus. Cr. 8vo. 74 x 5, pp. 275, 6s. net HEINEMANN, Jan. '18",,['Fletcher (Byers)-Drifting (with Browne)'],,Jan. '18,1918,net
1787,"3s. 6d. an 24s. net iš address. 74% 48, pp. 16, 3d. net Food (Ministry of)-Food (Supply and production) Forbes (F. A.)-St. Hugh of Lincoln. 7x44, pp. manual. ist enl. ed., rev. to Oct. 21, 1917. 125, is. 3d. net (Standard bearers of the Falth) H.M. STATIONERY OFF., Mar. '18",,,,H.M. STATIONERY OFF.,3d.,,"35. 6d. an 24s. net iš address. 74% 48, pp. 16, 3d. net Food (Ministry of)-Food (Supply and production) Forbes (F. A.)-St. Hugh of Lincoln. 7x44, pp. manual. ist enl. ed., rev. to Oct. 21, 1917. 125, is. 3d. net (Standard bearers of the Falth) H.M. STATIONERY OFF., Mar. '18",,,,Mar. '18,1918,net
1788,"WASHBOURNE, Jan. '18",,,,WASHBOURNE,,,"WASHBOURNE, Jan. '18",,,,Jan. '18,1918,
1794,"SIMPKIN, Sep. '18",,,,SIMPKIN,,,"SIMPKIN, Sep. '18",,,,Sep. '18,1918,
1796,"net .HEINEMANN, May '18",,,,HEINEMANN,,,"net .HEINEMANN, May '18",,,,May '18,1918,
1798,"S.P.C.K., Apr. '18",,,,S.P.C.K.,,,"S.P.C.K., Apr. '18",,,,Apr. '18,1918,
1800,"net .S.P.C.K., Jan. '18",,,,S.P.C.K.,,,"net .S.P.C.K., Jan. '18",,,,Jan. '18,1918,
1802,"CASSELI, Sep. '18",,,,CASSELI,,,"CASSELI, Sep. '18",,,,Sep. '18,1918,
1804,"WASHBOURNE, Oct. '18",,,,WASHBOURNE,,,"WASHBOURNE, Oct. '18",,,,Oct. '18,1918,
1899,"1892-22 August, 1917. 78 x 5, pp. 64, 1s. 6d. Garden cities : Nothing gained by overcrowding, net .CHISWICK PR., Oct. '18",,,,CHISWICK PR.,,,"1892-22 August, 1917. 78 x 5, pp. 64, Is. 6d. Garden cities : Nothing gained by overcrowding, net .CHISWICK PR., Oct. '18",,,,Oct. '18,1918,
1901,"R. BANKS, July '18",,,,R. BANKS,,,"R. BANKS, July '18",,,,July '18,1918,
1903,"MILFORD, Oct. '18",,,,MILFORD,,,"MILFORD, Oct. '18",,,,Oct. '18,1918,
1904,"Cr. 8vo. swd. 1s. 6d. net ....K. PAUL, July '18",,,,K. PAUL,1s. 6d.,8vo.,"Cr. 8vo. swd. Is. 6d. net ....K. PAUL, July '18",,,,July '18,1918,net
1906,"8vo. 71 X 5, pp. 291, 5s, net ..UNWIN, May '18",,,,UNWIN,5s.,,"8vo. 71 X 5, pp. 291, 5s, net ..UNWIN, May '18",,,,May '18,1918,net
1911,"LLOYDS, Mar. '18",,,,LLOYDS,,,"LLOYDS, Mar. '18",,,,Mar. '18,1918,
1914,"E. MACDONALD, Apr. '18",,,,E. MACDONALD,,,"E. MACDONALD, Apr. '18",,,,Apr. '18,1918,
1917,"71 X 5, pp. 78, 2s. 6d. net ..S.P.C.K., Oct. '18",,,,S.P.C.K.,2s. 6d.,,"71 X 5, pp. 78, 25. 6d. net ..S.P.C.K., Oct. '18",,,,Oct. '18,1918,net
1927,"Gee (Joseph)—1saacs : some chapters in the life of David 1saacs, general merchant, Cr. 8vo. 71 x 44, pp. 315, 63. net...... JENKINS, Oct. '18",Gee,Joseph,,JENKINS,,8vo.,"Gee (Joseph)—Isaacs : some chapters in the life of David Isaacs, general merchant, Cr. 8vo. 71 x 44, pp. 315, 63. net...... JENKINS, Oct. '18",Joseph Gee,['Gee (Joseph)'],,Oct. '18,1918,
