entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
"American revolution, Beginnings of, Chase (E.) 25s. net .Feb. II American securities, Obsolete. Vol. 2. 20s, net Oct. II American society: As I remember, Gouvernour (M.) 78. 6d, net... ...Oct. II American Sociological Society-Fifth annual meeting, papers and proceedings. Cr. 8vo. swd. 6s. net CAMB. UNIV. PRESS, Oct. II American text-book of operative dentistry; in contributions by eminent authorities. 4th edit., rev. and enlarged. 8vo., 26s. net H. KIMPTON, Nov. II American towns, Cost of living in (post free), 5s. 7d. WYMAN, Apr. 11",,,"American revolution, Beginnings of, Chase (E.)",WYMAN,5s. 7d.,0.2791666666666667,8vo.,"American revolution, Beginnings of, Chase (E.) 255. net .Feb. II American securities, Obsolete. Vol. 2. 20s, net Oct. II American society: As I remember, Gouvernour (M.) 78. 6d, net... ...Oct. II American Sociological Society-Fifth annual meeting, papers and proceedings. Cr. 8vo. swd. 6s. net CAMB. UNIV. PRESS, Oct. II American text-book of operative dentistry; in contributions by eminent authorities. 4th edit., rev. and enlarged. 8vo., 265. net H. KIMPTON, Nov. II American towns, Cost of living in (post free), 5s. 7d. WYMAN, Apr. 11",,,,Apr. 11,
"Among the hills, Farrer (R.) 1os. 6d. net.. Oct. II Among the idolmakers, Jacks (L. P.) 5s. net - Nov. II Amphibious wars, Aston (G. G.) 1os. 6d. net Jan. II Amschewitz (J. H.)- Everyman, 42s., 52s. 6d. net Oct. II Amurath to Amurath, Bell (G. L.) 16s, net Jan, II Amusements, Indoor, Manson (J. A.) 3s. 60. Νου. ΙΙ Amyot (Jacques)—Deux vies parallèles (Plutarch]. 12mo., pp. 180, 1s, net........ .DENT, May 11",,,"Among the hills, Farrer (R.)",DENT,1s.,0.05,12mo.,"Among the hills, Farrer (R.) 1os. 6d. net.. Oct. II Among the idolmakers, Jacks (L. P.) 5s. net - Nov. II Amphibious wars, Aston (G. G.) 1os. 6d. net Jan. II Amschewitz (J. H.)- Everyman, 425., 525. 6d. net Oct. II Amurath to Amurath, Bell (G. L.) 16s, net Jan, II Amusements, Indoor, Manson (J. A.) 35. 60. Νου. ΙΙ Amyot (Jacques)—Deux vies parallèles (Plutarch]. 12mo., pp. 180, Is, net........ .DENT, May 11",,,,May 11,net
"And the Word was made flesh: meditations on XV mysteries of the rosary, by Ephraem. 8vo., pp. 150, 2s. net St. ANSELM's Soc., May 10 Andersen (Hans Christian)-Fairy tales. 12mo., pp. 444, 1s. net ; Ithr. 2s. net. (Illus. pocket classics). W. COLLINS, May II Andersen (Hans)-Fairy tales. Illus, by Helene Stratton, 4to. 8 X 58, pp. 458, 35, 6d. CONSTABLE, Sep, II Andersen (Hans)-Fairy tales. Trans. by H. Oskar Sommer. Illus. by Cecile Walton, Ryi. 8vo. 91 x6, pp. 432, 7s. 6d. net JACK, Sep. II Andersen (Hans)-Stories from Andersen. Cr. 8vo. pp. 126, is. ..BLACKIE, Sep. II Andersen (Hans)-Stories from. With illus. by Edmund Dulac. 4to. 111x8}, pp. 260, 155 net. Large paper ed., 423. net HODDER & S., Oct. Il Andersen (Hans)—The Wild Swans and other tales. Cr. 8vo. pp. 126, s...BLACKIE, Sep. II Anderson (A. J.)-When Satan took flesh: a, novel for married persons. Cr. 8vo. 71 X 43. pp. 332, 6s.... S. PAUL, Aug. II Anderson (C. J.) and others—South African exploration (“ South Africa  Handbooks, No. 63.) First series. 8vo., swd., 6d. “ SOUTH AFRICA, Oct. 11",,,"And the Word was made flesh: meditations on XV mysteries of the rosary, by Ephraem",SOUTH AFRICA,,0.0,8vo.,"And the Word was made flesh: meditations on XV mysteries of the rosary, by Ephraem. 8vo., pp. 150, 2s. net St. ANSELM's Soc., May 10 Andersen (Hans Christian)-Fairy tales. 12mo., pp. 444, Is. net ; Ithr. 25. net. (Illus. pocket classics). W. COLLINS, May II Andersen (Hans)-Fairy tales. Illus, by Helene Stratton, 4to. 8 X 58, pp. 458, 35, 6d. CONSTABLE, Sep, II Andersen (Hans)-Fairy tales. Trans. by H. Oskar Sommer. Illus. by Cecile Walton, Ryi. 8vo. 91 x6, pp. 432, 7s. 6d. net JACK, Sep. II Andersen (Hans)-Stories from Andersen. Cr. 8vo. pp. 126, is. ..BLACKIE, Sep. II Andersen (Hans)-Stories from. With illus. by Edmund Dulac. 4to. 111x8}, pp. 260, 155 net. Large paper ed., 423. net HODDER & S., Oct. Il Andersen (Hans)—The Wild Swans and other tales. Cr. 8vo. pp. 126, IS...BLACKIE, Sep. II Anderson (A. J.)-When Satan took flesh: a, novel for married persons. Cr. 8vo. 71 X 43. pp. 332, 6s.... S. PAUL, Aug. II Anderson (C. J.) and others—South African exploration (“ South Africa  Handbooks, No. 63.) First series. 8vo., swd., 6d. “ SOUTH AFRICA, Oct. 11",,,,Oct. 11,
"Anschutz gyro compass (The) : history, description, theory and practice. 8vo. 3s. 6d. net H. REES, Apr. II Ansell (F. J.) and Frapie (F. R.)-The Art of the Munich Galleries. Cr. 8vo., 6s, net BELL, Feb. II Anselm (St.)-Cr. 8vo., 3s. 6d. net (Notre Dame ser.) ..SANDS, June 11",,,"Anschutz gyro compass (The) : history, description, theory and practice",SANDS,3s. 6d.,0.175,8vo.,"Anschutz gyro compass (The) : history, description, theory and practice. 8vo. 35. 6d. net H. REES, Apr. II Ansell (F. J.) and Frapie (F. R.)-The Art of the Munich Galleries. Cr. 8vo., 6s, net BELL, Feb. II Anselm (St.)-Cr. 8vo., 35. 6d. net (Notre Dame ser.) ..SANDS, June 11",,,,June 11,net
"Argentine year-book (The), 1910. 8vo. 84 X5 3, PP. 428, ros. 6d. net (Buenos Aires : Grant) W. H. SMITH, J une II Argyllshire Highlanders, gist, Pattison (R. P.) .Dec. 10 Arias (Harmodio)— The Panama canal: a study in international law and diplomacy. 8vo. 81 X54, pp. 206, ros. 6d. net P. S. KING, July 11",,,Argentine year-book (The),P. S. KING,6d.,0.025,8vo.,"Argentine year-book (The), 1910. 8vo. 84 X5 3, PP. 428, ros. 6d. net (Buenos Aires : Grant) W. H. SMITH, J une II Argyllshire Highlanders, gist, Pattison (R. P.) .Dec. 10 Arias (Harmodio)— The Panama canal: a study in international law and diplomacy. 8vo. 81 X54, pp. 206, ros. 6d. net P. S. KING, July 11",,,,July 11,net
"Aristophanes—The Peace. Edit. by C. E. Graves. 12mo., pp. 162, 3s. 6d. (Pitt Press ser.) CAMB. UNIV. PRESS, Jan. II Aristotle-De Arte Poetica Liber. Recognovit brevique adnotatione critica instruxit I. Bywater. Editio altera. 8vo. 29., Swd. is. 60. (Scriptorum Classicum) (Clarendon Press) FROWDE, July 11",,,Aristophanes—The Peace,FROWDE,,0.0,12mo.,"Aristophanes—The Peace. Edit. by C. E. Graves. 12mo., pp. 162, 3s. 6d. (Pitt Press ser.) CAMB. UNIV. PRESS, Jan. II Aristotle-De Arte Poetica Liber. Recognovit brevique adnotatione critica instruxit I. Bywater. Editio altera. 8vo. 29., Swd. is. 60. (Scriptorum Classicum) (Clarendon Press) FROWDE, July 11",,,,July 11,
"Armes, Traité des, Gaya's 5s. net. ..Dec. II Armfield (Constance)-Sylvia's travels. Illus. by Maxwell Armfield. 4to. 81 X64, pp. 266, 6s. net DENT, Sep. 11",,,"Armes, Traité des, Gaya's",DENT,6s.,0.3,4to.,"Armes, Traité des, Gaya's 5s. net. ..Dec. II Armfield (Constance)-Sylvia's travels. Illus. by Maxwell Armfield. 4to. 81 X64, pp. 266, 6s. net DENT, Sep. 11",,,,Sep. 11,net
"Army-Field service manual, 1911 : Head- quarters units (post free) 3 d. WYMAN, Nov. II Army-Handbook, Maxim and small arms (post free) 4d....... ... WYMAN, Aug. Army-Manual of field engineering (post free), is. WYMAN, May II Army-Ordnance factories accounts, 1909-10 (post free), is. 70. WYMAN, Mar. II Army-Permanent fortifications for the Im- perial military training establishments (post free) 4s. 4d..... . WYMAN, Aug. 11",,,Army-Field service manual,WYMAN,4s. 4d.,0.21666666666666667,,"Army-Field service manual, 1911 : Head- quarters units (post free) 3 d. WYMAN, Nov. II Army-Handbook, Maxim and small arms (post free) 4d....... ... WYMAN, Aug. Army-Manual of field engineering (post free), is. WYMAN, May II Army-Ordnance factories accounts, 1909-10 (post free), is. 70. WYMAN, Mar. II Army-Permanent fortifications for the Im- perial military training establishments (post free) 45. 4d..... . WYMAN, Aug. 11",,,,Aug. 11,
"Army-Promotion Examinations, Officers of the Army, &c.; Report, May, 1911 (post free) is. 3d.... ..WYMAN, Aug. II Army-Report on health of Army for 1909, 2s. WYMAN, Feb. II Army-Stations of units, January, 2d. WYMAN, Jan. II Army-Territorial Force regulations, ist April 1911 (post free), 1}d......... WYMAN, May 11",,,"Army-Promotion Examinations, Officers of the Army, &c",WYMAN,,0.0,,"Army-Promotion Examinations, Officers of the Army, &c.; Report, May, 1911 (post free) is. 3d.... ..WYMAN, Aug. II Army-Report on health of Army for 1909, 2s. WYMAN, Feb. II Army-Stations of units, January, 2d. WYMAN, Jan. II Army-Territorial Force regulations, ist April 1911 (post free), 1}d......... WYMAN, May 11",,,,May 11,
"Army, Story of our, Wheeler (0.) is. net.. Oct. II Arnim (Mary A. B., Grafin von)-Elizabeth in Rügen. By the author of  Elizabeth and her German garden.” 12mo. 7d. net MACMILLAN, Mar. II Arnold (E. Vernon)-Roman Stoicism : being lecures on the history of the Stoic philosophy, with special reference to its development within the Roman Empire. 8vo. Sở X54, pp. 480, Ios. Ed. net CAMB. UNIV. PRESS, Mar. II Amold (Mrs. J. 0.1—The Fiddler. Cr. 8vo. 7} X48, pp. 386, 69. ......A. RIVERS, Jan. II Amold (Mrs. J. 0.)-Fire i' the flint. Cr. 8vo. 74 X 48, pp. 334, 6s. . A RIVERS, Oct. II Arnold (Lilian)-Also Joan. Cr. 8vo. 71 X5, pp. 320, 6s. .LONG, J uly 11",,,"Army, Story of our, Wheeler (0",LONG,6s.,0.3,12mo.,"Army, Story of our, Wheeler (0.) is. net.. Oct. II Arnim (Mary A. B., Grafin von)-Elizabeth in Rügen. By the author of  Elizabeth and her German garden.” 12mo. 7d. net MACMILLAN, Mar. II Arnold (E. Vernon)-Roman Stoicism : being lecures on the history of the Stoic philosophy, with special reference to its development within the Roman Empire. 8vo. Sở X54, pp. 480, Ios. Ed. net CAMB. UNIV. PRESS, Mar. II Amold (Mrs. J. 0.1—The Fiddler. Cr. 8vo. 7} X48, pp. 386, 69. ......A. RIVERS, Jan. II Amold (Mrs. J. 0.)-Fire i' the flint. Cr. 8vo. 74 X 48, pp. 334, 6s. . A RIVERS, Oct. II Arnold (Lilian)-Also Joan. Cr. 8vo. 71 X5, pp. 320, 6s. .LONG, J uly 11",,,,J uly 11,
"Astrology : Thousand and one notable nativities. ..Dec. II Astronomer Royal, Greenwich—Report (post free), 3d... WYMAN, Sep. 11",,,Astrology : Thousand and one notable nativities,WYMAN,3d.,0.0125,,"Astrology : Thousand and one notable nativities. ..Dec. II Astronomer Royal, Greenwich—Report (post free), 3d... WYMAN, Sep. 11",,,,Sep. 11,
"Astronomy, Primer of, Ball (Sir R.) is. 6d. net Oct. II Astronomy simply explained, Murray (F. W.) 6d. net Feb. II Astronomy : Zone observations with 8 in. meridian circle, 1888-98, Searle (A.) 7s. 6d. net Nov. II Asylum Officers' pension scheme, Report and evidence on (post free), is. Iod. WYMAN, Sep. II Asylums Board (Metropolitan)-Annual report for the year 1910 (13th year of issue.) 8vo., pp. 288, 5s. ...M. A. B., June 11",,,"Astronomy, Primer of, Ball (Sir R.) is",M. A. B.,5s.,0.25,8vo.,"Astronomy, Primer of, Ball (Sir R.) is. 6d. net Oct. II Astronomy simply explained, Murray (F. W.) 6d. net Feb. II Astronomy : Zone observations with 8 in. meridian circle, 1888-98, Searle (A.) 7s. 6d. net Nov. II Asylum Officers' pension scheme, Report and evidence on (post free), is. Iod. WYMAN, Sep. II Asylums Board (Metropolitan)-Annual report for the year 1910 (13th year of issue.) 8vo., pp. 288, 5s. ...M. A. B., June 11",,,,June 11,
"Bacteriology, Manual of, Hewlett (R. T.) 1os. 60. net. Oct. II Bacteriology, Pract., Stitt (E. R.) 6s. 6d. net Jan, II Bad men, Twelve, Seccombe (T.) 5s. net.. Sep. ii Bad women, Twelve, Vincent (A.) 58. net Sep. II Baden-Powell (Sir Robert S.)-Sea scouting for boys. Ryl. 16mo., 6d. net J. BROWN, May 11",,,"Bacteriology, Manual of, Hewlett (R. T.)",J. BROWN,6d.,0.025,16mo.,"Bacteriology, Manual of, Hewlett (R. T.) 1os. 60. net. Oct. II Bacteriology, Pract., Stitt (E. R.) 6s. 6d. net Jan, II Bad men, Twelve, Seccombe (T.) 5s. net.. Sep. ii Bad women, Twelve, Vincent (A.) 58. net Sep. II Baden-Powell (Sir Robert S.)-Sea scouting for boys. Ryl. 16mo., 6d. net J. BROWN, May 11",,,,May 11,net
"Baganda : customs and beliefs, Roscoe (J.) .Oct. II Baganda, Twilight tales of the black, Fisher (Mrs. A. B.) 3s. 6d. net Bagdad, Dido : Visit to Dep. Stores, 5s. net Oct. II Bagehot (Walter)-Literary studies. 2 vols. 12mo. pp. 408, 388, each is. net ; Ithr. 2s. net (Everyman's library) .DENT, Sep. II Bagge (L. M.) Confirmation : A Manual for candidates and teachers. Cr. 8vo., 71 X5, pp. 108, ios. 6d. net........R. SCOTT, Feb. II Bagley (W. C.)--Craftsmanship in teaching. Cr. 8vo., 5s. net.... ... MACMILLAN, May is Bagley (W. C.)- Educational values. Cr. 8vo. .. MACMILLAN, May 11",,,"Baganda : customs and beliefs, Roscoe (J.) ",MACMILLAN,,0.0,12mo.,"Baganda : customs and beliefs, Roscoe (J.) .Oct. II Baganda, Twilight tales of the black, Fisher (Mrs. A. B.) 3s. 6d. net Bagdad, Dido : Visit to Dep. Stores, 5s. net Oct. II Bagehot (Walter)-Literary studies. 2 vols. 12mo. pp. 408, 388, each is. net ; Ithr. 2s. net (Everyman's library) .DENT, Sep. II Bagge (L. M.) Confirmation : A Manual for candidates and teachers. Cr. 8vo., 71 X5, pp. 108, ios. 6d. net........R. SCOTT, Feb. II Bagley (W. C.)--Craftsmanship in teaching. Cr. 8vo., 55. net.... ... MACMILLAN, May is Bagley (W. C.)- Educational values. Cr. 8vo. .. MACMILLAN, May 11",,,,May 11,
"Balkan tour, My, Trevor (R.) 21s. ..Apr. II Ball (C. R.)-Character, its signification and its outcome. 12mo. 64x4), pp. 92, 1s. 6d. S.P.C.K., Oct. II Ball (C. R.)- The Chosen people and the promised Christ. Cr. 8vo. 71 X 41, pp. 254, 2s. 60. SKEFFINGTON, Sep. II Ball (E. Reynolds-) see Reynolds-Ball. Ball (J. Dyer)— The Chinese at home; or, The Man of Tong and his land. 8vo. 81x54, pp. 382, 5s, net.... ..R.T.S., Sep. II Ball (John)—The Alpine guide: the Central Alps, pt. 2. New edit. Cr. 8vo. 78 X4), pp. 452, 7s. 6d. net ....LONGMANS, Aug. II Ball (Sir Robert S.)-A Primer of astronomy. Reissue, with an additional chapter and 2 maps. Illus. 12mo., pp. 236, is. 6d. net CAMB. UNIV. PRESS, Nov. II Ball (W. Valentine)—Bankruptcy and bills of sale: an ABC of the law. 2nd edit., rev. and enlarged. 8vo. 81x55, pp. 388, 5s. net PITMAN, June 11",,,"Balkan tour, My, Trevor (R.)",PITMAN,5s.,0.25,12mo.,"Balkan tour, My, Trevor (R.) 21S. ..Apr. II Ball (C. R.)-Character, its signification and its outcome. 12mo. 64x4), pp. 92, Is. 6d. S.P.C.K., Oct. II Ball (C. R.)- The Chosen people and the promised Christ. Cr. 8vo. 71 X 41, pp. 254, 25. 60. SKEFFINGTON, Sep. II Ball (E. Reynolds-) see Reynolds-Ball. Ball (J. Dyer)— The Chinese at home; or, The Man of Tong and his land. 8vo. 81x54, pp. 382, 5s, net.... ..R.T.S., Sep. II Ball (John)—The Alpine guide: the Central Alps, pt. 2. New edit. Cr. 8vo. 78 X4), pp. 452, 75. 6d. net ....LONGMANS, Aug. II Ball (Sir Robert S.)-A Primer of astronomy. Reissue, with an additional chapter and 2 maps. Illus. 12mo., pp. 236, is. 6d. net CAMB. UNIV. PRESS, Nov. II Ball (W. Valentine)—Bankruptcy and bills of sale: an ABC of the law. 2nd edit., rev. and enlarged. 8vo. 81x55, pp. 388, 5s. net PITMAN, June 11",,,,June 11,net
