entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"Africa, S.-Geolog. Soc. Transac. Vol. 7, Part 2. Roy. 8vo. 15s. net WESLEY, Jan. 05",,,"Africa, S.-Geolog",WESLEY,15s.,8vo.,"Africa, S.-Geolog. Soc. Transac. Vol. 7, Part 2. Roy. 8vo. 15s. net WESLEY, Jan. 05",,,,Jan. 05,1905,net
"Africa, S. Geological Society Transactions. Vol. 8. Part 1. 8 plates. Roy. 8vo. pp. 46, .WESLEY, June 05",,,"Africa, S. Geological Society Transactions",WESLEY,,8vo.,"Africa, S. Geological Society Transactions. Vol. 8. Part 1. 8 plates. Roy. 8vo. pp. 46, .WESLEY, June 05",,,,June 05,1905,
"Africa, S.-Geological Society Transac. Vol. 8, Part 2. 4 plates. Roy. 8vo. pp. 50, 158. net WESLEY, Nov. 05",,,"Africa, S.-Geological Society Transac",WESLEY,,8vo.,"Africa, S.-Geological Society Transac. Vol. 8, Part 2. 4 plates. Roy. 8vo. pp. 50, 158. net WESLEY, Nov. 05",,,,Nov. 05,1905,
"Africa, S., Native Affairs Commisn. Report. 104d. WYMAN, Apr. 05",,,"Africa, S., Native Affairs Commisn",WYMAN,104d.,,"Africa, S., Native Affairs Commisn. Report. 104d. WYMAN, Apr. 05",,,,Apr. 05,1905,
"Africa, South-Philosophical Society Transac- tions. Vol. 16, Pt. 2. 4 plates. Royal 8vo. pp. 200, swd. 7g. 6d. net ..... ……………………………….. WESLEY, Oct. 05",,,"Africa, South-Philosophical Society Transac- tions",WESLEY,,8vo.,"Africa, South-Philosophical Society Transac- tions. Vol. 16, Pt. 2. 4 plates. Royal 8vo. pp. 200, swd. 7g. 6d. net ..... ……………………………….. WESLEY, Oct. 05",,,,Oct. 05,1905,
"Africa, South-Royal Commission on War Stores in, 8th Day's Evidence, Friday, October 27, 190s. 18....... .WYMAN, Oct. 05",,,"Africa, South-Royal Commission on War Stores in",WYMAN,,,"Africa, South-Royal Commission on War Stores in, 8th Day's Evidence, Friday, October 27, 1905. 18....... .WYMAN, Oct. 05",,,,Oct. 05,1905,
"Africa, S.-Transvaal and Orange River: further Correspondence, 1s. 8d. WYMAN, May 05",,,"Africa, S.-Transvaal and Orange River: further Correspondence",WYMAN,1s. 8d.,,"Africa, S.-Transvaal and Orange River: further Correspondence, 1s. 8d. WYMAN, May 05",,,,May 05,1905,
"Africa, S.-Transvaal and Orange River Corresp. 8d. WYMAN, July 05",,,"Africa, S.-Transvaal and Orange River Corresp",WYMAN,8d.,,"Africa, S.-Transvaal and Orange River Corresp. 8d. WYMAN, July 05",,,,July 05,1905,
"Africa, S., War. Report on Surgical Cases Noted. Edit. by Surgeon-General W. F. Stevenson, C.B., &c., Plates, 7s. 6d..... WYMAN, Oct. 05",,,"Africa, S., War",WYMAN,7s. 6d.,,"Africa, S., War. Report on Surgical Cases Noted. Edit. by Surgeon-General W. F. Stevenson, C.B., &c., Plates, 7s. 6d..... WYMAN, Oct. 05",,,,Oct. 05,1905,
"African Protectorates. 1d. .....WYMAN, Apr. 05",,,African Protectorates,WYMAN,1d.,,"African Protectorates. 1d. .....WYMAN, Apr. 05",,,,Apr. 05,1905,
"African, W., Protectorates. Revenue, Exp. 8d. WYMAN, July 05",,,"African, W., Protectorates",WYMAN,8d.,,"African, W., Protectorates. Revenue, Exp. 8d. WYMAN, July 05",,,,July 05,1905,
"After Adam's Fall. By Author of 'David the Broiderer, and other Poems.' 4to. 2s. 6d. net K. PAUL, Dec. 05",,,After Adam's Fall,K. PAUL,2s. 6d.,4to.,"After Adam's Fall. By Author of 'David the Broiderer, and other Poems.' 4to. 2s. 6d. net K. PAUL, Dec. 05",,,,Dec. 05,1905,net
"After Death. A Personal Narrative Cheaper edit. of 'Letters from Julia.' 16mo. swd. 1s. net W. T. STEAD, Dec. 05",,,After Death,W. T. STEAD,1s.,16mo.,"After Death. A Personal Narrative Cheaper edit. of 'Letters from Julia.' 16mo. swd. 1s. net W. T. STEAD, Dec. 05",,,,Dec. 05,1905,net
"Agnostic Annual (The), 1906. 8vo. swd. 6d. WATTS, Nov. 05",,,Agnostic Annual (The),WATTS,6d.,8vo.,"Agnostic Annual (The), 1906. 8vo. swd. 6d. WATTS, Nov. 05",,,,Nov. 05,1905,
