entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"Acts of Parliament-Agriculture (amend.), id.; The Army Act (annual), 1s. 6d.; Captive birds shooting (prohibition), 1d.; Housing, 1d.; Importation of plumage (prohibition), 1d.; Indian divorces (validity), 1d.; Parochial Church Councils (powers) measure, 1921 (No. 1), 1d.; Protection of Animals Act (1911) amend., id.; Unemployment Insurances (No. 2), 1d.. .H.M.S.O., July '21",Acts of Parliament-Agriculture,amend.,The Army Act (annual),H.M.S.O.,1d.,,"Acts of Parliament-Agriculture (amend.), id.; The Army Act (annual), Is. 6d.; Captive birds shooting (prohibition), Id.; Housing, Id.; Importation of plumage (prohibition), Id.; Indian divorces (validity), 1d.; Parochial Church Councils (powers) measure, 1921 (No. 1), Id.; Protection of Animals Act (1911) amend., id.; Unemployment Insurances (No. 2), Id.. .H.M.S.O., July '21",amend. Acts of Parliament-Agriculture,['Acts of Parliament-Agriculture (amend.)'],,July '21,1921,
"Acts of Parliament-Local and Private: Chatham and District Light Railways Co., 9d.; Cor- poration of London (bridge), 3d.; Liverpool Mineral and Metal Storage Co., Ltd. (delivery warrants), 3d.; South Metropolitan Gas, 9d.; Borough of Portsmouth waterworks, 1s. 3d.; Forth Conservancy order, 4s. 3d.; Ionian Bank (Limited), 6d. ; North British Railway, s.; Oxford motor services, 3d.; Pilotage orders (No. 2), 9d. net. .H.M.S.O., July '21",,,Acts of Parliament-Local and Private: Chatham and District Light Railways Co,H.M.S.O.,9d.,,"Acts of Parliament-Local and Private: Chatham and District Light Railways Co., 9d.; Cor- poration of London (bridge), 3d.; Liverpool Mineral and Metal Storage Co., Ltd. (delivery warrants), 3d.; South Metropolitan Gas, 9d.; Borough of Portsmouth waterworks, Is. 3d.; Forth Conservancy order, 4s. 3d.; Ionian Bank (Limited), 6d. ; North British Railway, IS.; Oxford motor services, 3d.; Pilotage orders (No. 2), 9d. net. .H.M.S.O., July '21",,,,July '21,1921,net
"Acts of Parliament-Local and Private: Dundee Gas order, 6d. ; Falmouth docks, 1s.; Glasgow Corporation order, 1s. 3d.; Hamilton water and gas order, 9d.; Herts and Essex water, s.; Ministry of Health provisional orders, (No. 3), 1s. 6d.; (No. 1), 9d.; Perth Corpora- tion order, 3d.; Westgate and Birchington water, 1s. 3d. net.. ..H.M.S.O., Aug. '21",,,Acts of Parliament-Local and Private: Dundee Gas order,H.M.S.O.,1s. 3d.,,"Acts of Parliament-Local and Private: Dundee Gas order, 6d. ; Falmouth docks, 1s.; Glasgow Corporation order, 1s. 3d.; Hamilton water and gas order, 9d.; Herts and Essex water, IS.; Ministry of Health provisional orders, (No. 3), Is. 6d.; (No. 1), 9d.; Perth Corpora- tion order, 3d.; Westgate and Birchington water, Is. 3d. net.. ..H.M.S.O., Aug. '21",,,,Aug. '21,1921,net
"Acts of Parliament-Appropriation, 6d. ; Criminal procedure (Scotland), id.; Education, s.; Exchequer and Audit Departments, 1d.; Expiring laws continuance, rd.; Irish Railways (settlement of claims), id.; Public Works loans, id.; Safeguarding of industries, 2d.; Shops (early closing) Act (1920) amend., id.; Supreme Court Officers (retirement, pensions, &c.), id.; Telegraph (money), 1d.; Trusts (Scotland), 2d.; War pensions, 1d. H.M.S.O., Sep. '21",,,Acts of Parliament-Appropriation,H.M.S.O.,1d.,,"Acts of Parliament-Appropriation, 6d. ; Criminal procedure (Scotland), id.; Education, IS.; Exchequer and Audit Departments, Id.; Expiring laws continuance, rd.; Irish Railways (settlement of claims), id.; Public Works loans, id.; Safeguarding of industries, 2d.; Shops (early closing) Act (1920) amend., id.; Supreme Court Officers (retirement, pensions, &c.), id.; Telegraph (money), 1d.; Trusts (Scotland), 2d.; War pensions, Id. H.M.S.O., Sep. '21",,,,Sep. '21,1921,
"Acts of Parliament-Local and Private: British Dyestuffs Corporation, Ltd. (railways transfer), 3d.; Cambridge Univ. and Town waterworks, 9d.; Eastbourne waterworks, 1s. 3d.; Glasgow Deaf and Dumb Institution, 2s.; Grimsby Corporation, 7s. 9d.; John Newland Endow- ment, 9d.; Limerick markets, 6d.; L.C.C. (general powers), 1s. 6d.; Lymington Rural District, 6d. ; Middlesex County Council, 2s. 6d.; Ministry of Health provis. orders (No. 2), 9d., (5) is. 6d., (6) s. 3d., (7) 2s. 6d., (8) 3s. 3d., 19) s., (Dover ext.) 1s. 3d., (New- castle-under-Lyme ext.) 1s. 3d., (Shaftesbury ext.) is. 3d., (Ossett, &c., ext.) 2s. 6d., (Taunton ext.) 2s., (Water) is. 3d.; Pilotage orders (No. 3), 9d.; Preston Corp., 4s. 6d.; Sutton waterworks, s. 6d.; Westminster City Council, 1s..... .H.M S.O., Sep. '21",,,"Acts of Parliament-Local and Private: British Dyestuffs Corporation, Ltd",H.M S.O.,1s.,,"Acts of Parliament-Local and Private: British Dyestuffs Corporation, Ltd. (railways transfer), 3d.; Cambridge Univ. and Town waterworks, 9d.; Eastbourne waterworks, Is. 3d.; Glasgow Deaf and Dumb Institution, 2s.; Grimsby Corporation, 7s. 9d.; John Newland Endow- ment, 9d.; Limerick markets, 6d.; L.C.C. (general powers), 1s. 6d.; Lymington Rural District, 6d. ; Middlesex County Council, 2s. 6d.; Ministry of Health provis. orders (No. 2), 9d., (5) is. 6d., (6) IS. 3d., (7) 2s. 6d., (8) 3s. 3d., 19) IS., (Dover ext.) 1s. 3d., (New- castle-under-Lyme ext.) 1s. 3d., (Shaftesbury ext.) is. 3d., (Ossett, &c., ext.) 2s. 6d., (Taunton ext.) 2s., (Water) is. 3d.; Pilotage orders (No. 3), 9d.; Preston Corp., 4s. 6d.; Sutton waterworks, IS. 6d.; Westminster City Council, Is..... .H.M S.O., Sep. '21",,,,Sep. '21,1921,
"Acts of Parliament-(Local and Private): Aber- deen Corporation (electricity works railway) order, 2s. 3d.; Bridge of Allan water, &c., order, 2s. 3d.; Croydon Corporation Water, 9d.; Dumbarton Burgh (water) order, 6d. ; Glasgow University (Dundonald Bursaries) order, 6d.; Leicester Corporation, 2s. 6d. ; Local Government Board (Ireland) pro- visional orders, 9d.; London County Council (money), 9d.; Metropolitan Water Board (charges), 1s.; Mid-Glamorgan water, s. 3d.; Ministry of Health provisional orders (No. 4), 9d.; Aberavon and Neath Extension, 4s. (.d.; Barnsley Extension, 2s. 3d.; Sheffield Ex.ension, 2s. 6d. ; North British Railway (Burntisland Harbour Transfer) order, 6d.; Paisley Gas order, 6d. ; Peterhead Harbours order, 3s. 3d.; Pier and Harbour orders (No. 1), 3s. 6d. ; (No. 2), 4s. 3d.; Pilotage orders (No. 4) 9d., (No. 6) 6d., (No. 7) 9d.; Provisional order (City of Manchester Police and Fire Brigade pension funds), 3d.; Pro- visional Order (marriages), 3d.; Wandsworth, Wimbledon and Epsom district, 1s.; Zion Congregational Chapel (Frampton Cotterell) scheme, 9d. net... ....H.M.S.O., Oct. '21",,,Acts of Parliament-(Local and Private): Aber- deen Corporation (electricity works railway) order,H.M.S.O.,9d.,,"Acts of Parliament-(Local and Private): Aber- deen Corporation (electricity works railway) order, 2s. 3d.; Bridge of Allan water, &c., order, 2s. 3d.; Croydon Corporation Water, 9d.; Dumbarton Burgh (water) order, 6d. ; Glasgow University (Dundonald Bursaries) order, 6d.; Leicester Corporation, 2s. 6d. ; Local Government Board (Ireland) pro- visional orders, 9d.; London County Council (money), 9d.; Metropolitan Water Board (charges), Is.; Mid-Glamorgan water, IS. 3d.; Ministry of Health provisional orders (No. 4), 9d.; Aberavon and Neath Extension, 45. (.d.; Barnsley Extension, 25. 3d.; Sheffield Ex.ension, 2s. 6d. ; North British Railway (Burntisland Harbour Transfer) order, 6d.; Paisley Gas order, 6d. ; Peterhead Harbours order, 3s. 3d.; Pier and Harbour orders (No. 1), 3s. 6d. ; (No. 2), 4s. 3d.; Pilotage orders (No. 4) 9d., (No. 6) 6d., (No. 7) 9d.; Provisional order (City of Manchester Police and Fire Brigade pension funds), 3d.; Pro- visional Order (marriages), 3d.; Wandsworth, Wimbledon and Epsom district, 1s.; Zion Congregational Chapel (Frampton Cotterell) scheme, 9d. net... ....H.M.S.O., Oct. '21",,,,Oct. '21,1921,net
"Acts of Parliament-Appropriation (No. 2), 3d.; Forestry, 2d.; Local Authorities (financial provisions), 2d.; National Health Insurance (prolongation of insurance), 2d.; Poor Law emergency provisions (Scotland), 2d.; Trade facilities, 2d.; Unemployed workers' depen- dants (temporary provision), 2d. net H.M.S.O., Nov. '21",Acts of Parliament-Appropriation,No. 2,3d,H.M.S.O.,2d.,,"Acts of Parliament-Appropriation (No. 2), 3d.; Forestry, 2d.; Local Authorities (financial provisions), 2d.; National Health Insurance (prolongation of insurance), 2d.; Poor Law emergency provisions (Scotland), 2d.; Trade facilities, 2d.; Unemployed workers' depen- dants (temporary provision), 2d. net H.M.S.O., Nov. '21",No. 2 Acts of Parliament-Appropriation,['Acts of Parliament-Appropriation (No. 2)'],,Nov. '21,1921,net
"Acts of Parliament-Local and Private: Adam- son's divorce [n.p.]; Airdrie and Coatbridge Tramways Trust order, 1s. 9d.; Burnley Corporation, 2s. 9d.; Cattledown wharves, 6d.; Colne Corporation, 2s. 3d.; Conyngham's divorce [n.p.]; County of London Electric Supply Co., s. 3d.; Coventry Corporation, 2s. 9d.; Doupe's divorce [n.p.]; Grangemouth and Stirling water order, 1s. 6d.; Hamilton's divorce [n.p.]; Hastings tramways, 1s.; Lee Conservancy, 1s. 6d.; London and North- Western Railway, 9d.; Manchester Corpora- tion waterworks, 6d.; Ministry of Health provisional orders (Stoke-on-Trent Extension), 3s. 6d.; Nelson Corporation, 2s. 6d.; North- Eastern Railway, 3s. 6d. ; Nuneaton Corpora- tion, 3s. 3d.; Pilotage orders (No. 5), 2s. 6d. ; Preston's divorce [n.p.]; Rhymney and Aber Valleys gas and water, 1s. 6d.; Rotherham Corporation, 3s. 3d.; St. Helens Corporation, 4s. 3d.; Southend waterworks, 9d.; Stirling- shire and Falkirk water order, 5s. 3d.; Stock Conversion and Investment Trust, Ltd., 1s. ; Sunderland and South Shields water, 4s. 3d.; Swansea gas, s.; Tendring Hundred water and gas, 2s.; Thames Conservancy, 1s. 6d. ; West Ham Corporation, 9d.; Wigan Corpora- tion, 8s.; Wrexham and East Denbighshire water, 2s. 3d. net.... .H.M.S.O., Nov. '21",,,Acts of Parliament-Local and Private: Adam- son's divorce [n,H.M.S.O.,2s. 3d.,,"Acts of Parliament-Local and Private: Adam- son's divorce [n.p.]; Airdrie and Coatbridge Tramways Trust order, Is. 9d.; Burnley Corporation, 2s. 9d.; Cattledown wharves, 6d.; Colne Corporation, 2s. 3d.; Conyngham's divorce [n.p.]; County of London Electric Supply Co., IS. 3d.; Coventry Corporation, 2s. 9d.; Doupe's divorce [n.p.]; Grangemouth and Stirling water order, Is. 6d.; Hamilton's divorce [n.p.]; Hastings tramways, 1s.; Lee Conservancy, Is. 6d.; London and North- Western Railway, 9d.; Manchester Corpora- tion waterworks, 6d.; Ministry of Health provisional orders (Stoke-on-Trent Extension), 3s. 6d.; Nelson Corporation, 2s. 6d.; North- Eastern Railway, 3s. 6d. ; Nuneaton Corpora- tion, 3s. 3d.; Pilotage orders (No. 5), 2s. 6d. ; Preston's divorce [n.p.]; Rhymney and Aber Valleys gas and water, Is. 6d.; Rotherham Corporation, 3s. 3d.; St. Helens Corporation, 45. 3d.; Southend waterworks, 9d.; Stirling- shire and Falkirk water order, 5s. 3d.; Stock Conversion and Investment Trust, Ltd., Is. ; Sunderland and South Shields water, 4s. 3d.; Swansea gas, IS.; Tendring Hundred water and gas, 2s.; Thames Conservancy, Is. 6d. ; West Ham Corporation, 9d.; Wigan Corpora- tion, 8s.; Wrexham and East Denbighshire water, 2s. 3d. net.... .H.M.S.O., Nov. '21",,,,Nov. '21,1921,net
"Acts of the Lords in Council in civil causes, Scotland. Vol. II, 1496-1501, 20s. net H.M.S.O., May '21",,,"Acts of the Lords in Council in civil causes, Scotland",H.M.S.O.,20s.,,"Acts of the Lords in Council in civil causes, Scotland. Vol. II, 1496-1501, 20s. net H.M.S.O., May '21",,,,May '21,1921,net
"Adams (Percy W. L.)-A History of the Douglas Family of Morton, in Nithsdale (Dumfriesshire) and Fingland (Kirkcudbrightshire), and their descendants. 10x8, pp. 948 (Bedford) SIDNEY PR., Nov. '21",Adams,Percy W. L.,"A History of the Douglas Family of Morton, in Nithsdale (Dumfriesshire) and Fingland (Kirkcudbrightshire), and their descendants",SIDNEY PR.,,,"Adams (Percy W. L.)-A History of the Douglas Family of Morton, in Nithsdale (Dumfriesshire) and Fingland (Kirkcudbrightshire), and their descendants. 10x8, pp. 948 (Bedford) SIDNEY PR., Nov. '21",Percy W. L. Adams,['Adams (Percy W. L.)'],,Nov. '21,1921,
"Admiralty British war vessesl showing principal dimensions, armament, speed, &c., Jan. 1, 1921. 4s. net .H.M.S.O., May '21",,,"Admiralty British war vessesl showing principal dimensions, armament, speed, &c",H.M.S.O.,4s.,,"Admiralty British war vessesl showing principal dimensions, armament, speed, &c., Jan. 1, 1921. 4s. net .H.M.S.O., May '21",,,,May '21,1921,net
"Admiralty Distribution of the duties of the Naval Staff. 3d. net ....H.M.S.O., June '21",,,Admiralty Distribution of the duties of the Naval Staff,H.M.S.O.,3d.,,"Admiralty Distribution of the duties of the Naval Staff. 3d. net ....H.M.S.O., June '21",,,,June '21,1921,net
"Admiralty-Examples in navigation for the use of Cadets at the Royal Naval College, Dart- mouth. 2s. 6d. net ... ... J. D. POTTER, Oct. '2 1 Admiralty Flags of all nations: Errata No. 4 to the Admiralty Book. Gratis to purchasers of the book .H.M.S.O., June '21",,,"Admiralty-Examples in navigation for the use of Cadets at the Royal Naval College, Dart- mouth",H.M.S.O.,,,"Admiralty-Examples in navigation for the use of Cadets at the Royal Naval College, Dart- mouth. 2s. 6d. net ... ... J. D. POTTER, Oct. '2 1 Admiralty Flags of all nations: Errata No. 4 to the Admiralty Book. Gratis to purchasers of the book .H.M.S.O., June '21",,,,June '21,1921,
"Admiralty Intelligence Dept. Handbooks : Arabia, Vol. 1, General, with plates and map, IOS. net; Bulgaria, with map, 7s. 6d. net; Geology of Mesopotamia and its Borderlands, 5s. net; German East Africa, with map, 7s. 6d. net; Greece, Part 1, The Mainland of Old Greece and certain neighbouring 1slands, with plates and maps, 10s. 6d. net; Libya, with map, 7s. 6d. net; Macedonia and sur- rounding territories, with map, 7s. 6d. net; Netherlands, India (Dutch East Indies), ICS. net; Norway and Sweden, 7s. 6d. net; Portu- guese Nyasaland, with plates and map, 5s. net; Siberia and Arctic Russia, Vol. 1, General, with map, 7s. 6d. net; Turkey in Europe, with plates and map, 5s. net H.M.S.O., Feb. '21",,,Admiralty Intelligence Dept,H.M.S.O.,5s.,,"Admiralty Intelligence Dept. Handbooks : Arabia, Vol. 1, General, with plates and map, IOS. net; Bulgaria, with map, 7s. 6d. net; Geology of Mesopotamia and its Borderlands, 5s. net; German East Africa, with map, 7s. 6d. net; Greece, Part 1, The Mainland of Old Greece and certain neighbouring Islands, with plates and maps, 10s. 6d. net; Libya, with map, 7s. 6d. net; Macedonia and sur- rounding territories, with map, 7s. 6d. net; Netherlands, India (Dutch East Indies), ICS. net; Norway and Sweden, 7s. 6d. net; Portu- guese Nyasaland, with plates and map, 5s. net; Siberia and Arctic Russia, Vol. 1, General, with map, 7s. 6d. net; Turkey in Europe, with plates and map, 5s. net H.M.S.O., Feb. '21",,,,Feb. '21,1921,net
"Admiralty-Intelligence Dept. Handbooks: Kenya Colony (British East Africa) and the Kenya Protectorate (Protectorate of Zanzibar), with map, 7s. 6d. net; Turanians and Pan- Turanianism, with map, 7s. 6d. net; Uganda Protectorate, with map, 7s. 6d. net H.M.S.O., Apr. '21",,,Admiralty-Intelligence Dept,H.M.S.O.,7s. 6d.,,"Admiralty-Intelligence Dept. Handbooks: Kenya Colony (British East Africa) and the Kenya Protectorate (Protectorate of Zanzibar), with map, 7s. 6d. net; Turanians and Pan- Turanianism, with map, 7s. 6d. net; Uganda Protectorate, with map, 7s. 6d. net H.M.S.O., Apr. '21",,,,Apr. '21,1921,net
"Admiralty-Leader cable system, Technica Inotes on the, with diagrams and plates. 9d. net H.M.S.O., June '21",,,"Admiralty-Leader cable system, Technica Inotes on the, with diagrams and plates",H.M.S.O.,9d.,,"Admiralty-Leader cable system, Technica Inotes on the, with diagrams and plates. 9d. net H.M.S.O., June '21",,,,June '21,1921,net
"Admiralty-Navy list (monthly), ea. 5s. net H.M.S.O., Jan., &c., '21",Admiralty-Navy list,monthly,5s,H.M.S.O.,5s.,,"Admiralty-Navy list (monthly), ea. 5s. net H.M.S.O., Jan., &c., '21",monthly Admiralty-Navy list,['Admiralty-Navy list (monthly)'],,"Jan., &c., '21",1921,net
"Admiralty-Notices to mariners: Index to Admiralty. 3s. net.... J. D. POTTER, Feb. '21",,,Admiralty-Notices to mariners: Index to Admiralty,J. D. POTTER,3s.,,"Admiralty-Notices to mariners: Index to Admiralty. 3s. net.... J. D. POTTER, Feb. '21",,,,Feb. '21,1921,net
"Admiralty-Pilot books: Alaska (South-East) pilot coast and islands from Dixon Entrance to Cook's Inlet included. 1st ed. 1920, 17s. 6d. J. D. POTTER, Feb. '21",Admiralty-Pilot books: Alaska,South-East,Dixon Entrance to Cook's Inlet included,J. D. POTTER,17s. 6d.,,"Admiralty-Pilot books: Alaska (South-East) pilot coast and islands from Dixon Entrance to Cook's Inlet included. 1st ed. 1920, 17s. 6d. J. D. POTTER, Feb. '21",South-East Admiralty-Pilot books: Alaska,['Admiralty-Pilot books: Alaska (South-East)'],,Feb. '21,1921,
"Admiralty-Pilot books: Baltic pilot. Part I (1912), suppl. No. 6 .... J. D. POTTER, Feb. '21",,,Admiralty-Pilot books: Baltic pilot,J. D. POTTER,,,"Admiralty-Pilot books: Baltic pilot. Part I (1912), suppl. No. 6 .... J. D. POTTER, Feb. '21",,,,Feb. '21,1921,
"Admiralty-Pilot books: Black Sea pilot (1920), suppl. No. I.... ....J. D. POTTER, May'21",,,Admiralty-Pilot books: Black Sea pilot ,I.... ....J. D. POTTER,,,"Admiralty-Pilot books: Black Sea pilot (1920), suppl. No. I.... ....J. D. POTTER, May'21",,,,May'21,1921,
"Admiralty-Pilot books: British Columbia pilot. Vol. 2 (1913) suppl. No. 5 J. D. POTTER, Feb. '21",,,Admiralty-Pilot books: British Columbia pilot,J. D. POTTER,,,"Admiralty-Pilot books: British Columbia pilot. Vol. 2 (1913) suppl. No. 5 J. D. POTTER, Feb. '21",,,,Feb. '21,1921,
"Admiralty-Pilot books: Central America and United States (West Coasts) pilot (1916), suppl. No. 4.. . J. D. POTTER, July '21",,,Admiralty-Pilot books: Central America and United States (West Coasts) pilot ,J. D. POTTER,,,"Admiralty-Pilot books: Central America and United States (West Coasts) pilot (1916), suppl. No. 4.. . J. D. POTTER, July '21",,,,July '21,1921,
"Admiralty-Pilot books: Eastern Archipelago pilot. Part I (Eastern part), The Philippine 1slands (with the exception of the Western Coasts of Luzon and Palawan), Sulu Sea, Sulu Archipelago, Celebes Sea, and North-East coast of Borneo, 3rd. ed. (1911), repr. 17s. 6d. ; Part 2 (1913), suppl. No. 5; Part 3 (1911), suppl. No. 6..... J. D. POTTER, Mar. '21",,,Admiralty-Pilot books: Eastern Archipelago pilot,J. D. POTTER,,,"Admiralty-Pilot books: Eastern Archipelago pilot. Part I (Eastern part), The Philippine Islands (with the exception of the Western Coasts of Luzon and Palawan), Sulu Sea, Sulu Archipelago, Celebes Sea, and North-East coast of Borneo, 3rd. ed. (1911), repr. 17s. 6d. ; Part 2 (1913), suppl. No. 5; Part 3 (1911), suppl. No. 6..... J. D. POTTER, Mar. '21",,,,Mar. '21,1921,
