entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
"Church Estates Commissioners.-68th report, Mar., 1919. 1d. H.M. STATIONERY OFF., Apr. '19",,,Church Estates Commissioners,H.M. STATIONERY OFF.,1d.,,"Church Estates Commissioners.-68th report, Mar., 1919. Id. H.M. STATIONERY OFF., Apr. '19",,,,Apr. '19,
"Church of England Almanack (The), 1920. Com. by Capt. J. W. D. Barron. 4×31, pp. 64, swd. 8d. net and 2d. net CHURCH ASSOC., Dec.' 19",,,Church of England Almanack (The),CHURCH ASSOC.,2d.,,"Church of England Almanack (The), 1920. Com. by Capt. J. W. D. Barron. 4×31, pp. 64, swd. 8d. net and 2d. net CHURCH ASSOC., Dec.' 19",,,,Dec.' 19,net
"Church of England (National Assembly of)- Address presented to His Majesty by the Convocations of Canterbury and York touching the Constitution of the proposed National Assembly of the Church of England. 1d. H.M. STATIONERY OFF., June '19",Church of England,National Assembly of,Address presented to His Majesty by the Convocations of Canterbury and York touching the Constitution of the proposed National Assembly of the Church of England,H.M. STATIONERY OFF.,1d.,,"Church of England (National Assembly of)- Address presented to His Majesty by the Convocations of Canterbury and York touching the Constitution of the proposed National Assembly of the Church of England. Id. H.M. STATIONERY OFF., June '19",National Assembly of Church of England,['Church of England (National Assembly of)'],,June '19,
"Chums, 1919. Folio, 121×91, pp. 668, 10s. 6d. net CASSELL, Sep. '19",,,Chums,CASSELL,10s. 6d.,,"Chums, 1919. Folio, 121×91, pp. 668, 10s. 6d. net CASSELL, Sep. '19",,,,Sep. '19,net
"IS. 6d. net Church temporalities in Wales-4th Report, for 1918. 1d.....H.M. STATIONERY OFF., Feb. '19",,,IS,H.M. STATIONERY OFF.,1d.,,"IS. 6d. net Church temporalities in Wales-4th Report, for 1918. Id.....H.M. STATIONERY OFF., Feb. '19",,,,Feb. '19,
"Cicero (M. T.)--Letters to Atticus. With Eng. trans. by E. O. Winstedt. Vol. 3, pp. 466, 7s. 6d. net; lthr. 10s. 6d. net; hds. 6s. net (Loeb Classical lib.) ...HEINEMANN, Jan. '19",Cicero,M. T.,Letters to Atticus,HEINEMANN,6s.,,"Cicero (M. T.)--Letters to Atticus. With Eng. trans. by E. O. Winstedt. Vol. 3, pp. 466, 7s. 6d. net; lthr. 10s. 6d. net; hds. 6s. net (Loeb Classical lib.) ...HEINEMANN, Jan. '19",M. T. Cicero,['Cicero (M. T.)'],,Jan. '19,net
"Cinderella. Retold by C. S. Evans, and illus. by Arthur Rackham. Folio, 101 × 71, pp. 110, 7s. 6d. net HEINEMANN, Nov. '19",,,Cinderella,HEINEMANN,7s. 6d.,,"Cinderella. Retold by C. S. Evans, and illus. by Arthur Rackham. Folio, 101 × 71, pp. 110, 7s. 6d. net HEINEMANN, Nov. '19",,,,Nov. '19,net
"City Temple pulpit. Nos. 1-4. 8×51, ea. pp. 8, ea. 2d. net (Holborn Viaduct, F.C.) CITY TEMPLE, July '19",,,City Temple pulpit,CITY TEMPLE,2d.,,"City Temple pulpit. Nos. 1-4. 8×51, ea. pp. 8, ea. 2d. net (Holborn Viaduct, F.C.) CITY TEMPLE, July '19",,,,July '19,net
"1d. .H.M. STATIONERY OFF., Feb. '19",,,,H.M. STATIONERY OFF.,1d.,,"Id. .H.M. STATIONERY OFF., Feb. '19",,,,Feb. '19,
"Civil Service Arbitration Bd.-Awards and agree- ments. Vol. 1, May '17 to Aug., '19. 4s. 6d. net .H.M STATIONERY OFF., Oct. '19",,,Civil Service Arbitration Bd,H.M STATIONERY OFF.,4s. 6d.,,"Civil Service Arbitration Bd.-Awards and agree- ments. Vol. 1, May '17 to Aug., '19. 4s. 6d. net .H.M STATIONERY OFF., Oct. '19",,,,Oct. '19,net
"Civil Service Commission.-Exam. papers: Ap- prentice in H.M. Dockyards, &c., 1s.; Typists in Govt. Depts., 1s. H.M. STATIONERY OFF., July'19",,,Civil Service Commission,H.M. STATIONERY OFF.,1s.,,"Civil Service Commission.-Exam. papers: Ap- prentice in H.M. Dockyards, &c., Is.; Typists in Govt. Depts., Is. H.M. STATIONERY OFF., July'19",,,,July'19,
"Civil Service Commission-Exam. papers. Foreign languages, modern: Officers in Army, June, 1s. 6d. net; Indian Civil Service: Open com- petitive exam., Aug., 2s. 6d. net; Indian Police Force, appointments, Aug., s. H.M. STATIONERY OFF., Oct. '19",,,Civil Service Commission-Exam,H.M. STATIONERY OFF.,,,"Civil Service Commission-Exam. papers. Foreign languages, modern: Officers in Army, June, Is. 6d. net; Indian Civil Service: Open com- petitive exam., Aug., 2s. 6d. net; Indian Police Force, appointments, Aug., IS. H.M. STATIONERY OFF., Oct. '19",,,,Oct. '19,
"Civil Service Commission-Exam. papers. Re- construction scheme: Clerkships, Class I., 1s. ; Junior appointments (inter. class), 6d. s. H.M. STATIONERY OFFICE, June '19",,,Civil Service Commission-Exam,H.M. STATIONERY OFFICE,,,"Civil Service Commission-Exam. papers. Re- construction scheme: Clerkships, Class I., Is. ; Junior appointments (inter. class), 6d. IS. H.M. STATIONERY OFFICE, June '19",,,,June '19,
"Civil Service Commission-Exam. papers: Royal Military Academy, Woolwich, &c., 1s. 6d. ; Cadetships in the Royal Irish Constabulary, July 1, 1919. H.M. STATIONERY OFF., Sep. '19",,,Civil Service Commission-Exam,H.M. STATIONERY OFF.,,,"Civil Service Commission-Exam. papers: Royal Military Academy, Woolwich, &c., Is. 6d. ; Cadetships in the Royal Irish Constabulary, July 1, 1919. H.M. STATIONERY OFF., Sep. '19",,,,Sep. '19,
"Civil Service Commission-Handwriting of can- didates, Samples of, 6d.; Exam. papers: Foreign Office and diplomatic service, Appoint- ments in the, 1s. H.M. STATIONERY OFFICE, Mar. '19",,,"Civil Service Commission-Handwriting of can- didates, Samples of",H.M. STATIONERY OFFICE,1s.,,"Civil Service Commission-Handwriting of can- didates, Samples of, 6d.; Exam. papers: Foreign Office and diplomatic service, Appoint- ments in the, Is. H.M. STATIONERY OFFICE, Mar. '19",,,,Mar. '19,
"Civil Service Commission-Rules and regulations, 3s.......H.M. STATIONERY OFFICE, May '19",,,Civil Service Commission-Rules and regulations,H.M. STATIONERY OFFICE,3s.,,"Civil Service Commission-Rules and regulations, 3s.......H.M. STATIONERY OFFICE, May '19",,,,May '19,
"Civil Services. Suppl. estimate, 1919-20, 2d.; do., 4d.......H.M. STATIONERY OFF., July '19",,,Civil Services,H.M. STATIONERY OFF.,4d.,,"Civil Services. Suppl. estimate, 1919-20, 2d.; do., 4d.......H.M. STATIONERY OFF., July '19",,,,July '19,
"Civil Services and Revenue Departments-Appro priation accounts, 1917-18, 3s. 6d. H.M. STATIONERY OFFICE, Mar. '19",,,Civil Services and Revenue Departments-Appro priation accounts,H.M. STATIONERY OFFICE,3s. 6d.,,"Civil Services and Revenue Departments-Appro priation accounts, 1917-18, 3s. 6d. H.M. STATIONERY OFFICE, Mar. '19",,,,Mar. '19,
"Civil Services and Revenues Departments- Estimate, id. 1919-20. H.M. STATIONERY OFFICE, Mar. '19",,,"Civil Services and Revenues Departments- Estimate, id",H.M. STATIONERY OFFICE,,,"Civil Services and Revenues Departments- Estimate, id. 1919-20. H.M. STATIONERY OFFICE, Mar. '19",,,,Mar. '19,
"Civil Service and Revenue Depts.-Estimates, 1919-20: supplement, Post Office detail; sub-heads A. 2, A. 4, and A. 6, 6d. H.M. STATIONERY OFF., Apr. '19",,,Civil Service and Revenue Depts,H.M. STATIONERY OFF.,6d.,,"Civil Service and Revenue Depts.-Estimates, 1919-20: supplement, Post Office detail; sub-heads A. 2, A. 4, and A. 6, 6d. H.M. STATIONERY OFF., Apr. '19",,,,Apr. '19,
"Clarke (R. H.-The Veil of silence. 7×5, pp. 138, 3s. 6d. net....HEATH, CRANTON, Oct. 19",,,Clarke (R. H.-The Veil of silence,"HEATH, CRANTON",3s. 6d.,,"Clarke (R. H.-The Veil of silence. 7×5, pp. 138, 35. 6d. net....HEATH, CRANTON, Oct. 19",,,,Oct. 19,net
"Clean-Fighting Turk (The): Yesterday, to- day, and to-morrow. Forew. by Sir H. H. Johnston. 81 × 51, pp. 63, swd. 3s. net SPOTTISWOODE & B., Jan. '19",,,"Clean-Fighting Turk (The): Yesterday, to- day, and to-morrow",SPOTTISWOODE & B.,3s.,,"Clean-Fighting Turk (The): Yesterday, to- day, and to-morrow. Forew. by Sir H. H. Johnston. 81 × 51, pp. 63, swd. 3s. net SPOTTISWOODE & B., Jan. '19",,,,Jan. '19,net
"Clear (Claudius) see Nicoll (W. R.). Clear the decks; tale of American Navy of to-day; by Commander. 6s. net 善 ​LIPPINCOTT, Feb. '19",Clear,Claudius,Clear the decks; tale of American Navy of to-day; by Commander,LIPPINCOTT,,,"Clear (Claudius) see Nicoll (W. R.). Clear the decks; tale of American Navy of to-day; by Commander. 6s. net 善 ​LIPPINCOTT, Feb. '19",Claudius Clear,['Clear (Claudius)'],,Feb. '19,
"Clinch (George)-Kent : a concise handbook. 74×5, pp. 38, swd. 6d. net (Canterbury) E. H. FLVY, Dec. '19",Clinch,George,Kent : a concise handbook,E. H. FLVY,6d.,,"Clinch (George)-Kent : a concise handbook. 74×5, pp. 38, swd. 6d. net (Canterbury) E. H. FLVY, Dec. '19",George Clinch,['Clinch (George)'],,Dec. '19,net
"Coal Industry Commission Act, 1919-Reports, March 20, 1919: Interim report by the Hon. Mr. Justice Sankey (Chairman), Mr. Arthur Balfour, Sir Arthur Duckham and Sir Thomas Royden, id.; Report by Messrs. R. Smilie, Frank Hodges, Herbert Smith, R. H. Tawney and Sidney Webb, and Sir Leo Chiozza Money, 2d.; Interim report by Messrs. R. W. Cooper, J. T. Forgie and Evan Williams, id. H.M. STATIONERY OFF., Mar. '19",,,Coal Industry Commission Act,H.M. STATIONERY OFF.,,,"Coal Industry Commission Act, 1919-Reports, March 20, 1919: Interim report by the Hon. Mr. Justice Sankey (Chairman), Mr. Arthur Balfour, Sir Arthur Duckham and Sir Thomas Royden, id.; Report by Messrs. R. Smilie, Frank Hodges, Herbert Smith, R. H. Tawney and Sidney Webb, and Sir Leo Chiozza Money, 2d.; Interim report by Messrs. R. W. Cooper, J. T. Forgie and Evan Williams, id. H.M. STATIONERY OFF., Mar. '19",,,,Mar. '19,
"Coal Industry Commission Act, 1919-Second stage, Reports, June 20, 1919: by the Hon. Mr. Justice Sankey (Chairman); by Sir Leo Chiozza Money and Messrs. Frank Hodges, Robert Smillie, Herbert Smith, R. H. Tawney and Sidney Webb; by Sir Adam Nimmo, Sir Allan M. Smith, and Messrs. Arthur Balfour, R. W. Cooper and Evan Williams; and by Sir Arthur Duckham, 4d. H.M. STATIONERY OFF., June '19",,,Coal Industry Commission Act,H.M. STATIONERY OFF.,4d.,,"Coal Industry Commission Act, 1919-Second stage, Reports, June 20, 1919: by the Hon. Mr. Justice Sankey (Chairman); by Sir Leo Chiozza Money and Messrs. Frank Hodges, Robert Smillie, Herbert Smith, R. H. Tawney and Sidney Webb; by Sir Adam Nimmo, Sir Allan M. Smith, and Messrs. Arthur Balfour, R. W. Cooper and Evan Williams; and by Sir Arthur Duckham, 4d. H.M. STATIONERY OFF., June '19",,,,June '19,
"Coal Industry Commission-Reports and minutes of evidence. Vol. 1, 3s. 6d. net; Vol. 2, 7s. net H.M. STATIONERY OFF., Oct. '19",,,Coal Industry Commission-Reports and minutes of evidence,H.M. STATIONERY OFF.,7s.,,"Coal Industry Commission-Reports and minutes of evidence. Vol. 1, 3s. 6d. net; Vol. 2, 7s. net H.M. STATIONERY OFF., Oct. '19",,,,Oct. '19,net
"Coal Mines Act, 1911-Regulations and orders, H.M. STATIONERY OFF., Apr. '19",,,Coal Mines Act,H.M. STATIONERY OFF.,,,"Coal Mines Act, 1911-Regulations and orders, H.M. STATIONERY OFF., Apr. '19",,,,Apr. '19,
"Coal Mines Bill-Report from Standing Com- mittee A; with proceedings. id. H.M. STATIONERY OFF., Aug. '19",,,Coal Mines Bill-Report from Standing Com- mittee A; with proceedings,H.M. STATIONERY OFF.,,,"Coal Mines Bill-Report from Standing Com- mittee A; with proceedings. id. H.M. STATIONERY OFF., Aug. '19",,,,Aug. '19,
"Coal mines (Output of coal at)-Returns (monthly) from June, 1919, ea. id.; do., weekly output from week ending May 31 to Aug. 9, 1d.; do., from week ending May 31 to Aug. 30, id. H.M. STATIONERY OFF., Sep., &c., ' 19",,,June,H.M. STATIONERY OFF.,,,"Coal mines (Output of coal at)-Returns (monthly) from June, 1919, ea. id.; do., weekly output from week ending May 31 to Aug. 9, Id.; do., from week ending May 31 to Aug. 30, id. H.M. STATIONERY OFF., Sep., &c., ' 19",,['Coal mines (Output of coal at)-Returns (monthly)'],,"Sep., &c., ' 19",
"Cohen (Chapman)-Woman and Christianity: the subjection and exploitation of a sex. 7×41, pp. 96, swd. 1s. net...... PIONEER PR., May '19",Cohen,Chapman,Woman and Christianity: the subjection and exploitation of a sex,PIONEER PR.,1s.,,"Cohen (Chapman)-Woman and Christianity: the subjection and exploitation of a sex. 7×41, pp. 96, swd. Is. net...... PIONEER PR., May '19",Chapman Cohen,['Cohen (Chapman)'],,May '19,net
"Cohen (Chapman) see also Lyttelton (E.) and Cohen Cohen (Julius Henry)-Commercial arbitration and the law. 8vo. 12s. 6d. net APPLETON, Feb. '19",Cohen,Chapman,,APPLETON,12s. 6d.,,"Cohen (Chapman) see also Lyttelton (E.) and Cohen Cohen (Julius Henry)-Commercial arbitration and the law. 8vo. 12s. 6d. net APPLETON, Feb. '19",Chapman Cohen,['Cohen (Chapman)'],,Feb. '19,net
"Collections and recollections of the 107th Field Company, R.E. 81×51, pp. 146 .LEE WARNER, Mar. '19",,,Collections and recollections of the,LEE WARNER,,,"Collections and recollections of the 107th Field Company, R.E. 81×51, pp. 146 .LEE WARNER, Mar. '19",,,,Mar. '19,
"Collier (Madeleine)-Fragments. 5×41, pp. 32, s. 4d. net (Amersham, Bucks) MORLAND, Mar. '19",Collier,Madeleine,Fragments,MORLAND,4d.,,"Collier (Madeleine)-Fragments. 5×41, pp. 32, IS. 4d. net (Amersham, Bucks) MORLAND, Mar. '19",Madeleine Collier,['Collier (Madeleine)'],,Mar. '19,net
"Colliery, Accident at Stanrigg and Arbuckle, Lanarkshire-Report on the causes and cir- cumstances, s. H.M. STATIONERY OFF., June '19",,,"Colliery, Accident at Stanrigg and Arbuckle, Lanarkshire-Report on the causes and cir- cumstances, s",H.M. STATIONERY OFF.,,,"Colliery, Accident at Stanrigg and Arbuckle, Lanarkshire-Report on the causes and cir- cumstances, IS. H.M. STATIONERY OFF., June '19",,,,June '19,
"Colonial reports (1917)—Gold Coast. 3d. H.M. STATIONERY OFF., Sep. '19",Colonial reports,1917,Gold Coast,H.M. STATIONERY OFF.,3d.,,"Colonial reports (1917)—Gold Coast. 3d. H.M. STATIONERY OFF., Sep. '19",1917 Colonial reports,['Colonial reports (1917)'],,Sep. '19,
"Colonial Reports, 1917-Mauritius, 3d.; Fast Africa Protectorate (1916-17) 2d.; Barbados (1917-18), 1d. H.M. STATIONERY OFF., Apr. '19",,,Colonial Reports,H.M. STATIONERY OFF.,1d.,,"Colonial Reports, 1917-Mauritius, 3d.; Fast Africa Protectorate (1916-17) 2d.; Barbados (1917-18), Id. H.M. STATIONERY OFF., Apr. '19",,,,Apr. '19,
"Colonial reports-Nyasaland, 1917-18, 1d.; Basu- toland, 1917-18, 1d. H.M. STATIONERY OFF., July '19",,,Colonial reports-Nyasaland,H.M. STATIONERY OFF.,1d.,,"Colonial reports-Nyasaland, 1917-18, 1d.; Basu- toland, 1917-18, 1d. H.M. STATIONERY OFF., July '19",,,,July '19,
"Colonial Reports, 1917-Sierra Leone, 2d.; Straits Settlements, 3d. ; Leeward 1slands (1917-18) 1d.; Uganda (1917-18) 1d.; British Honduras, 1d.; Gilbert and Ellice 1slands (1917-18) 1d...H.M. STATIONERY OFF., June '10 Colonial Reports, 1917-St. Vincent (1917-18) 1d. Bahamas (1917-18) 2d.; Gambia, 2d.; Jam- aica (1917-18) 2d.; Gibraltar, id.; Bermuda, 1d.; Swaziland (1917-18, 1d.; Trinidad and Tobago, 5d.; Cyprus (1917-18), id.; Bechuana- land Protectorate (1917-18), id. H.M. STATIONERY OFF., Mar. '19",,,Colonial Reports,H.M. STATIONERY OFF.,,,"Colonial Reports, 1917-Sierra Leone, 2d.; Straits Settlements, 3d. ; Leeward Islands (1917-18) 1d.; Uganda (1917-18) 1d.; British Honduras, Id.; Gilbert and Ellice Islands (1917-18) 1d...H.M. STATIONERY OFF., June '10 Colonial Reports, 1917-St. Vincent (1917-18) Id. Bahamas (1917-18) 2d.; Gambia, 2d.; Jam- aica (1917-18) 2d.; Gibraltar, id.; Bermuda, Id.; Swaziland (1917-18, Id.; Trinidad and Tobago, 5d.; Cyprus (1917-18), id.; Bechuana- land Protectorate (1917-18), id. H.M. STATIONERY OFF., Mar. '19",,,,Mar. '19,
"Colonial reports, 1918-Wei-Hai-Wei, id.; Zan- zibar, id.; Hong Kong, 2d. H.M. STATIONERY OFF., Oct. '19",,,Colonial reports,H.M. STATIONERY OFF.,2d.,,"Colonial reports, 1918-Wei-Hai-Wei, id.; Zan- zibar, id.; Hong Kong, 2d. H.M. STATIONERY OFF., Oct. '19",,,,Oct. '19,
"Colonial Service (H. M.)-Regulations. 9d. H.M. STATIONERY OFF., Aug. '19",Colonial Service,H. M.,Regulations,H.M. STATIONERY OFF.,9d.,,"Colonial Service (H. M.)-Regulations. 9d. H.M. STATIONERY OFF., Aug. '19",H. M. Colonial Service,['Colonial Service (H. M.)'],,Aug. '19,
"Comical customers. Fol. -clo., 1s. 6d. SCOTT & S., Jan. '19",,,Comical customers,SCOTT & S.,1s. 6d.,,"Comical customers. Fol. -clo., Is. 6d. SCOTT & S., Jan. '19",,,,Jan. '19,
"A. K.) 2s., Nov. '19",,,,,,,"A. K.) 2S., Nov. '19",,,,,
"Commons Act, 1876 (Coity Wallia Commons, Glamorgan)-Report by Bd. of Agriculture upon the Regulation of, id. H.M. STATIONERY OFF., May '19","Commons Act, 1876","Coity Wallia Commons, Glamorgan",Report by Bd,H.M. STATIONERY OFF.,,,"Commons Act, 1876 (Coity Wallia Commons, Glamorgan)-Report by Bd. of Agriculture upon the Regulation of, id. H.M. STATIONERY OFF., May '19","Coity Wallia Commons, Glamorgan Commons Act, 1876","['Commons Act, 1876 (Coity Wallia Commons, Glamorgan)']",,May '19,
"Connor (Ralph)-Man from Glengarry. swd. 2s. net.. Connor (Ralph)-The Crow's Nest Pass. pp. 472, 6s. net. Connor (Ralph)-The foothills. 18th ed. 6s. net .HODDER & S., Apr. '19",Connor,Ralph,Man from Glengarry,HODDER & S.,6s.,,"Connor (Ralph)-Man from Glengarry. swd. 2s. net.. Connor (Ralph)-The Crow's Nest Pass. pp. 472, 6s. net. Connor (Ralph)-The foothills. 18th ed. 6s. net .HODDER & S., Apr. '19",Ralph Connor,['Connor (Ralph)'],,Apr. '19,net
"Consolidated Fund-Abstract account, 1917-18, 1d. .H.M. STATIONERY OFF., Mar. '19",,,Consolidated Fund-Abstract account,H.M. STATIONERY OFF.,1d.,,"Consolidated Fund-Abstract account, 1917-18, Id. .H.M. STATIONERY OFF., Mar. '19",,,,Mar. '19,
"Constabulary and Police Forces (Scotland)— Annual report, 1918. H.M. STATIONERY OFF., Apr. '19",,,Constabulary and Police Forces (Scotland)— Annual report,H.M. STATIONERY OFF.,,,"Constabulary and Police Forces (Scotland)— Annual report, 1918. H.M. STATIONERY OFF., Apr. '19",,,,Apr. '19,
"Constabulary (Royal Irish)-List and directory, Jan., 1919. s. 6d. H.M. STATIONERY OFF., Mar. '19",Constabulary,Royal Irish,"List and directory, Jan",H.M. STATIONERY OFF.,6d.,,"Constabulary (Royal Irish)-List and directory, Jan., 1919. IS. 6d. H.M. STATIONERY OFF., Mar. '19",Royal Irish Constabulary,['Constabulary (Royal Irish)'],,Mar. '19,
"Contractors (Government, Ineligible)--Return of the names of Contractors to the Admiralty, War Office and Ministry of Munitions who have been placed on the Black List. net s. H.M. STATIONERY OFF., May '19",Contractors,"Government, Ineligible","Return of the names of Contractors to the Admiralty, War Office and Ministry of Munitions who have been placed on the Black List",H.M. STATIONERY OFF.,,,"Contractors (Government, Ineligible)--Return of the names of Contractors to the Admiralty, War Office and Ministry of Munitions who have been placed on the Black List. net IS. H.M. STATIONERY OFF., May '19","Government, Ineligible Contractors","['Contractors (Government, Ineligible)']",,May '19,
"Control (Bd. of)-Defectives and lunatics in Poor Law Institutions: review of conditions of. 2d. .H.M. STATIONERY OFFICE, July '19",Control,Bd. of,Defectives and lunatics in Poor Law Institutions: review of conditions of,H.M. STATIONERY OFFICE,2d.,,"Control (Bd. of)-Defectives and lunatics in Poor Law Institutions: review of conditions of. 2d. .H.M. STATIONERY OFFICE, July '19",Bd. of Control,['Control (Bd. of)'],,July '19,
"Co-operative Union-The 50th Annual Co- operative Congress, 1918, at the Central Hall, Liverpool, May, 1918. Ed. by A. Whitehead. 81×51, pp. 916 (Manchester) CO-OPERATIVE UNION, Apr.'19",,,Co-operative Union-The,CO-OPERATIVE UNION,,,"Co-operative Union-The 50th Annual Co- operative Congress, 1918, at the Central Hall, Liverpool, May, 1918. Ed. by A. Whitehead. 81×51, pp. 916 (Manchester) CO-OPERATIVE UNION, Apr.'19",,,,Apr.'19,
"Com Production Acts, 1917 and 1918-Regula- tion, Dec. 13, 1918, made by the Bd. of Agri- culture for Scotland. 1d. H.M. STATIONERY OFF., Mar. '19",,,Com Production Acts,H.M. STATIONERY OFF.,1d.,,"Com Production Acts, 1917 and 1918-Regula- tion, Dec. 13, 1918, made by the Bd. of Agri- culture for Scotland. Id. H.M. STATIONERY OFF., Mar. '19",,,,Mar. '19,
"Cornwall (Duchy of)-Account for 1918. 1d. H.M. STATIONERY OFF., Apr.'19",Cornwall,Duchy of,Account for,H.M. STATIONERY OFF.,1d.,,"Cornwall (Duchy of)-Account for 1918. Id. H.M. STATIONERY OFF., Apr.'19",Duchy of Cornwall,['Cornwall (Duchy of)'],,Apr.'19,
"AUTHOR, May '19",,,,AUTHOR,,,"AUTHOR, May '19",,,,May '19,
"Costello (Mrs.) ed.-Traditional folk-songs from Galloway and Mayo. 9×7, pp. 168, 7s. 6d. net (Dublin: Caudle Pr.) London: IRISH FOLK-SONG SOC., July '19",Costello,Mrs.,Traditional folk-songs from Galloway and Mayo,IRISH FOLK-SONG SOC.,,,"Costello (Mrs.) ed.-Traditional folk-songs from Galloway and Mayo. 9×7, pp. 168, 7s. 6d. net (Dublin: Caudle Pr.) London: IRISH FOLK-SONG SOC., July '19",Mrs. Costello,['Costello (Mrs.)'],ed.,July '19,
"Cotton (Indian) Ctte.-Report. With maps. 3s. 8d. ..H.M. STATIONERY OFFICE, Aug. '19",Cotton,Indian,Ctte,H.M. STATIONERY OFFICE,3s. 8d.,,"Cotton (Indian) Ctte.-Report. With maps. 3s. 8d. ..H.M. STATIONERY OFFICE, Aug. '19",Indian Cotton,['Cotton (Indian)'],,Aug. '19,
"County Courts-Plaints and sittings: Returns for 1917. 6s. .H.M. STATIONERY OFF., Jan. '19",,,County Courts-Plaints and sittings: Returns for,H.M. STATIONERY OFF.,6s.,,"County Courts-Plaints and sittings: Returns for 1917. 6s. .H.M. STATIONERY OFF., Jan. '19",,,,Jan. '19,
"Cox (W. F.)-Guide to the preparation of cases for District Courts Martial and the conduct of the proceedings. 3rd ed. Folio, 10181, pp. 117, 6s. net GALE & P., Feb. 19",Cox,W. F.,Guide to the preparation of cases for District Courts Martial and the conduct of the proceedings,GALE & P.,6s.,,"Cox (W. F.)-Guide to the preparation of cases for District Courts Martial and the conduct of the proceedings. 3rd ed. Folio, 10181, pp. 117, 6s. net GALE & P., Feb. 19",W. F. Cox,['Cox (W. F.)'],,Feb. 19,net
"Cradock (Mrs. H. C.)-Josephine's birthday Illus. by Honor C. Appleton. Folio 10 x 71, pp. 64, 5s. net .BLACKIE, Nov. '19",Cradock,Mrs. H. C.,Josephine's birthday,BLACKIE,5s.,,"Cradock (Mrs. H. C.)-Josephine's birthday Illus. by Honor C. Appleton. Folio 10 x 71, pp. 64, 5s. net .BLACKIE, Nov. '19",Mrs. H. C. Cradock,['Cradock (Mrs. H. C.)'],,Nov. '19,net
"Criminal law amendment Bill and sexual offences Bill-Index and digest of evidence, 3d. H.M. STATIONERY OFF., Apr. '19",,,Criminal law amendment Bill and sexual offences Bill-Index and digest of evidence,H.M. STATIONERY OFF.,3d.,,"Criminal law amendment Bill and sexual offences Bill-Index and digest of evidence, 3d. H.M. STATIONERY OFF., Apr. '19",,,,Apr. '19,
"Criminal law amendment bill and sexual offences bill. Report from the Joint Select Ctte. .H.M. STATIONERY OFF., Jan. '19",,,Criminal law amendment bill and sexual offences bill,H.M. STATIONERY OFF.,,,"Criminal law amendment bill and sexual offences bill. Report from the Joint Select Ctte. .H.M. STATIONERY OFF., Jan. '19",,,,Jan. '19,
"Currie (Archibald N.)-Hebrid echoes [poems]. 8×51, 1s. 6d. (Glasgow) ARCHIBALD SINCLAIR, June' 19",Currie,Archibald N.,Hebrid echoes [poems],ARCHIBALD SINCLAIR,1s. 6d.,,"Currie (Archibald N.)-Hebrid echoes [poems]. 8×51, Is. 6d. (Glasgow) ARCHIBALD SINCLAIR, June' 19",Archibald N. Currie,['Currie (Archibald N.)'],,June' 19,
"Customs and Excise-9th Report of the Com- missioners, 1917-18. 9d. H.M. STATIONERY OFF., May '19",,,Customs and Excise,H.M. STATIONERY OFF.,9d.,,"Customs and Excise-9th Report of the Com- missioners, 1917-18. 9d. H.M. STATIONERY OFF., May '19",,,,May '19,
"Enl. and rev. ed. .BAGSTER, Sep. '19",,,Enl,BAGSTER,,,"Enl. and rev. ed. .BAGSTER, Sep. '19",,,,Sep. '19,
"Daily Mail 1deal (workers') homes: Midland in- dustrial area. Folio, 12 × 91, pp. 54, 5s. net ASSOCIATED NEWSPAPERS, Aug. '19",Daily Mail 1deal,workers',Midland in- dustrial area,ASSOCIATED NEWSPAPERS,5s.,,"Daily Mail Ideal (workers') homes: Midland in- dustrial area. Folio, 12 × 91, pp. 54, 5s. net ASSOCIATED NEWSPAPERS, Aug. '19",workers' Daily Mail 1deal,"[""Daily Mail 1deal (workers')""]",,Aug. '19,net
"Daily Mail 1deal (workers') homes: Northern in- dustrial area. Folio, 12 × 91, pp. 54, 5s. net ASSOCIATED NEWSPAPERS, Aug. '19",Daily Mail 1deal,workers',Northern in- dustrial area,ASSOCIATED NEWSPAPERS,5s.,,"Daily Mail Ideal (workers') homes: Northern in- dustrial area. Folio, 12 × 91, pp. 54, 5s. net ASSOCIATED NEWSPAPERS, Aug. '19",workers' Daily Mail 1deal,"[""Daily Mail 1deal (workers')""]",,Aug. '19,net
"Daily Mail 1deal (workers') homes: Southern and Midland Counties rural area. Folio, 121×91, pp. 54, 5s. net ASSOCIATED NEWSPAPERS, Aug. '19",Daily Mail 1deal,workers',Southern and Midland Counties rural area,ASSOCIATED NEWSPAPERS,5s.,,"Daily Mail Ideal (workers') homes: Southern and Midland Counties rural area. Folio, 121×91, pp. 54, 5s. net ASSOCIATED NEWSPAPERS, Aug. '19",workers' Daily Mail 1deal,"[""Daily Mail 1deal (workers')""]",,Aug. '19,net
"S.P.C.K., July '19",,,,S.P.C.K.,,,"S.P.C.K., July '19",,,,July '19,
"Danger in India (The): sedition and murder. 9×6. pp. 23 (6, Broad St. Place, E.C. 2) INDO-BRITISH ASSN., Jan. '19",,,Danger in India (The): sedition and murder,INDO-BRITISH ASSN.,,,"Danger in India (The): sedition and murder. 9×6. pp. 23 (6, Broad St. Place, E.C. 2) INDO-BRITISH ASSN., Jan. '19",,,,Jan. '19,
