,entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
36,"Acts ---W'ye Fisheries Provisional Order Confir- mation, is.; Pier and I arbour Orders Con. tìrmation (No. 1), 2s. 9d. ; Public Offices Sites Extension, 6d. ; Bristol Tramways, 6d. ; Com- mercial Union Assurance, 3s. ; Tollemache Estate, 3s. 9d. ; Louth and East Coast Rail- way (Transfer), is. ; Skegness Urban District Council, 2s. Doncaster Corporation, 2s. 3d.; Stockport Corporation, 2s. 3d. ; Electric Lighting Orders Confirmation (No. 1), 2s. 60.; Humber Commercial Railway and Dock, 1s. 3d.; Dartford Gas, 1s. 30.; Roch- dale Corporation, 2s. ; North Eastern Railway, 2s. gd.; Lanarkshire Tramways Order Con- firmation, gd. . WYMAN, Sep. 08",,,"Acts ---W'ye Fisheries Provisional Order Confir- mation, is",WYMAN,,0.0,,"Acts ---W'ye Fisheries Provisional Order Confir- mation, is.; Pier and I arbour Orders Con. tìrmation (No. 1), 25. 9d. ; Public Offices Sites Extension, 6d. ; Bristol Tramways, 6d. ; Com- mercial Union Assurance, 35. ; Tollemache Estate, 3s. 9d. ; Louth and East Coast Rail- way (Transfer), is. ; Skegness Urban District Council, 2s. Doncaster Corporation, 25. 3d.; Stockport Corporation, 25. 3d. ; Electric Lighting Orders Confirmation (No. 1), 25. 60.; Humber Commercial Railway and Dock, Is. 3d.; Dartford Gas, Is. 30.; Roch- dale Corporation, 25. ; North Eastern Railway, 25. gd.; Lanarkshire Tramways Order Con- firmation, gd. . WYMAN, Sep. 08",,,,Sep. 08,
37,"Acts, Local and Private, 1907: Index, 5s. 3d. WYMAN, Feb. 08",,,"Acts, Local and Private",WYMAN,5s. 3d.,0.2625,,"Acts, Local and Private, 1907: Index, 5s. 3d. WYMAN, Feb. 08",,,,Feb. 08,
40,"Adair (H. N.)-French Historical Reader. 3rd edit., with Composition Supplemeni. Cr. Svo. . BELL, Oct. 08",Adair,H. N.,French Historical Reader,BELL,,0.0,,"Adair (H. N.)-French Historical Reader. 3rd edit., with Composition Supplemeni. Cr. Svo. . BELL, Oct. 08",H. N. Adair,['Adair (H. N.)'],,Oct. 08,
49,"Adams (Joseph H.)-Harper's Indoor Book for Boys. Illus. Svo. 8 X 54, pp. 378, 6s. HARPER, May 08",Adams,Joseph H.,Harper's Indoor Book for Boys,HARPER,6s.,0.3,,"Adams (Joseph H.)-Harper's Indoor Book for Boys. Illus. Svo. 8 X 54, pp. 378, 6s. HARPER, May 08",Joseph H. Adams,['Adams (Joseph H.)'],,May 08,
50,"Africa, E., Protectorate, Colonial Report, 6d. WYMAX, Feb. 08",,,"Africa, E., Protectorate, Colonial Report",WYMAX,6d.,0.025,,"Africa, E., Protectorate, Colonial Report, 6d. WYMAX, Feb. 08",,,,Feb. 08,
54,"Agnew (Georgette) - The Night that Brings Out Stars. Cr. Svo. 73 X 41, pp. 296, 6s. HEINEMINN, Feb. 08",Agnew,Georgette,The Night that Brings Out Stars,HEINEMINN,6s.,0.3,,"Agnew (Georgette) - The Night that Brings Out Stars. Cr. Svo. 73 X 41, pp. 296, 6s. HEINEMINN, Feb. 08",Georgette Agnew,['Agnew (Georgette)'],,Feb. 08,
56,"ALBE Agricultural Education Committee: Evidence and Index, 5s. 3d. . WYMAN, Aug. 08 ! Agricultural Education in England and Wales Committee : Report, 9d. .. WYMAV, July 08",,,ALBE Agricultural Education Committee: Evidence and Index,WYMAV,9d.,0.0375,,"ALBE Agricultural Education Committee: Evidence and Index, 5s. 3d. . WYMAN, Aug. 08 ! Agricultural Education in England and Wales Committee : Report, 9d. .. WYMAV, July 08",,,,July 08,
57,"Agricultural Education in the United States Report on, 4d.... WYMAN, Feb. 08",,,Agricultural Education in the United States Report on,WYMAN,4d.,0.016666666666666666,,"Agricultural Education in the United States Report on, 4d.... WYMAN, Feb. 08",,,,Feb. 08,
59,"Agricultural Labourer. Eng., Hasbach (W.) 7s. 6d. net .... Oct. og Agricultural Statistics, Vol. 12, Part 1, 5d. WYMAN, Jan. os Agricultural Statistics, Part 2 : Returns of Pro- duce of Crops in Great Britain, 4d. WYMAN, April 08",,,Agricultural Labourer,WYMAN,4d.,0.016666666666666666,,"Agricultural Labourer. Eng., Hasbach (W.) 75. 6d. net .... Oct. og Agricultural Statistics, Vol. 12, Part 1, 5d. WYMAN, Jan. os Agricultural Statistics, Part 2 : Returns of Pro- duce of Crops in Great Britain, 4d. WYMAN, April 08",,,,April 08,
60,"Agriculture, Board of, 1907 Statistics (Prices and Supplies of Corn, Live Stock and other Pro- duce), Skd.; Interim Report of Proceedings under Small Holdings and Allotments Acts, 5d. WYMAN, Aug. 08",,,"Agriculture, Board of",WYMAN,5d.,0.020833333333333332,,"Agriculture, Board of, 1907 Statistics (Prices and Supplies of Corn, Live Stock and other Pro- duce), Skd.; Interim Report of Proceedings under Small Holdings and Allotments Acts, 5d. WYMAN, Aug. 08",,,,Aug. 08,
61,"Agriculture, Board of Intelligence Division : Report for 1906, 7d. . WYMAN, Jan, 08",,,"Agriculture, Board of Intelligence Division : Report for",WYMAN,7d.,0.029166666666666667,,"Agriculture, Board of Intelligence Division : Report for 1906, 7d. . WYMAN, Jan, 08",,,,"Jan, 08",
62,"Agriculture, Board of—Report, 1907 (Intelligence Division), 5d. WYMAN, Sep. 08",,,"Agriculture, Board of—Report",WYMAN,5d.,0.020833333333333332,,"Agriculture, Board of—Report, 1907 (Intelligence Division), 5d. WYMAN, Sep. 08",,,,Sep. 08,
63,"Agriculture in Asia Minor, Report on, with special reference to Cotton Cultivation, is. W'YMAN, Oct. 08",,,"Agriculture in Asia Minor, Report on, with special reference to Cotton Cultivation, is",W'YMAN,,0.0,,"Agriculture in Asia Minor, Report on, with special reference to Cotton Cultivation, is. W'YMAN, Oct. 08",,,,Oct. 08,
73,"Ainsworth (W. H.)--The Flitch of Bacon; or, The Custom of Dunmow. 12m0., PP. 320, is. net, Ithr. 25, net (New Universal Lib.) ROUTLEDGE, May 08",Ainsworth,W. H.,"The Flitch of Bacon; or, The Custom of Dunmow",ROUTLEDGE,,0.0,,"Ainsworth (W. H.)--The Flitch of Bacon; or, The Custom of Dunmow. 12m0., PP. 320, is. net, Ithr. 25, net (New Universal Lib.) ROUTLEDGE, May 08",W. H. Ainsworth,['Ainsworth (W. H.)'],,May 08,
75,"Ainsworth (W. H.)--The Miser's Daughter. I 2010., pp. 84, is. net; Ithr. 2s. net (New Universal Lib.) .ROUTLEDGE, Mar. 08",Ainsworth,W. H.,The Miser's Daughter,ROUTLEDGE,2s.,0.1,,"Ainsworth (W. H.)--The Miser's Daughter. I 2010., pp. 84, is. net; Ithr. 25. net (New Universal Lib.) .ROUTLEDGE, Mar. 08",W. H. Ainsworth,['Ainsworth (W. H.)'],,Mar. 08,net
78,"Ainsworth (W. H.)--The Tower of London. Cr. vo. 7! X41, pp. 458, 8d. net, Ithr. is. 6d. net (The People's Lib.) .CASSELL, Feb. 08",Ainsworth,W. H.,The Tower of London,CASSELL,6d.,0.025,,"Ainsworth (W. H.)--The Tower of London. Cr. vo. 7! X41, pp. 458, 8d. net, Ithr. is. 6d. net (The People's Lib.) .CASSELL, Feb. 08",W. H. Ainsworth,['Ainsworth (W. H.)'],,Feb. 08,net
85,"Albanesi (T?. Maria)-Capricious Caroline. Svo. swd. 6d. . AMALGAMATED PRESS, Aug. 08",Albanesi,T?. Maria,Capricious Caroline,AMALGAMATED PRESS,6d.,0.025,,"Albanesi (T?. Maria)-Capricious Caroline. Svo. swd. 6d. . AMALGAMATED PRESS, Aug. 08",T?. Maria Albanesi,['Albanesi (T?. Maria)'],,Aug. 08,
89,"Albanesi (E. Maria)-Sister Ame. Cr. Evo 77X5, pp. 348, 68. .... HODDER & S., Odion Albe (E. E. Fournier d')-New light on Im- mortality. Cr. Svo. 71 X5, pp. 354. 6s. net LONGMANS, Oct. 08",Albanesi,E. Maria,Sister Ame,LONGMANS,6s.,0.3,,"Albanesi (E. Maria)-Sister Ame. Cr. Evo 77X5, pp. 348, 68. .... HODDER & S., Odion Albe (E. E. Fournier d')-New light on Im- mortality. Cr. Svo. 71 X5, pp. 354. 6s. net LONGMANS, Oct. 08",E. Maria Albanesi,['Albanesi (E. Maria)'],,Oct. 08,net
90,"Algeria, Trade and Agriculture of: Consular Report, 4}d. WYMAN, Nov. 08",,,"Algeria, Trade and Agriculture of: Consular Report",WYMAN,,0.0,,"Algeria, Trade and Agriculture of: Consular Report, 4}d. WYMAN, Nov. 08",,,,Nov. 08,
93,"Aliens Act, 1905-Second Annual Report of II. M. Inspector, 8d. ........ WYMAN, May 08",,,Aliens Act,WYMAN,8d.,0.03333333333333333,,"Aliens Act, 1905-Second Annual Report of II. M. Inspector, 8d. ........ WYMAN, May 08",,,,May 08,
96,"Allan (Maud)—My Life and Dancing. Illus. Cr. Svo. Pp. 128, is. net ..EVERETT, Oct. 08",Allan,Maud,My Life and Dancing,EVERETT,,0.0,,"Allan (Maud)—My Life and Dancing. Illus. Cr. Svo. Pp. 128, is. net ..EVERETT, Oct. 08",Maud Allan,['Allan (Maud)'],,Oct. 08,
101,"Allemandy (Victor H.)— The Reign of George III. Cr. 810., pp. 310, 28. 60, net (Normal Tutorial Ser.) ....NORMAL PRESS, Nov. 08",Allemandy,Victor H.,The Reign of George III,NORMAL PRESS,,0.0,,"Allemandy (Victor H.)— The Reign of George III. Cr. 810., pp. 310, 28. 60, net (Normal Tutorial Ser.) ....NORMAL PRESS, Nov. 08",Victor H. Allemandy,['Allemandy (Victor H.)'],,Nov. 08,
117,"Alpens (Marchinness 1') -- The House of the Lost Court. r Bvo. 3 < 5, pp 364, 6s. II )DDER & S., Mar, 08",Alpens,Marchinness 1',The House of the Lost Court,DDER & S.,,0.0,,"Alpens (Marchinness 1') -- The House of the Lost Court. r Bvo. 3 < 5, pp 364, 6s. II )DDER & S., Mar, 08",Marchinness 1' Alpens,"[""Alpens (Marchinness 1')""]",,"Mar, 08",
118,"Alpine Plants at Home. ist Series. 18nio, swd 6d. net ..... GOWANS & G., Mar. 08",,,Alpine Plants at Home,GOWANS & G.,6d.,0.025,,"Alpine Plants at Home. ist Series. I8nio, swd 6d. net ..... GOWANS & G., Mar. 08",,,,Mar. 08,net
129,"Amsterdam, Consular Report, 2d. WYMAN, Mar. 08",,,"Amsterdam, Consular Report",WYMAN,2d.,0.008333333333333333,,"Amsterdam, Consular Report, 2d. WYMAN, Mar. 08",,,,Mar. 08,
131,"Ancient Devotions for Holy Communion. From Eastern and Western Liturgical Sources. Compiled by S.A.C. 2nd edit. with Appendix. 12m0. 64x4), pp. 218, 2s. 6d, net, Ithr. 4s. net K. PAUL, May 08",,,Ancient Devotions for Holy Communion,K. PAUL,4s.,0.2,,"Ancient Devotions for Holy Communion. From Eastern and Western Liturgical Sources. Compiled by S.A.C. 2nd edit. with Appendix. 12m0. 64x4), pp. 218, 25. 6d, net, Ithr. 4s. net K. PAUL, May 08",,,,May 08,net
134,"Andersen (Hans)--Fairy Tales and Stories. Illus. Cr. Svo. 8 X5, pp. 416, 3s. 60. SEELEY, Oct. 08",Andersen,Hans,Fairy Tales and Stories,SEELEY,,0.0,,"Andersen (Hans)--Fairy Tales and Stories. Illus. Cr. Svo. 8 X5, pp. 416, 3s. 60. SEELEY, Oct. 08",Hans Andersen,['Andersen (Hans)'],,Oct. 08,
138,"Anderson (J. Redwood-)—The Legend of Eros and Psyche. Imp. Ihmo. 7} x 51, swd, 2s. 6d. niet .SIMPKIN, May 08",Anderson,J. Redwood-,The Legend of Eros and Psyche,SIMPKIN,,0.0,,"Anderson (J. Redwood-)—The Legend of Eros and Psyche. Imp. Ihmo. 7} x 51, swd, 25. 6d. niet .SIMPKIN, May 08",J. Redwood- Anderson,['Anderson (J. Redwood-)'],,May 08,
140,"Anderson (M. H.)--The Elements of Pilotage and Navigation with Notes on the Correction of Compasses. Illus. Deny Svo. 3s. 6d. net GRIFFIN, June 08",Anderson,M. H.,The Elements of Pilotage and Navigation with Notes on the Correction of Compasses,GRIFFIN,3s. 6d.,0.175,,"Anderson (M. H.)--The Elements of Pilotage and Navigation with Notes on the Correction of Compasses. Illus. Deny Svo. 35. 6d. net GRIFFIN, June 08",M. H. Anderson,['Anderson (M. H.)'],,June 08,net
151,"Andrews (C. F.)--North India. Ryl. 1610. 01 X41, pp. 260, 2s. net (Handbk. of English Church Expansion) MOWBRAY, Vov. 08",Andrews,C. F.,North India,MOWBRAY,2s.,0.1,,"Andrews (C. F.)--North India. Ryl. 1610. 01 X41, pp. 260, 25. net (Handbk. of English Church Expansion) MOWBRAY, Vov. 08",C. F. Andrews,['Andrews (C. F.)'],,Vov. 08,net
164,"Angola, Consular Report, 2d... WYMAN, Nov. 08",,,"Angola, Consular Report",WYMAN,2d.,0.008333333333333333,,"Angola, Consular Report, 2d... WYMAN, Nov. 08",,,,Nov. 08,
180,"Argentine Republic: General Information for Intending Settlers, 2d.. WYMAX, Dec. 08",,,Argentine Republic: General Information for Intending Settlers,WYMAX,2d.,0.008333333333333333,,"Argentine Republic: General Information for Intending Settlers, 2d.. WYMAX, Dec. 08",,,,Dec. 08,
182,"Aristophanes - The Frogs. Trans. into English Rhyming l'erse by Gilbert Murray. Cr, Svo. 7X5, pp. 140, 2s. net......G. ALLEN, Oct. 08",,,Aristophanes - The Frogs,G. ALLEN,2s.,0.1,,"Aristophanes - The Frogs. Trans. into English Rhyming l'erse by Gilbert Murray. Cr, Svo. 7X5, pp. 140, 25. net......G. ALLEN, Oct. 08",,,,Oct. 08,net
183,"Aristophanes - The Frogs. Trans. into English Rhyining Verse, by Gilbert Murray. Imp. 16n1o. pp. 138, swd. is. net, ..G. ALLEN, Oct. os Aristophanes-- Plays. A metrical version with Notes and an Essay on Aristoplianic Comedy, by John IIookhamn Frere, 1210. 61 X 35, pp. 374, is. net (Now Universal Lib.) ROUTLEDGE, Aug. 08",,,Aristophanes - The Frogs,ROUTLEDGE,,0.0,,"Aristophanes - The Frogs. Trans. into English Rhyining Verse, by Gilbert Murray. Imp. 16n1o. pp. 138, swd. is. net, ..G. ALLEN, Oct. os Aristophanes-- Plays. A metrical version with Notes and an Essay on Aristoplianic Comedy, by John IIookhamn Frere, 1210. 61 X 35, pp. 374, is. net (Now Universal Lib.) ROUTLEDGE, Aug. 08",,,,Aug. 08,
184,"Aristotle-Works, Part 2. De Lincis Insecabi. libus. Trans. by H. H. Joachim. Svo. swd. 29. 6d. net ...CLARENDON PRESS, Mar. 08",,,"Aristotle-Works, Part 2",CLARENDON PRESS,6d.,0.025,,"Aristotle-Works, Part 2. De Lincis Insecabi. libus. Trans. by H. H. Joachim. Svo. swd. 29. 6d. net ...CLARENDON PRESS, Mar. 08",,,,Mar. 08,net
189,"Armistead (Wilson H.)- Trout Waters: Manage- ment and Angling. Svo. 8 X5.), PP. 211, 3s. 6d. net ... BLACK, Aug. 08",Armistead,Wilson H.,Trout Waters: Manage- ment and Angling,BLACK,3s. 6d.,0.175,,"Armistead (Wilson H.)- Trout Waters: Manage- ment and Angling. Svo. 8 X5.), PP. 211, 3s. 6d. net ... BLACK, Aug. 08",Wilson H. Armistead,['Armistead (Wilson H.)'],,Aug. 08,net
191,"Armitage (W. J.)-The Cities of Refuge. Cr. Svo. 7} *41, pp. 98, 1s. net MARSHALL BROS., April 08",Armitage,W. J.,The Cities of Refuge,MARSHALL BROS.,1s.,0.05,,"Armitage (W. J.)-The Cities of Refuge. Cr. Svo. 7} *41, pp. 98, Is. net MARSHALL BROS., April 08",W. J. Armitage,['Armitage (W. J.)'],,April 08,net
196,"Army Appropriation Account, is. 1d. WYMAN, Mar. 08",,,"Army Appropriation Account, is",WYMAN,1d.,0.004166666666666667,,"Army Appropriation Account, is. Id. WYMAN, Mar. 08",,,,Mar. 08,
197,"Army-Cyclist Training (Provisional), 4d. ; Field Service Pocket Book, 1s. .. WYMAN, Sep. 08",Army-Cyclist Training,Provisional,4d,WYMAN,1s.,0.05,,"Army-Cyclist Training (Provisional), 4d. ; Field Service Pocket Book, Is. .. WYMAN, Sep. 08",Provisional Army-Cyclist Training,['Army-Cyclist Training (Provisional)'],,Sep. 08,
198,"Army-The Duties of the General Staff, by von Schellendorff (Reprint), 5s. ; Treatise on Ser- vice Explosives, is. 6d. WYMAN, Feb. 08",,,"Army-The Duties of the General Staff, by von Schellendorff (Reprint)",WYMAN,6d.,0.025,,"Army-The Duties of the General Staff, by von Schellendorff (Reprint), 5s. ; Treatise on Ser- vice Explosives, is. 6d. WYMAN, Feb. 08",,,,Feb. 08,
199,"Army Estimates, is. I1d. . WYMAN, Feb. 08",,,"Army Estimates, is",WYMAN,1d.,0.004166666666666667,,"Army Estimates, is. IId. . WYMAN, Feb. 08",,,,Feb. 08,
200,"Army-Field Service Manual : Infantry Batta- lion, 3d. ...WYMAN, Oct. 08",,,Army-Field Service Manual : Infantry Batta- lion,WYMAN,3d.,0.0125,,"Army-Field Service Manual : Infantry Batta- lion, 3d. ...WYMAN, Oct. 08",,,,Oct. 08,
201,"Army-Field Service Manual, 1908 : Army Medical Service, 4d.; Handbook for the Position-Finder, 1908, 3d. ..WYMAN, Aug. 08",,,Army-Field Service Manual,WYMAN,3d.,0.0125,,"Army-Field Service Manual, 1908 : Army Medical Service, 4d.; Handbook for the Position-Finder, 1908, 3d. ..WYMAN, Aug. 08",,,,Aug. 08,
202,"Army (German) --Regulations for Manæuvres (Manöver-Ordnung, 1908), 3d. WYMAN, Sep. 08",Army,German,Regulations for Manæuvres (Manöver-Ordnung,WYMAN,3d.,0.0125,,"Army (German) --Regulations for Manæuvres (Manöver-Ordnung, 1908), 3d. WYMAN, Sep. 08",German Army,['Army (German)'],,Sep. 08,
203,"Army-Handbook of the Medical Services of Foreign Armies, France, 6d. ; Manual of Chiropody, 2d. . WYMAN, Feb. 08",,,"Army-Handbook of the Medical Services of Foreign Armies, France",WYMAN,2d.,0.008333333333333333,,"Army-Handbook of the Medical Services of Foreign Armies, France, 6d. ; Manual of Chiropody, 2d. . WYMAN, Feb. 08",,,,Feb. 08,
204,"Army-How to Obtain a Commission, 2d. WYMAN, Dec. 08",,,Army-How to Obtain a Commission,WYMAN,2d.,0.008333333333333333,,"Army-How to Obtain a Commission, 2d. WYMAN, Dec. 08",,,,Dec. 08,
205,"Army-Infantry Training, 1905, General Staff, War Office (Reprinted with Amendments), is. WYMAN, Nov. 08",,,Army-Infantry Training,WYMAN,,0.0,,"Army-Infantry Training, 1905, General Staff, War Office (Reprinted with Amendments), is. WYMAN, Nov. 08",,,,Nov. 08,
